open_day,link,p_rate,p_name,tags,open_time,category,p_id,address,price
,https://place.map.kakao.com/1022462403#comment,0/5,온에어코인노래연습장,,코인노래방,g,g282,서울 금천구 시흥대로52길 51 (우)08628,
,https://place.map.kakao.com/398856459#comment,0/5,팝스타코인노래연습장,,코인노래방,g,g28,서울 강남구 강남대로102길 11 (우)06123,
,https://place.map.kakao.com/27264852#comment,0/5,코인노래,,코인노래방,g,g279,서울 동작구 만양로14길 30 (우)06914,
,https://place.map.kakao.com/1193496626#comment,0/5,372코인노래방,,코인노래방,g,g2710,서울 노원구 동일로 1672 (우)01625,
,https://place.map.kakao.com/907997478#comment,0/5,스위티코인노래연습장,,코인노래방,g,g260,서울 광진구 영화사로 1 2층 (우)04945,
,https://place.map.kakao.com/759299651#comment,0/5,엔젤코인노래연습장 강남점,,코인노래방,g,g26,서울 서초구 서초대로77길 45 3층 (우)06612,
,https://place.map.kakao.com/1272740281#comment,0/5,스타코인노래연습장,,코인노래방,g,g25,서울 동작구 동작대로 21 양지빌딩 지하1층 (우)07015,
,https://place.map.kakao.com/26490723#comment,0/5,신천ae코인,코인전용노래방,코인노래방,g,g247,서울 송파구 백제고분로7길 54 지하 1층 (우)05559,
,https://place.map.kakao.com/2034820745#comment,0/5,케이팝코인노래연습장,,코인노래방,g,g243,서울 관악구 관악로 154 대도빌딩 3층 (우)08788,
,https://place.map.kakao.com/828023333#comment,0/5,케이존코인노래연습장,,코인노래방,g,g2414,서울 양천구 신목로2길 54 (우)08007,
,https://place.map.kakao.com/1150183161#comment,0/5,노래야노래야코인노래방 이태원점,,코인노래방,g,g24,"서울 용산구 이태원로27가길 58 3,4층 (우)04350",
,https://place.map.kakao.com/216707150#comment,0/5,휴가코인노래연습장,,코인노래방,g,g239,서울 은평구 연서로 274 (우)03349,
,https://place.map.kakao.com/1727296462#comment,0/5,조이킹동전노래연습장 연신내점,,코인노래방,g,g238,서울 은평구 통일로 855-9 지하 (우)03330,
,https://place.map.kakao.com/27336190#comment,0/5,스타게임파크 코인노래 외대점,,코인노래방,g,g2313,서울 동대문구 휘경로 20 (우)02441,
,https://place.map.kakao.com/649319083#comment,0/5,G르고코인노래연습장,,코인노래방,g,g23,"서울 종로구 대명길 37 3, 4층 (우)03078",
,https://place.map.kakao.com/1292044919#comment,0/5,리코스타코인노래방,,코인노래방,g,g229,서울 성북구 장월로1길 112 2층 (우)02748,
,https://place.map.kakao.com/865554819#comment,0/5,자메이카코인노래연습장 수락산점,,코인노래방,g,g224,서울 노원구 동일로241가길 6 지층 (우)01606,
,https://place.map.kakao.com/27440087#comment,0/5,더코인팝,,코인노래방,g,g221,서울 성북구 보문로34길 39 지하1층 (우)02845,
,https://place.map.kakao.com/419967419#comment,0/5,i코인노래연습장,,코인노래방,g,g22,서울 마포구 양화로18길 9 (우)04051,
,https://place.map.kakao.com/27382055#comment,0/5,24시 코인노래연습장,,코인노래방,g,g217,서울 성북구 고려대로24길 3-42 (우)02856,
,https://place.map.kakao.com/2098420969#comment,0/5,큐코인노래연습장 불광2호점,,코인노래방,g,g216,서울 은평구 진흥로 148 3층 (우)03378,
,https://place.map.kakao.com/784705427#comment,0/5,마에스트로동전노래연습장 건대점,,코인노래방,g,g213,서울 광진구 아차산로29길 16 (우)05018,
,https://place.map.kakao.com/53501326#comment,0/5,케이팝 코인노래연습장,,코인노래방,g,g212,서울 영등포구 신풍로 30-1 (우)07430,
,https://place.map.kakao.com/109105804#comment,0/5,슈퍼스타코인노래연습장 신림점,,코인노래방,g,g2112,서울 관악구 신림로 312 지하1층 (우)08778,
,https://place.map.kakao.com/585651800#comment,0/5,고래고래코인노래연습장,,코인노래방,g,g211,서울 종로구 우정국로2길 42 지하1층 (우)03189,
,https://place.map.kakao.com/959737463#comment,0/5,더보이스동전노래연습장,,코인노래방,g,g210,서울 영등포구 문래로 205 지하 1층 (우)07301,
,https://place.map.kakao.com/211677725#comment,0/5,싱어삘3코인노래연습장,,코인노래방,g,g21,서울 영등포구 영중로2길 1 지하 1층 (우)07304,
,https://place.map.kakao.com/476659571#comment,0/5,플레이코인,,코인노래방,g,g196,서울 강동구 구천면로 418 (우)05292,
,https://place.map.kakao.com/2012829225#comment,0/5,팝스타2 코인노래연습장,,코인노래방,g,g193,서울 송파구 백제고분로7길 31 지하1층 (우)05557,
,https://place.map.kakao.com/604051142#comment,0/5,엣지코인노래,,코인노래방,g,g1912,서울 노원구 동일로192길 91 (우)01833,
,https://place.map.kakao.com/782108281#comment,0/5,탑코인노래연습장,,코인노래방,g,g1911,서울 성북구 화랑로11길 11 지하 1층 (우)02751,
,https://place.map.kakao.com/1154396825#comment,0/5,세븐스타코인노래연습장송파가락점,,코인노래방,g,g191,서울 송파구 동남로18길 33 (우)05782,
,https://place.map.kakao.com/1775061702#comment,0/5,인코인 동전노래연습장,,코인노래방,g,g190,서울 도봉구 해등로 146 (우)01401,
,https://place.map.kakao.com/414149472#comment,0/5,더히트코인노래방,,코인노래방,g,g19,서울 송파구 새말로8길 4 2층 (우)05817,
,https://place.map.kakao.com/1844376094#comment,0/5,별코인노래연습장,,코인노래방,g,g189,서울 관악구 남부순환로 1601 지하1층 (우)08759,
,https://place.map.kakao.com/763639857#comment,0/5,코인노래연습장,,코인노래방,g,g188,서울 동작구 동작대로27길 22 (우)07008,
,https://place.map.kakao.com/27455757#comment,0/5,24시코인노래,,코인노래방,g,g185,서울 관악구 남부순환로246길 24 (우)08793,
,https://place.map.kakao.com/288103166#comment,0/5,리코스타 코인노래연습장 명지대2호점,,코인노래방,g,g184,서울 서대문구 증가로10길 63 (우)03662,
,https://place.map.kakao.com/1349987499#comment,0/5,풀코인노래연습장,,코인노래방,g,g182,서울 강동구 상암로 44 (우)05318,
,https://place.map.kakao.com/27440766#comment,0/5,J코인노래연습장,,코인노래방,g,g1814,서울 노원구 석계로 103 동우빌딩 지하 (우)01893,
,https://place.map.kakao.com/242083564#comment,0/5,스타코인노래연습장 강남직영점,,코인노래방,g,g18,서울 강남구 강남대로106길 7 지하1층 (우)06123,
,https://place.map.kakao.com/499817810#comment,0/5,더코인노래방,,코인노래방,g,g174,서울 중랑구 용마공원로 3 (우)02181,
,https://place.map.kakao.com/1373286821#comment,0/5,세븐스타코인노래연습장 송파구청점,,코인노래방,g,g17,서울 송파구 올림픽로32길 13 3층 (우)05543,
,https://place.map.kakao.com/2002024796#comment,0/5,슈퍼스타코인노래연습장,,코인노래방,g,g169,서울 강남구 개포로82길 9-11 한국빌딩 지하 1층 (우)06329,
,https://place.map.kakao.com/1571851336#comment,0/5,K팝스타코인노래뮤비방 방화점,,코인노래방,g,g167,서울 강서구 방화동로 49 (우)07614,
,https://place.map.kakao.com/1069426840#comment,0/5,잇츠코인노래연습장,,코인노래방,g,g163,서울 양천구 오목로 151 (우)07943,
,https://place.map.kakao.com/1868565649#comment,0/5,슈퍼스타코인노래연습장 신림역점,,코인노래방,g,g1612,서울 관악구 남부순환로 1596 지하1층 (우)08776,
매일 09:00 ~ 02:00,https://place.map.kakao.com/2005137420#comment,0/5,스마일코인노래연습장,,코인노래방,g,g1610,서울 관악구 양녕로 66 지하 1층 (우)08729,
,https://place.map.kakao.com/1563322300#comment,0/5,시바코인노래연습장,,코인노래방,g,g161,서울 송파구 강동대로9길 17-1 (우)05537,
매일 00:00 ~ 24:00,https://place.map.kakao.com/1535436333#comment,0/5,탄탄코인노래연습장,,코인노래방,g,g15,서울 송파구 법원로4길 10 힐스테이트에코문정 지하1층 B106호 (우)05855,
,https://place.map.kakao.com/122891508#comment,0/5,리코스타 코인노래연습장,,코인노래방,g,g146,서울 노원구 한글비석로 271 태경빌딩 (우)01714,
,https://place.map.kakao.com/1091626421#comment,0/5,코인박스 동전노래연습장 발산점,,코인노래방,g,g144,서울 강서구 강서로 385 우성에스비타워 4층 405호 (우)07803,
,https://place.map.kakao.com/979698642#comment,0/5,스타코인노래연습장,,코인노래방,g,g142,서울 관악구 관악로 200 (우)08737,
,https://place.map.kakao.com/879485984#comment,0/5,슈퍼스타코인노래연습장 화곡역점,,코인노래방,g,g1410,서울 강서구 화곡로 164 지하1층 (우)07715,
,https://place.map.kakao.com/614009135#comment,0/5,더코인노래연습장,,코인노래방,g,g141,서울 중랑구 망우로55길 8 (우)02086,
,https://place.map.kakao.com/594067057#comment,0/5,코인싱어동전노래연습장,,코인노래방,g,g140,서울 성동구 마조로3길 6 (우)04760,
,https://place.map.kakao.com/377500577#comment,0/5,세븐스타코인노래방 오목교역점,,코인노래방,g,g139,서울 양천구 신목로 98 4층 (우)08007,
,https://place.map.kakao.com/889948560#comment,0/5,악쓰는하마 코인노래연습장,,코인노래방,g,g138,서울 강동구 천호대로157길 38 (우)05335,
,https://place.map.kakao.com/1654066841#comment,0/5,스마일코인노래연습장 강서구청점,,코인노래방,g,g135,서울 강서구 공항대로46길 90 (우)07658,
,https://place.map.kakao.com/2085720349#comment,0/5,베카코인노래연습장,,코인노래방,g,g133,서울 강남구 삼성로 233 (우)06279,
,https://place.map.kakao.com/641084621#comment,0/5,에코코인동전노래연습장,,코인노래방,g,g132,서울 은평구 진관3로 22 2층 (우)03306,
,https://place.map.kakao.com/975057157#comment,0/5,스타코인노래연습장 목동점,,코인노래방,g,g1314,서울 양천구 목동로 219 지하 1층 (우)07937,
,https://place.map.kakao.com/2131835935#comment,0/5,고래고래코인노래연습장,,코인노래방,g,g1313,서울 관악구 신림로59길 11 지하1층 (우)08776,
,https://place.map.kakao.com/176560539#comment,0/5,와드코인노래연습장,,코인노래방,g,g13,서울 강남구 강남대로118길 19 (우)06119,
,https://place.map.kakao.com/27306343#comment,0/5,와라 코인노래연습장 신촌2호점,,코인노래방,g,g128,서울 서대문구 연세로7안길 1 (우)03788,
,https://place.map.kakao.com/1610487772#comment,0/5,24시코인노래,,코인노래방,g,g124,서울 동작구 동작대로27가길 20 (우)07008,
,https://place.map.kakao.com/609962641#comment,0/5,K팝스타 코인노래연습장,,코인노래방,g,g123,서울 양천구 중앙로 263 2층 (우)08073,
,https://place.map.kakao.com/498859258#comment,0/5,명지코인노래방,,코인노래방,g,g1211,서울 서대문구 거북골로 39 (우)03665,
,https://place.map.kakao.com/469264889#comment,0/5,큐코인노래연습장 중화점,,코인노래방,g,g1210,서울 중랑구 중랑역로 57 지하1 (우)02104,
,https://place.map.kakao.com/349474814#comment,0/5,코인피그노래연습장,,코인노래방,g,g12,서울 송파구 동남로 147 수동빌딩 지하1층 (우)05827,
,https://place.map.kakao.com/182397498#comment,0/5,KPOP 코인노래연습장,,코인노래방,g,g117,서울 마포구 와우산로21길 10 (우)04040,
,https://place.map.kakao.com/2138942020#comment,0/5,리코스타코인노래연습장 한양대1호점,,코인노래방,g,g115,서울 성동구 마조로3가길 27 지하1층 (우)04760,
,https://place.map.kakao.com/792958296#comment,0/5,잇츠코인노래연습장,,코인노래방,g,g114,서울 송파구 가락로 214 (우)05671,
,https://place.map.kakao.com/700505614#comment,0/5,메가코인노래연습장,,코인노래방,g,g113,서울 강서구 마곡중앙6로 89 3층 (우)07803,
,https://place.map.kakao.com/641470754#comment,0/5,가수코인노래방,24시간 코인노래방,코인노래방,g,g112,서울 관악구 남부순환로 1599-3 지하 1층 (우)08759,
,https://place.map.kakao.com/27510857#comment,0/5,와라코인노래연습장,,코인노래방,g,g1113,서울 서대문구 명물길 33 (우)03776,
,https://place.map.kakao.com/1381433417#comment,0/5,세븐틴코인노래연습장 군자역점,,코인노래방,g,g1111,서울 광진구 능동로 297 2층 (우)04997,
,https://place.map.kakao.com/1619564292#comment,0/5,코인스타동전노래연습장,,코인노래방,g,g111,서울 금천구 시흥대로52길 65 2층 (우)08628,
,https://place.map.kakao.com/353620143#comment,0/5,락휴코인노래연습장 구로디지털점,,코인노래방,g,g110,서울 구로구 시흥대로 565 3층 (우)08391,
,https://place.map.kakao.com/78187711#comment,0/5,K팝스타코인노래연습장 망원점,,코인노래방,g,g10,서울 마포구 포은로 67 2층 (우)04017,
"월,화,수,목,일 13:00 ~ 24:00
더보기",https://place.map.kakao.com/2129451774#comment,0/5,보드팩토리,,보드카페,f,f10,서울 마포구 어울마당로 70 서포빌딩 5층 (우)04041,
"매일 00:00 ~ 24:00 (예약제,예약필수)",https://place.map.kakao.com/1462994034#comment,0/5,키랩보드게임카페 건대1호점,,보드카페,f,f110,서울 광진구 동일로24길 96 지하1층 (우)05017,
매일 10:00 ~ 23:00,https://place.map.kakao.com/27503326#comment,0/5,친구네놀이터,,보드카페,f,f111,서울 마포구 잔다리로 19 (우)04048,
"월~금 13:00 ~ 24:00
더보기",https://place.map.kakao.com/1232273833#comment,0/5,히어로보드게임카페 건대본점,,보드카페,f,f112,서울 광진구 능동로13길 39 한아름쇼핑센터 2층 (우)05016,
,https://place.map.kakao.com/26467300#comment,0/5,제임스보드카페,,보드카페,f,f113,서울 강남구 언주로85길 23-10 (우)06222,
,https://place.map.kakao.com/24785058#comment,0/5,보드게임카페 보드스쿨,,보드카페,f,f114,서울 강남구 테헤란로1길 16 (우)06129,
,https://place.map.kakao.com/256970182#comment,0/5,성수지앵협동조합,,보드카페,f,f1210,서울 성동구 왕십리로 101 (우)04768,
,https://place.map.kakao.com/1012409570#comment,0/5,보드게임아지트,,보드카페,f,f13,서울 영등포구 영중로 31 3층 (우)07301,
"월,화,수,목,일 10:00 ~ 23:45
더보기",https://place.map.kakao.com/27413260#comment,0/5,큐브이스케이프 홍대점,,테마카페,f,f131,서울 마포구 양화로16길 15 무광빌딩 4층 (우)04039,
"월~금 11:00 ~ 02:00
더보기",https://place.map.kakao.com/528909972#comment,0/5,꿀팟만화보드카페,,만화카페,f,f132,서울 강서구 마곡중앙로 161-17 보타닉파크타워1 지하1층 B112호 (우)07788,
,https://place.map.kakao.com/1587350979#comment,0/5,키이스케이프 명동점,,테마카페,f,f133,서울 중구 명동8나길 6 (우)04536,
"월~금 12:00 ~ 23:00
더보기",https://place.map.kakao.com/27405762#comment,0/5,방탈출제로,,테마카페,f,f134,서울 서대문구 명물길 49 5층 (우)03776,
매일 10:30 ~ 23:00,https://place.map.kakao.com/27176753#comment,0/5,키이스케이프 혜화점,오프라인 방탈출카페,테마카페,f,f135,서울 종로구 대학로12길 50 3층 (우)03086,
,https://place.map.kakao.com/27025428#comment,0/5,GAMZINO보드게임카페 압구정점,,오락실,f,f137,서울 강남구 도산대로51길 40 (우)06018,
매일 13:00 ~ 23:30,https://place.map.kakao.com/26349251#comment,0/5,보드스토리,,보드카페,f,f14,서울 종로구 종로12길 16 대성빌딩 4층 (우)03189,
매일 10:00 ~ 23:00,https://place.map.kakao.com/1058701106#comment,0/5,만화카페 벌툰 연신내점,,만화카페,f,f1410,"서울 은평구 통일로 830 파레제페빌딩 403,404호 (우)03350",
"매일 11:00 ~ 24:00
더보기",https://place.map.kakao.com/737325783#comment,0/5,너나들이 만화카페,,만화카페,f,f1411,서울 동대문구 회기로13길 19 지하 1층 (우)02454,
매일 10:00 ~ 24:00,https://place.map.kakao.com/493916586#comment,0/5,만화카페산장,,카페,f,f1412,서울 용산구 한강대로81길 22 (우)04321,
,https://place.map.kakao.com/1903399843#comment,0/5,카페23서울,,카페,f,f1413,서울 마포구 독막로7길 63 1층 (우)04043,
매일 10:00 ~ 06:00,https://place.map.kakao.com/110246815#comment,0/5,만화카페검정고무신,,만화카페,f,f1414,서울 광진구 아차산로 241 3층 (우)05017,
매일 10:00 ~ 24:00,https://place.map.kakao.com/1604855298#comment,0/5,방탈출카페ESC 홍대점,"방탈출카페, 게임&PUB",테마카페,f,f143,서울 마포구 와우산로21길 19-16 NS타워 지하 2층 (우)04041,
"월~금 12:00 ~ 00:30
더보기",https://place.map.kakao.com/395610351#comment,0/5,머쉬룸카페,,카페,f,f145,서울 마포구 잔다리로6길 35 향남빌딩 4층 (우)04039,
매일 12:00 ~ 23:00,https://place.map.kakao.com/1709230849#comment,0/5,카페화실,,테마카페,f,f146,서울 강남구 테헤란로1길 17 5층 (우)06134,
"월,화,수,목,일 11:00 ~ 24:00
더보기",https://place.map.kakao.com/22614688#comment,0/5,카페데코믹스 홍대점,"한 시대를 풍미한 만화의 맥을 이어받아
또한번 새롭게 도약하는 카페데코믹스
자라나는 아이들에게 꿈과 희망을 주고 시련을 극복하는 방법을 알려주며,대중예술의 꽃으로 일커졌던 만화를 카페데코믹스에서 또 한번 꽃 피우려고 합니다.
카페데코믹스는 은은한 커피 향과, 다채로운 고객 맞춤형 만화 컨텐츠로 휴식과 즐거움을 제공함으로써 생활의 재충전, 인생의 즐거움을 함께 드리고자 합니다.
함께하는 카페데코믹스
카페데코믹스는 Coffee 와 만화책을 한 공간에서 즐길수있는 재충전의공간을 말합니다.
커피를 볶는 카페데코믹스
카페데코믹스의 커피는 대량으로 볶아지는 원두가 아닙니다.
매일매일 소량의 원두를 정성것 볶아 제공하는 카페데코믹스만의 선물입니다.
재미가 있는 카페데코믹스
여성의 전유물, 새로운 애완동물로 자리매김 하고있는 야옹이 본연의 시크함과 도도함,깔끔한 성격으로 여성의 사랑을 듬뿍 받고있는 고양이가 운영하는 카페데코믹스 입니다.",북카페,f,f147,서울 마포구 어울마당로 96 3층 (우)04040,
매일 12:00 ~ 24:00,https://place.map.kakao.com/1672829084#comment,0/5,카페허니룸,,테마카페,f,f148,서울 서초구 서초대로77길 37 서초동월드 8층 801호 (우)06612,
"매일 10:30 ~ 24:00
더보기",https://place.map.kakao.com/23700661#comment,0/5,보다더카페,"보다더카페는
저렴한 생두가 아닌 스페셜티급의 생두(예가체프, 케냐AA, 산토스)를 직접 로스팅하여 가스를 12시간 충분히 뺀 상태에서 블랜딩한 원두를 48시간만 판매하는 곳입니다.

신선한 원두의 맛과 직접 정성을 다하여 씨 하나 없이 담근 과일청들과
사이다가 아닌 직접 만든 탄산수로 만든 에이드와 보드카칵테일, 이쁜 색상의 모히또와 전적으로 여성의 입맛에 맞춘 보드카칵테일! 물론 남자는 샷추가로 강하게~ 남자에 대한 의리!~~ ^ ^

한번 맛보면 계속 찾게 되는 자몽빙수!

직접 만들어 더 맛있는 양송이스프와 양송이스프 베이스의 크로크무슈~

저렴한 가격의 디저트라고 얕볼 수 없는 환상적인 데코의 치즈케잌과 머핀, 브라우니, 고소한 크림치즈가 듬뿍한 프리첼!

담백한 맛의 치킨 퀘사디아와 토마토, 양파, 치킨육수와 엑스트라 버진 올리브유로만 맛을 낸 얼큰한 국물이 일품인 토마토해물파스타와 브로콜리가 살아있는 크림 파스타~",카페,f,f149,서울 서대문구 세검정로 57 2층 (우)03623,
"월~금 14:00 ~ 23:00
더보기",https://place.map.kakao.com/26878892#comment,0/5,디아날로그,보드게임공간,보드카페,f,f15,서울 영등포구 영신로40길 5 성진빌딩 지하 1층 (우)07251,
"월~목 13:00 ~ 24:00
더보기",https://place.map.kakao.com/1171264693#comment,0/5,월드보드카페,,보드카페,f,f16,서울 강북구 도봉로87길 9 4층 (우)01073,
,https://place.map.kakao.com/26947865#comment,0/5,카페이노이드 서일대직영점,,카페,f,f160,서울 중랑구 용마산로86길 9-38 (우)02192,
"월~금 11:00 ~ 24:00
더보기",https://place.map.kakao.com/12138214#comment,0/5,카페루미 강남점,"멀티룸카페, 음료무한리필, TV시청, Wii 게임, 보드게임, 이벤트파티",커피전문점,f,f161,서울 서초구 서초대로77길 43 경원빌딩 5층 (우)06612,
"매일 00:00 ~ 24:00
더보기",https://place.map.kakao.com/1813261034#comment,0/5,숲숨그레이,"카페, 양떼목장, 애견놀이터, 보드게임, 안마의자,

오락실, 노래방, 플스, 만화책을 한 곳에서!",카페,f,f1611,서울 강남구 강남대로156길 45 (우)06034,
매일 10:00 ~ 24:00,https://place.map.kakao.com/1797985577#comment,0/5,놀숲 종로점,,북카페,f,f1612,서울 종로구 삼일대로17길 8 대신빌딩 3층 (우)03190,
매일 10:00 ~ 23:00,https://place.map.kakao.com/1528582359#comment,0/5,코드케이 강남점,,테마카페,f,f1613,서울 강남구 봉은사로2길 31 지하1층 (우)06123,
,https://place.map.kakao.com/474254018#comment,0/5,손오공마라탕 서교점,,중식,f,f1614,서울 마포구 잔다리로6길 23 (우)04039,
,https://place.map.kakao.com/1238783932#comment,0/5,서울창업카페 양천신정점,,카페,f,f162,서울 양천구 신정로7길 75 (우)08049,
"매일 10:00 ~ 22:00
더보기",https://place.map.kakao.com/396096203#comment,0/5,힐링카페작은휴가,,테마카페,f,f163,서울 마포구 서강로 111 (우)04061,
,https://place.map.kakao.com/25161316#comment,0/5,보드스쿨 홍대2호점,보드게임카페,카페,f,f164,서울 마포구 어울마당로 118 천마빌딩 지하1층 (우)04055,
"월~금 11:00 ~ 23:00
더보기",https://place.map.kakao.com/11591116#comment,0/5,카페쎄라비,"커피 및 각종 음료와 케익, 머핀을 취급하는 금연 카페입니다.",카페,f,f165,서울 용산구 청파로47길 75 2층 (우)04312,
"월~토 10:00 ~ 23:00
더보기",https://place.map.kakao.com/25464181#comment,0/5,하늘담은카페,,카페,f,f166,서울 강서구 방화대로33길 3 성은빌딩 6층 (우)07605,
,https://place.map.kakao.com/15736442#comment,0/5,더카페,,커피전문점,f,f168,서울 관악구 신림로 319 (우)08776,
,https://place.map.kakao.com/1435282268#comment,0/5,슈퍼보드,,카페,f,f169,서울 마포구 홍익로5안길 14 (우)04039,
"월~금 13:00 ~ 23:00
더보기",https://place.map.kakao.com/19182865#comment,0/5,보드놀이터,,보드카페,f,f17,서울 마포구 홍익로 9-1 (우)04040,
매일 17:00 ~ 02:00,https://place.map.kakao.com/26546475#comment,0/5,브롱스 강남점,하우스맥주 전문점,"호프,요리주점",f,f170,서울 강남구 강남대로94길 15 (우)06129,
매일 10:50 ~ 23:30,https://place.map.kakao.com/902163133#comment,0/5,룸즈에이 홍대점,,테마카페,f,f171,서울 마포구 와우산로23길 8 더모임빌딩 지하1층 (우)04054,
,https://place.map.kakao.com/969459474#comment,0/5,이스케이퍼스,,테마카페,f,f1710,서울 마포구 연희로1길 7 2층 3층 (우)03985,
매일 12:00 ~ 22:00,https://place.map.kakao.com/2057870125#comment,0/5,집사의하루 강남역점,유기묘 보호 캣카페,고양이카페,f,f1711,서울 강남구 강남대로102길 14 5층 (우)06128,
"월~목 18:00 ~ 23:30
더보기",https://place.map.kakao.com/140909562#comment,0/5,감각의제국,,"호프,요리주점",f,f1712,서울 중구 충무로7길 19 (우)04550,
매일 15:30 ~ 05:00,https://place.map.kakao.com/25068327#comment,0/5,조선주막 건대점,,"호프,요리주점",f,f1713,서울 광진구 아차산로33길 28-4 (우)05017,
매일 10:00 ~ 24:00,https://place.map.kakao.com/1654396478#comment,0/5,벌툰 종각점,,만화카페,f,f1714,서울 종로구 종로14길 9 3층 (우)03190,
매일 16:00 ~ 06:00,https://place.map.kakao.com/14660285#comment,0/5,홀릭스,,"호프,요리주점",f,f172,서울 서초구 서초대로77길 24 3층 (우)06614,
"매일 10:00 ~ 23:00
더보기",https://place.map.kakao.com/27494166#comment,0/5,소셜팩토리 홍대1호점,"현대엔지니어링에서 재직하고 현재 취업강사가 직접 운영하고 있습니다.
취업과 관련된 모든 자료와 상담이 가능합니다.
취업스터디, 어학스터디, 회의, 모임공간 등 모임전문공간 소셜팩토리를 찾아주세요

- 이용료는 1인 1시간 1,500원 입니다. (홍대 지역 최저가!!)
- 건물 내 주차좌석까지 있어 소형, 중형, 일반 SUV 차량 등 주차도 가능합니다.
- 강연, 세미나, 플리마켓, 스터디, 행사, 원데이클래스 등도 가능한 홍대 합정 상수 모임전문공간 입니다.
- 컬러프린트,컬러복사,컬러스캔 : (A4 칼라 50원) (A3 칼라 100원)
- 모임에 필요한 화이트보드, 빔프로젝터, 공기청정기, 전신거울, 독서대, 담요, 스탠드, 와이파이 등 모든 것들이 구비 되어 있습니다.

ROOM [A] : 2~4 인
ROOM [B] : 4~8 인
ROOM [C] : 8~14 인
ROOM [D] : 2인~4인
HALL [M] : 20~50 인",북카페,f,f174,서울 마포구 와우산로21길 19-19 (우)04041,
"월~금 09:00 ~ 22:00
더보기",https://place.map.kakao.com/1040119941#comment,0/5,디벙크,"문화와 예술의 공간, 따뜻한 휴식의 공간,
좋은 사람들이 만나 멋진 이야기와 생각을 나누는
공간, 空間, The Space, 디벙크 입니다.

단순한 카페 그 이상을 지향하는 '공간' 디벙크는,
때로는 음악가들의 무대, 때로는 예술가들의 전시회,
그리고 가을밤 작은 소극장의 스크린이 되어 드릴 것 입니다.

환영합니다.
그리고 반갑습니다.",커피전문점,f,f175,서울 마포구 성지1길 30 지하 2층 (우)04072,
,https://place.map.kakao.com/1950621524#comment,0/5,꼬꼬아찌 홍대직영점,,치킨,f,f176,서울 마포구 와우산로21길 31-10 1층 (우)04041,
"월~금 10:00 ~ 22:30
더보기",https://place.map.kakao.com/27464586#comment,0/5,쉼스토리,새로운 개념의 힐링 라운지,테마카페,f,f177,서울 강남구 역삼로3길 17 혜진빌딩 3층 (우)06242,
"월~금 12:00 ~ 24:00
더보기",https://place.map.kakao.com/1259936409#comment,0/5,룸카페 바니,,테마카페,f,f178,서울 강남구 강남대로96길 12 3층 301호 (우)06129,
,https://place.map.kakao.com/773237827#comment,0/5,코다차야 신촌점,,실내포장마차,f,f179,서울 서대문구 명물길 32 준성빌딩 지하1층 (우)03777,
매일 15:00 ~ 03:00,https://place.map.kakao.com/278235079#comment,0/5,김부삼 건대점,,삼겹살,f,f180,"서울 광진구 아차산로33길 40-1 1, 2층 (우)05017",
매일 10:30 ~ 23:30,https://place.map.kakao.com/27223158#comment,0/5,미스터리룸이스케이프 홍대점,방탈출카페,테마카페,f,f181,서울 마포구 잔다리로 5-1 상아빌딩 5층 (우)04049,
매일 12:00 ~ 24:00,https://place.map.kakao.com/12051896#comment,0/5,하늘유리,룸카페,카페,f,f1810,서울 영등포구 영등포로 248 (우)07303,
"월~토 11:30 ~ 23:30
더보기",https://place.map.kakao.com/2074600451#comment,0/5,스미다,,카페,f,f1811,서울 금천구 벚꽃로 298 대륭포스트6차 b143호 (우)08510,
매일 10:00 ~ 24:00,https://place.map.kakao.com/1411337187#comment,0/5,놀숲 송파점,,북카페,f,f1812,서울 송파구 백제고분로 387 삼현빌딩 지하1층 (우)05626,
매일 11:00 ~ 23:00,https://place.map.kakao.com/711467066#comment,0/5,미스터힐링 영등포구청역점,전동의자 체험 및 체험카페,테마카페,f,f1813,서울 영등포구 당산로28길 2 2층 (우)07259,
"월~금 15:00 ~ 03:00
더보기",https://place.map.kakao.com/568728629#comment,0/5,미친양꼬치,,양꼬치,f,f182,서울 광진구 아차산로33길 16-4 (우)05017,
매일 10:00 ~ 24:00,https://place.map.kakao.com/798713718#comment,0/5,놀숲 강남역점,,북카페,f,f183,서울 강남구 강남대로98길 17 2층 (우)06129,
"월,화,수,목,일 10:00 ~ 12:00
더보기",https://place.map.kakao.com/1260273250#comment,0/5,놀숲플러스 숙대입구점,,북카페,f,f184,서울 용산구 청파로47길 52 명신프라자 지하1층 (우)04309,
"월,화,수,목,일 10:00 ~ 23:20
더보기",https://place.map.kakao.com/466116790#comment,0/5,큐브이스케이프 잠실점,방탈출 카페,테마카페,f,f185,서울 송파구 올림픽로8길 10 4층 (우)05556,
"월~금 12:00 ~ 24:00
더보기",https://place.map.kakao.com/1964974873#comment,0/5,앨리스룸카페,,테마카페,f,f186,서울 광진구 동일로22길 107 3층 (우)05017,
"매일 12:00 ~ 23:00
더보기",https://place.map.kakao.com/19034696#comment,0/5,카페온,,카페,f,f187,서울 동대문구 왕산로 276-1 (우)02554,
매일 10:00 ~ 23:00,https://place.map.kakao.com/1609818137#comment,0/5,벌툰 잠실새내점,,만화카페,f,f188,서울 송파구 백제고분로7길 27 반석빌딩 3층 (우)05557,
