,u_id,title,review,u_rate,place_name,res_title,p_id
0,Relax825963,광장을 지키는 그리고 서울을 지키는 동상,한국인이 가장좋아하는 동상 두개가 서울의 광장에 자리잡고있다. 개인적으로 한국에서 가장 멋진 동상이라고 생각합니다. 광장에와서 한번쯤 보고가세요,5,충무공 이순신 동상,충무공 이순신 동상,167
1,juou,세종로의 상징,세종로 광화문광장 한가운데 떡 하니 서계신 이순신장군의 동상입니다. 가까이서 보니 꽤 크네요. 개인적으로 세종대왕 동상은 다른 데 있는게 더 나을것 같아요,4,충무공 이순신 동상,충무공 이순신 동상,167
2,MyEveryTime,한국을 대표하는 인물,한국을 대표하는 가장 위대한 인물이다. 동상에도 이순신 장군의 위엄이 느껴진다. 앞에 분수가 있어 물 놀이하는 아이들이 많다.,5,충무공 이순신 동상,충무공 이순신 동상,167
3,gingertea,멋있습니다.,위엄있는 이순신 동상이 볼 때마다 다시금 감사함과 애국심을 되새기게 합니다. 그리고 괜히 든든하고 계속해서 나라를 지켜줄 것만 같은 느낌을 받습니다.,5,충무공 이순신 동상,충무공 이순신 동상,167
4,형근 김,세종로의 상징 이순신 장군 동상,"광화문 앞 세종로에 있는 이순신 장군 동상은 서울의 상징과도 같습니다. 이순신 장군 동상 앞에는 차가 다니지 않고 조그만 광장이 조성되어 있고, 여름에는 분수도 나와 서울 시내 관광할 때는 꼭 가보아야 할 곳입니다!",5,충무공 이순신 동상,충무공 이순신 동상,167
5,pic_bd,한국인이 존경하는 위인 1위.,"나라를 위해 목숨까지 받쳐가며 싸웠던 충무공 이순신. 100원 동전에서도 그를 찾을 수 있다. 어쩌다 광화문에 그의 동상이 세워진지를 모르겠으나 아마 그의 충성심과 정직함, 곧음을 서울 중심에 두고 그가 바라보는 또 그를 바라보는 시민들이 정면교사 할 수 있게 하고자 함이 아니었을까? 한 가지 아쉬운 점은 동상의 고증에 여러 문제가 있다는 점이다.",4,충무공 이순신 동상,충무공 이순신 동상,167
6,JUSEONG Y,대한민국 최고의 영웅,"정말 광화문에 갈때마다 숙연해지는 곳 위대한 이순신장군님이 계신곳, 바로 충무공 이순신 장군 동상이지 않을까 싶네요. 정말 서울의 랜드마크라 할 수 있는 곳입니다. 우리민족의 영웅이라 할 수 있는 성지같은 곳이죠 날씨좋을때는 사람들 정말 많습니다.",5,충무공 이순신 동상,충무공 이순신 동상,167
7,봉기 문,방문기,"종종 길을 가다 쳐다보는 이순신 장군의 동상을 보면서, 필부에 지나지 않는 나도 나라를 위해 무언가를 할 수 있을까 하는 생각이 들 정도로 위엄과 기개가 느껴지는 조형물입니다.",5,충무공 이순신 동상,충무공 이순신 동상,167
8,902,"종로,광화문에 간다면 안 보고 지나칠 수가 없습니다","얼마 전 광화문 교보문고 갔다가 지나치면서 봤는데, 당당하게 서있는 동상에 늘 흐뭇합니다 ㅎ",5,충무공 이순신 동상,충무공 이순신 동상,167
9,Bora Y,지나가면서 보세요,광화문 지나가면서 한번 보시기 좋아요 굳이 찾아갈 필요는 없구요 광화문 광장에서 바로 보입니다.,3,충무공 이순신 동상,충무공 이순신 동상,167
10,J J,세종대왕상과 나란히 광화문에 서있음,광화문의 랜드마크. 기념사진 찍기 좋다. 동상주변은 광장으로 되어있어 걸어다니면서 보기도 편리.,3,충무공 이순신 동상,충무공 이순신 동상,167
11,Ju-yeon Y,촛불집회,촛불집회때 이순신 동상을 보면 뭔가모르게 뜨거운 감정이 샘솟는 것같아요. 이순신 동상이 시청 앞에 서있어서 여기가 어딘지 알려주는 랜드마크 역할도 하고요.,3,충무공 이순신 동상,충무공 이순신 동상,167
12,yusoooooo,광화문에 왔다면 이순신을 봐야한다.,광화문 이순신장군 동상은 이 장군의 위세를 볼수있다. 조선 최고의 장군과 조선 최고의 왕을 만날수 있는 곳.,5,충무공 이순신 동상,충무공 이순신 동상,167
13,백호50,방문,조선에 유명한 장군이시다 조선역사에 길이 빛나는 영웅이시기도하다 예전에 조선총독부건물이있던곳을 헐어버리고 그중 중앙도로에 장군상을 세워놓았다 관광객들에게 잘보이는곳이다 한국 얬날 국가이름 조선을 일본군에 대전함을 불과 몇척에 목함과 거북선이라는 철갑선을 만들어 대첩을 일으키신 명장이시다,3,충무공 이순신 동상,충무공 이순신 동상,167
14,진인 이2fg5dtuk,충무공 이순신 장군이 있는 광화문,"외국 관광객들이 서울에 오면 많이 찾는 곳중에 한 곳이 경복궁이며, 그 경복궁 앞의 너른 광장이 광화문 광장인데. 그곳에서 접할 수 있는 충무공 이순신 장군의 동상.",3,충무공 이순신 동상,충무공 이순신 동상,167
15,kwjgirl,만남의 장소,하지만 요즘 동상앞에서 친구를 기다리기에는 주변이 어수선한 느낌이 있다. 시국에 대한 많은 이야기와 볼거리와 소리들이 정신을 빼놓게 만든다...,3,충무공 이순신 동상,충무공 이순신 동상,167
16,민석 권,광화문광장을 지키는 동상,광화문 넓은 광장의 초입에 멋지게 서있는 대한민국의 영웅 이순신동상입니다 요즘에는 광장 주변에 집회가 많아서 집회없는 평일에 방문하는것이 좋습니다,4,충무공 이순신 동상,충무공 이순신 동상,167
17,flyingdonutx100,광화문 랜드마크,광화문 한복판에서 뵙게되는 이순신장군님 동상입니다. 경복궁 방향으로는 세종대왕님이 계신답니다.,5,충무공 이순신 동상,충무공 이순신 동상,167
18,PINKSHOW01,역사적 감동이 느껴지는 곳,촛불집회 내내 마주하게 되었던 이순신장군 동상. 광화문 광장 한가운데서 마치 아직도 나라를 지키고 있는 것처럼 우뚝 서 있는 모습이 매우 인상적임.,4,충무공 이순신 동상,충무공 이순신 동상,167
19,민준 최,광화문 지킴이,광화문의 랜드마크가 세종대왕 상과 충무공 이순신 동상이다. 서울을 처음오는 외국인들이 사진찍고 기념하기에 너무 좋은 장소이다. 이곳에 들렸다가 청계천으로 가면 딱 좋은 코스이다.,5,충무공 이순신 동상,충무공 이순신 동상,167
20,duck3222,광화문 광장,이순신 동상과 세종대왕까지 함께 구경을 할수 있죠~ 동상을 보고 잇으니 우리를 지켜주시느라 고된 전쟁을 치르신 이순신 장군님께 감사하고 존경스러움을 느낄수있었습니다. 그냥 지나칠수 있겠지만.. 한번쯤은 가던길을 멈추고 살펴보고 가는것도 좋으리라 생각됩니다.,5,충무공 이순신 동상,충무공 이순신 동상,167
21,으헤헤헤헹,광화문 한복판에 있습니다.,광화문 한복판에 있는 동상입니다. 광화문 5호선에 있습니다 엄청 큰 동상이고 이 위로 올라가면 세종대왕 동상이 있으며 더 올라가면 광화문이 있습니다. 그리고 주변에 출출할때 먹을 많안 패스트푸드나 혹은 커피 빵집이 있습니다.,5,충무공 이순신 동상,충무공 이순신 동상,167
22,사자비,한국인에게는 별5개,"구국의 영웅인 이순신 장군의 동상. 사실 동상 자체는 그냥 조금 커다란 동상이 서울 한복판인 광화문 광장에 있는 정도다. 다만 그 의미를 생각하면 이 동상은 전혀 다른 의미로 다가온다. 동상 하나만 보기 위해서 멀리서 가기가 애매하다는 생각은 안 해도 된다. 주변에 볼거리가 많기 때문에 경복궁과 광화문, 세종문화회관, 교보문고, 보신각종, 서울광장 등 하루종일 돌아도 다 못 볼 만큼 주변 볼거리는 많다.",5,충무공 이순신 동상,충무공 이순신 동상,167
23,Karl-Styner,"서울의 방벽, 충무공 이순신 동상","대한민국을 대표하는 위인 중 하나이자 전신인 충무공의 동상이다. 세종대왕 동상과 함께 서울의 자존심을 대표하고 있다. 광화문 광장 중앙에서 웅장함을 자랑하고 있다. 저녁 야경이 멋지긴 하지만, 사진에 담긴 좀 힘들다.",5,충무공 이순신 동상,충무공 이순신 동상,167
