,u_id,title,review,u_rate,place_name,res_title,p_id
0,Relax825963,분수 때문에..명소라고 소개된듯,사실 여기는 분수보다는 자전거 및 바이커들이 중간에 쉬어가기 좋은 장소입니다. 시간내서 오실 필요는 없습니다. 서울에서 적당히 중간이라서 여기서 쉬며 라면 또는 마실거리 마시고 돌아가는 장소...입니다.,3,반포대교 달빛무지개분수,반포대교,280
1,juou,달빛분수,반포한강공원과 잠수교를 함께 둘러보기 좋아요. 잠수교 중간에 차대놓고 분수구경도 하고 바람쐬기에 딱 좋은거 같습니다,4,반포대교 달빛무지개분수,반포대교,280
2,LYONTEK,별로 ...,"사진은 예쁜데, 실제로 보면 별로에요. 솔직히 말해서 서울관광이 코스로 넣으려면 다른데 가는게 나아요. 갔다가 실망하고 왔습니다.",2,반포대교 달빛무지개분수,반포대교,280
3,jaeho kim,정말 아름다운 분수에요 .,세빛섬 바로 앞에 분수가 있고 골든블루마리나라는 수상레저업체에서 분수쇼 관람을 위한 요트 보트 탑승 프로그램이 있습니다. 저희는 분수쇼 타임에 요트를 빌려 분수쇼를 관람했는데 이건 정말 말로 설명할수 없을 만큼의 환상적인 느낌이었습니다. 꼭 경험해 보세요,5,반포대교 달빛무지개분수,반포대교,280
4,Joon K,사람이 정말 많네요.,"반포대교이 분수쇼 때문인지 사람이 정말 많네요. 날씨가 좋은것도 한몫을 하긴 하는거 같습니다. 특별한 분수쇼는 아니지만, 강바람 맞으면서 보기 좋은거같아요",4,반포대교 달빛무지개분수,반포대교,280
5,J J,저녁에 분수쇼,저녁에 다리에서 조명과 함께 분수쇼를 한다. 시간을 미리 알아놓고 감상하면 좋은 경험이 될것.,4,반포대교 달빛무지개분수,반포대교,280
6,Ju-yeon Y,좋아요,반포대교 옆에 있는 새빛둥둥섬의 야경이 이뻐요 한강를 따라 여러 행사 보는 재미도 있어요!!,3,반포대교 달빛무지개분수,반포대교,280
7,Hyo-Jung Kim,서울 밤도깨비 야시장,맛있는 음식. 예쁘고 특이한 핸드메이드 소품. 한강에서 산책하고 밤을 즐기기에 최고의 장소.,4,반포대교 달빛무지개분수,반포대교,280
8,DragonT,야간 조명 및 분수쇼가 멋있음,"새빛둥둥섬 옆 반포대교. 저녁에 하루에 두번 분수쇼를 진행하며 조명이 멋있습니다. 음악과 함께 분수가 나오는데 꽤 멋있고 아름답습니다. 금,토 저녁엔 도깨비 야시장이 열려서 다양한 구경거리 및 먹을꺼리도 많습니다.",4,반포대교 달빛무지개분수,반포대교,280
9,KarlWolf,답답할때마다 오게되는 반포 한강대교,"봄, 여름, 가을밤에 오기 참 좋은 반포 한강대교. 겨울이 아닌 시즌엔 무지개 다리를 보면서 치킨과 맥주를 마실 수 있는 여유를 가질 수 있는 그런 곳이다. 멋진 야경도 볼 수 있고 음악에 맞춰 나오는 무지개 분수가 참 아름답고 사진찍기 좋은 곳이다",5,반포대교 달빛무지개분수,반포대교,280
10,올리브521,반포대교 야간 물분수쇼,몇번지나가다가 보다가 세빛공영주차장에 주차하고 30분간격으로 음악과 함께 나오는 분수쇼를 보았는데 야간에 정말 아름다운 장관이였다.서울에 볼만한게 많지않다고 생각했는데 구석구석 은근 기쁜곳이 많아졌다,5,반포대교 달빛무지개분수,반포대교,280
11,으헤헤헤헹,다리가 정말로 아름답습니다.,분수가 너무나 아름답습니다. 멋지고 아름답고 꼭 여름에 보러가세요 함께 맥주한잔하면서 경치에 취해보세요.,5,반포대교 달빛무지개분수,반포대교,280
12,애만이,"새빛섬 무지개분수, 서울의 야경","밤에 가야 이쁜 반포대교 무지개분수를 볼수있는 반포지구. 한강물이 흐르고, 서울의 야경도 보이고 운치가 있는곳 애인과 함께 라면 더 좋다.",5,반포대교 달빛무지개분수,반포대교,280
13,승규 유,생각보다 더 좋았던 무지개분수,단편영화 촬영차 갔었는데 생각했던 것보다 무지개 분수는 더 아름다웠어요. 다만 사람이 워낙 많아서 적당한 자리 잡기가 쉽지는 않아요.,4,반포대교 달빛무지개분수,반포대교,280
14,itszoomy,좋아요,늦여름밤 혹 가을밤 시원한 강바람에 산책하기 좋은 장소입니다 특정 시간대에 음악과 함께 분수쇼가 있는데 그 분위기를 즐기는 것도 좋아요,5,반포대교 달빛무지개분수,반포대교,280
15,bjh3676,분수가 멋진곳,"지하철 3,7,9호선 고속터미널역에서 걸어서 15분정도면 갈 수 있습니다. 개인적으로 한강 다리의 경치 중에 저녁 반포대교의 남단이 가장 멋지다고 생각하는데, 멀리 남산타워가 보이고, 잠수교로 오가는 라이더들, 세빛 둥둥섬, 잘 정비된 둔치 등 평화로운 모습이 인상적입니다. 여름시즌에는 무지개 분수쇼도 좋은 구경거리입니다.",5,반포대교 달빛무지개분수,반포대교,280
16,진규 이,야경.. 원더풀!,"반포대교는 강남의 중심부와 강북의 중심부를 연결하는 다리다. 그래서인지 교통 행로로서의 반포대교는 피해가고 돌아가고 싶은 상습 정체지이다. 하지만 밤이 되고 다리에 불이 들어오면 반포대교는 그 자체가 예술품이요, 관광지가 된다. 두 개의 얼굴을 지닌 반포대교.. 반포대교는 다리 위보다 아래가 더 매력적인 다리다.",4,반포대교 달빛무지개분수,반포대교,280
17,떼류니,아름다운 야경,4~11월까지는 분수쇼가 있습니다. 음악이랑 같이흘러나오는데 선곡은 마음에 안들지만 시원한 물줄기를 보고있으면 기분도 시원해지는 기분입니다. 옆에는 새빛둥둥섬이 있는데 조명효과로 인해 전망이 괜찮은 편입니다. 반포시민공원에는 친구-연인보다 가족단위가 많은듯합니다. 날씨좋은 한여름날밤 더위를 피해 가만히 앉아서 쉬기 좋은곳,5,반포대교 달빛무지개분수,반포대교,280
18,kris,한강의 하이라이트,"여름에 반포대교에서 분수쇼를 하는 것은 정말 아름답습니다. 한강에서의 정취를 느낄 수 있는 곳입니다. 잠수교해질녁에 잠수교를 걷는것도 좋습니다. 자전거를 타다가 힘들면 , 한강공원 잔디밭에서 쉬어 가기에도 좋습니다. 여름엔 모기가 많으니, 모지방지 로션을 바르고 가시길 권합니다.",4,반포대교 달빛무지개분수,반포대교,280
19,hohochai,더위를 즐길 수 있는 곳,"31개의 한강다리 중 유일하게 분수시스템을 갖춘 반포대교입니다. 아래쪽은 잠수교가 있어 두개의 다리가 평행으로 이어지는 것또한 볼거리 이구요. 산책이나 조깅을 하기에 더할나위없는 곳입니다. 4월부터 10월까지 매회 20분씩 바람의 방향에 따라 가동을 하고 있구요, 평일과 휴일에 따라 시간이 틀리니 확인하시고 가셔야 합니다.",4,반포대교 달빛무지개분수,반포대교,280
20,mkla1004,분수쇼,반표대교까지 산책후 대교에 앉자보는 분수쇼가 너무 로맨틱하고 아름답습니다.여름에 치맥하면서 앉자있으면 서울에 낭만을 느낄수 있습니다;),4,반포대교 달빛무지개분수,반포대교,280
21,nayepp,꼭가보길,"겨울, 비오는날만 아니면 분수도 볼수있고 음악도 나와요~ 분수색들이 너무 예쁘고 시원하고 멋져요",4,반포대교 달빛무지개분수,반포대교,280
22,everlsk,한강 야경 명소,반포대교 무지개분수는 한강 야경의 방점을 찍는 멋진 곳 입니다. 바로 옆에는 반포 한강공원이 있어 봄~가을에는 이곳에서 가볍게 맥주 한잔 하는 분들도 많이 있습니다.,5,반포대교 달빛무지개분수,반포대교,280
23,이안팍,분수대가 있는 곳,유람선 타면 가는 곳이다 다리 옆으로 분수가 나오고 조명과 어울려져 멋지다 근처 새빛둥둥섬도 있다,4,반포대교 달빛무지개분수,반포대교,280
24,sdc0503,무지개 분수가 아름답습니다.,반포대교는 낮보다는 저녁때 가보셔야합니다. 해가 지고 어두워지면 무지개분수가 가동되어 아름다운 모습을 보실수 있습니다. 계절마다 가동시간이 조금씩 차이가 있어서 120 다산콜센터에 문의를 하신다음 시간을 정확히 알고 가시면 됩니다. 버스정류장도 바로 앞에 위치해 있어서 대중교통으로도 가기에 용이합니다.,4,반포대교 달빛무지개분수,반포대교,280
25,민석 권,여기 갈때는 자전거를 타고 가세요,고속 터미널에서 바로 자전거를 타고 아래로 진입할수 있습니다. 야경이 정말 아름다운 곳이고 한강 자전거길에 위치해 있습니다. 그냥 편안히 쉴수도 있고 음식배달도 가능합니다. ^^,5,반포대교 달빛무지개분수,반포대교,280
26,민영 김,무지개 분수를 볼 수있는곳!,지하철역에서 10분~15분정도 걸어갔던거 같구요. 해가 뉘엇뉘엇 질때쯤 도착하여 다리 밑 구경하기 좋은자리에 앉아 기다렸습니다. 시간이 되니 조명이 켜지며 음악이 흐르고 물줄기가 나왔는데 음악에 맞춰 변하는 물줄기가 너무 아름다웠습니다. 바람부는 방향에 따라 틀어주는 위치가 다르다고 들었는데 다행히도 제가 앉은 방향에서 물줄기를 볼수 있었습니다~ 공원도 널찍해서 바람 쐬기 좋았네요!,3,반포대교 달빛무지개분수,반포대교,280
27,세영최2015,쇼 안함,쇼 안함 담당전화안받으 이건뭐 홈페이같은데라도 언제하는지 알려주지 고생해서 찾아갔는대. 멍하니 한시간 있다가 옴. 나 뿐만아니라 다른 차도 기다리다 그냥 옴,1,반포대교 달빛무지개분수,반포대교,280
28,Johnstanno,쇼가 없었다.,"우리는 2013년 5월 중순에 갔었다. 분수쇼가 오후 8시에 시작하는 줄 알았는데, 8시반, 9시가 되어도 쇼는 없었다. 정말 실망이었고 왜 쇼가 없었는지 모르겠다. 쇼에 대한 일정을 확인할 수 있다면 그렇게 하는 것이 좋을 것이다. 지하철에서 꽤 걸어가야 하는데, 비바람이 몰아치는 날씨에 나만큼 실망하고 싶지 않다면 말이다.",2,반포대교 달빛무지개분수,반포대교,280
29,Connie M,꼭 놓치지 말아야 할 것,내 2년간의 한국 여행을 방금 막 마쳤다. 대부분의 시간은 서울에서 보냈다. 내 생각에 꼭 봐야할 것이 2개 있다. 첫번째는 자연이다. 도시 도처에 있는 벚꽃이 만개한 벚나무이다. 나는 최근 몇년간 벚꽃 개화시기를 조사한 후에 거기에 맞춰서 여행을 갔다. 두번째는 사람이 만든 것으로 반포대교에 있는 분수쇼이다. 이 다리는 소문에 의하면 세계에서 가장 긴 분수라고 한다. 서울에서 한강을 가로지르는 많은 다리 중에 하나인데 경간에는 200개의 컬러 조명이 있다. 밤에 가면 최고다. 1330이,5,반포대교 달빛무지개분수,반포대교,280
30,Leilani D,경치는 멋진데 오래 걸어야한다.,"지하철역에서 오래 걸어가야 하고 거기까지 가는 길이 좁고 어둡다. 하지만 일단 도착하면 그만한 값어치가 있다. 공기는 상쾌하고 분수는 환상적이다. 서울타워와 강 건너로 보이는 서울의 경치가 훌륭하다. 친구들과 놀거나, 자전거타기, 조깅하기에 좋은 곳이다. 다리밑으로 걸으면 재미있는 그래피티를 몇 개 볼 수 있다. 레인보우 카페가 아주 멀지는 않지만 우리는 가 보지는 않았다.",4,반포대교 달빛무지개분수,반포대교,280
31,DauphinJonas,경치가 멋져요!,고속버스 터미널에서 좀 오래 걸어서 저는 분수 쇼가 시작 되기 전에 바로 시간에 맞춰서 한강 공원에 마침내 도착했어요. 아주 좋았습니다. 날씨도 선선해서 가수들이 좀 더 최근의 감미로운 K-pop 노래와 최근의 영어 노래를 불러 줬으면 하고 바랬어요. 공연 시간 15분은 너무 짧았어요. 20-25분 정도면 좋았을 텐데요. 그리고 한강 공원 안에 과자나 음료수 같은 걸 파는 곳들이 많았으면 하는 마음이었어요.,4,반포대교 달빛무지개분수,반포대교,280
32,nadiyafabiola,가을에는 색깔이 없어요,"내가 한국에 도착해서 맨 처음 가고 싶었던 곳은 이 다리였어요. 그러나, 안타깝게도, 나는 거의 겨울이 다 된 가을에 도착했어요. 봄과 여름에만 열리는 것이어서요....:( 이 아름다운 모습을 볼 수 없다는 것이 참 슬프네요.",3,반포대교 달빛무지개분수,반포대교,280
33,Haliza Ali,사랑스러운 환경,"나는 이것이 현지인들이 주말을 보내는 방법을 즐기고 관찰하는 좋은 방법이라고 생각했습니다. 나는 토요일 밤에 매우 사랑스러운 분위기-수제 재료, 문신가, 좋은 음식 및 다리 옆의 아름다운 빛의 벼룩 시장에있었습니다. 피크닉을 가기에 좋은 곳",4,반포대교 달빛무지개분수,반포대교,280
34,Saifur Tarun,강 옆에 화려한 밤을 즐겼다.,"""반포 대교""의 매우 아름답고 화려한 분수 전시. 저녁부터 오후 9 시까 지 30 분마다 디스플레이를 즐길 수 있습니다. 다과와 신선한 공기를위한 좋은 장소.",5,반포대교 달빛무지개분수,반포대교,280
35,bigtupai,라이트 쇼의 다른 종류,"고속 버스 터미널 지하철역에서 걸어서 갈 수있는 거리에있어 다리 옆에서 물 분사가 나오는 가벼운 샤워를 볼 가치가 있습니다. 쇼의 타이밍은 7입니다. 오후 30시, 오후 8시, 8시. 오후 30시, 오후 9시 각 쇼는 약 20 분 동안 지속됩니다. 근처에 간단한 스낵을 먹을 수있는 포장 마차가 있습니다. 레스토랑과 카페도 있습니다.",5,반포대교 달빛무지개분수,반포대교,280
36,kksfv,동작 대교 카페,반포 대교 전체를 한눈에 보려면 동작 대교 카페에 가서 물이 colored을 것입니다. 가까이에서 보려면 # 9 라인을 타고 고속 버스 터미널에서 나와 표지판을 따라 가십시오. 반포를 따라 20 분 정도 걸 으면 다리 아래로 갈 입구를 찾을 때까지 표지판을 따라 가십시오. 떠 다니는 섬이라고 말하면 반포 한강 공원까지 10 분 더 걸어갑니다. 공연 일정을 확인하십시오. 우리가 거기에 갔을 때 1 / 2 시간마다 오후 8시에 시작하는 3 20 분 쇼 만있었습니다. 여기에서 사람이 만든 떠 다니는,3,반포대교 달빛무지개분수,반포대교,280
37,Jbloodworth,저녁에 좋아요,"나는이 지역을 좋아했다! 금요일 밤에 갔고, 매우 편안한 쇼를 보았습니다! 그런 다음 다른 모든 건물과 푸드 트럭이있는 야시장을 걸어 다녔습니다! 나는 볼만한 가치가 있다고 생각합니다.",5,반포대교 달빛무지개분수,반포대교,280
38,Catherine M,라이트 쇼,산책하기에 좋은 멋진 공원. 밤에는 다리에 가벼운 쇼가 있습니다. 그냥 음악을 그리워하지만 멋진 쇼입니다. 정말 어두울 때 보는 것이 가장 좋습니다.,3,반포대교 달빛무지개분수,반포대교,280
39,Kate M,라이트 쇼,가벼운 쇼는 꽤 평균적이었다. 그리고 우리가 거기에 도착하기 위해 취했던 30 분의 버스 여행의 가치가 확실히 없다. 실제로는 '쇼'가 아니라 다리 옆에있는 채색 표시등이었습니다. 걸어 갈 수있는 거리라면 여행 할 가치가 있지만 여행 거리가 길면 갈 가치가 없습니다.,3,반포대교 달빛무지개분수,반포대교,280
40,Kat,좋은 느낌,"좋은 시간은 비쌀 필요가 없습니다. 밤에 여기로 오십시오. 친구를 데리고 오십시오. 계단에 앉거나 담요를 가져 오십시오. 현지 푸드 트럭에서 간식과 음료를 드십시오. 화려한 분수 쇼를 즐기십시오. 그런 다음 떠 다니는 섬으로 걸어갑니다. 여름 공기, 화려한 조명을 받아보십시오. 너 자신을 즐겨. 여기서 보낸 시간은 매우 마법입니다.",5,반포대교 달빛무지개분수,반포대교,280
41,dianne c,그다지 훌륭하지 않아.,"나는 높은 기대로 거기에 갔고, 약간 실망했다. 내가 상상했던 것만 큼 화려하지는 않았다. 그것은 정말로 긴 물 샘이었다. 그 근처의 공원은 밤에 놀고, 멋졌다. 수많은 음식 마구간이 열리고 라이브 공연도 있습니다.",3,반포대교 달빛무지개분수,반포대교,280
42,Linda K,장관보다는 광경. . .,. . . 한 여행 가이드가이 매력을 어떻게 정확하게 묘사하고 있는지에 대한 것입니다. 우리는 JW 메리어트 서울에서 걸어서 감동을 덜 받았다. - 그러나 반포 한강 공원은 시원한 서울 저녁에 앉아있는 데 사랑 스럽다.,3,반포대교 달빛무지개분수,반포대교,280
43,Margareth T,큰 피크닉 장소!,봄 또는 가을에 피크닉을하기에 좋습니다. 밤에는 분수도 즐길 수 있지만 일몰 후에는 아름답습니다. 운 좋게 내가 다리를 찾아 갔을 때 불꽃이 있었다. 그래서 그것은 아름답고 진절머리 난다.,4,반포대교 달빛무지개분수,반포대교,280
44,jolav12,실망,"설명은 당신이 정말로 가고 싶어하는 장소처럼 보이게하지만, 나는 '쇼'를 보았을 때 실망했습니다. 그들은 음악을 연주하고 분수는 조금씩 위아래로 움직이며 웨이브 패턴을 그리며 꽤 많이 있습니다. 색깔의 불빛을 간신히 볼 수 있습니다. 나는 길의 다른 쪽의 건물을 좋아했다. 그들은 색을 바꿔 아름답게 보입니다.",2,반포대교 달빛무지개분수,반포대교,280
45,Daoaksorn,놀랄 만한,많은 사람들이 저녁에 가벼운 쇼를 방문합니다. 여기에는 많은 식품 트럭과 모바일 가게가 있습니다. 쇼가 진행되는 동안 바닥에 앉아서 매트를 준비하는 것이 좋습니다.,4,반포대교 달빛무지개분수,반포대교,280
46,Wee107,알았어.,"그 무엇인가 새로운, 분수의 다리 그러나 당신이 그것과 함께 사진을 찍고 싶어하면 충분히 색깔이 다양하지 않은. 분수가 오면 20 분 이상 계속 노래를 부릅니다. 우리는 차가운 바람을 즐기고 싶지 않으면 사진을 찍은 후에 그다지 할 일이 없도록 남겨 두었습니다.",3,반포대교 달빛무지개분수,반포대교,280
47,JWong2014,그렇게 흥미롭지 않은 방문,"우리가 장소에 도착했을 때 단지 금요일과 토요일 밤에 그것이 일어난다 고 알기 위해 그것이 무지개 분수 축제이기로되어 있었던 것에 따라 갔다. 이 기능이 없다면, 방문은 그토록 혼란스러운 일이었을 것입니다. 약간의 그림을 찍기 위해 멋진 조명 (큰 지역이 아닌)이있었습니다.",3,반포대교 달빛무지개분수,반포대교,280
48,cancute11,반포 다리에있는 분수 쇼,"고속 버스 터미널 지하철역에 도착하면 반포 다리까지 약 10 분 정도 걸어야합니다. 반포 한강 공원 산책로를 따라 꽃이 만발합니다. 공원에서 여전히 피는 나무가 없다. 2019 년 4 월 3 일 날씨가 여전히 춥다.  4 기온 수요일, 2019 년 4 월 3 일 밴 포교 (Banpo Bridge)의 레인보우 분수 쇼 (Rainbow Fountain show)가 7시에 시작되었습니다. 오후 30시 5 곡의 춤 물 표시 그것을 즐겨라. . 너무 아름다운 밤",4,반포대교 달빛무지개분수,반포대교,280
49,NadyaOk,저녁에 좋은 위치,"사진 작가, 가족 및 커플을 사랑에 빠뜨리는 재미있는 다리. 강변의 특별한 지역에서, 다리에서, 또는 강 보트 여행을 선택하여 분수 쇼를 볼 수 있습니다.",5,반포대교 달빛무지개분수,반포대교,280
50,koychan,반포 한강 공원,"한강을 바라 보면서 수상 쇼를 즐기면서 서울에서의 밤을 끝내는 환상적인 방법입니다! 이 쇼는 다리의 오른쪽에서 매일 밤 20 분 동안 진행됩니다. 쇼를 기다리는 동안 가까운 간식을 사기위한 상점이 근처에 있습니다. 평일에는 좋은 자리를 위해 일찍 적어도 5 분, 주말에는 적어도 30 분에 도착해야합니다. 당신은 고속 버스 터미널 역에서 하차하고 공원까지 1 마일도 안되는 거리를 걸어서 여기에 올 수 있습니다.",5,반포대교 달빛무지개분수,반포대교,280
51,Calvin C,즐거운 밤의 분수 쇼,시간이 있다면 분수 쇼를 즐기는 것이 좋습니다. 그것은 매우 아름답습니다. 그리고 그것이 보여주는 몇 가지 다른 시간이 있습니다. 지하철로 쉽게 여기에 도달 할 수 있습니다.,4,반포대교 달빛무지개분수,반포대교,280
52,Black_angel1512,당황,"Banpo Rainbow 분수를 엿볼 수있는 저녁까지 기다려야 하루 종일이 지역에서 머물 렀습니다. 7시 5 분에 끝났습니다. 오후 30시, 그들은 호우로 인해 공연 취소를 발표했으나 하루 종일 비가 내리지 않았습니다.",1,반포대교 달빛무지개분수,반포대교,280
53,highimpactuk,그냥 확인해.,"우리는 Banpo 다리에 도착하기 위해 공정한 거리를 여행했고, 훌륭한 물과 빛을 볼 것을 예상했다. 그것은 단지 OK이었다 - 단지 이것을보아야 1 시간 이상 여행 할만한 가치가없는. 두바이, 베가스, 싱가포르의 물 위에서 화려한 불빛을 보았다면 실망 할 것입니다. 즉, 다리 근처에 훌륭한 산책 구역과 야외 공원이 있습니다. 마음에 두어야 할 다른 것은 밤에만보기 때문에 낮에는 나타나지 않는다는 것입니다.",3,반포대교 달빛무지개분수,반포대교,280
54,Kat,화려하고 상당히,토요일 저녁 그냥 정말 밝은 분수 쇼를 즐겼습니다. 우리는 다리 불꽃놀이를 또한 운이 좋았다. 비록 토요일 저녁 비가 내리고 있었지만 비가 무더운 날씨가 화려한 분수 쇼를 매력을 느낄. 다른 사람들에게 추천하고 싶다,4,반포대교 달빛무지개분수,반포대교,280
55,Septimiu,반포 브리지 무지개 분수,"반포 다리 38 그리고 한강 분당 물을 많이 190톤의 그릴 수 380 노즐 무지개 분수 4월부터 6월 사이에 운영 및 9월 매년. 물 표시, 조명, 음악 아주 20분 동안, 4하루 6번 실행. 오후 8시, 8다리 근처. 30시, 9시, 목격할 수 있습니다.",5,반포대교 달빛무지개분수,반포대교,280
56,pepperleafev,꼭 가볼 가치가 있는 토요일 밤에 방문,"나는 반포 위치해있었어요 공원 브리지 남쪽에 가서, 북쪽 무슨 모르겠습니다. 있는, 식품 트럭 작은 공급업체와 야시장이. 사우스웨스트"" Sevit""(일명 sebitseom) 및 일부 좌석 공간이 많이 있습니다. , 식품 트럭 많았습니다. 포함된 옵션, 치킨, 스테이크, 꼬치, 튀김, 삼겹살, 새우. . . 나는 모든 디저트까지 경우 기억나지 않습니다. . . 내 마음의 프라이드 치킨 중심으로. 88 닭고기(? ? ) 트럭. 끝이 줄 수 있으며, 이 선을 않았습니다 의미를 것 같았다. 가격도",5,반포대교 달빛무지개분수,반포대교,280
57,yipjcs88,멋진 밝은 밤에 표시,"이 공원에 저녁 빛이 - 프로그램을 시청할 수 일부 노력이 소요됩니다. 고속버스 터미널 역(지하철 3, 7 또는 9), 8번 출구로 나와 걷다 - 1 다음 몇 분 직진. 교차로에서(왼쪽 볼 Reborn 도시 건물) 우회전한 다시 10분 동안 계속 또는 강가 쪽으로. 걷는 중간에, 길을 건너서 걸어 - 빛을 보고 Riverside 공원 수 터널 입력합니다. 표시 일정에 대한 인터넷. 각 표시 약 20분간 지속된다. 최고의 바람이 너무 워터 스프레이 강력한 않을 때 다공성 왼쪽 및 일관된 패턴을",4,반포대교 달빛무지개분수,반포대교,280
58,manulyan,시간을 낭비하지 않는다,"볼만한 가치가 되지 않습니다. 운이 좋게도 이곳은 리버 크루즈, 발생할 경우 해당 참조 갈 슬픈 날 다리의 산책로. 이와 같은 전혀 보이지 않는 무지개.",1,반포대교 달빛무지개분수,반포대교,280
59,Zhang Y,화려한 야간 시장,"저 1 번 박 시장 은 서울의 평가 였습니다. 왼쪽 다리는 큰 홀 은 화려한 조명 이 잘 알려진 레인보우 출생. 오른쪽은 야시장 거리 음식들이 맛있는 간식 및 해당 기능을 제공합니다. 한편, 수 있을 만한 - 덕분에 귀에 괄호 나같은 액세서리 벨. 방문객들이 잔뜩 youngs. 저는, 서울에서 내가 머무는 동안 밤 산책 이 최고.",5,반포대교 달빛무지개분수,반포대교,280
60,John D,개도 없었다,"많은 사람들이 앉아서 기다리고 따뜻한 저녁을 먹고. 절대적으로 아무것도 없습니다. 누구에게나 들리는 소리를 죽인 tannoy 발표 가 너무 조용한 곳이라고 가지 (위해 갈수록 이상) 을 취소하지만 아무도 없 이 그냥 앉아 기다려야 모두가 들을 수 있었다. 결국, 1시간 후, 우리는 결국 포기했다!. 파이프 구멍이 붙어 볼 수 있기 때문에 콘크리트 다리. 것입니다.",1,반포대교 달빛무지개분수,반포대교,280
61,naaley,시간 denpassar,근처에 한강 공원. 이 곳에 가서 풀기 위해 작업/학교 있습니다. 뮤지컬 자체는 실망스럽기. 모든 것이 그냥 불빛을 볼 수 없다 / 제트 스트림 물 한 음악. 저는 9 시 까지 (8시) 첫 번째 표시하여 시간을 낭비하는 경우 표시할 것이 세 번째 나을 것이 다. 20 분 이 길을 보여 줍니다.,2,반포대교 달빛무지개분수,반포대교,280
62,Ruki05,정말 실망했어요!,"특히 마지막 날에 와서 물 쇼 입니다. 정말 특별하고 화려한 모습 의 사진이, 개인적인 것은 아니지만, 물을 그냥 볼 수 있는 작은 빛과 음악 이 설정을 변경한 배경. 특별한 아무것도.",2,반포대교 달빛무지개분수,반포대교,280
