,u_id,title,review,u_rate,place_name,res_title,p_id
0,Juni,길상사 법정스님과 불상,"도심에서 멀지 않은 곳에 차분히 돌아볼 수 있는 곳 마리아상을 연상케하는 관세음보살상과 마애불 그리고 애기불상 이절에 녹아 있는 법정스님, 길상화, 백석 그리고 관세음보살상을 만든 최종태작가... 비오는 날 진영각 툇마루에 앉아 법정스님 앉으셨던 의자를 보며 비우는 마음을 생각해 보자. ""맑고 향기롭게"" 조용하고 고즈녁한 이 절이 요정이었을 때의 모습이 잘 안그려지는 곳. 서울 살며 언제와도 마음 편해질 수 있는 곳.",4,길상사,길상사,103
1,bombom,"아버지 위패 모시고, 초재 다녀왔다.","장례치르고, 아버지 위패와 영정사진을 모시고. 오늘 초재를 지냈다. 성스럽고 마음이 차분해진다. 밤에 보면 환상적이다..곧 부처님오신날이 되면 더 화려하고 근사할 것 같다.",5,길상사,길상사,103
2,선우 남,고즈넉한 분위기. 힐링하기 좋은곳,"법정스님에 관한 스토리고 있는 곳이고, 서울에서 볼수 있는 사찰중에 가장 좋았다고 생각합니다. 성북동 동네도 이쁜곳이 많고, 여러가지로 만족스러웠던 곳이었습니다. 다음에도 또 방문하고 추천하고 싶네요.",5,길상사,길상사,103
3,Seungsoo P,지친 심신을 힐링할 수 있어요,법정스님이 계셨던 성북동의 사찰입니다. 전통적인 사찰은 아니고 요정집을 사찰로 개조한 곳이라 도심에 가까이 위치하고 있습니다. 넓지 않지만 힘들 때 방문해서 차 한잔 하시면 좋을 것 같네요,5,길상사,길상사,103
4,czdy,성북동 유명한 절,성북동에서 삼청터널 쪽으로 가는길에 있는 절입니다. 매우 큰 절임에도 교통이 좋은 시가지에 있어서 한번쯤 방문하기 좋은 곳이네요.,4,길상사,길상사,103
5,종연 이,좋은곳,불교인이 아니더라도 누구나 쉽게 방문 할수 있습니다. 깊은 산속에 있는 절만큼은 아니지만 도심에서 고즈넉함을 느낄수 있어요,5,길상사,길상사,103
6,용마사,좋아요!!!,가을에 가면 특히나 더 아름다운 절이에요~ 우리가 알던 절과는 다른 분위기의 소박한 절!! 꼭 방문해 보세요,5,길상사,길상사,103
7,90minas,아기자기한 독특한 절,"다른 일반적인 한국 절과는 다르게 아기자기하고 예뻐서 보는 재미가 있습니다. 법정스님 생전에 쓰시던 물건들과 유서, 초상화가 전시된 곳에서 감동을 받았습니다.",5,길상사,길상사,103
8,dress65,아름다운 이야기가 있는 길상사,"아래 어떤 외국인분은 길상사에 대해 안좋게 적었는데, 내가 최근에 갔던 길상사는 기념품가게도 문을 열었고, 염주만들기 행사도 진행하고, 사찰음식도 제공하였다. 또한 차를 마실 수 있는 가게도 있으며 구석구석 다녀보면 아름다운 곳이라 생각한다. 길상사가 절이 되기 전 이곳은 대원각이라는 요정집이였고 이곳의 안주인은 김영한 여사였다. 그녀는 유명한 요정이였고 한국의 유명시인 백석의 연인이었다. 이 여인은 안주인으로 지내다가 우연히 법정스님의 ""무소유""를 읽고 크게 감명받아 법정스님에게",5,길상사,길상사,103
9,J J,고즈넉한 서울을 느끼고 싶다면,도심에서 자연을 느끼고 싶다면 추천한다. 절에 나무가 가득 심어져있고 산책로가 짧지만 잘되어있다.,5,길상사,길상사,103
