,u_id,title,review,u_rate,place_name,res_title,p_id
0,J J,서울 전경을 한눈에,서울 전경이 한눈에 들어오는 곳. 신분증이 있어야해 보안이 까다롭다. 사진도 찍을 수 있는 곳이 있고 없는 곳이 있어서 주의해야함.,4,북악산,북악산 서울 성곽,377
1,jee-young CHO,주말에 서울에서 등산하기,"Bugaksan Seoul Fortress Seoul 주말에 서울에서 등산하기 581542317 서울의 전경도 보고, 가볍게 등산도 하고 싶다는 생각을 가지고서, 서울 한양 도성 성곽길 중에서 가장 가파르다는 백악구간의 북악산 코스(창의문안내소->말바위안내소)를 다녀왔습니다. 3호선 경복궁역에서 내려 음식문화거리에서 점심을 먹고, 버스를 타고 6분정도 가서 창의문안내소로 들어갔습니다. 무료이지만 성인은 신분증은 있어야 하고 미성년자 아이는 주민등록번호를 모두 기입해야 합니다. 성곽길",5,북악산,북악산 서울 성곽,377
2,Song Young Y,비추합니다. 가지마세요.,"비추하는 이유는 하나입니다. 최근에 서울성곽 알려지고 나서 너도나도 가서 쓰레기 버리고, 먹고 간거 치우지도 않고, 돌담 사이에 담배꽁초 박아놓고 그러네요. 방문하는 사람들 의식이 개판입니다. 가지마세요 제발. 인근에 살아 자주 갔었는데 요즘은 쳐다도 안 봅니다.",1,북악산,북악산 서울 성곽,377
3,용마사,서울 성곽,서울은 산에 둘러샇인 곳이죠!! 조선시대 성곽라인을 따라 트래킹을 해보세요!!! 가파른 길이긴 하나 색다른 경험일꺼에요~~,5,북악산,북악산 서울 성곽,377
4,민석 권,아름다운 서울성곽길,서대문에서 인왕산을 넘어서 창의문에 다다르면 거기서부터는 북악산서울성곽길로 이어집니다. 여기는 군 통제구역이라 정해진 룰을 따라야됩니다. 곳곳에 경계를 서시는 경찰분들이 계시고 감시카메라가 설치되어있으니 불법적인 행동은 하지 말아야됩니다. 그러다보니 정말 좋은점은 음주산행을 하거나 애완동물을 데려오거나 시끄러운 사람들이 없어서 좋습니다 북한산이 한눈에 들어오는 점도 정말 좋습니다 경사도가 있으니 체력은 좀 필요합니다,4,북악산,북악산 서울 성곽,377
5,duck3222,북악산,"북악산은 서울에서 유명한 곳이죠~ 많은 등산객들이 있는곳~ 저는 가볍게 생각하고 올라갔어요~ 서울성곽은 조선에 태조가 항양을 보호하기 위해 쌓은 시설이라고 합니다. 입구에서 출입통제도 하고 도적 방지하기 위해서 했다고 하네요. 높이가 12m 둘래가 18km 어마어마한 규모입니다. 서울성곽과 이어진 문들이 바로 우리가 알고있는 홍인지문, 숭례문, 사대문, 광화문들이라고 합니다. 규모가 얼마나 큰지 알수있었습니다. 안국역에서 종로2번버스 타고 밑바위 안내소까지 올라가서~ 가볍게 산책하고",4,북악산,북악산 서울 성곽,377
6,wusom,트래킹 하기좋아요,도시에서 쉬운 트래킹 하기 좋은곳 끝나구 서울 도심 지로 바로 연결되어서 뒷풀이 하기도좋아요 누구나 멀리 나가지 않쿠 도시에서 쉬운 트래킹 하고픈 바쁨 도시인들 추천해요,4,북악산,북악산 서울 성곽,377
7,여행자나나,한번 쯤 꼭 가봐야 할 곳 (많이 힘듬),외국인 친구가 놀러왔을 때 걷는 걸 좋아해서 가봤어요. 굉장히 예쁘고 공기도 좋고 가는 길에 군인들이 서 있는 것도 특이하고 해서 재미있었어요. 근데 계단이 너무 많아서 힘들었다는 점.... 은 있지요. 또 간다고 하면 아주 큰 맘 먹고 가야할 것 같아요. 하지만 성벽을 따라 걷는 느낌은 잊을 수가 없어요~,5,북악산,북악산 서울 성곽,377
8,bjh3676,도심속 놀라운 산책길,"저는 주로 성북동 쪽의 성북초등학교 근처 입구에서 서울성곽길을 산책합니다. 서울성곽은 예전의 한양도성을 둘러싸고 있는 성곽을 보수한 것이며, 지금도 훌륭한 공원, 문화재로서의 기능을 다하고 있습니다. 어떤 구간은 신분증이 있어야 둘러볼 수 있습니다.",5,북악산,북악산 서울 성곽,377
9,jodanpapa,서울의 멋진 전경을 볼 수 있지만... 사진찍을 때에는 각별히 조심을...,"북악산 정상을 오르는 가장 빠른 지름길은 창의문쪽에서 시작하는 것이지만 서울성곽을 따라 오르는 그 길은 매우 가파르다는 것을 기억하자... 그리고 북악산이 청와대의 뒷산이다보니 경비가 상엄한 편이라는 것도 기억할 것... 탐방을 위해서는 입구쪽에서 신청서를 작성하고, 신분증을 제시하여 신원확인을 받은 후 교부받은 패를 항상 목에 걸고 다녀야 한다... 그리고 사진은 지정된 곳에서만 촬영이 가능하며, 혹여 몰래 찍는다고 해도 어디선가 감시의 눈길이 있다는 것을 기억하고 반드시 룰을 지킬 것...",5,북악산,북악산 서울 성곽,377
