review,u_id,title,u_rate,p_id
성북구 지역이 아파트 단지로 탈바꿈하면서 녹지가 많이 줄었는데 정릉은 약간의 입장료는 받지만 전체적으로 넓은 녹지를 갖춘 공원에 가깝다. 가끔 방문하게 되면 찾는 인원들도 많지 않아 산책하기도 좋고 벤치에 앉아 조용하게 시간을 보내기도 좋다.. 가끔 유치원생들이 소풍 오게 되면 그때는 많이 시끄럽다..,choichoi123,도심 속의 녹지..,4,114
"정릉 자체도 문화유산인 곳이라 고즈넉하고 구경하기에 좋았지만, 무엇보다 좋았던 것은 정릉안의 산책로였음. 한시간 반 ~ 2시간 정도 여유있게 둘러볼 수 있는 산책로인데, 길도 다양하고 나무도 많고 중간중간 휴식장소도 잘 되어있어서, 주말에 가볍게 운동하기 좋을 것으로 생각됨",PINKSHOW01,도심속 아름다운 숲길,4,114
나는 역사와 야외 활동을 좋아하기 때문에 이것이 나를위한 두 가지 요소였습니다. 식물 표본과 조류 / 야생 동물 및 아름다운 조선 시대의 무덤이있는 숲길을 따라 사랑스러운 겨울 산책. 나는 봄이 장관이라고 내기했지만 더 좋은 오후를 보낼 수 없었다.,Laurie W,겨울의 평온,5,114
가을의 계절에이 장소를 방문해야합니다. 많은 benchens와 산책로가있는 아름다운 곳입니다. 성인 입장료는 1 만원,isnainifa,그레이트 플레이스,4,114
"이 곳 가을에 환상적인 모든 나무 색상 변경 보입니다. 걸어서 귀족 무덤 사이에 꽤 평화롭고, 작은 역사 박물관. 서울의 경우 예산 입장료는 돈을 대해서만 1000아주 훌륭한 가치.",1983peterp,이 방문해야합니다,5,114
콘크리트 강철과 유리의 바다에서 좋은 도보 (하이킹이지만 힘들지 않은) 아름다운 평화로운 오아시스. 훌륭하고 잘 보관되고 평화로운,nickhurley,유리와 강철의 한가운데있는 오아시스,5,114
멋진 사이트와 매력. 그러나이 매력에 간판은 비참합니다. 봉은사 방문 후 첫날 북동쪽으로 진입하려고했다. 나는 포기 했어. 며칠 후 돌아왔다. 지하철에서 존재하지 않습니다. 결국 몇 미터 떨어진 표지판을 보았습니다. 보는 것의 가치가있다. 그러나 나는 여행 당국이주의를 기울이는 것을 희망한다.,429Happy,악몽은 tge 입구를 찾으십시오.,4,114
강남에 있는 평화로운 곳이 무덤을 로열 걸어서 분주함에서 나머지 지역. 사이트가 여러 경로로 두어서 걸어 다니며 배치되는 무덤. 상품 정보 게시판 에 많은 이유를 설명. 현장 은 구릉.,Angela N,서울에 대비,5,114
"정보: 무성한 숲 이 있는 지역에 위치한, 휴식을 취하기에 이상적인 산책로 및 벤치 제공합니다. 선릉 과 정릉 선정릉 구성되어 서울 정릉 은 성종 의 고분군 선정릉 더 킹 (1469 - 1494, 그 의 아내는 정현 뉴퀸펍은, 중종 king (1506 - 1544) 의 투어는 (1392 - 1910). 많은 작은 언덕과 나무에 사랑스러운 분위기를 클러스터할 수 있습니다. 팁: 좋은 곳이 사용하면 방문할 경우 모든 관광 지역 주변에서 피로를 얻을 것이다. 주민들은 매일 저녁에 조깅을…",sultan c,로얄 무덤 에 있는 서울 도심의 분주함에서 푸른 공원,5,114
"그리고 흥미로운 거리에 있고 조용한 무덤. 방문 했을 때도 없었고 투어 - 흥미로운 것이 더 많은 것을 할 것이라고 생각한다. 주위에 있는 정보 브로셔. 하지 않을 경주에 한국 이나 다른 지역 고분군, 이 좋은 기회를 참조하십시오.",nurtleturtle,볼 가치가 있는 경우에,4,114
"바쁜 도시에 있는 이 rpeaceful. 오전 열 시 6 운동 및 산책하는 주민들은 그라운드 볼 수 있습니다. 지하철 선릉 역에서 쉽게 찾아갈 수 있는 공원을 2, 그리고 10분 정도 걸으면 입장료는 성인 w 1 탈출문 #8., 000, 청소년 및 학생 / w 500. 서울 선릉역 i. e. 선정릉 의 무덤 은 이름 및. 선릉 공원의 무덤 이 있는 왼쪽 (그의 무덤 에는 성종 뉴퀸펍은 king jeongnyeon) 및 서울 무덤 (왕의 아들 seonggjong - 중종) 오른쪽에 있는 공원.…",Andrew M,편히 쉴 역사 공원,4,114
훌륭한 작은 동상 을 볼 수 있습니다. 본격적인 한국의 왕조 시대 제공합니다. 아름다운 벚꽃 시즌에. 1000 만 원을 인입구.,Nick B,로얄 무덤,3,114
가 아니고 단지 보잘 보관 의 무덤 때문에 모든 울타리가 쳐져 있었다. 어서 그렇게 예쁜 공원에서 산책 이라기보다 기다리기보다는 관광지 방문.,polinak236,무덤 은 볼 수 없음,2,114
