,u_id,title,review,u_rate,place_name,res_title,p_id
0,ung_222,좋은데,"ㅇ엄청 넓엇고 밑에서 골라서. 위에 식당에서 먹는건데, 그냥 수산물 잇는데 옆에서 자리 깔고 먹고싶엇어요 분위기도 그렇고 ㅠㅠ",4,가락시장,가락시장,1465
1,Qjr,다양하고 신선한 식재료 짱!,수산물을 구입하기 위해 갔었는데 다른 식재료들도 너무 신선하고 저렴해서 장보기 좋았습니다~ 좋은 식재료를 구입하려면 가락시장으로 가세요,4,가락시장,가락시장,1465
2,최은빈,깔끔해진 가락시장,아주 예전에 가보고 오랜만에 갔는데 많이 깔끔해지고 좋아졌더라구요. 우정돌산이라는 곳에서 대게랑 회 조금 먹었는데 사장님이 서비스도 잘해주시고 아주 배부르고 맛잇게 먹고왔어요~,5,가락시장,가락시장,1465
3,트윅,많이 바뀐모습,가락시장 10년넘어 방문. 동료들 총 8명이가서 이것저것 맛있게 먹었다. 호객해위가 다소 부담되지만 재미있게 생각하기로~ 동남아 관광객 생각보다 많아서 놀람. 매운탕 포함 약 30만원 들었네요~,4,가락시장,가락시장,1465
4,real_lamu,수산시장 - 인어교주해적단으로 사전에 알아보고 가면 좋습니다.,"인어교주해적단 사이트 혹은 app을 통해 수산시장 방문 전 시세, 평점, 리뷰 확인 가능하며, 사전 유선 예약도 가능합니다. 상차림 비용은 매운탕을 먹지 않을 경우 인 당 5,000원을 부가합니다. 리모델링으로 시설 자체가 과거에 비해 많이 깨끗해졌습니다.",5,가락시장,가락시장,1465
5,Moon89,"가락시장 온달수산,장원식당","노량진보다 깨끗하고 싱싱한 가락시장 온달수산 회 싱싱하고 가성비 최고, 모듬회 5만원짜리 3명이서 먹다가 남음",4,가락시장,가락시장,1465
6,kjhdark81,다양한 먹거리가 있는곳,"시장이라고 해서 꼭 장을 보려고만 가는게 아니라.. 고기 해산물등을 구매하여 먹을수 있다. 특히 해산물관련하여, 식사를 할경우 방문한다면 추천하고 싶다.",4,가락시장,가락시장,1465
7,Jiyeon S,고기나 회먹을때 가세욥,건물 새로 짓고 깔끔해졌어요. 고기나 회 저렴히 먹고싶을때 아래서 사서 위로 올라가서 자리세만 내고 먹으면 싸게 먹을 수 있어요,4,가락시장,가락시장,1465
8,지영 김,깔끔하고 좋아요,예전에는 조금 지저분해서 잘 안가게 되었는데 요즘은 깔끔하고 주차도 편리해서 자주 갑니다 과일도 좋고 수산물도 좋고 가격도 저렴하고 신선해요,4,가락시장,가락시장,1465
9,유이717,새롭게 리뉴얼된 시장,"지하주차장까지 완벽히 준비되어 있고, 예전보다 깔끔해졌습니다. 채소와 과일을 저렴하게 살 수 있고, 수산시장도 마음에 듭니다. 2층에 다농마트는 식자재를 저렴하게 판매하고 있어 이용하기 편합니다. 10월 까지는 1000원 주차할인권을 줍니다. 할인권으로 2시간 무료주차 가능합니다.",5,가락시장,가락시장,1465
