user_id,title,content,rating,place_name,res_title
Kylie Park,작은 문들이 인상적인 궁,경복궁에 비해 좁은 장소에 아기자기하게 모여있는 건물들이 흥미로운 궁입니다. 홈페이지에 가면 가이드 설명 투어도 예약할 수 있으니 신청해서 다녀오세요.,5,창덕궁 향나무,창덕궁
Hhookk,한국,궁 나들이를 정말 좋아해요. 그중에서도 창덕궁은 더 자주 가는편이에요ㅎㅎ 평일엔 조용히 궁 거닐기 참 좋습니다ㅎㅎㅎㅎ,4,창덕궁 향나무,창덕궁
가드너송,역사가 살아있는 곳,외국인에게 알리기 전에 우리가 먼저 알아야 할 창덕궁. 외국인친구와 함께 가본 이곳은 자랑스러운 곳이었다. 안에 카페도 있어서 좋았다. 산책 겸 역사를 배울 수 있는 훌륭한 창덕궁,5,창덕궁 향나무,창덕궁
yoon,아름다운 궁,계속 걷다 보면 정말 운치가 있어 보이는 소나무들도 너무 이뻐 보이고 싱그러움이 가득해 보였답니다. 이 궁 안에 있는 나무들이 대부분 이런 소나무로 이루어진 것 같더라고요. 요즘같은 날씨에 딱! 이네요.,5,창덕궁 향나무,창덕궁
pajusaram,추억의 장소...,몇년 전 전남자친구랑 갔었던 곳인데 얼마 전에 혼자갔거든요 여전히 예쁘고 고즈넉하니 마음이 편안해지는것 같아요ㅎㅎ,5,창덕궁 향나무,창덕궁
407yjj,한국에서 가장 아름다운 궁궐,창덕궁은 서울에서 유일하게 세계 유네스코로 지정된 궁궐 이예요. 자연과 한옥이 아주 아름답게 어우러지는 곳입니다. 기회가 된다면 창덕궁에서 진행하는 야간 투어 “달빛기행”가보시는 것도 좋아요,5,창덕궁 향나무,창덕궁
sknoh,데이트 장소로도 좋아요,날씨 좋을 때 창덕궁 나들이 하면 정말 좋아요! 자연 경관도 멋지고 도심 속에서 옛 건축물 구경하며 우리나라 역사도 공부할 수 있습니다.,5,창덕궁 향나무,창덕궁
zzamong,역사체험,아이 역사체험으로 궁투어 가느라 한번 들렀습니다. 시간되시면 후원 미리 예약해서 투어하시는 것도 좋을 듯 합니다. 후원이 정말 아름답습니다.,5,창덕궁 향나무,창덕궁
213hyekyungc,멋진 최고의 조선 궁,규모도 시설도 모두 멋진 궁이예요. 후원과 연결되어 있어 좀 더 멋진 궁궐나들이가 되는 것 같아요. 꼭 한번은 들러봐야 할 강추의 궁입니다.,5,창덕궁 향나무,창덕궁
봉기 문,방문기,창덕궁은 조선 왕조 시대를 대표하는 왕궁으로 서울의 대표적인 궁궐입니다. 우선 그 고적한 궁이 주는 느낌이 현대 기계문명에 찌든 도시민들에게 휴식을 주는 곳으로 추천합니다.,4,창덕궁 향나무,창덕궁
