,u_id,title,review,u_rate,place_name,res_title,p_id
0,Sihyuk Sung,찜질방!!,인터넷 블로그를 통해 유명하다는 가든파이브 찜질방을 가족들과 함께 방문하였습니다 찜질방내에 식당 김치찌개 정말 제스타일이에요.... 애기들이 많아서 조금 시끄럽긴했지만 목욕탕과 시설은 정말 왜 유명한지 알겠더라고요~~~^^,5,더 스파 인 가든파이브,더 스파 인 가든파이브,240
1,윤아영,만족하는 찜질방,"가족들과 함께 가든파이브 스파를 다녀왔습니다 인터넷에 보이는 내부 테라스와 사진은 이용하지 못하는듯했습니다 찜질방 내부에는 마사지샵, 네일샵, 가족방, 식당, 매점, 만화책과 보드게임을 대여할 수 있는 곳 그리고 피시방 영화관 없는게 없었습니다 크기도 크고 식당에 있는 김치찌게도 맛있게 먹어서 정말 만족했던 찜질방입니다 !",4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
2,Ju-yeon Y,사람이 너무 많아졌어요,찜질방 찾기가 어려운 데 사람들이 많아지면서 어디 누울 자리도 없더라구요.ㅠㅠ 잠잘 때도 조용한 곳이 없어요..그나마 지하 영화보는 데가 조용해요,3,더 스파 인 가든파이브,더 스파 인 가든파이브,240
3,rte r,더러워,예전에 갔을때보다 너무 더러워졌다 비싼주제에 더러워 그리고 방송시끄럽다고. 특히 . 화장실이 더러워,1,더 스파 인 가든파이브,더 스파 인 가든파이브,240
4,heejin1118,진짜 대규모~ 가까우면 자주갈거 같음~,시설이 잘구비되어 있는 대규모 사우나. 깨끗하게 관리도 잘되고있고 탕도 크고 좋다. 사우나도 하나의 복합 문화공간이죠 . 가까우면 자주 갈곳 같습니다,4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
5,상돈 윤,괸찮음,남탕에 생활의달인 출연 세신사 있음. 가족들과 한나절 보내기 괸찮습니다. 가든파이브 툴관에 위치.,4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
6,HyunChang L,한전쯤 방문해볼만한 찜찔방,"일단 시설이 깨끗하다. 탕과 사우나도 관리가 잘된 느낌이다. 내부에 식당, 스낵, 만화책, 영화감상실 등이있다. 다양한 온도와 방식의 방이 있다. 추운겨울에 실내 데이트로도 추천이다. 가족단위로도 많이 오는곳이다.",4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
7,Paula J,좋은 경험 하지만…,오후 또는 아침에 오는 것을 추천 한다. 주말에는 엄청 붐비지만 주중에는 그렇지 않다. 나와 내 남편이 저녁에 왔는데 미친 듯이 코고는 사람들이 엄청나게 많았다. 시설은 그렇게 새것은 아니나 여러 영화를 보고 휴식을 취할 수 있는 극장이 있다. 하지만 이곳에서 밤을 보내려면 꼭 귀마개를 챙겨가라.,3,더 스파 인 가든파이브,더 스파 인 가든파이브,240
8,Paula J,좋은 경험 하지만…,오후 또는 아침에 오는 것을 추천 한다. 주말에는 엄청 붐비지만 주중에는 그렇지 않다. 나와 내 남편이 저녁에 왔는데 미친 듯이 코고는 사람들이 엄청나게 많았다. 시설은 그렇게 새것은 아니나 여러 영화를 보고 휴식을 취할 수 있는 극장이 있다. 하지만 이곳에서 밤을 보내려면 꼭 귀마개를 챙겨가라.,3,더 스파 인 가든파이브,더 스파 인 가든파이브,240
9,June0422,찜질방 괜찮네요,가든파이브 갔다가 찜질 생각나서 갔어요. 찾기가 좀 어려웠지만 시설은 괜찮은 편이였어요. 주말이라 그런지 사람이 좀 많았지만 ㅎㅎ,4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
10,밍키멍멍,가든파이브 찜질방 스파 즐기기,위치는 가든파이브 이마트건물 10층에 있답니다. 주말에는 사람이 많은 편이라서 주말을 피해 평일에 방문했더니 한산하고 편하게 찜질하고 사우나를 하고 왔습니다 요금은 현장결제도 가능하지만 (카드할인도 됩니다) 소셜커머스에서 구입하고 가면 조금더 저렴한 가격에 입장이 가능합니다 히노끼온돌방이 좋았구요 아이스방은 항상 좋아요 발마사지기계에서 피로도 풀고 스낵코너에서 맛있는 간식들로 배를 채우기 좋습니다 가족끼리나 친구끼리 방문하셔도 좋지만 외국인친구들과 오셔서 쇼핑도 하시고 찜질도 하면 더더욱,5,더 스파 인 가든파이브,더 스파 인 가든파이브,240
11,뇽,춥고 덥고 날씨 안좋은 날 데이트 장소로 딱!,"서울 지하철 8호선 장지역에서 멀지 않아 대중교통을 이용하여 방문할 수 있다. 규모가 굉장히 크고, 찜질방 내에 모든 것이 갖춰져 있어 하루종일 편안히 데이트 하기에 좋은 장소다. CGV채널에 방영되는 영화를 볼 수 있도록 영화관도 따로 준비되어 있어 굉장히 특색있다. 아침, 점심, 저녁을 모두 해결 할 수 있는 식당도 있으며 맛도 괜찮다. 찜질방의 재미 군것질거리도 여러가지로 준비되어 있다. 식혜 맛이 끝내준다. 날씨가 좋지 않은 하루를 보내기에 안성맞춤인 곳.",5,더 스파 인 가든파이브,더 스파 인 가든파이브,240
12,dmltk0,건물 옥상에 위치한 24시간 스파 시설,"가든파이브에 위치한 더 스파 인 가든파이브. 평일에 가서 사람이 적은 편이었고, 시설은 넓은편, 옥상에 위치해있어 식당에서 밥을 먹으면서 보는 경치가 좋았다. 스파시설 내에 남탕에는 때밀이 달인으로 계신 분이 있다.주말에는 사람들이 상당히 많다고 한다.",4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
13,Huify,깨끗하고 새 느낌이 있다.,"우리는 차를 타고 갔는데 10도착했고. 30시. 서비스 여전히 있고 10f 가져온다 게이트 5 로비가 있습니다. 간단한 신호계가 서로 다른 가격 계층을 알 수 있도록 없습니다. 아이들이 7년 이상 전체 성인 가격을 지불하셔야합니다. 할당된 락커 함께 종이 한 발행됩니다. 동일한 락커 번호 신발에 지역에 신발, 대중목욕탕에서의 지역에. 여자들은 목욕탕이 왼쪽 복도에서, 오른쪽에 있는 사람들은. 모두 복도 TV, 시계 절전 또는 간식을 살 수 있는 중앙 거실도 습관이라 끝에 충족합니다. 그것은",3,더 스파 인 가든파이브,더 스파 인 가든파이브,240
14,kky70,어떤 믿거나 싶어요 sanua 수집하고 편안했어요!,"이 스파는 15분 정도 걸어서 지하철 역에서 조금 떨어져 있는 건물 안에 (이라고 불리는 건물 ""도구 가든 5"", 게이트 의 입력 5). 스파는 하지 않기 때문에 특정 명령 및 관광이 준비됩니다. 제가 갔던 날이 일요일 이 있어 지역 주민들이. 직원들은 우리가 하는 말에 ""매우 혼잡"". 그러나, 우리는 경험해 보고 들을 수 있는 한국인이 즐기는 사람들이 주위에 있을 경우 및 한 후에 목욕 하기 전에. 제공됩니다 (여성) 옷이나 수건과 욕실 안에 여성 / 남성 구두 가 있고 키가 있습니다. 입력",4,더 스파 인 가든파이브,더 스파 인 가든파이브,240
