review,u_id,title,u_rate,p_id
광화문역이랑 바로 연결되어있는 교보문고. 책 종류도 많이있고 책보기에도 좋아요. 또한 주변에 볼일있을때 잠깐와서 구경하기에 딱이에요,Alpertbyun,교보문고,5,506
"교보문고 애정하는 1인으로써, 이런 건 자주 하시면 좋을 듯 해요. 요새 핫 한 호텔인데 여기.. 저도 한 번 가보고 싶네요 정말로ㅜㅜ",FromCharlie,호텔이랑 프로모션도 하네요,5,506
평일에 근처 약속이 있어 방문했습니다. 주말에 갔을때는 너무 복잡했는데 평일 낮에는 한가하고 좋았습니다. 잠시 둘러봤는데 여유롭게 책도 잠시 읽어볼 수 있어 좋았네요.,heefeel,평일에 책 보기 좋은 곳,4,506
지하철역과 연결되어 약속장소로 아주 좋습니다. 스마트폰이나 하며 시간을 보내기보다는 쾌적하고 유용한 시간을 이 장소에서 보낼 수 있습니다. 안쪽에 화장실도 이용할 수 있어 도 좋았습니다.,시리우드,위치가 아주 좋습니다.,4,506
교보문고의 정책을 난 좋아한다. 책을 좋아하는 사람들을 위해 열어둔 문화의 공간. 마음의 쉼터가 될 수 있는 곳. 가족 연인 모두가 어우러질 수 있는 곳.,pic_bd,문화의 쉼터.,3,506
책을 구입만 하는 것이 아니라 읽을 수 있는 자리가 마련되어있어 독서도 가능합니다. 물론 주말은 너무 사람이 많으므로 평일을 추천합니다.,Traveling Foodie,주말만 피한다면..,5,506
"우리나라 최고의 서점입니다. 각 분야별로 서적이 모두 구비되어 있고, 특히 어린이, 아동 도서가 많이 있어 아이들 데리고 가기도 좋습니다. 웬만한 도서관보다 더 많은 책이 있는 것 같네요. 책을 앉아서 읽을 공간도 많이 있고, 카페도 있어 책을 보다가 휴식을 취할 수도 있습니다. 지하철5호선 광화문역과 연결되어 있어 접근성도 좋습니다.",형근 김,광화문 교보문고,5,506
"교보문고 광화문점에 갈때마다 느끼는 거지만, 항상 편하고 좋습니다. 이 많은 책들을 볼때면, 책 읽고 싶은 생각이 불끈불끈 솓네요~ 위치고 광화문 지하철역에 지하로 연결되어서 접근하기도 좋고, 이 넓은 지하에 없는게 없습니다~ 아이들을 데려가도, 연인끼리 가서 책 하나 선물해준다면 이보다 큰 기쁨이 어디있을까요?^^",JUSEONG Y,최고의 서점,5,506
"외국인 사람과 한국오면 급하게 한국 서적(드라마나 한글교재 등)등을 사야하는데 재고가 없는 경우가 많음. 그런데, 경험상 광화문 교보문고가 제일 재고를 잘 준비해두고 있음. 그러니 급할땐 광화문 교보문고를 가는게 맞는것 같음. 별 다섯개인 이유. 직원 친절함. 서점 안에 부대시설!?(화장실 등) 있음. 책 보기도 좋음 등.",Antonio77,급할땐 광화문 교보문고,5,506
서적 뿐만 아니라 문구류 음악 자료도 함께 판매되어 좋다. 책을 구입하기 전에 충분한 시간을 가지고 자유롭게 책을 볼 수 있어 좋다.,도현박,자유롭게 책을 볼 수 있는 곳,4,506
당일배송도 있어 찾으러 가기 귀찮을 수 있지만 전날 밤 늦게 책을 주문하고서 당일날 아침에 수령할 수 있어서 매우 편합니다,Ga-yeon K,바로드림이 편한 서점,5,506
다른 서점들보다도 유독 구경할것도 많고 책을 사지 않아도 볼수 있게 자리들을 많이 만들어놓아서 너무 좋아요 갈때마다 이것저것 꼭 사고 오네요 ㅎㅎ,lhl22,구경할것 많은 서점,4,506
"광화문점도 있고 여러군데 지점이 있습니다.최대 규모의 서점이며 책 뿐만 아니라 전자제품, 팬시 등 다양한 제품을 접해 볼 수도 있습니다.",junheemin,최대 규모 서점,4,506
"워낙 규모도 크고, 여기저기 앉아서 책볼만한 곳도 많습니다 사람이 많긴 하지만 그만큼 구경할것, 읽을거리도 많은 곳 입니다 대형 원목테이블이 시선을 사로잡습니다",Hyek Y,워낙 규모도 크고 구경할것이 많습니다,5,506
주말에는 사람이 너무 많은데 책 읽기 잘 해놨고 팬시랑 여러가지 다른 물품들도 많이 팔아서 구경하기 좋습니다.,shinhee,구경하기 좋은 서점,5,506
국내에서 가장 큰 규모의 서점 중 하나로 리모델링 이후 더 많은 휴식 공간이 생겨서 데이트 코스로도 좋습니다. 그러나 주말엔 너무 혼잡하니 비추.,soundwoo,국내 최대 규모의 서점,4,506
"교보문고 창업자의 정신을 이어 받아 정말 편하게 책을 볼 수 있습니다. 집에 가는 길에 들르기도 좋고, 대형 원목 테이블은 볼만합니다.",ddangx2,사랑하는 곳,5,506
"더우면 더운대로 좋고 추우면 추운대로 좋습니다. 사람이 너무 많은데 쾌적합니다. 가끔 너무 시끄러운 아이가 있긴 하지만 도서관이 아니라서 참을만 합니다. 국내 최대규모의 오프라인 매장이 서울 도심에 있어 아주 좋아요. 지하철과 연결되어 있고, 환상적입니다.",낯선시선,지적 휴식,5,506
"예전에 교보문고를 방문한 적이 있었습니다만, 얼마 전 다시 가본 후 신선한 충격에 가까운 느낌을 받았습니다. 교보문고 안으로 들어가자마자, 스와르보스키와 몽블랑 등 명품 상점이 가장 먼저 보였기 때문입니다. 물론, 책도 많지만, ""서점"" 보다는 ""면세점"" 이라는 말이 훨씬 어울릴 듯 합니다. 정말 이 명품관들에서는 면세도 되기 때문입니다. 교보문고 안에는 아이스크림 가게도 있고, 카페도 있습니다. 또한, 이순신 동상과 매우 가까이 위치하고 있어, 위치상으로도 좋습니다. 교보문고 추천합니다!",SCY,서점보다는 면세점이라는 말이 어울릴 정도로 많은 상점들을 볼 수 있는 곳!,5,506
지하철역 안에서도 쉽게 이동이 가능해서 자주 방문하는 서점입니다. 매번 갈때마다 사람은 많지만 생각외로 조용합니다. 몇년전에 리모델링도 해서 분위기도 아담하게 바뀌고 쉬어가기 좋은 장소입니다.,h3lloworld,쉬어가세요,5,506
지금은 교보문고가 여러지점이 생겨서 흔하지만 예전엔 우리나라에서 젤 큰 종합 서점이었다 그때의 네임밸류는 잃었으나 여전히 대표서적,yangcho0311,예전의 명성은 잃었지만,4,506
다른곳에서 구하기 힘든 책도 어지간하면 광화문 교보문구에는 있어요 요즘 인터넷으로 책구입을 많이 하는 편이지만 지하철역과 연결되어있고.. 샘플도 많기때문에 종종방문합니다.,묘롱이,다양한책들이 구비되어있는곳,4,506
"광화문역과 연결되어 있어서 굳이 밖으로 나가지 않아도 된다는 편리함이 있습니다. 항상 사람이 많아서 한적한 공간을 원하시는 분들이 불편해 할 수도 있습니다. 하지만, 책들이 매우 많고, 책 검색 전용 컴퓨터가 곳곳에 비치되어 있어서 원하는 책을 쉽게 찾을 수 있습니다.",bjh3676,쉬어가기 좋은곳,5,506
"너무나 많은 서적이 있으며, 책을 사지 않더라도 그냥 읽을 수 있어 너무나 좋다. 바로 옆에 음반 코너도 있고, 음식 코너도 있어 편리하다.",donghyukoo,교보문고,4,506
신간도서나 오래된 서적까지 필요한 책이 있으면 무조건 처음으로 광화문교보문고로 갑니다. 내 서점 일순위서점 의자 또는 그 자리에서 바로 책을 읽을 수 있어서 눈치 안보고 좋습니다.,M5610BJdavidl,주기적으로 책을 보러가는 서점,5,506
"아이와 단 둘이 지하철 5호선을 타고 교보문고에 다녀왔어요. 역시 서점은 '교보문고,최고!'다 싶네요. 아이들과 편하게 앉아 책도 볼 수 있고~둘째와 함께 갔는데, 첫째 봄방학하면 또 한 번 다녀와야겠어요.",혜원 윤,마음의 양식을 쌓으러~,4,506
내가 책을 사러 온건지 쇼핑을 하러 온건지 혼란스럽긴 했지만 멀티플랙스 극장처럼 많은 양의 책을 잘 정돈해 놓은 서점은 꽤 괜찮았다.,kandle1004,멀티플랙스 책 백화점 !?,4,506
멀어서 자주는 못가지만 일단가면 책구경하느라 시간가는줄 몰라요~ 분야별로 잘 정리되어있고 검색시스템도 잘되어있어서 책 찾기도 쉽고요~ 책뿐만아니라 문구류 음반류도 한공간에 있어서 편해요^^,ComiNyang,굉장히 넓고 다양한 서적이 있어요!,5,506
"가족단위로 방문하기 쉬운 곳입니다. 우선 주차가 용이하고 1층 카페나 교보문고 옆 식당가에서 식사를 해결하기 좋구요. 없는 책이 없어서 구경하면 시간가는 줄 모릅니다. 문구류나 생활용품도 필요할때 요긴하게 구입할 수 있어요. 대신 인파가 늘 많다는 것. 어깨를 부딪히는 건 일상이고, 아이를 잃지 않게 늘 조심해야 할 듯합니다.",hohochai,외국서적까지 잘 구비되어 있음,5,506
"종로에서 친구들 만날때 들르기 좋죠... 근처에 세종문화회관, 광화문광장, 경복궁과 청계천까지 있어 겸사겸사 둘러보기 좋아요.. 근처에 맛집들도 꽤 있어서 더 즐겁죠^^",Jiyoon Y,청계천 근처라서...,5,506
"광화문 교보문고. 어린 시절 주말마다 찾던 곳이다. 요즘은 약속 시간이 남을 때마다 들려서 책도 구경하고 음반도 보고, 여러가지 구경을 하며 즐거운 시간을 보낼 수 있는 곳이다. 추운 겨울 만남의 장소로 강추한다.",Heui Ho K,만남과 문화의 장소,4,506
광화문에서 약속이 있을 때 먼저 도착해서 잠시 들려 책읽기 좋은 곳. 지하철 광화문역에 바로 붙어있어서 접근성도 좋다.,라니니,심심할 때 책읽을 수 있는 대형서점,4,506
