,u_id,title,review,u_rate,place_name,res_title,p_id
0,JENAH C,코엑스몰 중심!,"코엑스몰이 리뉴얼한 후 중간에떠억 자리한 이곳. 여러모로 친구들과 만남의 장소도 되고, 책보기도 좋고, '무엇보다도 상징적인 곳이라 좋은 것 같아요. 여기서 강연이나 공연도 간간히 하는데 오며가며 보기 좋아요!",3,별마당도서관,별마당 도서관,723
1,Alpertbyun,별마당도서관,"코엑스몰 스타필드 안에 위치하고있는 별마당 도서관 누구든 와서 자유롭게 책볼수있어요, 다만 사람들이 많은 편이에요. 주말에는 피하는게 좋은거같아요.",4,별마당도서관,별마당 도서관,723
2,hjk8427_,코엑스 만남의 장소에요,"이러놋에 이렇게 큰 도서관이 설치되어서 나름 아이코닉한 장소가 되었고, 관광객들도 많이 오는 곳이 되었어요. 덕분에 코엑스에 가면 꼭 한번은 보러 가는 곳입니다.",5,별마당도서관,별마당 도서관,723
3,ye0ngjus,별마당 도서관,서울 삼성동 코엑스몰에 있는 별마당 도서관은 천장까지 이어진 책장으로 유명하다. 여기서 인증샷도 많이 찍고 도서관인만큼 책도 자유롭게 꺼내서 읽을 수 있다. 다만 주말에는 사람이 너무 많으니 책을 볼 목적이라면 평일에 가는 것을 추천한다.,3,별마당도서관,별마당 도서관,723
4,hyunaee,밤에 가면 더 이쁜거같네요,항상 사람이 많은 곳이였는데 밤에는 처음가봤어요 밤에 가니까 조명이 더 이쁜거 같았고 다양한 행사도 조용히 진행하는것같고 사람이 많아도 조용해서 책읽기에도 좋았던것같네요,5,별마당도서관,별마당 도서관,723
5,Eunhyeok lee,아~ 예뻐요예뻐,가운데에 있던 이상한 장식품 사라지고 예쁜거 들어왔네 여기 한가운데에 큼지막한 장식품 매번 바뀝니다 주기는 모르겠지만 요전에 왔을 때는 뭔 나무였음,5,별마당도서관,별마당 도서관,723
6,가드너송,좋은,"근처 들릴때마다 가게되는 만남의 장소이면서 책을 읽을 수 있는 곳, 분위기도 좋고 사진찍기도 좋다. 다만 아쉬운건 사람이 많을 경우엔 자리가 좀 부족할 때도 있다는 것",4,별마당도서관,별마당 도서관,723
7,hojung S,별마당도서관,약간의 소음은 있지만 다들 열심히 공부도 하고 책도 읽고 그러더라구요~ 외국인들이 특히 많은 것 같아요! 예전보다 조금 덜 시끄러운 느낌이에요.,4,별마당도서관,별마당 도서관,723
8,fineweather0314,무슨 의미가 있는곳인지..,그냥 인테리어 용인것 같아요. 도서관이라는 말이 무색할정도로 시끄럽고 대체 이런곳에서 무슨 책을 본다는건지....장소가 아깝다 느껴집니다. 다른 의미있는 장소로 바꾸는게....,1,별마당도서관,별마당 도서관,723
9,sanrio2018,아이들과 책 보러 갔어요,앉아서 책볼 곳도 많고 다양한 책들 접할수있어서 방문하기 좋습니다. 음료마시면서 책보는 사람들도 많더라구요. 아이들 눈치안보고 이야기나누며 책볼수있어서 좋아요 . 다만 주차가 비싸니 주의해야합니다.,5,별마당도서관,별마당 도서관,723
