,u_id,title,review,u_rate,place_name,res_title,p_id
0,bszhang,돈가스집 찾아 해메이다,주제는 먹방투어 ! 남산 왕돈가스가 유명하다하여 차량네비게이션에 등록한 곳이 아닌 바로앞집으로 고고 왜냐면 주차 할 곳이 보이기에 ! 주변을 산책하기에 짱이다,3,남산공원,남산 공원,595
1,kwon,외국에서 친구 와서 갔어요.,뭐 한번 가볼만은 한데 특별하진 않더군요. 케이블카 타느라 많이 기다렸어요. 서울 살지만 첨 갔는데 다시 가고 싶지는 않아요. 친구랑 남산타워서 차한잔 하고 사진찍고 그게 다였네요.,4,남산공원,남산 공원,595
2,Chris,Namsan Story,"남산 이야기 서울의 지리학적 중심이라고 하면 남산 지역이 아닐까 한다. 남산에 올라갈 수 있는 방법도 다양하다. 동대입구역에서 갈 수도 있고, 충무로역에서 갈 수도 있고 회현역에서 갈 수도 있다. 동대입구역에는 동국대학교가 있고 충무로역에는 남산골 한옥마을이 있고 회현역 방면에서는 종로도서관이 있다. 남산은 남산 순환 셔틀을 타고 쉽게 올라갈 수 있다. 관광일번지 남산에는 다양한 이야기가 있다.",5,남산공원,남산 공원,595
3,Alpertbyun,남산,남산공원 가는 방법은 버스로 제일 빠르고 힘들지않게갈수있습니다. 미세먼지없을때 가면 서울뷰를 한눈에 볼수있습니다.,5,남산공원,남산 공원,595
4,jiung j,산책,사람이 많았지만 야경이 탁트여 보기 좋았던곳 데이트 코스로 추천하고 운동 산책 삼아서 가기에 오르막 내리막이 반복되어 충분히 서울 사람들이 갈만한 곳입니다!,5,남산공원,남산 공원,595
5,Kim Soojung,좋긴한데..,오랜만에 남산 다녀왔는데 입구에서부터 여기가 한국인지 중국인지 모를정도로 중국사람이 너무 많았어요... 사실 남산가도 볼건 많이 없지만 그냥 산책겸 사진찍을겸 다녀왔는데 또 안갈거같아요..,2,남산공원,남산 공원,595
6,Relax825963,야경과 공원 타워,이것때문에 사람들이 많이 찾는다. 외국인들은 내이름은 김삼순 촬영지나 서울의 야경을 즐기기위해서 찾아오는 듯 물론 오랜 데이트 코스로 그래도 남산이다. 서울사람들에게는 무뎌진 곳인듯 케이블카이용은 왕복 9천원 금토는 진짜 사람이 너무많아서 기다려야됨,4,남산공원,남산 공원,595
7,daheey2017,사실 볼 건 많지 않음,남산타워 전망대 때문에 유명해진 것 같은데 사실 공원 자체에 볼 건 별로 없음. 요즘엔 롯데월드타워 전망대가 더 뜨고 있는 추세. 360도 회전하는 레스토랑에서 야경을 바라보며 저녁식사를 하는 것은 로맨틱함.,3,남산공원,남산 공원,595
8,407yjj,좋아요,남산 주변에서 산책하기 좋은 곳입니다. 넓지는 않지만 전용 유료 주차장도 있기 때문에 차 가지고 와도 크게 불편하지 않아요.,5,남산공원,남산 공원,595
9,sanrio2018,조경이 정말 좋아요,졸졸 물흐르는 곳도 있고 아이들 모래놀이터도 있어서 부담없이 방문해서 산책하기 좋아요. 전통놀이 체험하는 곳도 있고 날씨 좋을때 방문하면 다양하게 즐길수있어요!,5,남산공원,남산 공원,595
10,Kylie Park,남산 돈까스,코스도 다양하고 큰 나무와 꼬불꼬불 길이 소박한 아름다움이 느껴지는 곳. 남산 돈까스 집은 왼쪽에 위치한 산채비빔밥 있는 집이 맛집이다.,4,남산공원,남산 공원,595
11,ahirity,서울에 첫 방문한다면 야경 보러 갈 만한 야경명소입니다.,"명동에서 가까우며, 서울명소 중 한 곳으로 유명합니다. 야경이 특히 아름다우며 서울 첫 방문 시 방문을 추천하는 곳입니다. 가는 동선에 따라 명동, 남대문시장 등이 동선에 포함 가능합니다.",5,남산공원,남산 공원,595
