review,u_id,title,u_rate,p_id
"사람이 많고, 물이 더러울 때가 있어서 아쉬움. 그래도 저렴하게 간단하게 방문하기엔 좋습니다. 땡볕일 수 있지만 애들은 참 좋아하니 한번쯤 가볼만 함",윤자 신,지난번 방문시엔 사람이 많아서 물이 지저분,4,1162
매년 이용하고 있으며 아이들과 도심에서 재미나게 놀수있는곳중 하나인것 같습니다 주차는 운없으면 수영장과 다소 떨어진곳에 주차하면 비지땀 흘리며 수영장까지 걸어와야 하나 따로 준비운동 안해도 됩니다 수영장 안에 먹거리도 매년 달라지고있으며 샤워시설도 그리 나쁘지 만은 않습니다 저렴한 가격에 도심에서 아이들과 함께 놀수있어 좋은것 같습니다,떠나볼래,좋아요,4,1162
아이가 4살이라 워터파크는 좀 아까운데 한강수영장은 정말 좋았네요 어렸을땐 몰랐는데 이제야 좋은걸 알았어요! 6세 이하면 입장료도 없공 어른은 5000원씩! 도시락 싸가면 되니 얼마나 좋나요!?,지안맘,아이와가기엔 워터파크보다 좋아요,4,1162
매년 여름마다 개장하는 곳입니다. 남녀노소 물놀이를 즐길 수 있고 간식을 먹으면서 무더위를 잊을 수 있죠,soobok,여름에 방문하기 좋은곳,4,1162
규모가 한강 공영수영장 중에서는 가장 큰 것 같아요. 유수풀도 있지요. 규모가 커서 유명해서 그런지 사람도 정말 많습니다. 사람반 물반이지만 입장료가 싸고 음식물도 가지고 갈 수 있어서 만족스럽게 이용할 수 있어요,kyoungho,규모가 큽니다.,4,1162
가볍게 멀리가지 않고도 이용할 수 있는 위치에 있어 좋다. 위치도 좋고 수영장도 잘 되어 있어 가족 단위도 많고 커플들도 많이 오는 곳이다. 주변에 편의점도 있어 돗자리 놓고 왔으면 살 수도 있다! 하지만 사람이 정말 많다.. 분실사고에 조심해야 한다...,Redboom10,가볍게 놀러가기 좋다,4,1162
"이 공원은 넓고 한강 강 바로 옆에 있습니다. 지하철로 쉽게 접근 할 수 있습니다 (툭 섬역, 터널을 따라 걷습니다). 관광객보다 현지인에게 더 좋습니다. 자전거 트랙, 오리 보트 및 기타 여러 시설이 있습니다.",yipjcs88,관광객들이 볼거리가 많지 않습니다.,3,1162
라면 체험을 위해 이곳에 왔으며 경치를 위해 여기에 머물 렀습니다. 당신이 여기서 할 수있는 많은 활동들이 있습니다. 뚝섬 리조트 역 7 호선에서 쉽게 갈 수 있으며 2/3 번 출구로 나옵니다.,Felicia L,라면!,5,1162
우리는 6 살과 10 살의 2 명의 어린이와 거기에 갔다. 겨울에는 6000 krw / 사람을위한 썰매 활동을 제공합니다. 눈에는 두 개의 경사면과 놀 수있는 구역이 있습니다. 우리에게는 좋은 순간이있었습니다.,Jamin_lk,겨울 썰매 타기,4,1162
"서울에 있으면 꼭! 특히 밖에서 덥다면, 한강은 더운 여름날 냉기와 아름다운 곳입니다. 서울의 번화 한 도시에 이런 곳이 존재한다는 것을 이해하기 어렵습니다. 강의 반대편에있는 도시에 감탄하면서 편안한 피크닉을 즐길 수 있습니다.",Roosa,러시에서 휴식,5,1162
여름에는 mch가 더 좋을 것입니다 (현지인에 따르면). 즐거운 시간을 보낼 수있는 장소는 주로 여름입니다.,gayan1991,다른 분위기,5,1162
뚝섬 리조트에는 3 곳 이상의 멋진 수영장이 있습니다. 어린이는 2 개의 수영장을 즐기실 수 있습니다. 어른 입장료는 5 천원 (약 5 달러)입니다. 더운 여름에는 물이 따뜻합니다.,Aranganathan,여름을위한 뚝섬 리조트,5,1162
"우리가 갔을 때는 하지 않아야 할 평창 알펜시아 리조트는 스키 를 할 수 있는 경험을 할 수 있는 스노우 튜브 또는 용어임 리조트 입니다. 뚝섬 한강 공원 & 리조트는 운 좋게도. 우리는 일찍 도착해서 거의 빈 곳이었어요. 다른 관광지들 도 여전히 폐쇄. 하지만 적어도 스노우 튜브 이미 열려 있습니다. 저렴한 가격이 하고 다시 입구는 슬라이드 수 있습니다. 지하철역을 직접 링, 언덕 위로 이동, 아래로 밀어 눈이 지하철에 앉아 있고. 재밌지만 무서운 처음이었습니다. 강조하고 싶지만. 지금까지",Lizayam,눈썰매 타기 체험.,3,1162
"커플들을 위한 완벽한 장소. 강 바로 옆에 있는데, 전망이 좋은 도시 사람들, 이었어요. 봄 이 오면 주변에 많은 사람들이",Sam,뚝섬,5,1162
"내 친구와 나는 이 자전거 공원과 피크닉 오. 이 지역은 정말 평화롭고 덜 붐비는 이 또한 좋은 공원과 비교하는 멋진 강을 따라 자전거 추적할 수 있습니다. 이 공원은 아주 쉽게 기차 역 공원 입구로 직접 연결된 거대한, 하루 종일 돌아다니면서 즐거운 시간을 보낼 수 있는 아름다운 한강을 볼 수 있는 속도.",Honey2Star,평화롭고 느긋한 공원,5,1162
"이 공원에는 많은 것을 제공합니다. 농구 수, 수상 스키를 이동, 피크닉, 또는 풍경. 63 빌딩의 멋진 전망을 얻을 수 있는 서쪽으로, 새로운 롯데월드 타워 건물이 보이는 동, 잠실 경기장 을 바라볼 수 있고 강을 건너. 한 장소에서 식사를 하지 않은 경우. 두가지만: 치킨과 맥주 레스토랑과 편의점 또는 강 한선박.",LASeoulGuy,휴식을 취하기 좋은 곳,4,1162
