review,u_id,title,u_rate,p_id
국내인들도 그냥 가볼만 하다. 경복궁 한바퀴 돌고 사진찍고 나오면 있는 곳인데 그러면서 한번 들르면 된다. 나에겐 딱히 의미가 있진 않다.,Paul.S.H.Ch,국내인들도 한번 가볼만 하다.,3,3
"나이드신 부모님과 방문하면 옛 생각에 입가에 미소가 절로 어머 이것봐, 옛날엔 이랬지 하시며 말씀이 많아지시구요 손자 손녀들과 함께 보러오신 분들도 보기 좋아보이더라구요. 예전 시대를 배경으로 타임머신 타고간듯 즐거운 시간 가능합니다",이미사용중,부모님과 방문하면 좋아요,5,3
아이들과 방학때나 주말에 꼭 한번은 가 보는 곳입니다 .도심속에 있어서 편리한 대중교통으로 아이들에게 교육적인 곳을 데리고 갈 수 있는것이 좋아요,쭈닌민이승이,아이들과 꼭 가봐야하는 곳,5,3
"외국인 데리고 경복궁을 방문하는데 날씨나 환경으로 인해서 경복궁을 관람할 수 없는 환경이라고 한다면 여기만큼 좋은곳은 없다. 무료로 입장이 가능한 곳이며 각 나라의 언어별로 설명을 들을 수 있고, 굳이 설명이 아니더라도 눈으로 둘러보기 충분한 가치를 가지고 있다 전체적으로 둘러보는데 걸리는 시간은 짧으면 20분 길게 잡으면 1시간 정도 걸린다",맥주헌터,경복궁이 덥다면 여기는 시원하다,5,3
"경복궁 안에 위치한 국립 민속 박물관, 어린이들 역사 공부도 할겸 겸사겸사 가본 곳이다. 건물이 웅장해서 사진 찍는 사람들이 많았다.",194ren,국립 민속 박물관,3,3
이곳은 국립 고궁 박물관 과 마찬가지로 경복궁 내에 자리해 있으며 외부에서도 출입이 가능하다 또한 입장료는 없다. 이곳은 고궁 박물관에 비한다면 사실 별로 볼것은 없다고 느껴지는 곳이며 전시 물품 조차도 적은 편이다. 하지만 그만큼 시간이 많이 소요되지는 않으니 경복궁에 왔다면 같이 방문해보길 바란다. 금요일에는 9시까지 연장 영업 한다.,한기 문,국립 민속 박물관,3,3
대부분의 박물관은 좋다 민속 박물관은 생긴지 얼마 안되너 시설도 깨끗하고 다양한 전시회도 해서 좋다 아이와 자주와도 좋을듯 하다,대성 정,베리 굿,5,3
"특별히 확끌리는 장면은 없지만, 오밀조밀하게 한국에 정서 문화를 잘 녹여낸거같아요. 외국인 친구들을 데리고 구경하기 좋은 곳입니다.",Joon K,무료로 구경하기 좋은거 같아요.,4,3
"경복궁을 간 김에 들린 민속 박물관인데, 내부 전시물도 좋았지만, 예상외의 아기자기하고 다양한 물건을 파는 기념품점도 좋았다.",PINKSHOW01,기념품점 추천,4,3
"현대미술관에 들렀다가 바로 앞에 있기도 하고 입장료도 따로 없어서 들렀는데, 그닥 볼 만한 건 없었네요. 바닥이 모래였던 것도 그렇게 좋진 않았구요. 시대가 변한만큼 전통의 모습을 유지하면서도 조금 더 깔끔하고 현대적으로 꾸미는 것도 좋을 것 같아요. 궁이 아니라 박물관이니까요.",보성 박,딱히 볼 건 없었어요,3,3
"아이들과 함께 방문하기에도 좋은 곳입니다. 예전에 한반도에 살던 사람들의 삶을 알 수 있는 곳이기 때문입니다. 어린이 박물관도 좋은 데, 어린이 박물관은 홈페이지를 통해서 사전 예약하는 것이 좋습니다. 전국에 있는 여러 곳을 방문하지 않고 한 번에 볼 수 있어서 좋은 곳입니다. 예전 한국인의 삶에 관심있는 외국인이라면 한 번 방문해 볼 것을 추천합니다.",섬아저씨,한국인의 삶에 대해 정리한 듯한 박물관,5,3
외국인들도 재밌게 볼 수 있도록 재미있게 잘 꾸며놓은 거 같아요. ㅎㅎ 경복궁 갔다가 추워서 겸사겸사 들어갔는데 재밌게 잘 보고 나왔어요. 추천합니다!!!,Walkerxoxo,재밌어요,5,3
"나는 강의때문에 국립민속박물관을 방문하였다. 훌륭한 강의 시설을 갖추고 있으며, 강의 중간 휴식시간때 이용하기 좋은 간단한 카페와 차 한잔을 즐길 수 있는 좋은 장소도 있어서 좋았다. 입장료가 무료여서 많은 외국인과 학생들이 찾는 듯하고, 우리 민속에 관한 여러가지 전시품들을 들러볼 수 있어서 좋은 곳이라는 생각이 든다.",ini-lim,비지니스방문,4,3
아이들이 경험하기에 유익한 곳입니다. 입구까지 걸어가야해서 조금피곤했지만 한번쯤 방문할 가치가 있다고 생각합니다.,skydream1223,아이들과 방문,5,3
경복궁 관람시 대부분 함께 보게 되는 곳입니다 국립중앙박물관보다는 전시물이 적은편입니다. 관람할 만한 곳입니다.,nanal78878,국립민속박물관,4,3
우리나라의 옛날 모습과 민속품들을 볼수 있습니다 전시회도 자주 있고 무료로 관람할 수 있습니다 한번 들려보세요,luvvparis,민속박물관,4,3
무료로 다양한 전시물들을 구경할 수 있습니다. 우리 전통과 역사를 느낄 수 있습니다. 꼭 방문해 보세요.,Jelsomina,꼭 방문해보세요.,4,3
민속 박물관 옆 추억의 거리에서 옛날 교복을 입고 사진을 찍을 수 있는 곳이 있었는데 굉장히 인상깊었습니다,Hyewon P,볼거리가 많습니다,4,3
좋은 기분으로 다녀왔습니다 민속박물관이라 옛날의 모습을 볼수있어서 좋았어요 다음에 또 갈꺼예요,dkfma0657,박물관이네요,5,3
"전시가 많았어요. 볼만한 작품이나, 예전 물품들도 실컷 볼수 있고, 앞에 옛 거리를 해놓은 곳도 있어요.",Stereos,전시,3,3
옛 국립박물관 건물로 민속박물관으로 충분한 장소를 제공합니다. 무료 입장 가능하며 마당에는 추억의 거리도 있습니다.,Mandoo F,민속 박물관,5,3
"경복궁 옆 삼청동 들어가는 길에 있는 이곳은, 무료로 대한민국의 전통과 삶을 보여주는 민속에 관한 다양한 자료들을 전시하는 곳입니다. 이곳만을 목적으로 와도 좋지만, 경복궁을 둘러보고 나가는 길에 한번 들러 전시품을 감상하고, 옛조상님들의 삶을 통해 현재를 살고 있는 스스로의 삶을 추수리는 것도 의미있습니다.",봉기 문,방문기,5,3
