review,u_id,title,u_rate,p_id
오래된 궁궐은 아닙니다. 최근에 복원한 곳이에요. 그래도 다른 궁궐에 비해 사람이 적고 한가해 여유롭게 둘러보기 좋습니다. '경희대학교'의 어원이 된 장소이기도 합니다.,"NASIN, 김나신",경희대학교의 어원이 된 장소,4,28
서대문역에서 걸어서 금방 도착할 수 있다 서울의 다른 궁에 비해 방문객이 적어 아주 한적하게 돌아볼 수 있었다 입장료도 무료,agc,고궁 방문,5,28
조선 5대 궁궐 중 '서궐'이라고 불렸던 경희궁은 일제에 의해 많은 부분 훼손되어 현재는 남아 있는 건물이 그다지 많지 않습니다. 복원 계획이 잡혀 있긴 하지만 너무나도 오랜 시간과 예산이 소요될 것이기에 그저 안타까울 뿐입니다. 서울 사람들도 잘 모르는 곳이다 보니 조용하기보다는 적막한 곳에 가깝습니다. 근처에 있는 서울역사박물관에 경희궁 복원 모형을 전시하고 있는데 한 번쯤 가셔서 직접 보시길 권합니다. * 추천 장소 1. 경희궁 서암 2. 경희궁 방공호,bluejay3786,"서울사람들에게도 잊혀진 궁궐, 경희궁",4,28
"도심속 피난처 타 고궁대비 덜유명하여 사람도 별로없으며 내부가 넓어 쉴곳이 많음 단, 11월까지 공사를하여 건물 진입이 다소힘듬",SOULSEOUL,숨겨진 보물같은 고궁,5,28
점심 때 산책하기 좋은 궁. 궁 뒤로 걸을 수 있는 길이 잘 마련돼있어 여유롭게 걷기 좋다.,J J,산책하기 좋음,4,28
집에서 가장 가까운 궁이다 여름에 행사도 많이 해서 좋았다 특히 드럼페스티발 짱이었다 비운의 궁이라는 데 아쉽다,이안팍,비운의 궁,5,28
서울 역사박물관옆에 있는 경희궁은 일제시대에 크게 파괴되어 이제는 흔적만 남아 주변직장인들의 산책하는 공원같은 느낌입니다 조용한 궁궐을 느끼기 좋고 서대문역이나 광화문역에서 걸어서 갈수 있습니다,민석 권,조용한 공원같은 작은 궁,4,28
서울 종로구~ 경희궁 입장료없어요~ 주변에 놀다가 한번 들어가봤어요 서울 역사 박물관까지 함께 있어요. 2002년 복원되어서 시민에게 공개되고있다고 하네요~서울의 5대궁중에 하나라고 합니다. 광해군때 완성되었으며 그 당시에는 경덕궁이었다가 중간에 이름이 바꿔었다고 합니다. 서울 역사박물관앞에는 금천교라 하는 고려시대 건립된 다리가 있어요 경희궁 주변 오래된 고목드과 복원된 아름다운 기와 지붕의 문화재를 보고있으니 옛선조들의 삶의 모습이 눈앞에 펼쳐지는 경험을 할수있었습니다.,duck3222,경희궁,3,28
"경복궁, 덕수궁, 창덕궁 등에 비해 관리가 되지 않는 곳입니다. 대부분의 전각들도 이전되거나 사라져 버린 상태입니다. 옆에 있는 서울 역사 박물관과 함께 도심에서 산책코스 정도로 추천합니다.",Stafin_Kim,방치된 궁궐........,2,28
경복궁과 비교하면 안되지만 경복궁은 관광하러 오시는 분들이 많아서 조용히 둘러보기에 힘들지만 이곳은 무료입장임에도 불구하고 사람들이 별로 없어서 생각하기에 좋습니다. 조용한 곳입니다. 그리고 많이 훼손 되어 예전의 형태가 거의 없다고 합니다. 지금의 형태는 복원된형태라고 무료로 설명해주시는 분이 설명해주셨습니다. 경희궁에 대한 정보가. 별로 없이 방문했는데 다녀와서 이것저것 검색해보니 너무 마음 아픈 곳이었습니다. 복원에 힘써줬으면 하는 곳입니다. 한번 둘러보시고 많은 관심을 두었으면 하는,bl10021,무료입장입니다.,5,28
