review,u_id,title,u_rate,p_id
한강공원에서 밤에 야경보기좋아요 여의나루역에서 걸어와도되고 63시티 정류장에서 걸어와도 되요. 산책하면서 야경보기좋는곳,Alpertbyun,63시티 근처에 있는 한강공원,4,82
오랜만에 63빌딩 다녀왔는데 역시 그곳엔 음식점도 많고 아쿠아리움 같은 장소도 있고 하니 실내 데이트로 딱이네요~~ 위에 올라가서 보이는 서울의 전경도 잘 봤습니다!,Kim Soojung,굳굳,4,82
아이와 함께 수족관과 전망대를 다녀왔다. 하나하나가 뛰어나진 않지만 짧은 시간에 즐기기엔 안성맞춤이다. 다른 곳 보다 북적이지 않고 주차도 수월한 것이 장점. 그리고 푸드코트도 조금 비싼 편이지만 먹을만 한 메뉴들이 꽤 있다.,Trax19,가족과 함께 여유로운 시간,4,82
63빌딩 한강과 서울 전경을 볼 수 있는 전망대가 있습니다. 수족관이 있어서 해양동물들을 감상하고 멋진 수중쇼 들을 볼 수 있습니다. 여러 식당들이 있어서 여행시 맛있는 음식을 먹을 수 있습니다.,smallbear traveller,서울의 전경과 맛있는 음식들 수족관 등 다양한 것을 한번에 할 수 있는 곳,5,82
"아이들과 갔을 때도, 남자친구와 갔을 때도, 친구들과 갔을 때도 누구 한 명 안좋아하는 사람이 없는 장소다. 다만 아쉬운 점은 미세먼지가 안 좋은 날은 멀리 까진 보기 힘들다는 것... 날씨가 좋은 날엔 낮이든 밤이든 멋진 관경을 관람할 수 있다.",sann,남녀노소 누구에게나 좋은 곳,4,82
"지은지 꽤오래된 걸로 알고 있었던 63빌딩, 아이들 데리고 한국 방문후 3버째의 목적지였다. 수족관에서 평소 다른 수족관에서 볼수없었던 여러가지 작은 해양 생물 들을 볼수 있어서 더없이 좋았다 전망대에서 바라볼수있는 서울 풍경도 새로왔다. 내려와서 식당에서 먹었던 우거지 같비탕도 먹어본것 중 아주 맛있었다. 조금 아쉬운건, 프로그램의 다양성을 조금 키웠으면 한다. 지은지 꽤오래된 걸로 알고 있었던 63빌딩, 아이들 데리고 한국 방문후 3버째의 목적지였다. 수족관에서 평소 다른 수족관에서",AnnaP,모던하게 업그레이드된 63빌딩! 재밌었다.,5,82
월드타워가 생기기 전만해도 북적거렸을텐데 사람이 생각보다 많지 않았음. 유아가 있다면 아쿠아리움+전망대+식사를 할수 있는 상품(2만원대)이 있으니 추천 아쉬운 것은 전망대가 밝아 야경 사진 찍기 불편함.,상규 김,서울 한강 야경의 고전,4,82
롯데타워가 들어서기 전만해도 서울 대표 랜드마크였다. 초등학교 당시 63빌딩 전망대에 꼭 가고 싶었던 기억도 있다. 나이를 꽤나 먹은 지금은 전망대나 아쿠아리움 때문에 찾진 않는다. 생각보다 63빌딩 빼곤 주변에 즐길거리가 없어서 아쉽다. 외국인 친구를 데리고 전망대와 마담투소(?)에 간 적이 있었는데 큰 실망을 했다...,pic_bd,빛바랜 서울의 상징.,3,82
월드타워가 생기기 전까지는 서울을 대표하는 랜드마크였는데 요즘은 올드해진 느낌입니다. 그래서인지 사람이 오히려 많지 않아 좋은 것 같습니다. 하지만 생각보다 갈만한 식당과 카페같은 것들이 적어서 아쉬워요.,gingertea,옛 랜드마크,4,82
교통이 좋지는 않지만 주차도 1시간 무료고 전망대도 볼만합니다. 서울에서 가장 큰 금빛건물이죠,경진 김,63빌딩,4,82
