,u_id,title,review,u_rate,place_name,res_title,p_id
0,밥쟁이,생각보다 짧고 작은 시장입니다.,"생각보다 짧고 작은 시장입니다. 그러나 엽전은 정말 색다르고, 통인시장만의 색깔을 갖게 하는 좋은 아이디어인것 같습니다. 시장분들도 판매하는것 좋지만 차가운 음식은 전자렌지 돌리라는 안내좀 해주셨으면ㅠㅠ",4,통인시장,통인시장,1384
1,Qjr,구경하고 길거리음식 먹고,시장에 장을 보러 간다기보다는 분위기를 느끼고 길거리음식들 사먹는 재미로 들러보면 좋을 것 같다 물건들을 사는 방식이 옛날 조선시대 스타일이어서 아이들이 함께가도 재밌을것 같아요,3,통인시장,통인시장,1384
2,JIN,흥미로웠던 엽전 계산,"북촌들려 경복궁 관람 후 서촌으로 넘어가서 통인시장마무리, 이 코스 나쁘지 않다. 통인시장은 엽전을 사고, 다니면서 원하는 음식을 도시락 용기에 담는다. 서서 먹어도 되지만 2층에 준비된 공간도 있다. 음식맛 최고인데 겨울에는 음식을 만드는 곳 앞에서 바로 먹는것을 추천한다. 담아서 다니다 보면 일찍 식어버려서 맛이 떨어진다. 주말에는 너무 복잡하고 협소한 공간에서 아이들과 먹기엔 불편했다.",4,통인시장,통인시장,1384
3,Seungsoo P,한번 가볼만 해요,"엽전을 이용한 도시락을 먹을 수 있어서 색다른 추억을 만들 수 있습니다. 기름떡볶이, 떡갈비 등 다양한 음식을 즐길 수 있어요. 다만 대체적으로 기름지거나 튀긴 음식이 많아요",3,통인시장,통인시장,1384
4,Soo_in_Seoul,떡갈비가 그렇게 맛있어요,"종로 쪽 좋아해서 자주 다니는데, 주로 북촌만 가다가 서촌쪽에서 이곳에 처음 갔을 때 떡갈비의 맛에 반해버렸습니다. 그래서 저거 먹고싶어서라도 가요. 떡볶이떡같은 떡에 고기를 입혀서 구워주시는 느낌이에요. 아 물론 다른 가게들도 맛있습니다. 도시락카페 좋은 것 같아요",4,통인시장,통인시장,1384
5,bom,좋아요,경복궁에서 가까운 거리에 있고 시장 구경하기 좋습니다 엽전 도시락도 한번쯤 체험해서 먹어볼만한것 같아요 이것저것 저렴하게 사먹을수 있어요,5,통인시장,통인시장,1384
6,Lala,기름떡볶이 먹으러 방문했으나 별로였어요,통인시장하면 기름떡볶이라서 먹으러 직접 방문했습니다. 경복궁역에 내리면 쉽게 갈 수 있구요. 다만 기름떡볶이가 유명한 만큼 맛있지가 않았어요.. 그리고 더 유명한 닭꼬치 집의 경우는 줄이 너무 길어서 못 사먹었구요. 결정적인 단점은 두 곳 다 현금밖에 안 받는다는 점이예요. 요즘같은 때에 카드 안 받는 곳이 있다는 게 놀라웠네요..,4,통인시장,통인시장,1384
7,jee-young CHO,엽전으로 음식사는 재미가 있어요.,한사람 당. 5000원에 엽전 열냥(개)구입하여 도시락 캐이스 들고 다니며 먹고 싶은 음식을 사먹습니다. 엽전 가맹점에서만 엽전을 받고 다른 가게는 현찰로 그매히면 됩니다. 기름떡볶이가 유명한데 개인적으로는 보통의 맛이라 생각합니다. 고객만족센터에 먹는 도시락을 먹는 장소가 있습니다.,4,통인시장,통인시장,1384
8,sinh0p,엽전도시락으로 유명한 시장입니다.,"자신이 원하는반찬을 엽전으로 구매해 먹을 수 있고, 양도 많이 주셔요. 남은 엽전은 환불해주시니 그거 또한 좋은거 같아요 5천원에 엽전 20개입니다. 저는 만원바꿔서 배터지게 먹고 식사하는곳에서 나머지 돈으로 미숫가루 음료도 마셨어 요. 참 재밌는거 같습니다. 꼭 방문해보세요!!",5,통인시장,통인시장,1384
9,Hayeong Kim,엽전도시락 재밌어요,"사람이 너무 많아서 뭐 이러나 했는데, 나름 소소한 재미도 있고 좋았어요. 곳곳에 사람들이 많이 줄 서있어서 당황했는데 확실히 사람들 줄 서있는집이 더 맛있음",4,통인시장,통인시장,1384
10,hshan,구경하기 좋아요,음식점도 많고 길거리 음식도 많고 우리나라 젊은이들도 많이 가는곳인 것 같애요 가볼만하다고 생각합니다 재밋어요 추천,4,통인시장,통인시장,1384
11,Chul Wook C,서울에서 명성 높은 시장,아주 깔끔하게 잘정리 되어있는 유명한 시장이죠 일단 음식들을 저렴하고 푸짐하게 맛볼수 있어요~ 기름떡볶이가 유명하죠 효자베이커리 빵도 맛있구요,5,통인시장,통인시장,1384
12,alaco3,시장 구경 재밌습니다~,"기름 떡볶이, 닭강정, 문어꼬치 등등 다양한 먹거리가 있습니다. 엽전 내고 사고 싶은 거 사고, 시장 구경하면 어렸을 때 생각도 나구요.",4,통인시장,통인시장,1384
