,u_id,title,review,u_rate,place_name,res_title,p_id
0,Relax825963,"경험하기에 좋은 수산시장, 그리고 ..",수산시장 생생한 생물 수산물들이 거래되는 수산시장 뭐 이것저것 보고 바로 그자리에서 먹을 수 있다. 크게 강매는 안하고 신선한 경험이 될 듯 다만... 가격이 너무 비싸 무슨 자리세를...그리 받으시는지 단순히 구경만 하는걸 추천드림.. 넘비싸...,4,노량진수산물도매시장,노량진 수산물 도매시장,1437
1,anixmana,역시 회 먹을때는!!,그래도 서울에서 해산물 다양하게 먹기 좋은 곳아닐까요? 예약하고 가서 제철 생선 원없이 먹고 왔습니다. 주말에 많이 붐비기는 하지만 실패가 없어 좋습니다,4,노량진수산물도매시장,노량진 수산물 도매시장,1437
2,YJ Lee,해산물을 저렴하게 먹을 수 있는 곳!,"서울에서 해산물을 저렴하게 맛볼 수 있는 곳! 포장을 해서 집이나 숙소에 가지고 와서 먹으면 많이 저렴하지만 2층에 있는 식당을 가면 인당으로 상차림 가격이 꽤 많이 붙는다. 나는 새우구이와 낙지를 먹었는데, 배보다 배꼽이 더 컸었다 ㅜ 하지만 집에서 해 먹기엔 번거로우니, 싸게 산 만큼 상차림에 투자했다고 생각하면 먹을만 하다.",4,노량진수산물도매시장,노량진 수산물 도매시장,1437
3,kwon,외국에서 온 친구랑 갔어요.,전 형제상회 단골인데 친구가 회보다 게를 먹고 싶어해서 게 두마리 쪄먹었어요. 킹크랩 왜그렇게 비싼거죠. 2킬로에 거의 16만원 줬어요. 쩝... 새우랑 대게 2킬로짜리 한마리는 8많원이었는데.... 각각 다른 집이었거든요. 왠지 사기 당한 기분. 어쨌거나 충남식당 가서 맛나게 잘 먹긴 했어요. 다리 남겨서 넘 아까운...,4,노량진수산물도매시장,노량진 수산물 도매시장,1437
4,송의석,신선한 생선이 많은 곳,회를 먹으러 노량진 수산시장에 갔었다. 다양한 어패류가 살아있는 채로 전시되어 신선할 것이라는 생각이 들었다. 바닥에 물기가 많아 걸을 때는 조심해야 한다. 생각보다 싸지는 않았지만 전통 시장만의 활동적인 감성을 느낄 수 있다.,4,노량진수산물도매시장,노량진 수산물 도매시장,1437
5,woohaegyung,최악중 최악,"부산 자갈치 회센터, 포항 회센터 등등 여러 곳 가봤지만 이곳은 최악중에 최악. 고객을 돈으로만 보는 곳. 구매 확정을 하지도 않았는데도 고기의 머리를 갈라버리는 곳. 서비스 최악 맛도 최악 더 주는척하면서 냉장고에서 고기꺼내다 걸리고 개판이네요~ 관리좀해야할듯 .",1,노량진수산물도매시장,노량진 수산물 도매시장,1437
6,Young Woo Kim,입과 눈이 즐거운 곳,"노량진 수산시장에서는 자칫 하면 바가지를 쓸 수도 있다. 좀 기다리더라도 검증된 집에서 회를 뜨는 것이 좋고, 담배를 피는 사람은 5층 횟집으로 가면 되고, 랍스터나 대게를 곁들이면 코스요리처럼 즐길 수 있다. 성게알이나 초밥 등도 구매가 가능하다.",5,노량진수산물도매시장,노량진 수산물 도매시장,1437
7,Young Choi,다시 가고싶지 않은곳,"미국에서 고국방문중 들린곳, 12만원의 수산물의(광어 1-대, 낙지-3 싱싱하지않음, 해삼-3) 가격은 그렇다 치더라도 버젓이 호객행위를 하는곳에서는 사지알고 신고하라는 문귀가 있는데도 여전히 호객행위를하고 5층으로 올라간 식당에서는 야채와 매운탕 그리고 6병의술과 2병의 음료수 가격이 10만원상당? 해도해도 너무한것 아닙니까? 두번다시는 가지않겠노라고 다짐합니다. 그리고 많은 좌석이 비어있는데도 비어있는 테이블에 올려놓은 물건치워달라고... 절대로 가시지말라고 강추합니다. 시내 일반횟집에서",1,노량진수산물도매시장,노량진 수산물 도매시장,1437
8,hojung S,노량진수산시장,"남자 셋, 여자 둘, 15만원어치 회 먹고 매운탕 못먹은 정도. 가성비는 매우 좋네요. 사진의 두 배의 양이 나옵니다. 아래에서 사고 위 식당에 올라가서 먹었어요. 만족!",4,노량진수산물도매시장,노량진 수산물 도매시장,1437
9,Seungsoo P,싱싱한 수산물을 살 수 있어요,싱싱한 수산물을 맛있게 먹을 수 있는 수산시장입니다. 신시장이 깔끔하게 정돈되어서 위생적으로 변화되었습니다 호객행위가 이전보다 많이 줄어서 부담없는 쇼핑이 가능합니다,5,노량진수산물도매시장,노량진 수산물 도매시장,1437
