review,u_id,title,u_rate,p_id
"대한민국 역사박물관, 광화문광장 바로옆에있는 박물관이에요. 역사박물관도 구경한뒤 옥상에 전망대 꼭올라가세요. 광화문 뷰 ,경복궁 뷰 보기 좋아요.",Alpertbyun,역사박물관,4,707
개항기부터 1961년까지 고난과 발전의 역사를 볼 수 있어요. 아쉬운 점은 기록영화와 설명에 영어가 더 많았으면 하는 점이었어요. 2전시장에 최초 한국의 택시와 사진찍을 수 있게 되어 있는 점도 좋았어요.,H L,나름 나쁘지 않은,3,707
"대한민국의 역사는 1919년 3.1운동의 결과 탄생했던 임시정부로부터 시작되었다. 그리고 1945년의 해방과 1948년의 대한민국 정부수립을 통해 오늘날에 이르고 있다. 제1전시실은 개항기부터 광복까지 다룬 대한민국의 태동(1876년~1948년) 전시실이다. 제2전시실은 대한민국의 기초확립(1948년~1961년)기 이다. '대한민국 정부수립', '6·25전쟁과 전후복구', '국민국가 토대구축'의 세 부분으로 구성되어 있다. 2019년 2월 22일부터 2019년 9월",teamwhite,"대한민국, 바로 그 역사를 전시하는 국립박물관.",5,707
대한민국의 역사에 대해 전시하는 박물관으로서 서울 역사 박물관 옆에 위치해 있다. 관람료는 없으며 일본으로 부터 해방한 후 부터 현재 까지의 역사를 다루고 있으며 오디오를 무료로 빌릴 수 있다. 대체적으로 전시를 잘 해놓았다고 생각되는게 6.25 전쟁 당시의 상황은 물론이고 후의 1970~1980 년대 문화와 사람들의 생각 그 당시 유행했던 노래뿐만 아니라 직접 들을수 있도록 해놓았다. 하지만 좀 아쉬운것은 2000년대의 자료는 별로 전시 해놓지를 않아 좀 아쉬웠다. 마지막으로 맨 위 8층,한기 문,대한민국 역사 박물관,5,707
낮에 전시실만 가다가 저녁에 (수요일토요일) 가서 광화문 일대를 야경으로 볼수있는곳 그리고 특별 가을 프로그램까지 대만족,byunghoonk2017,밤에가면 더 좋은곳,5,707
광화문이나 경복궁 근처에 방문했을때 들르기 좋습니다 입장도 무료이고 생각보다 전시가 알차고 좋습니다. 짧은시간에 쉽고 재밌게 훑어보기 좋은 박물관입니다.,bom,대한민국 역사박물관,5,707
주차공간이 10대밖에 안된다고 하여 전철을 타고 갔다. 생각보다는 전시물이 많지 않고 모형보다는 글씨로 된 설명 위주여서 유치원생인 둘째는 1층의 어린이 박물관에서만 놀았다. 큰아이는 양요와 6.25전쟁 등에 관심이 많았는데 자료가 많지 않았다. 70년대 경제개발에 많은 전시물을 할애하고 있는데 그보다는 일제침략 과정과 민주화 과정 등이 더 자세히 설명되면 좋겠다.,kiju98,근현대사 박물관,3,707
"세종대로 광화문 앞에 있는 곳으로 예전 문화관광부 자리입니다. 대한민국의 역사자료를 전시, 체험할 수 있는 곳으로 3층의 근현대사 전시장 자료가 인상적이었습니다.",봉기 문,방문기,4,707
"근대를 다루고 있어서, 지루하지 않습니다. 대한민국의 역사를 친절하게 설명합니다. 서울에 있는 박물관 중에서는 가장 와닿는 박물관.",hui_Kk,가장 와닿는 박물관,5,707
"옥상공원에 올라가면 경복궁, 청와대, 인왕산이 한눈에 보인다. 벤치도 마련돼있어 쉴 공간도 있다.",J J,옥상 풍경 훌륭,4,707
