,u_id,title,review,u_rate,place_name,res_title,p_id
0,Teuk-woo L,그 유명한 낙원 악기 상가는 어떤 모습일까?,오며가며 낙원상가를 본 지도 30여년이 되었으나 제대로 가보기는 이번이 처음이다. 서울의 새로운 면과 다양한 면을 동시에 느끼게 해 줄 수 있는 특별한 곳이다. 가까이에 인사동이 있어 연계하여 관광명소로 자리잡도록 하면 좋겠다. 물론 바로 이어져있는 탑골 공원도 좋고. 이렇게 생각하면 서울은 세계적으로 귀한 명소이다.,4,낙원 악기상가,낙원 악기 상가,1484
1,Qjr,다양한 소품용 악기 구입~,잔자악기들은 구입하기 좋은 상품들이 많았고 행사용으로 필요했던 소품용 악기들 악세사리들이 다양해서 구입했습니다,3,낙원 악기상가,낙원 악기 상가,1484
2,Joon K,악기가 없어 한번도 안갔던곳,"인사동이나 종로에 주로오면서, 차도위에 위치한 건물에 대해서는 관심을 가지지 않았다. 실제로 들어가보니 거기듀 사람이 있고 살아가는 삶이라는게 신기했다.",5,낙원 악기상가,낙원 악기 상가,1484
3,Hyewon Cho,재미있고 신기한 곳,"악기에 대해 잘 모르지만 구경할 게 많고 신기했던 곳입니다. 악기를 다듬고 만지는 가게주인들이나, 머리 긴 남성뮤지션들, 여기저기서 들리는 악기 다루는 소리들이 서울 한복판에 이런 것도 있구나 싶은 생각이 들게 했습니다. 다른 건 몰라도 세일중인 기타들이 많았고 기타줄 같은 것은 인터넷보다 저렴히 살 수 있었어요.",4,낙원 악기상가,낙원 악기 상가,1484
4,민석 권,음악이 있고 악기가 있는곳,"기타,피아노,드럼등등등 모든 악기들을 직접 보고 연주도 해볼수 있는 한국최고의 악기 판매시장입니다 꼭 사지 않아도 구경만해도 너무 재밌는곳이구요 주변 인사동과 종로하고 연계도 잘 되어있어서 참 좋은곳입니다",5,낙원 악기상가,낙원 악기 상가,1484
5,Traveling Foodie,낙원상가의 꽃,종로-인사동의 사이에 있는 낙원상가에 위치합니다. 1층에는 주로 기타류를 판매하고 있고 중고제품들도 많이 구비하고 있으므로 저렴하게 구입이 가능합니다,5,낙원 악기상가,낙원 악기 상가,1484
6,hyomin78,인터넷보다 가격이 저렴했음,인터넷가격을 알아보고 방문했더니 저렴하게 구입할 수 있었음. 악기에 대한 모든 것이 정말 잘 갖추어져 있었고 중간중간에 쉴 수 있는 공간이 좋았음.,5,낙원 악기상가,낙원 악기 상가,1484
7,406대현김,악기의 메카.,안국역 5번 출구에서 쭈~~~욱 직진만 해서 내려가면 된다. 모든 종류의 악기를 한 장소에서 볼수 있는 곳. 가격은 마냥 싸다고 보기 힘들기 때문에 이곳에서 가격적인 메리트를 찾기는 힘들고. 그냥 지나 다니며 아이쇼핑만 하는 것으로도 기분 좋은 곳이다. 기타. 피아노. 클래식 악기. 국악기. 여러 종류의 악기를 다루고 있다. 또 악기만 다루는것 뿐만 아니라 여러 음향 장치 설비 등등.. AV 시스템을 집에 구축 하려 한다면 용산 보다 먼저 들려야 할곳이라 말하고 싶다.,5,낙원 악기상가,낙원 악기 상가,1484
8,helloowww,악기 왕국,수 많은 악기들을 구경하고 구입할 수 있는 곳. 인터넷보다 마냥 싸지는 않으므로 사전조사를 철저히 해가는 것이 중요하다. 그리고 맨 앞의 가게에서 구입하기보다는 발품을 팔아 알아봐야한다. 꼭 악기를 구입하지 않아도 분위기를 즐기고 구경만 해도 재미있는 곳.,4,낙원 악기상가,낙원 악기 상가,1484
9,say895,다양한 악기를 구경할 수 있는 곳,종로에서 인사동 들어가는 골목길에 위치해있어 찾기가 쉬웠어요 내부로 들어가보면 정말 다양한 악기를 팔고 있었습니다. 가격도 싸게 잘 해주셔서 작은 기타를 하나 구입했습니다.,4,낙원 악기상가,낙원 악기 상가,1484
