,u_id,title,review,u_rate,place_name,res_title,p_id
0,gr kim,양재꽃도매시장,꽃알못인데..정말 잼었어요 새벽에 도착해서 피곤했는데 생화도매시장 들어가니 와~~~와~~~계속 감탄사 난발하면서 돌아다녔어요 같이 간 지인이 꽃이람 식물 무지 좋아하셔서 약 20 만원치 지르셨어요 저한테도 종이꽃이랑 국화 한다발씩 선물해주셨어요~~^^ 고터도가봤고 지방꽃시장도 가봤거든요 양재가 갑이에요~ 자주는 아녀도 가끔 갈듯합니당~~~,4,양재동 화훼공판장 ,양재동 화훼공판장,467
1,형근 김,양재동 꽃시장,꽃가게들이 모여 있습니다. 대중교통 이용해서 가기 조금 불편한데 지하철역 기준 신분당선 양재 시민의 숲 역이 제일 가깝습니다. 여러 가게가 같이 있어 가격이 저렴한 것 같네요.,3,양재동 화훼공판장 ,양재동 화훼공판장,467
2,W.C. Seoul,양재동 꽃사러,주말에 꽃사러 갔다가 이쁜 꽃바구니 잘샀음 양재동에서 고속도로 빠지는 구간이라서 차가 너무 막히므로 시간 여유를 두고 가는 것을 추천 자상주차장,4,양재동 화훼공판장 ,양재동 화훼공판장,467
3,hojung S,양재 화훼 공판장,점심 시간 정도에 방문했는데 주차장에 차가 가득가득.. 좀 더 일찍 가시거나 조금 늦게 가세요 물론 문닫는 시간 잘 체크하시구요~ 두시반에 나올 때는 주차장에 차 많지 않았구요. 가게마다 나름 컨셉이 있는 집들이 많아서 정말 눈돌아갑니다..많이 싸지는 않은데 구경하기 정말 좋아요.,5,양재동 화훼공판장 ,양재동 화훼공판장,467
4,재우 이,봄의 향기를 찾아서,햇살이 너무 따뜻해서 이제 봄의 향기를 느끼고싶어 양재동 화훼센타로 향했다. 온 천지에 가득한 꽃향기와 싱그러운 녹색의 숲. 이곳은 항상 봄을 가득않고 우리를 기다린다.,5,양재동 화훼공판장 ,양재동 화훼공판장,467
5,dongsup s,방문할만 합니다,선인장 구입을 위해 방문했는데 의외로 볼게 많습니다. 생화는 도매가로 살수 있으니 그게 좋구요. 각종 화분식물 판매장도 아주 좋습니다. 조화만 파는 매장도 있고 나무묘종 파는 곳도 이끆어서 일괄적으로 여러가지를 볼수 있어 좋습니다. 주차료도 아주 저렴합니다.,4,양재동 화훼공판장 ,양재동 화훼공판장,467
6,Jiyeon H,예쁜 꽃을 살 수 있는 곳,2월이라 꽃이 좀 비쌌지만 만원에 프리지아 한다발을 샀습니다. 꽃집보다는 확실히 싸더라구요. 한3월에는 프리지아가 더 싸다고 하다고 하고 날이 풀리면 봄꽃이 많이 들어올테니 그 때 가시는 것이 좋을 듯합니다. 가격대는 비슷비슷하니 좋은 꽃이 보이면 바로 사시는 것이 좋을 것 같아요.,5,양재동 화훼공판장 ,양재동 화훼공판장,467
7,올리브521,봄이 올 준비를 하는 곳,봄이 오기전 부모님을 모시고 가는게 연례행사중 하나다.정말 작은 돈으로 봄을 집안에 모셔올수있다.미니선인장 하나 천원씩.허브 이천원씩..아름다운꽃과 향기들에 행복한 하루를 보냈다,5,양재동 화훼공판장 ,양재동 화훼공판장,467
8,soobok,꽃 좋아하시는분들에게는 최상의 장소,양재동 현대자동차 본사 맞은편에 있습니다. 주차시설이 잘되어있고 다양한 꽃을 감상할 수 있고 가격도 저렴합니다.,4,양재동 화훼공판장 ,양재동 화훼공판장,467
9,순둥2,꽃도 저렴하고 구경하는 재미도 있어요!,"양재역에서는 걸어가기 조금 멀긴 하지만, 주차장은 넓게 잘 되어 있어서 차량 이용하는 것이 좋아요. 꽃가격도 저렴하고, 근처 회사 있는 분들은 점심시간에 사러 가기도 하더라고요. 화분 등도 저렴하게 있어서 집들이 가기 전 들러서 구입하기도 합니다.",4,양재동 화훼공판장 ,양재동 화훼공판장,467
