,u_id,title,review,u_rate,place_name,res_title,p_id
0,mimi,예전처럼붐비진않지만...,예전처럼붐비진않지만 요즘 새롭게 뜨고있어요 골목골목새로운카페레스토랑도오픈하고 백화점도있고 가끔 친구들만나러 갈때나가요~,5,압구정 로데오거리,압구정 로데오 거리,277
1,Miheon,압구정 골목 카페,압구정에 있는 카페인데 손님이 저희 테이블 밖에 없음에도 음식이 너어무 늦게 나와서 깜짝 놀랐네요.....그래도 조용하고 인테리어도 깔끔해뇨ㅠ 맛도 있구!!,3,압구정 로데오거리,압구정 로데오 거리,277
2,greenoniongrilling,한산해진 로데오거리,예전만큼 북적이지는 않고 공실이 군데군데 보인다. 거리 지나다니기가 예전보다는 수월해졌지만 특별히 어떻다 할 특징은 없는 곳이다.,3,압구정 로데오거리,압구정 로데오 거리,277
3,bombom,강남처럼 붐비지않아 좋아요,"한적해서 좋아요. 구경할곳도 맛있는 음식점도 많고, 자주가는곳은 아니지만 가끔 약속때문에 갈일이 생기면 즐겁게 놀다가 가는곳이에요.",5,압구정 로데오거리,압구정 로데오 거리,277
4,시리우드,특색없는 거리로 바뀐 것 같습니다.,로데오거리라는 명성에 맞지 않게 뭔가 독특하거나 고급스러운 이미지는 찾아볼 수 없게 되었습니다. 특별하게 쇼핑을 하거나 맛집을 찾기 위해 이곳을 찾는 일은 더이상 없을 것 같습니다. 그냥 동네주민들이 많이 이용하는 거리인 듯 합니다. 조용한 거리의 느낌이라 번화가가 싫은 사람들에게는 추천합니다.,3,압구정 로데오거리,압구정 로데오 거리,277
5,gaggung,이제 그냥 동네 유흥가,로데 오거리로 패러디도 되던 예전의 명성과 화려함은 사라진 지 오래입니다. 물론 그냥 놀러가기엔 더 좋아졌습니다만 더 이상 외국인이 와서 관광할 곳은 아닙니다. 현재 관광지로서의 등급은 별2개 정도라 생각합니다.,2,압구정 로데오거리,압구정 로데오 거리,277
6,Gooreum,예쁜 카페와 쇼핑에 좋은 곳,"압구정 로데오 거리가 예전같지 않다고 하는 분이 많으시겠지만, 요새 더 좋아진 것 같아요. 예전엔 술취한 사람도 많았고, 시끄러운 분위기였지만 지금은 조용하고 예쁜 가게도 많아져서 좋아요. 맛있는 프랑스요리, 테라스가 예쁜 카페, 그리고 갤러리아백화점까지! 분당선 압구정로데오역도 생기고, 청담동도 접근성이 좋으니 여전히 좋은 곳이에요!",4,압구정 로데오거리,압구정 로데오 거리,277
7,shinhee,쇼핑 먹거리에 적합한 곳,예전처럼 번화하지는 않지만 커피숍 화장품가게 먹거리는 많이 있어요. 강남역처럼 번화하지 않지만 있을것은 다 있는 곳이에요 교통도 편하고~,4,압구정 로데오거리,압구정 로데오 거리,277
8,아이언맨66,한적하니 좋음,예전만큼 북적거리진 않지만 동네주민으로서 되려 더 좋기도 함. 여전히 오래된 맛집들은 살아 있고 갤러리아도 있어 쇼핑하기도 편하고 교통도 은근 편함.,5,압구정 로데오거리,압구정 로데오 거리,277
9,Charlie5150,압구정은 아직 죽지 않았다!,"압구정동이 예전같지 않다고 말씀하시는분들이 많이 계신데, 아닙니다. 압구정동은 죽지 않았습니다. 예전처럼 사람도 많지 않아서 오히려 더 좋은것같습니다. 지하철 분당선이 있어서 접근성도 좋습니다.",4,압구정 로데오거리,압구정 로데오 거리,277
10,corioli,예전 명성만 남은 곳,"명성과는 달리 크게 인상이 남지 않았음. 열지 않은 가게도 보이고, 오히려 한산한 경우도 있었음. 외국인들이 길을 물어볼 때 가지마라고 말리고 싶었지만 차마 그러지 못했다.",2,압구정 로데오거리,압구정 로데오 거리,277
11,inspire807048,외국인 관광객들에게는 비추.,예전에 비해 많이 죽은 상권... 개성은 없고...그렇다고 딱히 고급스럽지도 않고... 그냥 평범한 곳입니다. 외국인들에게는 추천하지 않겠습니다.,2,압구정 로데오거리,압구정 로데오 거리,277
12,파랑나비,압구정 좋아요,서울에서 너무 번잡하지 않고 백화점 가깝게 놀만한 곳이지요. 여자들이 좋아하는 맛집도 많습니다.,4,압구정 로데오거리,압구정 로데오 거리,277
13,JB1_GPC,확실히 고급스러운 느낌은 있지만...,"서울의 세련된 관광지라고 평판이 자자하지만, 확실히 세련된 가게는 많긴 해도 일본의 그런 거리와 비교하면 아쉽네요. 거리는 큰 도로가에 나무가 늘어서 있고, 명품거리가 형성되어 있는 느낌인데 도로 포장을 대충 해놔 울퉁불퉁하고 좀 지저분한 요리집이 들어서 있어서, 예를 들어 오모테산도와 비교하자면 아쉬운 느낌이었습니다. 명동 등의 난잡한 서울에 질렸다면 이쪽으로 발을 돌려봐도 좋겠네요.",3,압구정 로데오거리,압구정 로데오 거리,277
14,minpiindah,브랜드 스트리트,"갤러리아 백화점에서 이어지는 큰 도로에 명품숍이 늘어서 있습니다. 각각의 가게는 매우 물건 종류가 풍부했어요. 로로피아나가 일본에서는 이렇게까지 상품을 진열해놓지 않아요. 백화점에 없는 걸 찾을 수 있습니다. 가게와 가게 사이가 떨어져 있어, 눈이 어는 계절에는 걸어서 돌아다니기 힘들어요.",3,압구정 로데오거리,압구정 로데오 거리,277
15,tripmisty,느긋하게 시간을 보내고 싶은 분께 추천,"압구정은 비교적 사람이 적고, 카페가 많기 때문에 느긋하고 편안하게 시간을 보내고 싶은 분께 추천합니다. 관광객도 명동이나 동대문만큼은 없기 때문에 그런 곳과 다른 분위기를 즐길 수 있을 거에요. 옷 가게는 드문드문 보이지만, 가로수길 같이 옷가게가 늘어서 있는 것이 아니기 때문에 쇼핑을 듬뿍 하고 싶은 사람이 크게 관심을 둘만한 곳은 아닐지도 모릅니다. 또 한국에 갔을 때는…",5,압구정 로데오거리,압구정 로데오 거리,277
