review,u_id,title,u_rate,p_id
"저는 불꽃 크루즈를 탔습니다. 처음에는 별 기대없이 폭죽 몇번 터트려 주겠지 했는데, 생각보다 오래 터트려줬어요(약 10분) 크루즈 안에서 바이올린 (?) 연주 들으면서 한강 바람을 맞으니까 너무 즐거웠습니다. 멀미도 1도 안나요ㅎ",Lucy L,70분동안 힐링,5,246
시간이 촉박해서 한강유람선을 타는데 힘들었지만 안내해준 자리가 2층 창가 자리라서 너무 좋았어요 서울 야경도 보면서 먹는 뷔폐음식과 맥주한잔의 여유로움이 느껴지는 아주 좋은 기회이었습니다,yong2lee,한강디너크루즈,5,246
"평일 낮에 탔는데도 사람이 많고, 갈매기한테 먹이를 주려는 사람이 많아서 갈매기들이 엄청 몰려서 너무 무서웠어요 그외엔 괜찮았습니다",WINNY,갈매기가 너무 많아요,3,246
한강 인근 구경하는거 너무 좋고 멋져요 평생 서울 살았지만 유람선 타고 보는거랑은 또 다르구요 특히 불꽃놀이 행사 볼때 최고~ 입니다! 바람이 세니까 옷 든든히 입고 타세요~,쏘옹쏭,"강변 구경, 불꽃놀이!",5,246
올만에 가족들과 서울나들이와서 여의도 한강공원에서 이랜드크루즈를 이용했습니다. 가격은 4인가족기준 5만원정도이며 매시각 정시에 운행하는데 주말에는 30분간격으로도 배가 있어요. 40분정도 운행하고 저녁에는 식사와 야경구경도 할수있는것도 있네요.,Handsome Andy,한강 둘러보는데 제격인 이랜드크루즈,3,246
서울살면서 이걸 탈 줄은 몰랐다. 몇 번 한강에서 봤을 때 가격이 너무 비싸다고 생각을 해서 내 돈 주고 가고 싶은 생각은 들지 않았다. 서울 투어 버스와 마찬가지로 회사 행사를 통해 경험하게 되었는데 그것과 반대로 서울 사람들도 충분히 즐길만한 거리가 있다고 생각이든다. 한강이 너무 넓어 한강 공원에서는 반대편 야경이 초라하게 보이지만 한강 한 가운데서 보는 야경은 색달랐다. 식사는 평범했기 때문에 평가하지 않겠다.,영준 송,"평범한 식사, 좋은 야경",4,246
한강유람선을 탈 수 있는 곳입니다.한강 여의도 마포대교와 원효대교 사이에 있는 곳으로 63빌딩쪽에서도 접근이 가능합니다. 아름다운 여의도 산책로와 한강변을 크루즈로 둘러보는 것은 꽤나 즐거운 서울나들이입니다.,봉기 문,방문기,4,246
"가족과 뭔가 특별한 추억을 만들고 싶어서 1개월전에 미리 예약을 했어요.창가에 앉고 싶으면 예약 순서대로,이니까 미리 예약 하셔야 합니다.음식과 서비스 음악까지,아주 좋았답니다.",Jongsoon J,가족 기념일~,4,246
1주년을 맞이해서 기념장소인 여의도 한강공원을 방문했습니다. 한강공원을 방문하기로 계획했기에 크루즈 자체는 염두에 두고 있었습니다. 저녁 시간 즈음에 방문할 예정이어서 배달 음식도 괜찮겠지만 유림선과 식사를 한번에 즐길 수 있는 디너 크루즈가 있다고 해서 다녀왔네요. 한정된 공간임에도 뷔페의 음식은 다양했고 꽤 맛있었습니다. 게다가 재즈 밴드가 연주해주는 라이브를 들으면서 멋진 한강 야경과 함께 하는 것은 참 즐거웠습니다. 선미 쪽 갑판에는 예쁜 하트 장식물도 있어서 커플 사진을 찍기에,Choi J,멋진 야경과 함께하는 디너 크루즈,5,246
너무너무 만족스러웠고 즐거운 시간이었어요 굳이 창가자리 아니라도 좋아요 음식도 만족스러웠고 서비스도 좋았구요 서울 살면서도 처음 가본 곳인데 정말 즐거운 저녁이었습니더,Urizia J,1주년 기념 이벤트,5,246
"서울의 멋진 야경을 한강의 유람선을타고 오랫만에 만끽하였는데 밤이라 날씨가 좀 쌀쌀하였다~ 추억의 장소,특별한 날의 이벤트로 딱인것같다",nayepp,한강유람선추천,4,246
"강바람과 함께 아름다운 서울의 야경을 볼수 있었습니다. 다른 이동수단과는 차별화된 크루즈의 강점으로 좀더 흥미진진하게 한강을 느낄 수 있어 좋았습니다. 추운 날씨였지만, 꽤 만족스러운 투어였습니다.",NAMBONO,"한강따라 멋진 서울 야경 구경, 한번쯤 타볼만한 크루즈!",5,246
"친구랑 함께 타서 즐거웠음. 혼자는 좀 쓸쓸했을지도... 밤이 더 예뻤을 듯. 테이트를 한다면 밤을 추천. 가까이에 시장도 있어, 신선한 생선을 사다가 그 자리에서 회와 전골을 해먹었어요.",Amy0226,서울 시민들의 데이트 명소,4,246
처음으로 한국에서 야간 유람선을 탔어요♡ 완---전 추웠지만 진짜 예뻤음~!♡ 물보라가 장난 아니었지만 박력 있었어요!!! 거기다 음악이 또 좋은 music 뿐이라 감동~♡♡ 다양한 나라의 분들이 있었어요! 평일인데 만원이었어요!! 또 가고 싶다~♡!,Aya144,완전 예뻐~♡,5,246
"시간이 좀 비었길래 유람선을 타자는 아이디어가 떠올라, 여의도까지 지하철을 타고 가서 거기서 조금 걸어 선착장으로 향했습니다. 주위에는 단체객, 커플, 가족 단위가 많았고 혼자서 온 사람은 찾아볼 수 없었습니다. 대낮에 승선했습니다. 유람 자체는 썩 좋지도 나쁘지도 않았고, 강에서 빌딩을 보는 것 뿐이었습니다. 아무 변화도 없었기 때문에 후반에는 좀 지겨웠습니다. 강을 지나가는 바람이 조금 편안한 정도. 한 번 더 갈래? 라고 묻는다면 대답은 No네요.",SAM_2011_C,한 번 타면 충분,2,246
