u_id,review,u_rate,p_id,review_en
마노,토요국악동아 보러 몇번 다녀왔어요. 인기있는 공연이라 빨리 매진되지만 공연장 시설도 좋고 아이들도 국악을 접할 기회가 되서 좋아요. 앞마당에 인조잔디가 있어서 잠깐 뛰어놀다 오면 더 좋아요,5,704,"I've been to see Saturday Korean traditional music club a few times. It's sold out quickly because it's a popular performance, but the facilities of the concert hall are good and it's good for children to have a chance to experience Korean traditional music. There's artificial grass in the front yard, so it's better to run around for a while."
duck3222,서울의전당 공연때문에 잠시 들렸던곳입니다. 산책코스가 있어서 여기저기 구경이 가능했어요~ 국악공연들이 많아서 포스터 붙은거 보고 한번쯤 관람하고 싶다고 생각했습니다. 앞 마당에는 큰 대형 현수막과 조명으로 멋을더하고 우리전통한복을 입은 대형인형도 있어서 국악을 하는곳이라는 인상이 강하게 와닿았다. 국악을 어렵게만 생각했는데 많은 팜플렛을 보니 내각 생각했던 옛스러움이 아닌 전통춤을 현대의 춤으로 해석한 공연들~ 한국무용~ 현대무용이 함께 하는 공연들도 있었다. 무대마다 가격은 다르겠지만,4,704,"This is the place I stopped by because of the Seoul Hall of Seoul. There was a walking course, so I was able to look around. There are a lot of Korean traditional music performances, so I thought I would like to see them once after seeing the posters. In the front yard, there were large banners and lights, and a large doll dressed in traditional Korean clothes, which strongly impressed the impression that it was a place to play Korean traditional music. I thought Korean traditional music was difficult, but when I saw many pamphlets, there were performances that interpreted traditional dance as modern dance, Korean dance, and modern dance. The price will vary from stage to stage."
tae0541,진도 국립남도국악원에서 공연되는 운림산방-구름으로 그린 숲을 서울국립국악원에서 볼 수 있었던 흔치않은 기회였다. 남도소리를 생과 사의 공간에서 감동적으로 펼처보였다. 다음에는 진도에 가서 공연을 보고 싶다.,5,704,"It was a rare opportunity to see the forest drawn with Unlimsanbang-Gureum performed at Jindo National Gugak Center in Seoul. The sound of Namdo was touching in the space of life and death. Next time, I want to go to Jindo and see a performance."
진인 이2fg5dtuk,서초동 예술의 전당 부근에 있는 국악원. 예술의 전당을 방문하면서 이곳을 들려도 나름 좋은 곳,3,704,Gugak Center near Seocho-dong Seoul Arts Center It's a nice place to visit while visiting the Seoul Arts Center.
랭이2016,생소할수도 있지만 막상가면 좋은 곳이에요. 국악을 좋아하는 분들에겐 추천 드리니 가보셔도 좋을듯,5,704,"It may be unfamiliar, but it's a good place to go. I recommend it to those who like Korean traditional music, so you can go."
kiju98,아이들과 함께 용피리 공연을 보러 갔다. 주차장이 넓지는 않지만 무료다. 예술의 전당과 이어지는 넓은 광장이 있어 아이들이 뛰어 놀기 좋다.,5,704,"I went to see Yongpiri performance with my children. The parking lot is not spacious, but it's free. With the Seoul Arts Center and a large plaza that connects, it is good for children to play."
체리요정,외국인 친구들에게 국악공연을 보여주시에도 좋고(토요상설 공연 강추합니다. 가격도 저렴하고 다양한 프로그램을 전부다 볼 수 있어요) 국립이기 때문에 다채로운 프로그램을 운영하고 있어요 국악박물관도 있구요 많은 분들이 국악의 아름다움을 보고 듣고 느끼실 수 있었으면 좋겠습니다.,5,704,"It is also good to show Korean traditional music performances to foreign friends (Saturday Sangseol performance is highly recommended). It's cheap and you can watch all kinds of programs. There is also the Gugak Museum, and I hope many people can see, hear, and feel the beauty of Gugak."
HL1LFC,국악 박물관 왔다가 들려서 둘러보고 왔어요... 야외도 예술의 전당쪽으로 걷기 좋구여... 저흰 예술의 전당 주차장에 주차라고 한바퀴 돌고 왔습니다.,4,704,I visited the Gugak Museum and looked around... It's good to walk outside to the Seoul Arts Center. We went around parking in the parking lot of the Seoul Arts Center.
정팔이,"국립국악원에서는 우리나라 전통음악인 국악공연을 관람할수도 있으며, 또한 국악을 쉽게 접할수 있도록 체험학습도 운영하고 있어요!",4,704,"The National Gugak Center offers Korean traditional music, Gugak performance, and also offers hands-on learning to make it easier to access Gugak!"
으헤헤헤헹,좋죠 데이트하기도 한국의 문화를 알기에도 꼭 가보세요 추천합니다. 그리고 시간 맞쳐서 공연보러가시는거 잊지마시고요 그리고 기본적으로 여러악기나 혹은 우리나라의 음악의 특성을 알고 가야 좀 더 좋을 추억을 만들 수 있을 것 같습니다.,5,704,"It's good. You should go on a date and know Korean culture. I recommend it. And don't forget to go to the concert on time. Also, I think you should know about various instruments or characteristics of Korean music to make better memories."
fattydk,"공연을 감상하는 것 뿐 아니라 취미생을 위한 강좌도 있음. 예악당, 우면당, 풍류사랑방, 연희마당 4개의 공연장이 있으며, 실력자로 이루어진 국립국악원 악단이 있음.",5,704,"There are courses for hobbyists as well as watching performances. There are four concert halls: Yeakdang, Umyeondang, Pungryu Sarangbang, and Yeonhui Madang, and the National Gugak Center Band composed of talented musicians."
니콜라06,서초동에 예술의 전당만 있다고 생각했는데 국악에 관심있는 사람들 뿐만 아니라 어린이들과 함께 시간보내기 좋은 곳입니다. 연습용 악기도 제대로 된 악기를 파는 곳이기도 합니다,4,704,"I thought there was only Seoul Arts Center in Seocho-dong, but it is a good place to spend time with children as well as those who are interested in Gugak. It's also a place where they sell the right instruments."
혜진김1101,개인적으로 무료공연이 많이 생겼.으면 좋겠다고 생각했어요 우리의 것이 더 좋은것 같아요최고에요,5,704,"Personally, there are many free performances.I thought it'd be nice. I think ours is better.It's the best"
bjh3676,예술의 전당 옆에 있습니다. 2호선 서초역이나 3호선 남부터미널역에서 마을버스로 올 수 있습니다. 국악 관련 전시나 공연 등이 있어서 국악에 관심이 많으신 분께 추천합니다. 밤에 오면 야경이 매우 멋집니다.,4,704,It's next to the Seoul Arts Center. You can come by town bus from Seocho Station on Line 2 or Nambu Terminal Station on Line 3. I recommend it to those who are interested in Gugak because there are exhibitions or performances related to Gugak. The night view is very nice when you come at night.
sdc0503,국악의 성지이며 요람입니다. 건물들 한가운데 마당이 넓게 펼쳐져있어서 아이들이 뛰어놀기에도 좋습니다. 그리고 주차가 무료입니다!!,5,704,"It is a sacred place and cradle of Gugak. In the middle of the buildings, there is a wide yard, which is good for children to run around. And parking is free!!"
jinjung,예술의 전당과 함게 관람하기 좋습니다. 매주 열리는 정기공연의 프로그램이 너무 좋습니다 미리 예약하고 갔는데 가격대비 정말 훌륭한 공연이었습니다,5,704,It's great to watch with the Seoul Arts Center. I love the weekly regular show. I made a reservation in advance and it was a great performance for the price.
