review,u_id,u_rate,p_id,review_en
내가 가장 자주 많이 가는 한강공원 자전거타고와서 유람선 옆 테이블에서 맥주한잔 마시는 것이 가장 기분 좋은 경험이었습니다. 다만 요즘 바퀴벌레가 많던데 서울시에서는 박멸해주셨으면 합니다... 지금은 추워서 그런데 곧 벛꽃필무렵되면 공원전체가 달달해집니다 ㅋㅋ,Relax825963,5,347,"It was the most pleasant experience to ride a bicycle to Han River Park, where I often go, and drink a glass of beer at the table to the cruise ship. However, there are a lot of cockroaches these days, so I want you to exterminate them in Seoul... It's cold now, but soon the whole park will be sweet when the flowers are ready. LOL"
쓰레기 아무데나 버리지 마세요 일단 나름 가볼만한 공원이라고 말씀드리고 싶네요. 공원 주변에 전단지를 배포하는 아주머니들이 너무 많습니다. 최대한 피하는 것이 좋을 듯합니다.,김 환희,4,347,"Don't throw away the trash anywhere. First of all, I'd like to say it's a park worth visiting. There are too many ladies distributing flyers around the park. It would be better to avoid it as much as possible."
"어느 계절이나 가기 좋은 곳 봄에는 벚꽃을 보러 가구요. 여름에는 치맥을 하러 갑니다. 가을에는 강바람 맞으면서 자전거 타면 좋구요. 겨울에는 야경을 보면서 버스킹 공연을 보기 좋아요. 부모님 댁 근처라 자주 가는데, 언제 누구와 가도 여유롭고 좋습니다.",Donghoon Kang,5,347,"Any season is good to go. I go to see cherry blossoms in spring. I go for chicken and beer in summer. It's good to ride a bike in the fall with the strong wind. In winter, it's good to watch busking performances while looking at the night view. I go there often because it's near my parents' house, and it's always relaxing and nice to go with anyone."
강바람 따라 걷다 한강을 따라 따뜻한 겨울의 정취를 느끼면서 어둠이 내리는 도시를 바라본다. 강 건너 도시는 희미한 실루엣만 남길 때 하늘의 별 같은 조명이 도시를 덮친다. 한강을 따라 걸으며 도시에서 이방인이 아니라 더불어 살고 있음을 느끼기 위한 사진도 몇 장 찍어 본다. 오늘은 천천히 걷는다.,김석찬,5,347,"Walking along the river breeze, one looks at the city where darkness falls as one feels the warmth of winter along the Han River. When the city across the river leaves only a faint silhouette, the sky's star-like light hits the city. Walking along the Han River, I take some pictures to make people feel that they are living in the city, not strangers. I walk slowly today."
한강 유람선과 뷔페로 힐링타임 겨울이라 추워서 망설였는데 날씨가 맑아서 좋았어요! 낮에 잠깐 산책하다가 뷔페 먹고 좀 쉬다가 유람선 타고 서울 야경까지 보고 좋았습니다!,Hana P,4,347,"I hesitated because it was cold to have a healing time with the Han River cruise ship and buffet, but the weather was nice because it was clear! It was nice to take a short walk during the day, eat a buffet, rest, and take a cruise to the night view of Seoul!"
"가만히 앉아 아무것도 하지 않아도 기분이 좋아지는 곳 한강의 경치와 분위기는 전세계 어느 명소와 견주어도 빠지지 않을 만큼 멋진 곳이다. 자전거를 탈 수도 있고, 달리기를 할 수도 있고, 수상 스포츠를 할 수도 있고, 연날리기를 해볼 수도 있고 유람선도 탈 수 있다. 아무것도 하지 않고 가만히 앉아 경치만 바라봐도 즐거운 공간이다.",Lee Yeyoung,5,347,"The scenery and atmosphere of the Han River are as wonderful as any other landmark in the world as it is. You can ride a bike, run, play water sports, try kite flying, and ride a cruise. It's a fun place to just sit still and look at the scenery without doing anything."
여의도 한강공원 한강을 볼 수 있는 서울에 있는 여러 한강공원 중 하나이다. 여의도 한강공원은 대중교통으로도 접근이 편리하기에 버스나 지하철을 타고도 갈 수 있다. 피크닉을 즐길 수 있고 자전거도 대여해서 한강을 바라보며 탈 수 있다. 날씨 좋은 날 자전거를 타고 한강공원을 즐기는 것을 추천한다.,ye0ngjus,5,347,"Yeouido Hangang Park is one of several Hangang Parks in Seoul where visitors can see the Han River. Yeouido Hangang Park is convenient to access by public transportation, so you can go there by bus or subway. You can enjoy picnics and rent bicycles and ride them while looking at the Han River. I recommend you to ride your bike and enjoy the Han River Park on a fine day."
역시 가을엔 한강 역시 이렇게 선선하고 날씨 좋을때 한강 가니 너무 좋네요! 사람들이 많아서 좀 복잡하기는 했지만 그래도 마음의 안정이 되기도 하고 남자친구랑 자전거도 타고 재밌었네요~~,Kim Soojung,5,347,"It's so nice to go to the Han River in autumn when it's so cool and the weather is nice. It was a bit complicated because there were so many people, but I was relieved and enjoyed riding a bike with my boyfriend.~~"
야간 산책 서울의 야경과 가을을 기다리는 바람을 쐬며 한강을 따라 천천히 걷는 것도 도시에서 특별히 느낄 수 있는 맛이다. 편의점 커피를 들고 걸어도 좋고 시원한 캔 맥주 하나를 들고 걸어도 좋다. 많은 젊은이들이 모여 움직이는 곳이어서 나도 덩달아 젊어 진다.,김석찬,5,347,"A night walk is also a special taste in the city, as you walk slowly along the Han River, enjoying the night view of Seoul and the wind waiting for autumn. You can walk with convenience store coffee or a can of beer. It's a place where many young people gather and move, so I get younger as well."
멋진 한강 풍경과 시원한 자전거 데이트 서울 여의도 한강 시민 공원 휴식과 데이트 하기 좋은 곳 입니다. 강을 바라보며 여러 음식을 먹을수 있으며 주말밤에는 길거리 음식 푸드 트럭 등 다양한 이벤트가 있습니다. 사진도 찍기 좋고 정말로 휴식하며 힐링을 할 수 있는 곳입니다.,smallbear traveller,5,347,"It is a great place to rest and date at Hangang Park in Yeouido, Seoul. You can eat various foods while looking at the river and there are various events such as street food, food, and trucks on weekends. It's a great place to take pictures and really relax and heal."
