u_id,u_rate,p_id,review,review_en
Janny,5,1059,코로나 무급휴가로 놀러왔어영 사람 없을줄 예상하고 왔는데 정말 많이 없어서 놀이기구 대기없이 원없이 탔어영 매직패스를 꼭 이용해서 타면 알차게 놀슈잇어영,"I came here for a free vacation. I thought there would be no one here, but there weren't many people, so I rode it without waiting for a ride. If you use magic pass, you can enjoy it."
문수민,1,1059,매직패스를 더 늦게 들여보내줬어요 혜성탈출일반줄보다 매직패스를 더 늦게 들여보내줌 오히려 일반줄에탔다면 더 일찍갔을텐데 그게 불만입니다ㅠㅠㅠㅠ,They let me in later on the Magic Pass. I would have gone earlier if I had gotten on the regular line instead of letting in the magic pass later than the general line of Comet Escape.ᅲᅲᅲᅲ
Relax825963,4,1059,서울의 랜드마크 놀이공원 1994년 처음가봤다. 그때나 지금이나 여전한 곳 평일에 가면 원없이 즐기고 탈 수 있다...아직 아틀란티스를 못타봤는데 갈때마다 점검 혹은 .. 사건사고가 터져서.. 휴일 혹은 공휴일은 피하시는 것이 좋습니다.,"I first visited a landmark amusement park in Seoul in 1994. I can enjoy and ride whenever I go on weekdays.I haven't been to Atlantis yet, but every time I go, I check or... There's been an accident. You'd better avoid holidays or holidays."
지연 최,5,1059,롯데월드 비가와도 실내에서 놀이시설을 즐길수가 있음 오래된 곳이긴 하지만 그래도 관리가 잘되어있고 주변에 볼거리도 많습니다,"Although it is an old place, it is well managed and there are many things to see around Lotte World even if it rains."
nanes,2,1059,롯데월드 다 좋은데 사람이 너무 많아요 롯데월드는 실내 어드벤쳐가 있어서 날씨게 상관없이 놀이기구를 탈수 있는 점은 좋아요. 그런데 롯데월드는 항상 느끼는 거지만 사람이 너무 많습니다 ㅎㅎ 젤 대기가 짧은게 30분 긴거는 1시간 50분 이고요.. 매직패스를 예약하려고 해도 몇초만에 끝나버리는 듯요.. 이번에도 신나는 퍼레이드만 실컷 구경하고 왔답니다 ㅎㅎㅎㅎ,"Lotte World is all good, but there are too many people. Lotte World has an indoor adventure, so it's good to ride the rides regardless of the weather. But I always feel that there are too many people in Lotte World. The short waiting time for gel is 30 minutes and the long time is 1 hour and 50 minutes. I'm trying to book a magic pass, but it's over in a matter of seconds. This time, I've been looking around the fun parade. Hehehehe"
jasmin0313,5,1059,항상 신나는 곳 실내와 실외 두 곳 모두 즐길 수 있기에 겨울이든 여름이든 항상 신난다 특히 스릴을 좋아한다면 아틀란티스 ㆍ 자이로스윙 ㆍ 자이로드롭 은 꼭 타보길 !!!,"I can always enjoy both indoor and outdoor places, so I'm always excited, whether it's winter or summer. Especially if you like thrills, make sure to ride Atlantis, Gyro Swing, and Gyro Drop!"
Bora Kwon,4,1059,"롯데월드 나들이 초등학생 때부터 애용했던 롯데월드! 각종 통신사, 할인 받기가 용이하고 매직 패스를 이용하면 대기 시간 없이 탑승도 가능하다ㅎㅎ 머리띠도 넘 예쁘닷","Lotte World, which I've been using since I was in Lotte World! It is easy to get discounts from various telecommunications companies, and you can get on board without waiting time by using Magic Pass.The headband is so pretty."
고고고,5,1059,신나는 롯데월드~♡ 초등학생 아이 둘과 엄마 둘의 롯데월드 방문기~♡ 방학이라 사람이 많긴 했지만 매직패스 덕분에 재밌는 놀이기구도 먼저 타 볼 수 있었어요~♡ 틈틈이 맛있는 군것질꺼리도 사 먹고 아이들끼리 재밌게 놀이기구도 탔답니다~♡,"Exciting Lotte World~ 2 elementary school children and 2 mothers visiting Lotte World~ Although there were a lot of people on vacation, thanks to Magic Pass, I was able to ride fun rides first.I bought delicious snacks and enjoyed rides with my children.~♡"
깅깅와,5,1059,아이가 좋아합니다 개장시간에 맞춰 일찍 왔더니 여유롭게 타고 즐기다 갑니다. 눈이 오는데도 아이는 눈이 와서 더 좋아라 하네요. 캐릭터들도 이쁘고 직원분께서 전체적으로 모두 친절합니다.,"My child likes it. I came early in time for the opening, so I enjoyed the ride. Even though it's snowing, the child says it's better because it snows. The characters are pretty and the staff members are all kind."
Hanna Y,2,1059,초등학생들이 탈것이 너무 없고 매직패스 예약 너무 힘듬 에*랜드만 가다가 겨울이라 초딩들 데리고 왔는데 애기들꺼 태우긴 너무 시시하고 다른건 줄도 너무 길고 태울것이 너무 없네요 실내엔 온통 유료결제로 가능한것만 있고 돈주고 들어왔는데 왜 안에서 또 유료입장을 해야하는지 ㅠ 너무 하네요.,"Elementary school students don't have much to ride, and it's so hard to book a magic pass. I only went to Land and brought elementary school students because it's winter, but it's too boring to burn babies and everything else is too long and there's nothing to burn. There are only paid payments available indoors, and I paid for it, but why do I have to pay inside again? That's so mean."
이만규,5,1059,겨울롯데 포근한 날씨를 맞이하여 정겨운 사람과 함께 좋은 시스템에서 아름다운 풍경을 만끽하며 그리고 롯데를 사랑할 것 같아요. 러브 러브 러브 세상,I think I will enjoy beautiful scenery and love Lotte in a good system with a friendly person in the warm weather. Love love love world
jek737,5,1059,아이들과 1년만에 다시 찾은 아이들의 천국 롯데월드~^^♡ 다친 내 발은 그냥 무시하고서라도 우리 아이들의 얼굴에서 끊이지 않는 미소를 띄우게 하는 이 곳. 7시간째.. 그 이상을 여기에서 우리 셋은 잘 놀며 행복한 시간을 보내고 있다~ 다시 빠른 시간안에 다시 올 것을 기대하면서~~!! ^^♡,"Lotte World, the heaven of children that I visited again after a year with my children~^^ This place makes my children smile on their faces even if they ignore my injured feet. For seven hours... more than that, the three of us are having a great time here. Looking forward to coming back soon~!! ^^♡"
정상유운,5,1059,혼자서도잘놀수있어요 군대가기전에 칭구랑 와서 혼자 잘 놀다갑니당! 집에 일생겼다고 손절당함ㅜㅜ 다음뻔에 내옆자리에 누군가가 있기를... 다들 파이팅하자고,"I can play by myself. Before I went to the army, I came here with Ching-goo and played by myself! I was cut off because I was living in the house. Let's all cheer up."
hyojeong Lim,4,1059,날씨 상관없이 놀수 있는곳 비가 와도 실내에서 맘껏 놀수 있어서 좋습니다. 날씨 구애받지 않고 놀수 있어서 좋지만 언제나 사람들로 붐벼서 눈치게임하면서 방문해야 하는게 가장큰 단점이네요,"Regardless of the weather, it is good to play indoors even if it rains. It's nice to be able to play regardless of the weather, but it's always crowded with people, so the biggest drawback is to visit while playing timing games."
Sejin Oh,1,1059,매직패스 망해라^^ 돈 많이 내면 안기다리고 탈 수 있지만 보통은 15분마다 핸드폰 보느라 같이 온 사람과 대화조차 단절시키는 롯데월드 예전만못함. 직원들 불친절은 기본!^^ 음식 맛도 가성비 개똥망^^,"Magic pass is ruined ^^ You can not wait for a ride if you pay a lot of money, but Lotte World is not as good as it used to be because you are looking at your cell phone every 15 minutes. Unkindness of employees is a given!^^ The taste of food is also cost-effective ^^^"
정재욱,5,1059,꿍잼 개꿀잼 ㄹㅇㅍㅌ ㅂㅂㅂㄱ ㄹㅇㅋㅋ 여친이랑 가끔오는데 매직패스 활용잘하면 개꿀로 즐길수있음 얏호크크크크크크크,"Gung Jam Gae Honey Jam GFRIEND and I come here sometimes. If you use Magic Pass well, you can enjoy it with Gae honey. Yay, yah, yah, yah, yah, yah, yah, yah, yah, yah, yah, yah, yah, yah."
jeff john shong,4,1059,신나는 하루 초1아들과 고3조카를 데리고 와서 신나게 놀다 가네요.. 무식해서 매직패스가 따로 구입하는걸로 생각해서..디즈니랜드. 유니버셜스튜디오처럼.. 저녁 6시에 어플깔고 알게된 사실.. 역시 멍충하면..으휴.. 암튼 대신 줄서는 신세의 하루였지만. 행복하고 즐거웠습니다.,"I'm having a great time with my 1st son and my 3rd year of high school. I'm ignorant, so I think I'm buying a magic pass separately.Disneyland. Like Universal Studios. I downloaded the app at 6 p.m. and found out... As expected, if you're stupid, well, it's been a long day in line instead of a day. I was happy and happy."
박진영,5,1059,롯데월드. 혼자서 롯데월드에 놀러온것은 처음이에요^^. <매직패스>를 처음 사용해봤는데요. 타고 싶었던 놀이기구를 빨리 탈수 있어서 좋았어요^^.,Lotte World. It's my first time to visit Lotte World alone.^^. It's my first time using Magic Pass. It was nice to be able to ride the rides that I wanted to ride quickly.^^.
Hoon,2,1059,12월은 최악인듯하네요ㅠㅠ 줄은 줄대로 서고 매직패스는 학생들때문인지 예약조차할수없고 ㅠ ㅠ 12월30일이라 그런지 내년부터 연말은 피해야겟어요.!! ㅜㅜ 놀이기구 3번타니까 마감시간이네요,"December seems to be the worst.ᅲᅲ Line up in line and magic pass is not even available because of students. ᅲ Maybe because it is December 30th, I should avoid the end of the year from next year!! ᅮᅮᅮ It's the closing time because it's number 3 ride."
알랍태뽕,2,1059,생각도못한 연말에ㅜㅜ 진짜 오랜만에 찾은 롯데월드 에 신나고 부푼꿈꾸며 입장 과 동시에 헉ㅜㅜ 사람이 어마어마 하네요ㆍ 패쓰예약도 벌써 꽉 차고 놀이기구도 다 두시간ㅜㅜ 먹거리도 금방 없어져서 한참대기하고ㅜㅜ 평일에 다시 찾아서 즐기고싶네요.,"Unexpected end of the year ᅮᅮᅮᅮ I've been to Lotte World for the first time in a long time and entered the world with a big dream ᅮ I'm already full of pass reservations and rides for two hours ᅮᅮᅮᅮ The food is gone soon, so I'm waiting for a long time ᅮᅮ I want to visit again on weekdays and enjoy it."
jungrae,1,1059,매직패스 매직패스의 의미가 없다고 생각합니다 롯데에서 느껴지는 매직패스는 일찍온 사람에게만 주는 특혜 늦게 도착한 사람들은 매직패스를 전혀 사용할수가 없네요 애버랜드 벤치마킹좀 하시고 배웠으면 하는 마음이네요 실내라서 아이들 추위에 좀 괜찮다 이정도네요,"Magic Pass. I don't think Magic Pass means anything. The magic pass that Lotte feels is given only to those who arrive early, and those who arrive late cannot use it at all. I'd like you to benchmark Everland and learn. It's indoor, so it's nice for kids' cold."
우우우우,5,1059,진짜 꿀잼입니다 외전 정말 재밌어요 강추~~ 다음에도 친구들이랑 놀러오려구요 새해맞이 여러분 모두 새해복많이 받으세요~~ 항상 건강하시고 근하신년입니다,It's so much fun. I'm having a lot of fun with you. I strongly recommend~ I'm going to come visit with my friends next time. Happy New Year to all of you.Always be healthy and it is the year that is near.
ssungwook,1,1059,"관리가 안되는 전형적인 놀이동산 앱에 나오는 대기시간은 현장가면 최소 두배이상이고, 몇자리가 오픈되는지도 모르고 매직패스 예약을 위해 15분마다 앱을 켜고 시간에 맞춰 눌러보지만 예약은 커녕 순식간에 예약완료가 되는 기이한 현상을 두세번 경험하고 나면 다시는 오지 않겠다는 각오를 다지게 된다!!!!","The waiting time for typical unmanaged amusement park apps is at least twice as long as you go to the site, and you don't know how many digits are open, and you turn on the app every 15 minutes to make a magic pass reservation, but you're determined not to come back after experiencing the bizarre phenomenon of making a reservation in an instant, rather than making a reservation, two or three times."
Judy,3,1059,개선이 필요해요 사람이 많아요 각 어트랙션마다 예상 대기시간을 알 수 있게 입구에 표시가 되면 좋을 것같아요. 실내. 외로 나누어 진 부분은 마음에 듭니다^^,We need to make improvements. There's a lot of people. I think it would be good to mark the entrance so that we can know the expected waiting time for each attraction. I like the room. I like the part that's shared alone.^^
Yunsung,4,1059,기분 좋은 크리스마스 정말 즐거운 크리스마스 였습니다. 사람이 많치만 크리스마스공연과 탈것들 볼거리가 풍성한 롯데월드입니다! 8살 딸아이는 이번이 6번째 방문인데도 너무 좋았다고 합니다! 내년에 만나요,It was a very pleasant Christmas. It is Lotte World with a lot of people to see Christmas performances and rides! My 8-year-old daughter said she loved it even though it was her sixth visit! See you next year.
AnChaewon74,5,1059,롯데월드👍🏻👍🏻 정말 재미있고 정말 신나요!! 퍼레이드도 많이하고 행사도 많고 매직패스로 놀이기구를 많아 탈 수 있어서 좋은거 같아요!!또 먹을것도 많고 맛있어서 최고입니다!,"Lotte World is really fun and exciting!! I think it's good to be able to ride a lot of parades, events, and magic passes!It's also the best because it has a lot to eat and is delicious!"
hyejin,4,1059,후기 졸잼핵잼굿 사람많아서 아쉬웠지만 타고싶은거는 다탐 개꿀👍👍👍👍 다음에도 방문할예정😊😊😊😊,"Though it was a shame that there were so many people, I want to go on a ride. I am planning to visit next time."
Milla,4,1059,성인이지만 입구에 들어서니 기분이 업업~ 별 기대 없이 갔는데 한번쯤은 가서 동심의 세계로 돌아가보길 추천합니다. 실내 실외가 있어서 한 겨울 실내에 있으면 춥지도 않고 좋았어요. 주말엔 사람이 많아요!,"I'm an adult, but I feel up to the entrance. I didn't expect much. I recommend you to go and go back to the world of innocence. It was nice to stay indoors in the middle of winter because of the outdoor environment. There are many people on weekends!"
Aisuluu K,4,1059,좋았어 아주 좋았습니다 ...... 너무 너무 너무 아이들도 많이 좋아했고 행복한 날 보냈습니다. 앞으로 자주 와야겠습니다. 다음 달에 예약 좀 .,It was great. It was great. . . . . . . . . . . . . . . . . . . . . . . . . . . . . I'll have to come here more often from now. Can I make a reservation for next month?
ahirity,4,1059,"서울 시내에서 제일 가까운 놀이동산 서울 시내에서 제일 가까운 놀이동산입니다. 지하철과 연결되어 있고 서울타워와 롯데월드몰, 백화점이 함께 있어 쇼핑하기에 좋습니다.","The nearest amusement park to downtown Seoul is the closest amusement park to downtown Seoul. It is connected to the subway and has Seoul Tower, Lotte World Mall, and department store, so it is good for shopping."
김기엽,1,1059,수능 끝난 고딩들의 역습 그들은 대단했다.. 꼭두새벽부터 각 기구별 예약부터 시작하여 인기 기구들의 탑승줄이 상당했다.. 롯데측의 마케팅은 성공인듯싶다.. 평일은 한산하겠지 하는 나의 생각은 어리석었다.. 3월까지는 자유를 즐겨라.. 새로 시작하는 청춘들이여..,"The counterattack of high school students after the college entrance exam was great. Starting with reservations for each instrument in the early morning, the boarding lines of popular instruments were considerable. I think Lotte's marketing is a success. My idea of a quiet weekday was foolish. Enjoy your freedom until March. Young people who start anew..."
Jeon,5,1059,"부모님 생신, 가족 방문 부모님 생신으로 저녁식사후 가족 단체 방문했습니다. 야간개장으로 들어와서 즐거운 시간 보내고 갑니다. 너무 즐겁네요 ㅎㅎ","My parents' birthday, family visit. After dinner, I visited a family group. I came in at night and had a great time. I'm having so much fun. Haha"
딸기맘,5,1059,1년만의 나들이 사람이 완전 많았지만 즐거웠던 하루~~~ 크리스마스 분위기 느끼고갑니다~~~^^ 작은딸이 키가 안되서 못한 기구들 1cm커서 다시 올께요~~^^,"It's been a year since there were so many people out there, but I had a great day~~~~~ I feel the Christmas atmosphere~I will come back 1cm taller than my little daughter because she is not tall.~~^^"
조성호,5,1059,이이이잉기모링 굳ㅓㅏ아ㅡㅏ라이이이가르ㅏ리이다으ㅏ래아더우라에ㅣ랄라라리리ㅏ라라가가서거거거갸갸랴겨영7겨갸갹거각ㄱ,Ei Ying-gimoreing Geng-yai-yai-yai-yai-yai-yai-yai-yai-yai-yai-yai-yai-yai-yah-la-e-lal-lal-lalari-la-ga-lagah-lagah-lagah-l-l-l-l-l-l-
김재현,2,1059,담배 학생들이 흡연실에 들어오는게 제지도 없음 관리자분들은 삼가한다는 말보다는 다른 문구를 달아서 흡연 안하도록 하는게 맞지않을까요 어른들도 많은데 관리를 너무소홀히 하시네요,"Wouldn't it be better for managers to put a different phrase on it so that they don't smoke? There's a lot of adults here, but you're taking care of them."
민선 문,3,1059,매직패스쓰기힘드네요 애들데리고 2년만에와서 이제 애들이 제한적으로나마 무언가를 탈수있어 시도했는데 매직패스 예약하기가 소셜쿠폰 다운만큼 힘드네요...죄다 예약마감에...결구 그냥 타는게 속편함...,"Magic pass is hard to use. It's been 2 years since I came to Adelaide and now I'm trying to get a limited number of kids to ride something, but it's as hard to book a magic pass as a social coupon download.All at the end of the booking...It's easy to just ride."
sun,5,1059,서비스가 정말 쵝고였어요. 몇일전에 좀비랜드였을때 갔다가 너무 늦게가서 놀이기구 하나도 못탈듯하여 고객센터가서 환불요청햇으나 안된다고 하여 고객센터 언니께서 내년3월안에오시면바로입장가능한 티켓으로다시 해주신다고 하셔서 그렇게하고나서 몇일후 오늘갔는데 오늘사람도 없고 타고싶은 놀이기구신나게 타고갑니다~ 손톱 화려한고객님이라고 기억해주셔서 감사해용 너무 신나게 놀고 갑니다,"The service was really poor. A few days ago, when I was in Zombie Land, I went too late to get on any rides, so I asked the customer center for a refund, but the customer center unni said that if you come in March next year, they will give you a ticket that you can enter right away, so I went a few days later today, but today, there was no one to ride. Thank you for remembering me as a fancy nail customer. I'm having so much fun."
