u_id,review,u_rate,p_id,review_en
yangcho0311,저번달에 아주 오랜만에 다시 방문. 10년만에 재방문인데 그사이에 카페나 작은 상점 옷가게가 눈에 많이 띄었다. 서울내에 한옥건물 제발 보존 해주세요,5,311,"I visited again last month after a long time. It's been 10 years since I visited again, and in the meantime, many cafes and small shops and clothing stores stood out. Please preserve the Hanok building in Seoul."
Alpertbyun,삼청동길 한옥건물들을 볼수있는 거리중 한곳 다만 예전에 비해 상권이 많이 없어졌어요.. 그래도 걸으면서 구경하기에는 좋아요.,3,311,"One of the streets where you can see the Hanok buildings in Samcheong-dong-gil, but the business district has disappeared more than before. But it's good to walk and watch."
Lee Yeyoung,이 곳에서는 기와나 목재 등을 이용해 한국의 전통적인 느낌을 살린 현대식 건물이 많아서 이색적인 도시 풍경을 감상할 수 있다. 걷기만 해도 재미있다.,5,311,"There are many modern buildings that use tiles and wood to enhance the traditional Korean feeling, so you can enjoy the exotic urban landscape. Just walking is fun."
HKKim,삼청동 팥죽 맛집 '서울에서 두번째로 맛있는 집'을 찾아 가면서 삼청동 메인거리를 걸으면서 곳곳에 임대 표시가 되어 있는 빈 가게들이 너무 많이 생긴 것을 보고 놀랐다. 이곳도 젠트리피케이션 때문에 자영업자들이 어려움을 겪고 있는 것 같은데 우리나라 대표적인 관광지인 궁 인근에 있어 우리나라 전통 공예품을 판매하는 상가들이 번성하면 좋을텐데... 아쉬움이 너무 컸다.,3,311,"I was surprised to see so many empty shops with rental signs everywhere as I walked along the main street of Samcheong-dong while visiting Samcheong-dong's second most delicious restaurant in Seoul. It seems that self-employed people are having a hard time here because of gentrification, but it is near the palace, one of the most popular tourist destinations in Korea, so it would be nice if stores selling traditional Korean crafts could flourish. It was too much to be desired."
Kylie Park,예전엔 갈만한 식당과 카페를 줄줄이 알았는데 요즘은 정보가 없다. 그래도 갈때마다 옛 추억때문인지 정겹고 좋았다. 사람이 많이 없어서 여유롭게 가기 좋은 곳.,3,311,"I used to know a lot of restaurants and cafes to go to, but I don't have any information these days. But whenever I went, it was nice and friendly because of old memories. A nice place to go because there are not many people."
ahirity,"퇴근 후 데이트코스로 좋은 길입니다. 비교적 중심부에 위치해 있으며, 저녁에 데이트 목적으로 방문하는 분들이 많습니다. 정독도서관부터 시작해 식사 후 걷기에도 괜찮습니다.",4,311,"It's a good way to go on a date course after work. It is relatively central, and many people visit for a date in the evening. After dinner starting with the Jeongdok Library to walk, all right."
triphyun,삼청동길 방문한지 얼마 되지않았어요. 길은 좁고 다니기 불편하지만 한옥들이 몰려있고 한옥카페를 즐길수있어 좋았습니다. 더군다나 루프탑의 카페가 많아 좋았어요. 여유를 제대로 느끼실수있습니다. 그리고 수제비집 유명해요 꼭 방문해서 드셔보시길.. 짱맛,5,311,"It hasn't been long since I visited Samcheong-dong-gil. The road is narrow and uncomfortable to walk around, but it was nice to enjoy the Hanok cafe with a lot of Hanok. Furthermore, it was good because there were many cafes on the rooftop. You can feel relaxed. And the sujebi restaurant is famous. Make sure you visit and try it. super flavour"
194ren,"외국인이 많이 찾아오는 삼청동길, 주말에는 국내 여행객들까지 있어 걷기 힘들때도 있다. 인기있는 골목길 말고 조용하게 산책할 수 있는 코스도 있으니 잘 찾아보면 좋다.",3,311,"Samcheong-dong-gil, which is visited by many foreigners, is sometimes difficult to walk because there are even domestic tourists on weekends. There are other courses where you can take a walk quietly rather than popular alleys, so you can look for them carefully."
민정 김,봄되면 꼭 가는 삼청동. 곳곳에 예쁜 상점들도 있고 맛있는 한식집이 많다. 사진찍기도 좋고 그냥 산책하는 것만으로도 기분 좋은 곳!,4,311,Samcheong-dong is a must-go place in spring. There are pretty shops everywhere and there are many delicious Korean restaurants. It's nice to take pictures and just take a walk!
공쥬님,데이트 장소로 추천받는 곳들 중 하나로 다양한 볼거리와 음식들이 있는 곳입니다 여기 떡볶이 집이 아주 유명하여 줄을 섭니다,4,311,"It's one of the places recommended for a date, with a variety of things to see and eat. This tteokbokki restaurant is very famous, so we're lined up."
