u_id,u_rate,p_id,review,review_en
George_Korean,5,1448,대구 최고의 랜드마크 신세계 백화점 같은 곳이 없어서 항상 아쉬웠는데 큰 백화점이 들어와서 너무 좋다. 서울이나 경기 권에서도 쉽게 볼 수 없는 브랜드가 많이 입점해있는 것이 장점이다.,"It was always a shame that there was no place like the best landmark in Daegu, Shinsegae Department Store, but it was so nice to have a big department store. The advantage is that there are many brands that are not easily seen in Seoul or Gyeonggi Province."
상규 김,4,1448,"아쿠아리움있는 백화점 주말 아이를 데리고 아쿠아리움을 가거나 기차타러 가거나, 시외로 버스탈 때 꼭 들리는 곳. 역세권이라 주말이면 사람 엄청 많음. 지하 식당가에 여러 먹거리가 많고, 8층 식당가는 거리 형식으로 꾸며져 있음. 가성비는 지하 중식이 제일 좋음. 9층엔 아쿠아리움, 주라지 등 아이들이 놀만함 공간이 있는데 평일에 가면 사람이 많지 않아 놀기 좋음. 쇼핑은 안 해서 잘 모름.","A must-visit place to go to an aquarium, take a train, or take a bus outside the city with a weekend child at an aquarium. It's a station area, so there are a lot of people on weekends. There is a lot of food in the basement restaurant, and the 8th floor restaurant is decorated in the form of a street. For the cost-effectiveness, underground Chinese food is the best. On the 9th floor, there is a place for children to play, such as an aquarium and a Juraji, but it is good to play because there are not many people on weekdays. I don't know because I don't shop."
vlogg,5,1448,옥상 어린이 놀이터 신세계 대구점. 동대구역과 가까이 있어요. 특히 8층.9층 푸드코트와 어린이 실내 게임장과 쥬라지 라는 옥상놀이터가 멋있어요. 생각보다 모던하고 깔끔한 인테리어.익스테리어에 놀랐네요.,"The rooftop children's playground, Shinsegae Daegu branch. It's close to Dongdaegu Station. Especially, the food court on the 8th and 9th floors, the children's indoor game room and the rooftop playground called Juraji are cool. Modern and neat interior.I'm surprised by the mystery."
kyoungtae Kim,5,1448,먹거리 나들이 쇼핑하고 점심과 저녁사이 간식 에그타르트와 멘보샤 사서 바로 옆 폴바셋에서 커피와 함께하면 만원에 고급지게 간식 먹을수 있어요.,"You can enjoy a gourmet snack for 10,000 won if you go shopping and buy egg tarts and Menbosha between lunch and dinner and have coffee at Polbasset right next to you."
Myungshin O,4,1448,"큰 매장, 많은 음식점과 오락거리. 문화공간도 잘 조성되어 있고 음식점도 많아서 주말보다 평일에 가는 것을 추천. 동대구역과 연결되어 있어서 타지에서 오는 사람들에게 추천하는 곳이에요. 쇼핑거리 먹거리 많아요","A large store, many restaurants and entertainment. It is recommended to go on weekdays rather than weekends because the cultural space is well constructed and there are many restaurants. It's connected to Dongdaegu Station, so I recommend it to people from other countries. There's a lot of shopping to eat."
Jung_youn_jung,5,1448,동대구역과 연결되어 편함 동대구역과 바로 연결되어서 기차를 타고 내릴때 시간보내기 좋다 매우 크고 좋다 단점은 주차할때 시간이 매우 많이 걸렸다,Convenience directly connected to Dongdaegu Station is good to spend time on and off the train. The disadvantage is that it took a lot of time to park.
민수 김,5,1448,큰 규모의 백화점 대구에서 가장 큰 백화점으로 동대구역 고속버스터미널 지하철과 모두 연결되어 있는 백화점. 양질의 물건부터 최신의 음식점. 영화관까지 모두 모여있어 원스탑으로 모든게 해결되는 곳이다,"The largest department store in Daegu is the largest department store in Daegu, which is all connected to the Dongdaegu Express Bus Terminal subway station. It's a place where everything from high-quality stuff to up-to-date restaurants to movie theaters is all about one stop."
Leo I,4,1448,전국에서 2번째나 큰 백화점 전국에서 2번째나 큰 백화점으로 알려진 신세계 대구 백화점은 동대구역및 터미널이 연결되어서 쇼핑하기 편해요,"Shinsegae Daegu Department Store, known as the second largest department store in the country or the second largest department store in the country, is convenient to shop because Dongdaegu Station and Terminal are connected."
야 한,3,1448,"가면 갈수록 사람이 늘어 나는 것 같다. 아마도 대구에서 제일 규모가 큰 백화점이 아닐까 싶다. 층마다 다양한 아이쇼핑이 가능하다. 지하 1층에는 대형 할인점도 있고 다양한 먹거리들을 맛 볼수가 있다. 주로 분식류나 가벼운 한끼 식사 종류? 가격이 좀 나가는 식당은 8,9층에 있다. 사람 구경을 하고 싶거나 다양한 아이쇼핑을 원한다면 한번쯤 찾아 보시라.","The number of people seems to increase as time goes by. Maybe it is the largest department store in Daegu. Various eye shopping is available on each floor. On the first basement floor, there is a large discount store and you can taste various foods. Mostly snacks or light meals? There are some expensive restaurants on the 8th and 9th floors. If you want to see people or want to do a variety of eye shopping, look for it."
Travelove58,4,1448,매우 고급스럽고 고급스럽고 훌륭한 분위기이지만 비싸다 ....... 신세계는 한국의 고급 백화점입니다. 롯데 백화점이 2 위를 차지하면서 아마도 가장 고급스러운 시장 일 것입니다. 모든 상점 (정액 슈퍼마켓)은 매우 고급스럽고 고급스러운 느낌을줍니다. 매우 멋진 고급 제품과 멋진 분위기가 있습니다. 그리고 매우 비쌉니다 (물론). 신세계를 방문하는 것 자체의 경험 우리는 또한 서울과 부산에있는 다른 신세계 매장에 갔다. 그리고 우리는 항상 그들의 상점을 방문하는 것을 즐깁니다.,"It's very luxurious and luxurious and has a great atmosphere, but it's expensive... ...the Shinsegae is a luxury department store in Korea. It is probably the most luxurious market, with Lotte Department Store topping the list. Every store has a very luxurious and luxurious feel. It has a very nice high-end product and a nice atmosphere. And it's very expensive (of course). Experience of visiting the New World itself We also went to other Shinsegae stores in Seoul and Busan. And we always enjoy visiting their stores."
