u_id,u_rate,p_id,review,review_en
bl10021,4,1058,재미있었습니다. 롯데월드 사람이 너무 많아가지고 조용한데 찾다가 발견! 사람도 없고 볼거리는 많고 재미있었습니다. 생각보다 체험할 것도 많아서 즐거웠습니다. 롯데월드에서 줄 서지 않고 조용히 볼거리 찾으시는 분 추천합니다.,"It was fun. There are so many people in Lotte World, so I found it while looking for a quiet place! There were no people and there were many things to see and it was fun. It was fun because there were more things to experience than I thought. I recommend someone who doesn't line up at Lotte World and quietly looks for something to see."
Hae Yun J,4,1058,뜻밖의 즐거움 괜찮네요. 안에 볼거리도 많고 역사 연대 별로 흥미롭게 구성되어 있어서 유익합니다. 아이들과 같이가면 매우 좋아할 것 같아요. 그리고 내부에 다양한 식당이 있어서 편하게 즐길 수 있습니다~,"Unexpected pleasure sounds good. It is beneficial because there are many things to see inside and it consists of interesting historical dates. I think I'll be very happy to go with the kids. And there are various restaurants inside, so you can enjoy them comfortably."
JAEHHYUK,5,1058,"롯데 월드 안에 위치한 민속박물관 롯데 월드 안에 위치한 박물관 이면서 롯데월드 자유이용권이 있을 경우 추가로 무료 입장이 가능한 곳입니다. 선사 시대 부터 삼국 시대, 고려 시대, 조선 시대와 일제강점기 로 나누어 디오라마 전시가 잘되어 있는 모던한 박물관 입니다.","It is a museum located in Lotte World, a folk museum located in Lotte World, and if you have a free pass to Lotte World, you can enter the museum for free. It is a modern museum with a good Diorama exhibition divided into the prehistoric period, the Three Kingdoms period, the Goryeo Dynasty, and the Joseon Dynasty."
형근 김,5,1058,"롯데월드 민속박물관 롯데월드 안에 있는 민속박물관 입니다. 선사시대부터 삼국시대, 고려, 조선, 근대기까지 다 관람할 수 있어 아이들 교육에 좋은 것 같습니다. 아이들이 만들기 할 수도 있어 그 때 어른들이 쉴 수도 있습니다. 강추입니다.","Lotte World Folk Museum It is a folk museum in Lotte World. From prehistoric times to the Three Kingdoms period, Goryeo, Joseon, and modern times, it is good for children's education. Children can make it and adults can rest. I strongly recommend it."
Ju-yeon Y,5,1058,"교통 좋은 곳에 있는 민속박물관 롯데월드 갔을 때 무료방문도 가능하지만, 민속박물관은 돈 내고 또 방문해도 괜찮을 것 같아요 한가해서 구경하기도 좋고, 가족끼리 방문 하는 걸 추천합니다","You can visit the Folk Museum Lotte World for free, but you can pay for it and visit it again. It's a good place to look around, and I recommend you to visit with your family."
soobok,4,1058,가족들과 방문하기 좋은곳 롯데월드안에 있고 옛날 전통 문화를 디오라마로 전시해 놓았습니다. 어린아이들에게 역사 설명하기에 좋은 곳입니다.,"It is in Lotte World, a good place to visit with my family, and I have displayed old traditional culture in Diorama. It is a good place to explain history to young children."
856jainc,4,1058,오 꽤 규모가 크고 잘 해놓아서 놀랐어요. 한번쯤 가볼만해요 특히 어린아이들이랑 같이 가면 쉽고 기본적인 전통 문화를 보여줄 수 있을것 같아요. 다만 여기저기 돈 통 같은것이 놓여져있던데 목적이 진짜 돈을 넣고 기도해보라는것처럼 보여서 거슬렸습니다.. 조선시대 궁궐과 한양을 재현해놓은곳은 정말 멋지더군요 디테일도 좋았고요. 재입장이 가능하다는점에서도 좋습니다,"Oh, it's quite big and I'm surprised you did a good job. It's worth a visit. Especially, if I go with young children, I think I can show them a basic and easy traditional culture. But there were some money boxes here and there, and it was annoying because the purpose seemed to be to put the real money in and pray. The palace of Joseon Dynasty and the place that reproduced Hanyang were really cool. The details were good, too. It's also good for re-entry."
lkimsoyeonl,5,1058,아이와 함께 방문하세요 저는 롯데월드 자유이용권 구입으로 항상 무료입장이 가능했어요 항상 그런지 원래 그런지 확인하셔야합니다 좁지만 간략하게 역사와 조상들의 옛모습을 아이에게 보여 줄 수 있어 좋았습니다 장터라고 주막같은 모습을 하고 음식을 파는 곳이 있어서 색다른 분위기에 식사도 가능했어요,"Visit with your child. I was able to enter Lotte World free of charge because I bought a free pass. You have to check whether it's always or not. It was nice to be able to show the child a little bit of history and ancestors. There was a market with a kind of inn, and there was a restaurant that sold food, so I could eat in a different atmosphere."
이안팍,4,1058,롯데월드 안에 위치 우리의 민족상을 아이들에게 보여줄 수 있어 좋은 곳이다 롯데월드를 갔을 때 우연찮게 간 곳이었는데 한 번쯤 아이들과 방문해 보길 추천한다 롯데월드에 사람이 많을 때 가도 여유롭게 구경할 수 있다,"Located in Lotte World, it is a good place to show our national image to children. When I went to Lotte World by chance, I recommend that you visit there with your children at least once. When there are many people in Lotte World, you can relax and watch it."
코코,5,1058,우리 선조들의 옛 삶을 살펴볼 수 있는 곳 우리나라 선조들의 옛 삶을 살펴볼 수 있도록 다양한 미니어쳐들로 꾸며놓은 아기자기한 박물관입니다. 아이들과 함께 구경하기에도 참 좋은 곳입니다.,The museum is decorated with a variety of miniatures to explore the old lives of our ancestors. It's a great place to look around with children.
