u_id,review,u_rate,p_id,review_en
거노키오,6개월 전에 예약하고 주말에 가족들과 함께 다녀왔습니다. 경복궁은 여러번 갔는데 항상 멀리서 보던 청와대를 들어가보니 상징적인 곳이라 경비가 삼엄하긴 하지만 고즈넉하고 좋았습니다. 투어중에는 화장실이 없으니 청와대관람차에서 내려 보안검색하기전 화장실을 들러주는게 좋을 것 같습니다. 기념품으로 성인에게는 머그컵 아이들에게는 버스카드를 넣을수 있는 목걸이지갑을 주었습니다. 산책하는 겸 저는 너무 만족했으나 햇빛을 피할곳이 따로 없으니 모자나 생수 이온음료 정도는 챙겨 가세요!,4,429,"I made a reservation 6 months ago and went there with my family on weekends. I've been to Gyeongbokgung Palace several times, but when I went to Cheong Wa Dae, which I've always seen from afar, it was a symbolic place, so the security was tight, but it was quiet and nice. There is no toilet during the tour, so it would be better to stop by the restroom before getting off the Cheong Wa Dae Ferris wheel and security check. As a souvenir, adults were given necklaces to put bus cards in mugs. I was so satisfied to take a walk, but there's no place to avoid the sun, so take a hat, bottled water, and ion drinks!"
nanal78878,내부관람을 위해서는 사전예약이 필요합니다. 예약을 하지 않았을 경우 외부전경을 보면서 기념촬영하기 좋습니다.,4,429,"Pre-booking is required for internal viewing. If you don't have a reservation, it's good to take a picture while looking at the outside view."
용마사,대한민국 대통령의 집무실과 관저가 있죠!!청와대 앞길이 최근에 개방되서 좀 더 가까워진 느낌이에요!!!,5,429,There is the Oval Office and the Official Residence of the President of the Republic of Korea!!I feel like I'm getting closer because the road ahead of Cheong Wa Dae has been opened recently!!!
ᄌ ᄀ,내부로는 예약하지 못해서 들어가지 못했지만 외곽을 따라 돌담길을 걷는건 너무 멋져요. 특히 가을에 낙엽이 질때 더 멋스러워욘,5,429,"I couldn't go in because I couldn't make a reservation inside, but it's so nice to walk along the stonewall path along the outskirts. Especially when the leaves fall in autumn."
Mandoo F,청와대 관람은 예약이 필요하나 경복궁 담을 따라 청와대 앞을 걸어봐도 좋습니다. 아름다운 길입니다.,5,429,"A reservation is required to visit Cheong Wa Dae, but you can walk in front of Cheong Wa Dae along the wall of Gyeongbokgung Palace. It's a beautiful road."
juzzang01,"청와대 견학은 예약제로 운영하지만, 올해부터 청와대공원 인근 검문없이 자유롭게 산책할 수 있습니다. 편안하게 청와대 공원 산책하고, 청와대 바라보며 삼청동까지 천천히 걸었습니다.",5,429,"The Cheong Wa Dae tour is scheduled for this year, but you can take a walk freely without inspection near Cheong Wa Dae Park. I took a walk in Cheong Wa Dae Park and walked slowly to Samcheong-dong looking at Cheong Wa Dae."
Urizia J,예약하고 가셔야 해요 경비 엄청 삼엄하고 사진도 찍을수 있는 곳 정해쟈 있는데 그럼에도 불구하고 유익함 단 볕 피할데가 없어서 모자 필수 친절하고 아이들 교육에도 좋아요,5,429,"You have to make a reservation. There's a place where you can take pictures, but it's still useful and there's no way to avoid the sun, so hats are essential, kind, and good for children's education."
올리브521,물론 통치의 핵심장소이기도 하나 뒤에 병풍처럼 두른 산들과 앞 광화문 광장.양쪽 북촌과 서촌 사이에 청와대가 있다.위치적으로도 서울의 요지이자 중심에 청와대가 있다.차가 지나가야하는 루트라 검문을 하고 지나갔는데 의경들이 친절했고 비록 지나치기만 했지만 요새같은 시국에 만감이 교차했다.,4,429,"Of course, it is also a key place for governance, but it is surrounded by mountains and Gwanghwamun Square in front of it.There is Cheong Wa Dae between the two northern and western villages.Locally, Cheong Wa Dae is at the heart and heart of Seoul.When I went through a car inspection of the route, the police officers were kind, and although I was passing by, I was overwhelmed by the situation like the Fortress."
duck3222,"저는 청와대가 너무 궁금하여~ 미리 예약을 해서 입장 하였습니다. 물론 2~3개월전에 예약제로 운영이 되는곳입니다. '관람료는 없어요.. 무료입니다. 대신 개인일경우 10명이하로 , 단체일경우 11~200명이하로 신청이 가능합니다. 관람은 매주 화요일~금요일 토요일은 둘째, 넷내주에 가능합니다. 관람 시간은 오전 10시, 11시 오후 2시 3시로 하루에 4번을 운영중입니다. 총관람은 한시반이 걸립니다. 관람 코스는 만남의 장소-> 홍보관-> 녹지원 -> 구 본관터-> 소정원 -> 본관",5,429,"I'm so curious about Cheong Wa Dae~ I made a reservation in advance and entered. Of course, it's a place that operates on a reservation system 2~3 months ago. There's no fee. It's free. Instead, you can apply for less than 10 individuals or 11 to 200 people in a group. You can watch it every Tuesday through Friday and Saturday in 2nd, 4th week. The viewing time is 10 a.m., 11 a.m., 2 p.m. and 3 p.m. It is open four times a day. It takes 1:30 to see the general meeting. The viewing course is a meeting place-> PR center-> Nokjiwon -> Old Main Building-> Small Garden -> Main Building"
nayepp,"대통령이 계신곳이라 경비가 삼엄하네요, 경복궁 뒤쪽에 있어 아이들 교육면에서도 고궁갈때 걸어가보면 좋아요 청와대 투어도 있다하니 내부도 가보고 싶네요",4,429,Security is tight because the president is here. It's behind Gyeongbokgung Palace. It's good to walk to the palace from the children's education section. I'd like to go inside since there's a tour of Cheong Wa Dae.
