u_id,review,u_rate,p_id,review_en
J J,서울 전경이 한눈에 들어오는 곳. 신분증이 있어야해 보안이 까다롭다. 사진도 찍을 수 있는 곳이 있고 없는 곳이 있어서 주의해야함.,4,377,"A place where you can see the whole view of Seoul at a glance. Security is tricky because you need an ID. There are places where you can take pictures and places where you can't, so be careful."
jee-young CHO,"Bugaksan Seoul Fortress Seoul 주말에 서울에서 등산하기 581542317 서울의 전경도 보고, 가볍게 등산도 하고 싶다는 생각을 가지고서, 서울 한양 도성 성곽길 중에서 가장 가파르다는 백악구간의 북악산 코스(창의문안내소->말바위안내소)를 다녀왔습니다. 3호선 경복궁역에서 내려 음식문화거리에서 점심을 먹고, 버스를 타고 6분정도 가서 창의문안내소로 들어갔습니다. 무료이지만 성인은 신분증은 있어야 하고 미성년자 아이는 주민등록번호를 모두 기입해야 합니다. 성곽길",5,377,"Bugaksan Seoul Fortress Seoul on the weekend. With the view of Seoul 581542317 and the idea of hiking lightly, I visited the Bukaksan Mountain course (Changuimun Information Center-> Malbayuannae Station) in the White House section, which is the steepest among the fortress roads of Hanyang City Wall in Seoul. I got off at Gyeongbokgung Station on line 3, ate lunch at the food and culture street, took a bus for about 6 minutes and went to the Creative Information Center. It's free, but adults must have ID cards and minors must enter all resident registration numbers. a castle road"
Song Young Y,"비추하는 이유는 하나입니다. 최근에 서울성곽 알려지고 나서 너도나도 가서 쓰레기 버리고, 먹고 간거 치우지도 않고, 돌담 사이에 담배꽁초 박아놓고 그러네요. 방문하는 사람들 의식이 개판입니다. 가지마세요 제발. 인근에 살아 자주 갔었는데 요즘은 쳐다도 안 봅니다.",1,377,"There is only one reason to suggest it. Recently, after the Seoul Fortress was known, every one of us went to throw away trash, not clean up what we ate, and put cigarette butts between stone walls. Visitor awareness is a complete disaster. Don't go, please. I used to live nearby often, but I don't even look at them these days."
용마사,서울은 산에 둘러샇인 곳이죠!! 조선시대 성곽라인을 따라 트래킹을 해보세요!!! 가파른 길이긴 하나 색다른 경험일꺼에요~~,5,377,"Seoul is surrounded by mountains!! Try tracking along the fortress line of the Joseon Dynasty!!! It's a steep road, but it's a different experience."
민석 권,서대문에서 인왕산을 넘어서 창의문에 다다르면 거기서부터는 북악산서울성곽길로 이어집니다. 여기는 군 통제구역이라 정해진 룰을 따라야됩니다. 곳곳에 경계를 서시는 경찰분들이 계시고 감시카메라가 설치되어있으니 불법적인 행동은 하지 말아야됩니다. 그러다보니 정말 좋은점은 음주산행을 하거나 애완동물을 데려오거나 시끄러운 사람들이 없어서 좋습니다 북한산이 한눈에 들어오는 점도 정말 좋습니다 경사도가 있으니 체력은 좀 필요합니다,4,377,"From Seodamun Gate to Inwangsan Mountain and reach Changchangmun Gate, it leads to Bukaksan Seoul Fortress Trail. This is a military-controlled area, so you have to follow the rules. There are police officers standing guard everywhere, and surveillance cameras are installed, so we shouldn't do anything illegal. So the really good thing about this is that there are no drunk driving, bringing pets, or noisy people. It's really nice to see Bukhansan Mountain at a glance. There's a gradient, so I need some stamina."
duck3222,"북악산은 서울에서 유명한 곳이죠~ 많은 등산객들이 있는곳~ 저는 가볍게 생각하고 올라갔어요~ 서울성곽은 조선에 태조가 항양을 보호하기 위해 쌓은 시설이라고 합니다. 입구에서 출입통제도 하고 도적 방지하기 위해서 했다고 하네요. 높이가 12m 둘래가 18km 어마어마한 규모입니다. 서울성곽과 이어진 문들이 바로 우리가 알고있는 홍인지문, 숭례문, 사대문, 광화문들이라고 합니다. 규모가 얼마나 큰지 알수있었습니다. 안국역에서 종로2번버스 타고 밑바위 안내소까지 올라가서~ 가볍게 산책하고",4,377,"Mt. Bukak is famous in Seoul. There are a lot of hikers~ I thought it was light and went up. Seoul Fortress Wall was built by King Taejo to protect the Hangyang in Joseon. They said they did it to control entry and exit at the entrance and to prevent bandits. It is 12m high and 18km tall. The gates connected to the Seoul Fortress are Hongin Gate, Sungnyemun Gate, Sadamoon Gate, and Gwanghwamun Gate as we know them. I could see how big it was. Take the bus number 2 from Anguk Station to Jongro Information Center. Take a walk."
wusom,도시에서 쉬운 트래킹 하기 좋은곳 끝나구 서울 도심 지로 바로 연결되어서 뒷풀이 하기도좋아요 누구나 멀리 나가지 않쿠 도시에서 쉬운 트래킹 하고픈 바쁨 도시인들 추천해요,4,377,"It's good for easy tracking in the city, and it's good to go straight to downtown Seoul and have a after party. I recommend busy cities where you want to easily track from a city where everyone doesn't go far away."
여행자나나,외국인 친구가 놀러왔을 때 걷는 걸 좋아해서 가봤어요. 굉장히 예쁘고 공기도 좋고 가는 길에 군인들이 서 있는 것도 특이하고 해서 재미있었어요. 근데 계단이 너무 많아서 힘들었다는 점.... 은 있지요. 또 간다고 하면 아주 큰 맘 먹고 가야할 것 같아요. 하지만 성벽을 따라 걷는 느낌은 잊을 수가 없어요~,5,377,"I went there because I liked to walk when my foreign friend came. It was very pretty, the air was nice, and the soldiers were standing on the way, so it was fun. But it was hard because there were so many stairs. If I say I'm going again, I think I'll have to make a big decision. But I can't forget the feeling of walking along the walls."
bjh3676,"저는 주로 성북동 쪽의 성북초등학교 근처 입구에서 서울성곽길을 산책합니다. 서울성곽은 예전의 한양도성을 둘러싸고 있는 성곽을 보수한 것이며, 지금도 훌륭한 공원, 문화재로서의 기능을 다하고 있습니다. 어떤 구간은 신분증이 있어야 둘러볼 수 있습니다.",5,377,"I usually take a walk on the Seoul Fortress Trail at the entrance near Seongbuk Elementary School near Seongbuk-dong. The Seoul Fortress was a renovation of the old fortress surrounding Seoul City Wall, and it still serves as a great park and cultural asset. Some sections require identification to be explored."
jodanpapa,"북악산 정상을 오르는 가장 빠른 지름길은 창의문쪽에서 시작하는 것이지만 서울성곽을 따라 오르는 그 길은 매우 가파르다는 것을 기억하자... 그리고 북악산이 청와대의 뒷산이다보니 경비가 상엄한 편이라는 것도 기억할 것... 탐방을 위해서는 입구쪽에서 신청서를 작성하고, 신분증을 제시하여 신원확인을 받은 후 교부받은 패를 항상 목에 걸고 다녀야 한다... 그리고 사진은 지정된 곳에서만 촬영이 가능하며, 혹여 몰래 찍는다고 해도 어디선가 감시의 눈길이 있다는 것을 기억하고 반드시 룰을 지킬 것...",5,377,"Let's remember that the fastest shortcut to the top of Mt. Bukak is from the Changchang Gate, but the road along the Seoul Fortress is very steep... And since Mt. Bukak is the back mountain of Cheong Wa Dae, remember that security is high... In order to explore, you must fill out an application form at the entrance, present your ID card, obtain identification, and always wear the issued card around your neck. And you can only take pictures at designated locations, and even if you take them secretly, remember that there is an eye for surveillance somewhere and make sure you follow the rules..."
SCY,"저에게 서울은 고향이자, 평생 잊지 못할 추억의 도시입니다. 아직도 서울이 아닌 다른 도시로 이사를 가 본 적이 없는 서울 토박이라 그런지 저는 서울의 야경이나 풍경을 보면 찡하고 눈물이 나올것만 같습니다. 북악산 서울 성곽은 저와 같이 서울만 생각하면 가슴이 뜨거워지는 분들에게 추천합니다!",5,377,"To me, Seoul is my hometown and a city of unforgettable memories. Maybe it's because I've never moved to a city other than Seoul, but I think I'm going to cry when I see the night view or scenery of Seoul. Bukaksan Seoul Fortress is recommended for those who feel hot whenever they think of Seoul like me!"
집시747,근처에 살고있는 장점으로 가끔씩 산책을 하는 호사를 누리는 곳입니다. 서울의 풍경을 담고 북악스카이웨이를 따라 걷는 기분이 너무 좋습니다. 차도와 분리된 산책길은 고즈넉합니다. 중간중간 체육 시설도있어 짧은 기구운동도 즐기실 수 있습니다.,4,377,"The advantage of living nearby is that you enjoy the luxury of taking a walk sometimes. It feels so good to walk along Bukak Skyway with the scenery of Seoul. The walkway separated from the roadway is quiet. There are sports facilities in between, so you can enjoy short exercise."
john y,약간 가파르긴 하지만 날씨 좋을때 산책하기 좋은 곳. 시내 중심에 있는 곳으로는 자연과 만나기 최적인 곳.,4,377,"It's a little steep, but it's a good place to take a walk when the weather is nice. The best place to meet nature is in the center of the city."
mkla1004,밤에 드라이브하기 좋은 북악스카이입니다. 하지만 차를 주차할 곳이 항상없어요 . ..대중교통으로 가기엔 접근성이 떨어지고요 ..그냥 쭉 드라이브만 하는걸로 :),4,377,It's a good place to drive at night. But there's always nowhere to park my car. ..It's not accessible for public transportation.Let's just drive straight :)
Kim Jiho,"서울의 성곽은 구체적으로 설명할 수 없지만 충분히 매력적이고, 자세한 설명이 곁들어진다면 더 매력적일 수 밖에 없는 곳",5,377,"Seoul's fortress can't be explained in detail, but it's attractive enough, and it's more attractive if it comes with a detailed explanation."
집시747,옛날 이대병원건물을 헐어 버리고 공원을 지었는데 거기서 부터 걸어 가면 좋습니다. 성곽을 보면 맨 아랫단은 둥근 모서리와 세월의 흔적을 머금은 검은 돌이고 윗쪽으로 갈수록 하얀돌이 쌓여있어서 보수의 흔적을 보는것도 재미있습니다. 2시간 정도 산책하기 좋은 코스입니다.,4,377,"I demolished the old building of Ewha Womans University Hospital and built a park. It is good to walk from there. If you look at the fortress, the bottom is a black stone with rounded corners and traces of time, and white stones are piled up to the top, making it interesting to see traces of conservatism. It's a good course to take a walk for about 2 hours."
oroorooro,"봄이나 가을..선선한 계절에 산책하기 좋습니다. 혹, 외국친구가 서울에 방문한다면 추천하고 싶은 곳입니다. 신분증을 꼭 챙겨가셔야 하고, 사진촬영은 할 수 없습니다.",5,377,"Spring or fall...It's good to take a walk in a cool season. However, if a foreign friend visits Seoul, I would like to recommend this place. You must bring your ID card with you, and you can'"
태민마마파파,"서울 타워에서 보는 야경이 화려하다고 하면, 이곳에서 보는 야경은 장소처럼 고즈넉하고 차분함",5,377,"If you say the night view from Seoul Tower is spectacular, the night view from here is as calm and calm as the place."
jowajin,성곽길을 따라 산책하기에 좋습니다. 등산보다는 가볍게 운동화를 신고 다닐 수 있는 정도의 코스로 아주 좋습니다.,5,377,It's good to take a walk along the fortress road. It's a great course where you can wear sneakers rather than hiking.
엔트라타,"산책로로 괜찮습니다. 도로도 잘 정비되어있고, 나무도 많아서 시원합니다. 새로 복원한 수성계곡으로 내려와 북촌을 구경해 보는것도 좋을 것 같습니다.",5,377,"The walkway is fine. The roads are well-maintained, and there are many trees, so it's cool. It would be nice to come down to the newly restored Suseong Valley and look around Bukchon."
Sonia_Choi,낮과 밤에 가게되더라도 나름대로 좋은 경치를 구경할 수 있는 곳입니다. 다른곳 보다 한적해서 힐링이 되는 그런 느낌을 받는 곳입니다.,5,377,"Even if you go during the day and night, you can enjoy the beautiful scenery. It's quieter than other places, so it's a place that gives you healing."
znzl,코스가 여러개이고 시간도 여유롭게 잡고 가시면 좋습니다. 성곽 둘레길을 따라 서울을 내려다 볼 수 있고 걷다가 갈래길을 따라 원하는 곳으로 내려올 수도 있습니다.,3,377,There are several courses and it's good to have some time. You can look down Seoul along the Dulegil of the fortress and walk down the trail to where you want to go.
kkh2254,유네스코 문화유산 서울 성곽(한양도성). 성북동에서 접근해서 올라갔어요. 한양의 북문 숙정문도 볼 수 있어요,5,377,UNESCO Cultural Heritage Seoul Fortress (Hanyang Fortress). I approached from Seongbuk-dong and went up. You can also see the North Gate of Hanyang.
퍼언,밤늦게 가면 조명이 없어 야경이 아주 잘 보입니다 연인들과 대화하기 최적의 장소입니다 단지 주차하기는 조금 힘듭니다,4,377,"If you go late at night, you can see the night view very well because there is no light. It's the best place to talk to your lovers. It's just a little hard to park."
