u_id,review,u_rate,p_id,review_en
Relax825963,하지만 지금은 LED 및 사진에서 보는것과 같이 이쁘다 물에 반사된 빛까지 덤으로.. 안에 또 뷔페가 있고 플리마켓이나 샵들이 많이 들어왔다고 하는데 최근엔 못가봐서 모르겠다. 과거엔 오세훈시장이 기획하고 만들때 세금둥둥섬이라고 조롱받았는데 지금은 하나의 조형물로 잘 자리 잡은듯 그런데 여기 왜가지... 한강 갔다가 그냥 경치 구경만 하는 걸 추천 (겨울엔 추천안함 강바람 너무 차갑습니다),4,211,"But now it's pretty, as you can see in the LED and the picture, with the light reflected in the water. There is also a buffet inside and there are many flea markets and shops, but I don't know because I haven't been there recently. In the past, Mayor Oh Se-hoon used to be ridiculed as a tax-doongseom when he planned and made it, but now it seems to be well-established as a sculpture, but why is it here? I recommend you go to the Han River and just look around. (No recommendation in winter. It's too cold.)"
예쁜아줌마,잠수교 바로 옆으로 버스가 다녀 바로 앞에서 내립니다 밤에는 건물자체가 빛이나서 매우 아름답고 지나가면서 보면 근사합니다만 건물안에는 펍이나 결혼식장 식당 키즈카페등이라 전시관이나 미술관 같이 시민들이 이용할 시설이 아쉽네요 바디프렌드체험실이 유료로 10분에 2000원 정도 저렴하지만 예쁜 카페겸용이어서 좋았네요,4,211,"There's a bus right next to the diving bridge, and we get off right in front At night, the building itself is very beautiful and it's nice to see as it passes by, but inside the building, there are pubs, wedding halls, restaurants, kids cafes, so I'm sorry for the facilities that citizens can use, such as exhibition halls and art galleries. Bodyfriend Experience Center is cheaper than 2,000 won per 10 minutes, but it was nice to use it as a pretty cafe."
lichtenstein,"여긴 낮이나 밤이나 좋은곳 사람이 좀 많은 게 흠이지만, 햄버거나 피자 들고 야외에서 먹기에 너무 좋은 장소임 주차가 좀 힘들지만 충분히 갈 만한 가치가 있음",5,211,"It's a good place to have a lot of people, day and night, but it's a good place to eat outdoors with hamburgers or pizza, so parking is a little hard, but it's worth it."
gingertea,세빛섬에 방문할 일이 있어서 자주 가는데 일부러 찾아가기까지 하는 건 아닌것 같아요. 내부에 식당이나 카페도 그닥 꼭 찾아갈만큼이 아니구요. 잠수교와 세빛섬이 함께 보이는 모습이 멋있어서 한강다리를 지나며 구경하는 건 괜찮다고 생각해요.,3,211,"I visit Sebit Island often, but I don't think I go there on purpose. It's not enough to visit restaurants or cafes inside. I think it's okay to see the diving bridge and Sevit Island passing by the bridge of the Han River because it's cool to see them together."
MyeongSeon K,"일몰 때 한강을 배경으로 찍기 좋은 곳입니다. 키즈카페나 먹거리 결혼식장이 있지만, 그게 다입니다. 분위기 잡을 정도로 데이트 장소는 아닌 것 같네요.",3,211,"It's a good place to take a picture of the Han River at sunset. There's a kids cafe or a food wedding hall, but that's all. I don't think it's a good place to date."
Joon K,4-5년 전에는 세빛섬이 개장을 안해서 LED로 덮여있는것 만 봤는데 이제 꽤나 붐비네요. 플리 마켓과 버스킹으로 한강오셔서 지켜볼만 한거 같네요. 시간내셔서 방문하는거 추천합니다.,5,211,"Four or five years ago, I only saw that Sevit Island was covered with LEDs because it wasn't opened, but now it's quite crowded. I think it was worth watching because you came to Han River through flea market and busking. I recommend you to make time to visit."
JJJY_Mom,"플로팅아일랜드라고 해서 다녀왔는데, 특별한 것은 없었어요.. 겨울에 가서 별로였는지도 모르겠어요.. 안에 커피숍이 있어서 커피 마시고 왔어요. 봄에 꽃 필때 가면 좋을 것 같아요.",4,211,"I went to Floating Island, but there was nothing special. I don't know if it wasn't good in winter. There is a coffee shop inside, so I drank coffee. I think it'd be nice to go in the spring when flowers bloom."
Andrew_Snail,사람들은 새빛 둥둥섬을 떠올려 리뉴얼이 되었다고 한번 보고 싶어 찾아오는 곳이다. 나또한 리뉴얼 후 관광객이 꽤 온다고 하여 갔다. 가니까 볼것은 없고 음식점만 보고 왔다. 그냥 섬이고 그게 끝이다. 섬 근처에 뭔가를 즐기거나 볼거리가 있었으면 더 오래 머무르는 장소가 될 것이라고 본다.,3,211,"People come here because they want to see the renewal of the island. I also went because I heard that many tourists will come after the renewal. When I went there, there was nothing to see but a restaurant. It's just an island and that's it. If there was something to enjoy or see around the island, I think it would be a place to stay longer."
후니 김,야경이 멋있는 한강을 배경으로 다양한 이탈리안 음식까지 먹을 수 있는 레스토랑까지 있어서 연인과 데이트하기 좋은 곳이네요,4,211,"With the beautiful night view of Han River, there is a restaurant where you can eat a variety of Italian food, so it's a good place to date your lover."
902,키즈 뮤지엄인가 그런 게 있어서 아이들 데리고 가기 좋을 것 같더라구요. 성인들이 가기엔 뭔가 심심한.. 그런 곳. 한 쪽 구석에 돗자리깔고 쉴 수 있는 곳이 있어서 좋았습니다~,3,211,"There's a kid's museum or something, so I think it'd be good to take the kids with me. It's kind of boring for adults to go... It was nice to have a place in one corner where you can rest there."
