u_id,u_rate,p_id,review,review_en
JJOGA,4,1455,"가산에서 제일 크고 브랜드가 많아요. 길이 좀 복잡한 느낌이지만 1,2,3관... 거이 대부분의 한국 프랜차이즈, 브랜드는 있는 것 같아요. 푸드코드도 깨끗하고 좋고 여름에는 아이데려오기 좋아요.","It's the largest in Gasan and has the largest number of brands. The roads are a bit complicated, but Hall 1, 2, 3... I think most Korean franchises and brands exist. The food code is clean and nice, and it's good to bring in children in the summer."
Yoon,5,1455,"주말 시간 보내기 좋은곳 집 주변이라 자주 가는 곳인데 프리미엄 아울렛 처럼 세련되지는 않지만 있을거 다 있도 항상 사람도 많은곳. 마리오 3관이 최근에 만들어져 제일 좋은듯하고 1, 2관과 연결되어 있음. 가격도 저렴한 편. 주변의 현대아울렛과 W몰, 팩토리아울렛도 괜찮음","It's a nice place to spend the weekend around my house, so I go there often. It's not as sophisticated as a premium outlet, but it's always crowded. Mario 3 seems to be the best one made recently and connected to 1 and 2. The price is also low. Nearby Hyundai Woollet and W Mall and Factory Woollet are fine."
으컁컁컁ㅋㅋ,4,1455,마리오아울렛 아울렛이 세곳이 모여있는데 규모는 제일 커요 전체적인 분위기는 좀 오래되서 세련된 느낌은 없지만 그래도 볼것 제일 많은편이예요,"There are three outlets in Mario Outlet, and it's the biggest. The overall atmosphere is a bit old, so it doesn't look sophisticated, but it's still the most interesting to see."
czdy,4,1455,초대형 아울렛 나름 수도권에서 역사(?)가 깊은 아울렛이에요. 처음보다 규모도 엄청 커지고 시설도 업그레이드됐어요. 다양한 가격대 브랜드가 있어요.,It has a deep history in the Seoul metropolitan area. It's much bigger than the first one and the facilities are upgraded. There are various brands in the price range.
n2cc,5,1455,"3관까지 있는 대형 아울렛 가산에서는 제일 큰 아울렛입니다. 항상 50% 이상 세일하니까 가격도 좋고, 중앙 홀에서는 항상 이벤트 행사를 합니다. 득템하기 좋은 곳이에요.","It is the largest outlet in Gasan, a large outlet with up to three doors. It's always 50% off, so the price is good, and there's always an event in the center hall. It's a good place to get something."
으컁컁컁ㅋㅋ,3,1455,어수선한 느낌 요즘 깔끔한 아울렛이 많은데 그런데랑은 달라요 일반 쇼핑몰이 몰려있는느낌인데 좀 어수선해요 그래도 서울에서는 가장 가까운 아울렛이라 가볍게 다녀오기 좋아요,"There's a lot of neat outlets these days, but they're different. It looks like a lot of regular shopping malls, but they're a bit messy. But it's the nearest outlet in Seoul, so it's good to go there lightly."
은지 김,5,1455,쇼핑하기 최고 가산디지털단지는 저렴하게 쇼핑하기에 정말 편하고 좋지요. 그 중에서 마리오가 가장 좋아요.,"The best digital complex for shopping is really convenient and good for shopping at a low price. Among them, Mario is the best."
791Seoul,2,1455,"글쎄요... 예전엔 저렴한 가격에 득템할 수 있어서 대중교통이 불편해도 종종 가보긴 했는데, 이젠 가격도 그렇게 저렴하지 않으면서 유행이 살짝 지난 아이템들이 대부분이라 별로 매력을 못 느끼겠어요.","I don't know... I used to go there often even though public transportation was inconvenient because I could get it at a low price, but now I don't find it very attractive because most of the items aren't cheap and are slightly out of style."
시리우드,4,1455,특별히 싸다던가 하는 점은 잘 모르겠습니다. 마리오가 전통과 역사가 있는 아울렛이지만 주변에 비해 많이 밀린다는 생각이 조금 듭니다. 요즘 좋은 아울렛도 많이 생겨서 굳이 가산까지 갈 필요성을 못느낍니다. 마리오에 있는 물건들도 인터넷보다 싸다던가 하는 점은 못느끼겠습니다. 디스플레이도 약간 어지러운 느낌이 듭니다.,"I don't know if it's especially cheap. Mario is an outlet with tradition and history, but I think it's lagging behind the neighborhood. There are many good outlets these days, so I don't feel the need to go to Gasan. I can't feel that the stuff in Mario is cheaper than the Internet. The display also feels a little dizzy."
HyeonnyKim,5,1455,서울의 대표적인 대형 의류 백화점 서울 중심에 있는 대형 의류 백화점. 1관 2관 3관 건물이 3개가 있고 서로 이어져 있다. 탑층에는 주로 식당가가 있어서 돌아다니다 배가 고프면 올라가서 끼니를 해결할 수 도 있다.,"A major clothing department in Seoul is a large clothing department in the center of Seoul. There are three single, two and three buildings, and they are connected to each other. I usually go around because there is a restaurant on the tower floor. If you are hungry, you can go up and eat."
민준 최,4,1455,"득템을 기대할 수 있는 곳 주말이면 엄청나게 많은 사람들이 마리오 아웃렛에 옷을 구매하기 위해 방문한다. 다른 아웃렛보다 싼 것 같은데, 잘 찾아보면 특판으로 판매하는 물건들이 있는데, 가성비가 아주 우월한 것들이 종종있다. 마리오 아웃렛 주변에도 옷을 판매하는 여러 아웃렛이 있어 접근성이 좋다.","On weekends, a huge number of people visit Mario Outlet to buy clothes. I think it's cheaper than other outlets, but if you look carefully, there are items that are sold as specials, and there are often ones that have excellent cost-effectiveness. There are also several outlets that sell clothes around Mario's outlet, making it more accessible."
nekoyang h,5,1455,싸고 저렴하고 종류 다양한 서울 대표적인 아울렛 국내 왠만한 브랜드는 다 있어요. 여러 건물들이 들어와서 중복되는 것도 있어요. 왠만하면 건물 하나~둘만 정해서 돌아 다녀도 거의 다 볼수 있어요. 주말이 되면 사람들이 많아서 돌아다니기 힘들어요. 주차하기도 힘들구요. 하지만.. 모든 브랜드를 한곳에서 볼 수 있고 가격도 저렴해서 만족하실 꺼예요,"There are all kinds of brands in Korea that are cheap, cheap and various kinds of outlets in Seoul. There are also overlapping buildings. If I can, I'll.You can see almost everything if you go around by yourself. It's hard to get around on weekends because there are so many people. It's hard to park. But... you'll be satisfied with the fact that you can see all the brands in one place and the price is low."
호밀빵,4,1455,"서울 서쪽쯤에 사는 사람들에게 가장 좋은 아울렛 서울 서쪽쯤에 사는 사람들에게 가장 좋은 아울렛인듯. 주말이나 공휴일에 사람들이 너무 붐벼서 조금만 다녀도 몹시 피곤하지만, 마리오 아울렛 세 관 합치면 웬만한 있을 만한 브랜드들은 다 있고 해서 옷사려고 할 때 가장 먼저 들르기에 좋다. 잘은 모르지만 다른 아울렛에 비해 같은 브랜드라도 옷 수가 많은 편이라고 느낀다.","It seems to be the best outlet for people living west of Seoul, the best outlet for people living west of Seoul. It's so crowded on weekends and holidays that it's tiring to travel for a little while, but if you add the three Mario outlets together, there are most likely brands, so it's best to stop by first when you want to buy clothes. I don't know well, but I feel that the same brand has more clothes than other outlets."
