u_id,u_rate,p_id,review,review_en
사장님,3,1338,카페가 더 멋있는 이니스프리 제품만 판매하지 않고 제주 특산품으로 만든 음료까지 판매하는 카페가 있어 정말 좋았어요 그리고 이니스프리 제품도 여기서먼 구입 할 수 있는게 있어 신기하고 좋았네요,"It was really nice to have a cafe that doesn't only sell fancy Innisfree products, but also sells drinks made from Jeju specialties. And it was amazing and nice to have Innisfree products only here."
Luc,5,1338,카페 형식으로 구성되어있어서 생각보다 좋았어요. 굳이 제주도에 와서 이니스프리 매장을 왜 가야하나 생각했는데 여기서만 파는(본점) 제품이 있다고 해서 시간도 비는 김에 방문했는데요. 카페 형식으로 되어 있고 넓은 공간 내에 다양한 상품들이 진열되어 있어서 둘러보고 디퓨저 등을 시향하기에 좋았어요. 장사가 잘 되는지 옆에 새로 건물을 하나 더 오픈했더라고요. 일반 이니스프리 매장을 방문하는 것과 달리 여행 온 느낌이 나서 특히 좋았어요.,"It was better than I thought because it was organized in the form of a cafe. I was wondering why I had to go to Innisfree store in Jeju Island, but I heard that there was a product only sold here, so I visited while I was free. It was in the form of a cafe and various products were displayed in a large space, so it was good to look around and try diffusers. They opened another building next to them to see if the business is going well. It was especially good because it felt like I was traveling, unlike visiting a regular Innisfree store."
H L,4,1338,위미올래감귤에이드 오설록은 돗대기 시장 같아서 정신이 없었는데 이니스프리 제주하우스 자연 컨셉도 좋았고 오설록차밭이 바로 창가에서 보여서 좋았어요. 위미올래감귤에이드는 가격이 좀 있었지만 (6500원) 보라색 도라지액을 부어 마시는 게 신기했어요. 강추합니다...사람도 적고 분위기 넘 좋았어요~,"Wimi Olae Tangerine Ade O'Sullock was busy because it was like a matting market, but Innisfree Jeju House's natural concept was good, and it was nice to see the O'Sullok tea field right by the window. Wimiola citrusade was a bit expensive, but it was amazing to pour purple balloon flower juice. I strongly recommend...There were few people and the atmosphere was so nice."
triphyun,5,1338,나름 조용하고 쉬기 좋았던곳 오설록에서 쇼핑좀 하고 잠시 들러 벚꽃히비스커스 차를 먹었습니다. 사람들도 오설록에 비하면 완전 없는수준이라 조용하게 차한잔 먹을수있는 분위기라 편히 쉴수있었어요. 차를 좋아하시는 분이면 히비스커스차도 드셔보세요!,"I went shopping at Oseolok, where it was quiet and easy to rest, and stopped by for a while and had a cherry blossom hibiscus tea. People were not as good as Osulok, so they could enjoy a cup of tea quietly, so they could relax. If you like tea, try the hibiscus tea!"
ShinSKim,5,1338,브런치 추천합니다 아이와 함께 브런치를 먹으러 방문을 했습니다. 6살 아이도 맛있게 잘 먹는 제주도시락 브런치 강추합니다. 도시락을 먹은 후 비누만들기 체험도 재미있게 했어요.,"I recommend brunch. I went to eat brunch with my child. I strongly recommend Jeju lunch box brunch for a 6-year-old child. After eating the lunch box, I had fun making soap."
쏘옹쏭,3,1338,오설록 간김에 들르는곳? 오설록 티하우스처럼 뭔가 브랜드 배경이나 설명이 있어도 좋지 않았을까 싶습니다 그냥 구경하긴 나쁘지 않은데 카페도 메뉴 많지만 이미 오설록 들렀다 갈 가능성이 높으니까 마실 일이 거의 없을거같고요 차라리 이 매장에서만 파는 제품이 있다거나 그랬으면 어땠을지..,"A stop in the middle of a bump? I think it would have been nice to have a brand background or explanation like Oh Seol-rok's T-House. It's not bad to just look around, but there's a lot of food in the cafe, but it's very likely that we'll stop by already, so I don't think we'll ever have much to drink. I'd rather have a product that's only sold in this store or something like that."
Connector706652,5,1338,오셜록 옆에 있으나 비교적 매우한산한편 이달에만 두번 정도 방문햤는데 ㅋㅋㅋㅋ 브런치 도시락 꼭 시켜 먹으세요 사진이랑 존똑으로 나옴... 대체로 음료들은 달지않고 후..복숭아 디저트는 이쁜데...이쁘기만함,"It's next to O'Sherlock, but it's relatively quiet, so I've visited there about twice this month. Please order brunch lunch box. Photographs and john-knock... Usually, drinks aren't sweet.Peach dessert is pretty...Just pretty"
게으른여행자,4,1338,"가족여행. 딸이 좋아하는 장소 오설록뮤지엄 옆에 위치한 이니스프리의 차별화된 공간. 제주에서만 판매하는 일부 제품이 있으나, 많지안음. 스탬프찍기, 비누만들기 등 체험할 것이 조금 있으나, 아주 재밌지는 않음. 이곳의 가장 만족스러운 부분은 내부의 카페테리아로 제주스러운 음료와 먹거리가 있다는 점. 가격은 다소 비싸게 느낄지 모르겠지만, 비주얼이 좋아서 인증샷찍기에는 아주 좋은 아이템. 맛도 좋은 편. 연인 혹은 초등학교 고학년에서 중학생 정도의 딸아이가 함께하는 여행자들에게 추천함.","Family trip. The daughter's favorite place, the differentiated space of Innisfree, located next to the O'Sullock Museum. There are some products sold only in Jeju, but not many. There are some things to experience such as stamping, making soap, etc., but it is not very fun. The most satisfying part of this place is the cafeteria inside, which has Jeju-style drinks and food. The price may seem a bit expensive, but it's a very good item to take a proof shot because it looks good. It tastes good, too. Recommended for travelers with a lover or a daughter from a senior to a middle school student."
Dalnim S,4,1338,밥 맛있음 여기 카페에서 해녀 바구니? 사먹었는데 자극 없고 아주 맛있게 먹었어요 특별한 메뉴는 아닌데 간도 슴슴하니 맛있었어요 제주도에서만 파는 이니스프리 제품이라고 그래서 샀는데 패키지만 그렇고 다른데서도 팔았음,"The rice is delicious. Do you have a haenyeo basket here at the cafe? I bought it, but it didn't irritate me, and I enjoyed it. It's not a special menu, but it was delicious because it was salty. I bought it because they said it was only sold in Jeju Island, but it was sold elsewhere including package."
dulheemom,4,1338,아이 데리고 가도 좋아요 오설록 간 김에 들르는 곳이지만 아이들이 비누 만들이 체험을 할 수 있어 아주 좋아했어요. 원하는 비누만들기 키트를 선택하면 만드는 방법을 친절하게 알려주십니다. 카페도 있는데 오설록보다 한가해서 시끄러운 것 싫으신 분들은 이 곳에서 쉬었다 가시는 것도 좋을거 같았어요.,"You can take your child with you. It was a place where I stopped by while I was in Oseolok, but the children were very happy because they could experience making soap. If you choose the soap making kit you want, it kindly tells you how to make it. There's a cafe, but if you don't want to be loud because it's more leisurely than Oseolok, you might want to take a rest here."
cony76,5,1338,나만이 알고 싶으나 너무나 추천하고 싶은 매장 오설록이 너무나 유명하여 옆에 있으면서도 빛을 바라지 못한 매장~ 강추합니다. 특히 마시기에도 아까운 아이스티와 커피~ 그리고 추운 날 너무나 따뜻하게 먹었던 스프까지~ 오설록에 비해 가격은 조금 더 저렴한 편이나 매장의 인테리어나 재미와 제품 모두 너무나 만족했습니다. 제주도 오설록 가시는 분들 꼭 들러보세요~ 후회하지 않으실 꺼예요`,"Oh Seol-rok, the store that only I want to know but I really want to recommend, is so famous that I can't wait for the light even though I'm next to him. I strongly recommend it. Especially iced tea and coffee. And the soup that I had on a cold day. The price is a little lower than Oseolok, but I was very satisfied with the interior of the store, the fun and the product. If you're going to Oseolok in Jeju Island, make sure to stop by. You won't regret it.`"
