u_id,review,u_rate,p_id,review_en
당신또,일제 시대때의 건축물을 느낄 수 있으며 국뽕이라면 마음이 뜨거워지고 일뽕이라면 또한 이런 날조의 역사 조센진 하며 마음이 뜨거워 지는 곳 입니다,4,743,You can feel the architecture of the Japanese Colonial Period. Gukppong makes you feel hot. Ilppong is also a place where you can feel the history of this kind of fabric.
Kylie Park,일제강점기때의 시간으로 멈춰져 있는 것만 같은 곳. 공기마저 무겁고 엄숙하다. 우리나라 국민이라면 꼭 방문해서 역사를 알고 독립운동가 분들에게 감사하는 마음을 새겼으면.,4,743,"Japanese colonial era A place that seems to be stopped in time. Even the air is heavy and solemn. If you are a Korean citizen, please visit and know the history and thank the independence fighters."
따스뚜스,"저는 중학교때 한 번 가 본 이후로 조카들 서울에 ㅇ놀러오거나, 외국인친구들 오면 꼮 일제의 만행을 알리기 위해서 가보는곳이에요. 손톱고문, 서있는 관고문 이런데 들어갔다오면 일본제품 불매하기 너무 좋습니다!",5,743,"Since I went to middle school once, I have been to Seoul with my nephews and foreign friends to inform them of the atrocities committed by visiting Seoul. I went into nail torture, standing torture, and so on.If you come, it's great to boycott Japanese products!"
194ren,역사의 슬픔이 있는 곳. 외국인들이 나오는 여행프로그램이 소개가 되어 최근에는 젊은이들도 많이 오는 듯 하다. 근처 작은 공원도 있어 가보면 좋을 듯 하다.,3,743,"Where there is the sorrow of history. Recently, many young people seem to come as a travel program featuring foreigners has been introduced. There is also a small park nearby, so it would be nice to go there."
Subin Lee,아이들과 함께 방문해서 역사공부를 해보기를 추천하는 장소입니다. 대한민국임시정부 수립 100주년이라 의미있는 장소를 찾았었는데 너무 많은 공부가 되었습니다.,4,743,"This is a place where I recommend you to visit with your children and study history. I found a meaningful place because it was the 100th anniversary of the Provisional Government of the Republic of Korea, but I studied too much."
섬아저씨,"36년 간 일제의 지배 기간동안 독립을 위해 노력했던 독립투사를 가두었던 곳. 광복 후 독재정권에 의해 운영되었던 곳. 여러 장소에서 가슴이 아팠습니다. 돌로 된 차갑고 좁은 감방에서 지냈을 분들의 고통에 가슴아팠습니다. 여러 번 가야할 이유는 없지만, 꼭 한 번은 가 봐야할 곳으로 보입니다. 그냥 건물만이 아닌 스토리가 좀 더 더해진다면 또 한 번 더 방문해 보겠지요.",5,743,"The place where 36 years of Japanese rule imprisoned independence fighters who worked for independence. A place that was run by a dictatorship after Korea's liberation from Japanese colonial rule. My heart ached in many places. I was heartbroken by the pain of those who would have stayed in a cold, narrow cell made of stone. There's no reason to go there many times, but it seems like a must-see place. If we add more stories to the story, not just the building, we'll visit again."
GE Kim,3월은 독립관련해서 많이 배우고 접하는 달이니 초등 고학년이면 가봐야할 장소에요.저학년은 개인차가 있으니 고려해서 결정하시고요.,5,743,"March is a month of learning and encountering a lot about independence, so it's a place where you should go if you're in high school.The lower grades have personal differences, so consider it before you decide."
Mobile754383,가면 굉장히 역사를 보고 마음이 아파집니다. 하지만 이런 배움을통해서 감사함을 느끼는 거겠지요. 마음이 아파지고 감사한 마음이 절로 듭니다.,5,743,It breaks my heart to see history. But this is how you feel grateful. My heart aches and I am very grateful.
건전남,"대한민국 국민이라면 언젠가는 꼭 가봐야 할 특별한 장소.일제치하에서 고통받았을 분들과 아픔을 공유하고, 민주화열사들과도 심정적 소통을 하게 한다. 하지만 장애인 편의시설이 너무 부족하고, 외국인들을 위한 서비스도 부족하다. 스마트폰 앱을 통한 일종의 가이드투어도 가능한데, 시도는 좋지만 디테일을 더 살려야할 듯...",4,743,"It is a special place that Koreans should visit someday.They share their pain with those who suffered under the Japanese colonial rule, and allow them to communicate emotionally with the patriotic martyrs for democracy. However, there is a shortage of facilities for the disabled and services for foreigners. You can also do some kind of guide tour through the smartphone app, and although the attempt is good, I think we need to make more details..."
공쥬님,어린 학생들도 어른들도 생각이 있다면 꼭 방문을 추천하는 곳입니다 다시금 역사를 생각하고 느끼게 해주는 곳이라 추천하는 바입니다,4,743,It is a place where young students and adults recommend visiting if they have thoughts. I recommend this place because it reminds me of history again.
gingertea,어렸을 때 학교에서 단체로 방문했을때 받았던 충격을 아직도 가지고 있습니다. 어린 동생을 교육하기위해 데려가 계속해서 울컥하는 감정을 참기 힘들었습니다.,5,743,"I still have the shock that I got when I visited the school as a group when I was young. I took my younger brother to educate him, and I couldn't bear the feeling of being moved."
경경 팍,처음에 갔을 때는 너무 무서워서 빨리 나오고 싶었고 두번째 갔을때는 무작정 분노가 일었으며 세번째부터는 마음에 새겨지더라구요. 지금의 대한민국이 어떻게 만들어졌는지 꼭 기억하고 잊지 말아야 할 것 같아요,5,743,"When I first went, I was so scared that I wanted to come out quickly, and the second time I went, I was just angry, and from the third time, I started to remember it. I think we should remember and remember how the Republic of Korea is made today."
Vacation38867499365,꼭 한번 와 보고 싶었던 곳이였습니다. 경건한 마음으로 입구에 들어섰는데 생각보다 너무 많은 사람들이 있어 깜짝 놀랐습니다. 더 놀라운것은 공부방 같은 소그룹에서 와서는 역사를 공부하는것 같았습니다. 처음에는 역사관 내 직원이 설명해 주는줄 알고 따라 다녔다가 아닌걸 알고.....음...그래도 와서 이야기를 듣고 보고 하니 나라사랑하는 마음이 제대로 생겼네요.,4,743,"It was a place I really wanted to visit. I entered the entrance with reverence, and I was surprised to see so many people than I thought. What's more surprising is that it was like studying history in a small group like a study room. At first, I thought the staff in the history museum was explaining it to me, but then I knew it wasn't... well...Still, after listening to the story and seeing it, I realized how much I love my country."
Chul Wook C,지하철 3호선 독립문역과 바로 가까워서 방문하기 좋아요 역사현장을 잘 간직하고 있어서 교육적으로도 아주 좋다고 생각합니다,5,743,"It's close to Independence Gate Station on Subway Line 3, so it's good to visit. I think it's very educational because it has a good history."
장두현,역사 교육 차원에서 아이를 동반한 가족 단위로 여행하기는 좋습니다. 단지 아픈 역사를 담은 장소여서 그런지 음산한 기운이 있더군요. 한번은 좋은데 그 이상은 글쎄요..,3,743,"In terms of history education, it is good to travel by family with children. Maybe because it's just a place with a painful history, it has a gloomy atmosphere. Once it's good, but more than that, I don't know."
