u_id,review,u_rate,p_id,review_en
종대리,테요강가에 있는 적벽돌 건물입니다. 우선 전기에 관심있는 분만 가셔야할 듯.. 커다란 터빈을 진짜로 볼 수 있습니다. 또 어린이 체험실에서 발전원리를 알아볼 수 있다는 점이 재미있었습니다.,3,562,"It's a red brick building on the Teyo River. First of all, only those who are interested in electricity should go. You can really see a big turbine. Also, it was fun to learn about the development principle in the children's experience room."
Andreagiulia,과거에 있었던 것 같습니다. 실제 장소에서의 실제 여행입니다. 이것이 리스본의 모든 전기가 만들어진 중심이었습니다. 아주 진짜입니다. 간단한 실험을하기위한 재창조 영역이 있으며 아이들에게도 적합합니다.,4,562,I think it was in the past. It's a real trip to a real place. This was the center of all the electricity in Lisbon. It's very real. There is a re-creation area for simple experiments and it is also suitable for children.
Samuel,석탄-화력 발전소는 굉장했다! 버너의 내부를 걷고 발전소의 모든 부분을 탐색 할 수 있습니다! 또한 매우 양호한 상태이며 건물은 매우 멋지게 보입니다. 설명 영화는 불행히도 투어 시작 시가 아니라 모든 설명 차트와 포스터를 통해이 장소에 대한 좋은 지식을 스스로 얻을 수 있습니다. 모든 기술에 관심있는 사람들이 이곳을 방문하는 것이 좋습니다! 우리의 3 일 방문의 나의 주요 사건이었다.,5,562,"The coal-fired power plant was awesome! Walk inside the burner and explore all parts of the plant! It's also very good and the building looks very nice. Unfortunately, the explanatory film is not at the beginning of the tour, but through all the explanatory charts and posters, you can gain a good knowledge of the place yourself. It's a good idea for people interested in all technology to visit here! It was my main event of our three-day visit."
Stephanie R,방문할만한 가치가 있습니다. MAAT 옆의 훌륭한 위치에 버스 나 페리로 리스본에서 쉽게 갈 수 있습니다.,5,562,It's worth visiting. You can easily get from Lisbon by bus or ferry to a great location next to MAAT.
blountville_TN_2019,"보일러, 펌프, 발전기 및 전체 건물 구조의 복원 품질에 압도되었습니다. 작동하는 발전소가 얼마나 더러울 수 있는지를 아는 것은 복원자가 배관을 청소, 페인트, 광택 및 색으로 구분하는 것은 엄청난 일이었습니다. 길을 따라 표지판은 당신이 무엇을보고 있었는지 설명했다 (영어로도). 펌프 및 발전기와 같은 일부 장비의 상단을 제거하여 완벽하게 복원 된 내부를 볼 수 있습니다. 그곳에서 일하는 모습을 보여주기 위해 배치 된 마네킹이 있습니다. 발전소에 익숙한 엔지니어이기 때문에 3 시간을 쉽게 보낼",5,562,"Overwhelmed by the restoration quality of boilers, pumps, generators and the entire building structure. Knowing how dirty a working power plant can be was a huge task for the restorer to separate the pipes into cleaning, painting, polishing, and color. The sign along the road explained what you were looking at (in English, too). You can remove the top of some equipment, such as pumps and generators, to see the inside completely restored. There is a mannequin assigned to show you how to work there is a mannequin. He's an engineer familiar with the plant, so he can easily spend three hours."
Willows Lea,"해체 발전소 투어와 현대 미술 설치의 쌍둥이 제안에 끌려 우리의 주요 실수. 방대한 양의 기계류와 그 용도를 만들고 여러 층과 홀에 퍼져 방문자가 접근 할 수있게되었으며 시간이 부족한 세부적인 노력에 감사해야합니다. 우리가 본 것은 매혹적이지만, 전기 생산에 관련된 기계와 인간의 독창성에 대한 관심이 큰 도움이 될 것이라고 믿습니다. 예술 작품 설치는 ""젊은 예술가""의 홍보였으며 이는 경고였습니다. 그것의 대부분은 희미했고, 아이디어에 대해 약간 절망적이었다. 한 번의 전시회가 열렸습니다.",3,562,"0Our main mistake was drawn to twin proposals of dismantling power plant tours and modern art installations.Create vast quantities of machinery and its uses, spread across floors and halls, and appreciate the detailed efforts that have been accessible to visitors and lacking time.What we've seen is fascinating, but I believe that interest in machine and human ingenuity related to electrical production will be of great help.The installation of artwork was a warning to young artists.Most of it was faint and a little hopeless about the idea.There was an exhibition."
docandmaria,그냥 단어로 놀고. 리스본에 어떻게 영향을 주 었는지에 대한 흥미로운 역사를 가진 매력적인 장소입니다. 그들은 원래 메커니즘의 많은 부분을 보존하고 철저한 기술적 설명과 역사적 사실을 제공합니다. 우리는 운 좋게도 행사장에 초대되었습니다. 내부는 여러 각도에서 다양한 각도와 전망으로 매우 흥미롭고 매력적인 방식으로 복원되고 제시되었습니다. 매혹적인 위치.,4,562,"Just playing with words. It's an attractive place with an interesting history of how it affected Lisbon. They preserve much of the original mechanism and provide thorough technical explanations and historical facts. We were lucky to be invited to the event. The interior has been restored and presented in a very interesting and attractive way, with various angles and views from various angles. an enchanting"
Rolshchikov-Dmitry,"이전 발전소 건물은 장관입니다. 거의 기술의 성전으로 느껴집니다. 박물관은 매우 흥미 롭습니다. 하나는 발전소에, 다른 하나는 일반적으로 에너지 관련 물리학에 이르기까지 두 부분으로 나눌 수 있습니다. 또한 아름다운 현대 제방을 따라 산책을 놓치지 마세요.",4,562,"The former power plant building is spectacular. It's almost like a technology temple. The museum is very interesting. One can be divided into two parts, from power plants to energy-related physics. Also, don't miss a walk along the beautiful modern embankment."
George K,이 박물관은 훌륭했습니다. 그것은 모든 사람들이 이해할 수있는 재미 있고 흥미로운 방식으로 전체 발전 과정을 설명하는 데 탁월한 성과를 보였습니다. 폐기 된 발전소에 보관되어 있으며 현대 예술과 로봇 전용 갤러리가 있습니다. 제 아내는 특히 로봇을 좋아했습니다. 하나는 ( '각도 포이즈 (angle poise)'램프의 형태로) 로봇에게 말하고 반응 할 때 감정을 감지하도록 설계되었습니다. 펜으로 작성한 산업용 로봇과 장애물 코스 둘레로 색칠 한 공을 옮긴 로봇도있었습니다. 다른 전시회에는 로봇,5,562,This museum was great. It has shown outstanding performance in explaining the whole development process in a fun and interesting way that everyone can understand. It is stored in a abandoned power plant and has a gallery dedicated to modern art and robots. My wife especially liked robots. One is designed to detect emotions when speaking and responding to the robot (in the form of an angle-poise lamp). There were industrial robots made with pens and robots that moved a ball of color around the obstacle course. Other exhibitions include robots.
766form,이 박물관은 두 개의 별개 건물에서 기술과 현대 미술 전시회를 결합합니다. 현대 예술은 매우 독창적이고 재미 있고 흥미로운 작품을 포함합니다. 기술 전시회는 똑같이 매혹적인 이전 전력 발전소에 배치됩니다.,5,562,"The museum combines technology and modern art exhibitions in two separate buildings. Modern art includes very original, fun, and interesting works. Technology exhibitions are arranged in the same fascinating former power plants."
Mark S,"20 세기 초반의 대부분의 장비를 갖춘 오래된 석탄 발전소에 세워진 박물관입니다. 용광로, 보일러 및 발전기의 규모는 인상적이며, 얼마나 노동 집약적 이었는지를 알 수 있습니다. 아이를 중심으로 한 게임 / 디오라마 등이 있습니다 만, ""석탄""으로 빛나는 침대 위의 용광로를 걷는 것만으로도 남성의 매력을 얻을 수 있습니다! 바로 옆에있는 현대 미술관보다 훨씬 좋았습니다.이 갤러리는 문자 그대로 메인 갤러리에 전시되어있었습니다.",5,562,"0A museum built in an old coal power plant with most of the equipment of the early 20th century.The size of furnace boilers and generators is impressive and shows how labor intensive they were.There's a child-centered game, Diorama, etc. Walking through a furnace on a bed that glows with 10,000 coals can be a man's charm. It was much better than the modern art museum right next to it.This gallery was literally displayed in the main gallery."
Andreas G,매우 흥미로운. 제 아내도 압도당했습니다. 아이들에게도 좋습니다 - 기술적 인 요소가 있습니다!,5,562,"Very interesting. My wife was overwhelmed, too. It's good for kids, too - there's a technical factor!"
Anjelry,"리스본의 또 다른 비오는 날은 우리가이 위대한 박물관을 방문하는 것을 보았습니다. 트램 15 번을 타면 벨렘에서 내리시고 육교를지나 강을 향해 걸어 가시면 오른쪽에 커다란 건물이 보입니다. 오후 8 시부 터 정오부터 개장 한 MAAT (미술관, 건축 및 기술 박물관)입니다. (오전 10 시부 터 전기 박물관 웹 사이트 노트가 아닙니다.) 우리는 여기에서 즐거운 시간을 보냈습니다. 먼저 현대 미술 전시물을 보았습니다. 그런 다음 상세한 영어 통역 간판이있는 잘 복원 된 기계의 많은 방을",5,562,"Another rainy day in Lisbon saw us visit this great museum. If you take Tram No. 15, get off at Belem and walk toward the overpass or the river, and you will see a large building on your right. MAAT (Art Museum, Architecture and Technology Museum), which opened at noon at 8 p.m. (Not a 10 p.m. Shibu Electric Museum Web site note.) We had a great time here. First, I saw an exhibition of modern art. Then many rooms on the well-restored machine with detailed English translation signs."
mbellny,"비오는 날 나는 리스본에 방문한 박물관입니다. 저희는 4 14살 된 아이를. 아이들이 할 수 있는 교육 활동 영역은 해 주었다. 박물관 자체가 매우 잘 되어 있었다. 시설이 좋은 - 라커, 화장실 등이 있다. 더 이상 필요하지 않습니다 한 두 시간 보면 전체적으로 박물관. 접근성 의 문제는 (또는 경우 이동 문제 등) 유모차. 리스본에서 기차를 탔습니다. 하차 후 지하철 한다고 충돌시에 강 쪽 에조립 추적합니다. 여러 단계 또는 램프 탐색 및 엘리베이터가 없습니다. 전체적으로 매우 감동적인",5,562,"I visited the museum in Lisbon on a rainy day. We're 4 and 14 years old. I did the educational activities that the children could do. The museum itself was very well constructed. Well-equipped - there are locker, toilet, etc. I don't need it anymore. If you look at it for an hour or two, it's a museum. Accessibility problems (or moving problems, etc.) are strollers. I took a train from Lisbon. After getting off the train, we follow Ezzorip to the river in case of a collision.m. There are no steps or ramp navigation and elevators. very moving as a whole"
Nelson R,우선 입구는 무료! 이 강은 강 주변에 위치하고 있는. 앤틱 콘솔 내에서 시스템 및 완벽하고 훌륭한 사진을 찍을 경우 사진. 박물관 자체는 필수이지만 무료로 해 다시 좋은 위치의 화보. 작은 아이들을 위한 특별한 건 없지만 일부 상호 작용 영역.,5,562,"First, entrance is free! This river is located near the river. Photographs of systems and perfect and excellent photos taken within the Antics console. The museum itself is a must, but it's free again. A good location pictorial. Nothing special for small children, but some areas of interaction."
pipamarcelo,"한 곳으로, 정말 배려 전시회, 정말 좋은 사람들과 멋진 수를 안내하는 강. 조용하고 편안한 오후에 리스본.",4,562,"To one place, a really caring exhibition, a river that guides really good people and great numbers. Lisbon on a quiet, comfortable afternoon."
Iris O,"저는 정말 좋다고 생각하는 것이 방문 할 만하다. '산업' 이 보인다 (전기 발전소 는 석탄), 다채로운 좋지만! 대화형 부품도 마음. 아이도 좋다고 생각합니다",5,562,"I think it's really good to visit. I see industry. I love coal. The interactive parts are also mind. I think the baby's good, too."
GerwinN,"박물관을 방문하는 한 그룹의 사례에 있기 때문에. 본 설치 설명서 및 안내가 인상 박물관. 그는 좋은 이야기 들이 아주 괜찮은 박물관을 만들어진 도시의 전기는 얼마나 리스본, 오래 전에 둘 수 없습니다.",4,562,"Because it is in the case of a group visiting a museum. This installation manual and guide is the impression museum. He can't leave the biography of the city, how long ago, when good stories were made, a very nice museum."
CFroehlich70,이는 부모가 아는 정보를 읽기 2에 아이들이 전기 공학 geeked. 아이들은 그것을 즐기지 않았다. 많은 위대한 역사의 현장 활동 수업.,4,562,It read the information that parents know and the children geeked electrical engineering. The children did not enjoy it. Field activity classes in many great histories.
Catia_Figueiredo_13,"나는 ' 는 최근에 방문한 박물관입니다. 흥미로운 방법 중 하나인 전기가 된 부품과 우리의 삶의 방식에 필수인 우리의 삶 이다. 또한 아이들을 위한 공간, 그리고 워크샵 및 교육 프로그램을 통해 매우 가치가 있습니다.",4,562,I recently visited a museum. One of the interesting ways is the electrified parts and our lives which are essential to our way of life. It is also very valuable through spaces for children and workshops and education programs.
Henrik F,리스본에서 전자의 역사에 좋았습니다. 어떻게 그들이 40도 c를 하루 종일 작업,5,562,It was good in the history of the former in Lisbon. How can they work 40 degrees c all day long?
John S,내 아내는 날 갈 것이라고 생각하지만 하지 않는 모습. 그녀는 나를 끌고 있습니다. 정말 멋진 박물관. 이 비오는 날 가보세요 정말 좋은 활동.,5,562,"My wife thinks I'm going, but she doesn't. She's dragging me. What a wonderful museum. Go on a rainy day. A really good activity."
