review,u_id,u_rate,p_id,review_en
축구를 좋아하는 아이와 아이들이 축구를 좋아한다면 고고 VR체험이나 체험들이 별도의 비용 없이 진행이 되구요. 직원들도 친절합니다. 바로 옆에 푸드코트도 있어 반나절 놀기엔 좋습니다. 그런데 한번만요 두번 가면 심심할 수도 바로 옆에서 경기장 투어도 신청할 수 있으니 같이 하시면 좋습니다.,nijin39,5,589,"If children and children who like soccer like soccer like soccer, the GoGo VR experience or experience is carried out at no extra cost. The employees are kind, too. There's a food court right next to it, so it's good for half a day. But just once. If you go twice, you might be bored. You can apply for a stadium tour right next to you. It's good to join us."
한번쯤 가볼만한 가치가 있는 곳 사실 별 기대 없이 갔었는데 너무 잘 해놔서 깜짝 놀랐다 한국에 이런 축구박물관이 있었나 싶을 정도 축구 잘 모르는 친구랑 갔는데 친구가 나보다 더 재밌게 관람했다 한시간 동안 시간 가는 줄 모르고 놀다 옴 축구를 직접 체험할 수 있게 해놓은 점이 가장 맘에 들었다 VR 체험도 신기함 어린 조카들이랑 가면 더 좋을 듯.,_Joyyyyy_1010,5,589,"I went to a place worth visiting at least once without much expectation, but I was surprised that it was so well done. I went there with a friend who didn't know soccer well, and my friend enjoyed it more than I did. I liked the fact that I was able to experience soccer after playing for an hour without knowing the time passing by. VR experience is also interesting. It would be better to go with younger nephews."
팬타지움 관람.! 주변의 추천을 받고 다녀왔던 곳! 축구를 너무 좋아하는 사람이라 꼭 가고 싶은 곳이라 큰 기대를 가지고 다녀왔는데 기대했던 것보다 더 유익했던 시간.! 특히 VR 체험이 기억에 많이 남는곳.!!,기백 이,4,589,"Watch the Pantazium! I've been to a place recommended by people around me! I really like soccer, so I really wanted to go there, so I had high expectations. It was more useful than I expected. Especially the place where VR experience is most memorable."
"축구박물관의 새로운 변모 상암경기장에 들렀다가 풋볼팬타지움이라는 곳이 있어 방문하게 되었습니다. 2002월드컵 기념관이 이렇게 변했다는 것에 놀랐습니다. 축구관련 역사부터 시작해 유익한 정보들 뿐만 아니라 VR, 홀로그램 등 눈을 황홀하게 만드는 요소들이 중간중간 배치해있어 지루하지 않더라구요. 친구들과도 연인과도 방문해도 좋지만 특히 자녀분들과 함께 방문하면 좋을 것 같습니다. 둘러보는데 궁금한 점은 가이드 분이 따로 설명해주시기도 해서 더 이해가 잘되는 것 같아요. 여러 행사도 진행하던데 방문해 행사도 즐기고 박물관",아인 양,5,589,"I stopped by the new Sangam Stadium in the soccer museum and visited a place called the Football Pantageum. I was surprised that the 2002 World Cup Memorial Hall has changed like this. Starting with the history of soccer, not only useful information, but also VR and holograms are arranged in between, so it's not boring. You can visit with your friends and lovers, but especially with your children. The thing I'm curious about while looking around is that the guide explained it separately, so I think I understand it better. There are many events, so visit, enjoy the event, and visit the museum."
"서울에서 축구와 데이트를 동시에 즐길 수 있는 최고의 공간!!! 얼마전에 풋볼팬타지움이라는 곳에 한번 놀러갔습니다 처음이기도 하고 잘 몰라서 별로 기대를 안했습니다 근데 예상외로 안쪽에 재미있는 시설도 많이 있고 생각보다 다양한 체험을 할 수 있었고 제가 갔을때 가족들과 커플들이 많아서 이곳은 축구를 좋아하거나 가족들,커플들끼리 시간을 오붓하게 보내기에 최고로 좋은곳 같습니다!!",Ju Hyung L,4,589,"The best place to enjoy soccer and dating at the same time in Seoul!!! Not long ago, I went to a place called Football Pantageum. It's my first time, and I didn't really expect much. Unexpectedly, there were many interesting facilities inside and there were more experiences than I thought. When I went there, there were many family and couples, so I think this is the best place to spend time with my family or friends."
풋볼팬타지움에 방문했어요! 2002년 피파월드컵기념관이 작년에 새롭게 리뉴얼 됐다는 이야기를 듣고 찾아가봤습니다. 최근에 리뉴얼 된 만큼 새로운 기기들과 결합하여 만든 코너들이 많더라구요! VR과 AR 기기로 체험할 수 있는 코너가 많아서 재미있었습니다. 또한 축구에 대한 역사부분에도 딱딱하지않게 잘 구성해놓은 것이 인상깊었습니다😊 응원가 오디션 부스도 있어서 응원가 노래를 부를 수 있었는데 월드컵때 하도 많이 불렀던 노래들이라 익숙해서 더 신났습니다ㅎㅎ VR로 체험하는 것도 있었지만 저는 직접 축구공을 차면서,지영 최,5,589,"I visited the Football Pantageum! I heard that the 2002 FIFA World Cup Memorial Hall was renewed last year. As recently renewed, there are many sections that have been combined with new devices! It was fun because there were many sections where I could experience VR and AR devices. Also, I was impressed by the fact that the history of soccer was well organized.There was also an audition booth for cheering songs, so I was able to sing cheering songs, but I was more excited because I was used to the songs that I sang so many times during the World Cup.There were some experiences with VR, but I kicked the soccer ball myself."
"아이와 함께하기에 최고인 풋볼팬타지움 얼마 전에 상암에 있는 월드컵경기장을 방문했다가 풋볼팬타지움이라는 박물관이 있다기에 들어가 보았어요! 들어가 보았더니 포토본, vr 게임기, 볼거리 등이 기대 이상으로 많았어요!!!어른인 저에게도 너무 재밌었고 안에 구경하는 내내 사촌동생들이 생각났습니다 ㅋㅋ 어린 아이가 있는 가족이나 축구에 대해 관심있으신 분들은 가보시면 아마 이색적이고 아름다운 추억을 남기실 수 있으실 겁니다~! 또한 풋볼팬타지움이 위치한 월드컵 경기장이 홈플러스랑 붙어있어 가족끼리 홈플러스 갔다가 가면 좋을 거 같아요.",SuyeonJung,5,589,"Football Pantazium, the best place to be with a child, recently visited the World Cup Stadium in Sangam and entered the museum called Football Pantazium! When I went in, there were more photo copies, vr game consoles, and things to see than I expected!!!It was so much fun for me as an adult, and the whole time I looked inside, I thought of my cousins. If you're interested in soccer or family with young children, you'll be able to make unique and beautiful memories. Also, the World Cup stadium where the Football Pantageum is located is next to Homeplus, so it would be good to go there with your family."
"국내 유일 팬커뮤니케이션오프라인 공간 풋볼팬타지움 FC서울 팬이어서 상암 월드컵 경기장에 많이 가게 되면서 풋볼팬타지움을 처음 보게 되었고 관심을 가지게 되었습니다. 이번에 좋은 기회가 생겨 풋볼팬타지움에 방문하게 됐는데 첫 입구부터 매우 인상적이었던 것으로 기억합니다. 3D효과로 축구의 세계로 진입할 수 있도록 만들어진 장치가 사람들이 시작 전 관람에 집중 할 수 있도록 만들어주는 좋은 장치라고 생각했습니다. 풋볼팬타지움은 기존의 축구 박물관과는 다른 최첨단 기기들을 사용함으로써 눈을 즐겁게 해주었고, 눈으로만 보는 관람이 아닌 직접 체험할",kja950710,4,589,"As I am a fan of FC Seoul, the only fan communication offline space in Korea, I was able to see the football fan club for the first time and became interested in it as I went to the Sangam World Cup Stadium a lot. I had a good opportunity to visit the Football Pantageum, and I remember it was very impressive from the first entrance. I thought it was a good device that allowed people to focus on watching before the start of the game, which was designed to enter the world of soccer with 3D effects. The Football Pantageum entertained the eyes by using state-of-the-art equipment different from traditional football museums, and it was not just an eye-only tour, but a hands-on experience."
"풋볼 팬타지움 방문기 2002년 월드컵의 현장을 체험하고, 한국 축구를 생생하게 느껴보고 싶다면 풋볼 팬타지움을 강력 추천합니다! 각종 체험 시설과 포토존 등으로 꾸며진 풋볼 팬타지움은 남녀노소 할 것 없이 모두가 즐겁게 축구에 대해 알아보고 즐길 수 있는 곳입니다. 한국 축구의 역사도 살펴보고, 또 응원하는 팀의 로고도 손으로 직접 색칠해 간직할 수 있다는 점이 정말 인상 깊었습니다. 뿐만 아니라, 오버 헤드킥과 골키퍼의 동작을 따라할 수 있는 포토존, 드리블과 승부차기를 응용하여 초보자도 쉽게 즐길 수 있도록 한",knh112,5,589,"Visit the Football Pantazium If you want to experience the 2002 World Cup and feel Korean soccer vividly, I strongly recommend the Football Pantazium! The Football Pantageum, decorated with various experience facilities and photo zones, is a place where everyone can enjoy learning about soccer, regardless of age or gender. It was very impressive that we could look at the history of Korean soccer and keep the logo of the team we support by hand. Not only that, but also a photo zone where overhead kicks and goalkeeper movements can be followed, dribbling and penalty shoot-outs can be used to make it easier for beginners to enjoy."
"풋볼팬타지움 좋은 기회로 풋볼팬타지움을 방문하게 되었습니다! 축구에 대한 역사부터 vr체험, 그리고 공을 드리블해 보고 사진을 찍는 것까지 축구를 잘 알지 못해도 이해하기 쉽게 해주고 축구에 대한 흥미를 유발시켜줬습니다!! 😀 정말 좋은 기회가 되었고 기념사진도 찍도 마지막엔 축구관련 용품도 살수있습니다!!!😇😇 다음번에 또 체험해 보고싶을만큼 좋은 기회였습니다~~!!",kyj97821,5,589,"A good opportunity to visit the Football Pantageum! From the history of soccer to the experience of the vr, to dribbling the ball and taking pictures, it made it easier to understand soccer even if you didn't know it well and it created interest in soccer!!  되었고 It was a great opportunity and I can take a commemorative photo and buy soccer-related items at the end!!!It was a great opportunity to experience it again next time~!!"
