u_id,review,u_rate,p_id,review_en
Relax825963,밤에는 야경이 비쳐 아름답고 LED 도 잘 되어있어서 아름답습니다. 게다가 물도 깨끗해보여서 걷는 느낌도 매우 좋습니다. 종로에서 광화문출발점으로 가볍게 걷는걸 추천하고..반대로가면 끝이없음 쳐 아름답고 LED 도 잘 되어있어서 아름답습니다. 게다가 물도 깨끗해보여서 걷는 느낌도 매우 좋습니다. 물에 던져진 동전 줍지마세요 직원이 바로 달려옵니다... 종로에서 광화문출발점으로 가볍게 걷는걸 추천하고..반대로가면 끝이없음 크리스마스시즌에 여기오면 정말 아름다운 LED 장식을,5,225,"At night, the night view is beautiful and the LED is good so it is beautiful. Besides, the water looks clean, so the feeling of walking is very good. I recommend you to walk lightly from Jongno to Gwanghwamun.On the other hand, it's beautiful because there's no end, and the LED's are also good so it's beautiful. Besides, the water looks clean, so the feeling of walking is very good. Don't pick up coins thrown in the water. The staff is coming right up... I recommend you to walk lightly from Jongno to Gwanghwamun.On the other hand, there's no end to it. On the other hand, when you come here in Christmas season, you're going to see"
Paul.S.H.Ch,"가난한 소년공, 소녀공들의 터전이었던 청계천이 이렇게 바뀔 줄은 아무도 상상못했을 것이다. 중간에 시행착오도 많았지만 이렇게 바꾼 것은 정말 잘했다. 청계천을 복개하니 도심 열섬 현상도 사라졌다.",4,225,"No one would have imagined that Cheonggyecheon, which used to be the home of poor boys and girls, would be so changed. There were many trials and errors in the middle, but it was really good to change it like this. As the stream was covered with snow, the heat island phenomenon in the downtown area disappeared."
지연 최,종로에서 모임이나 술자리 후에 함께 걸으면 최고인 청계천 특히 밤에 메우 멋있고 깨끗하며 걸어서 동대문까지 즐겁게 갈수 있음,5,225,"The best place to walk together after a meeting or drinking party in Jongno is Cheonggyecheon Stream, especially at night, which is cool and clean, and you can enjoy walking to Dongdaemun."
jasmin0313,가족ㆍ친구ㆍ연인 등 누구와 가도 좋은 곳 때때로 바뀌는 전시물도 좋다 걷기 운동을 하기도 좋고 날 따뜻할땐 곳곳에 앉아 쉬어도 좋다. 사진찍을 곳도 많다.,5,225,"It is good to go to places like family, friends, lovers, etc. It is good to have exhibits that change from time to time. It is good to take a walk or take a rest when the weather is warm. There are many places to take pictures."
Qjr,종로와 광화문 근교 걸으며 산책을 즐길기에도 좋지만 어느정도의 거리는 걸어서 이동도 가능하여 좋은 거리이다~ 이벤트가 많은 곳이어서 즐길거리도 많고 맛집도 곳곳에 많은 곳!,4,225,"It's good to take a walk around Jongro and Gwanghwamun, but it's a good street because you can walk around a certain distance. There are many events, so there are a lot of things to enjoy and restaurants are everywhere!"
Jiyoun,저녁먹고 산책하기는 좋았고 조명이 조금 더 밝았으면 어떨까?하는 생각을 했어요 길은 편한하고 물소리도 좋고 동전던지기도하며 잘 놀았어요,4,225,"It was nice to take a walk after dinner and what if the lights were a little brighter?That's what I thought about it. The road was comfortable, the sound of the water was good, and I enjoyed tossing coins."
짱짱짱,청계천에서 다양한 행사를 하는데 크리스마스때는 크리스마스 축제로 페스티벌을 한다. 사람이 엄청 많아서 사진찍기는 힘들수도 있지만 인파가 많다는건 볼꺼리가 많다는것이기도 하다. 먹거리 볼거리도 많아서 아이들과 함께 방문해도 좋겠다. 일단 무료라는 점에서 부담없고 한시간정도 잠깐 들렸다 가는것도 방법이다. 주차는 근처 주차장에서 하면 오천원정도에 가능하다.,4,225,"There are various events in Cheonggye Stream, and there is a Christmas festival on Christmas is held on Christmas. It may be hard to take pictures because there are so many people, but the fact that there are many people means there are many things to see. There are a lot of food to see, so it would be nice to visit with your children. For now, there is no burden in that it is free and it is also a way to stop by for about an hour. Parking is about 5,000 won if you park in a nearby parking lot."
yoon,가끔씩 열리는 서울빛축제 루미나리에는 정말 너무 예쁘네요!!! 산책하기에도 서울시내를 구경하기에도 너무 좋아서 서울 명소를 꼽는다면 꼭 추천합니다!,5,225,It's so pretty for the occasional Luminarie at the Seoul Light Festival!!! It's so good to take a walk and look around Seoul that I recommend Seoul attractions!
이연화,확실히 전보다 더 깔끔하고 연말이라 더 이쁘게 꾸며져있어서 같이 산책하기 좋았습니다ㅡ 각각 계절별로 이벤트성 날짜대로 꾸며지는것같아서 자주 와도 괜찮을듯하네요ㅡ,4,225,"It was definitely cleaner and prettier at the end of the year than before, so it was good to take a walk together.I think it's okay to come here often because each season is organized according to the event schedule.-"
Alpertbyun,"청계천, 광화문역에서 나와서 조금만 걸어가다보면 나오는 곳 시즌에 따라 등불축제도 볼수있어서 좋고 가을에는 단풍을 볼수있어서 좋습니다.",3,225,"After coming out of Cheonggyecheon and Gwanghwamun Station, if you walk a little bit, you can see the lantern festival depending on the season, and in autumn, you can see the fall foliage."
임씨,가족들과 함께 방문했는데 산책하기 좋아요. 행사를 많이 하니 행사 진행될때 방문하시면 더 좋습니다. 그리고 유모차는 끌고 다니기 불편해요,5,225,"I visited with my family and it's good to take a walk. There are a lot of events, so it's better to visit during the event. And the stroller's not easy to pull around."
