u_id,review,u_rate,p_id,review_en
Stafin_Kim,요즘은 청와대 주변길도 자유롭게 관람할 수 있게 되었죠. 사랑채 앞에 커다란 분수대가 아주 좋은 포토존입니다. 사랑채 안에는 청와대 관련 전시물을 비롯해서 대한민국 소개 전시도 있습니다. 무료 관람이고 월요일은 휴관입니다.,4,706,"These days, you can see the streets around Cheong Wa Dae freely. A large fountain in front of the men's quarters is a great photo zone. Inside the men's quarters, there are exhibits related to Cheong Wa Dae, as well as exhibitions introducing Korea. It's free and closed on Mondays."
Urizia J,매점이랑 이것저것 구경하려고 갔어요 안에 사랑채 스탬프 찍을 수 있구요 화장실도 깨끗하고 카페도 있어서 견학 끝나고 쉬기 좋아오,5,706,"I went to the canteen to look around this and that. You can stamp the men's quarters inside, the bathroom is clean, and there's a cafe, so it's good to rest after the field trip."
vlogg,"한식체험프로그램, 문화체험프로그램,국악이 있는 날 등의 다양한 체험프로그램이 있습니다. 보다 많은 홍보를 해서 외국인들이 한국 여행을 하는데에 있어 많은 도움과 추억이 되었으면 좋겠네요. 외국인 전용 체험프로그램도 있으니 홈페이지 꼭 참고하세요. 내국인들이라도 서울경기권 주민이 아니라면 서울여행시의 필수 방문지에요. 특히 아이동반 가족여행객들일 경우 아이에게 깊은 추억과 동시에 전통문화에 대한 친근한 학습이 가능합니다. 산책하기도 좋고 청와대자체가 터가 좋아 기운이 먼가 좋아요.",5,706,"There are various experience programs such as Korean food experience program, cultural experience program, Korean traditional music day, etc. I hope we can promote more and help foreigners to travel to Korea. There is also a foreigner-only experience program, so please refer to the website. If Koreans are not residents of Seoul and Gyeonggi-do, it is a must-visit place for Seoul travel. Especially for the family tourists with children, it is possible to learn about traditional culture at the same time as making deep memories with the child. It's good to take a walk and the Cheong Wa Dae itself is so good that it feels so weak."
nayepp,"청와대 쪽으로 산책하면서 사랑채까지 들어가서 관람하는거 추천해요~ 역사흐름도 ,사진들 여러가지 자료가 있어 외국인들도 ,아이들 에게도 도움이 되요",4,706,"I recommend you take a walk towards Cheong Wa Dae and go to the men's quarters. History flow, photographs, and other data are helpful to foreigners and children."
DragonT,청와대 주변 산책후 사랑채에 가서 청와대 및 역대대통령 및 국가원수 선물등 많지 않지만 나름 구경할 만했어요. 경호포토존 및 현직 대통령 포토존등 다양한 사진 찍을만한 체험 공간이 있어서 좋았던거 같습니다.,4,706,"After taking a walk around Cheong Wa Dae, I went to Sarangchae and there were not many gifts from the president and the head of state, but it was worth seeing. I think it was nice to have various photo experience areas such as the security photo zone and the photo zone of the current president photo zone."
니콜라06,집근처라 가끔 단팥죽 먹으러 가던 곳. 지금은 차종류만 파는 것으로 바뀌었나함. 특별한 분위기는 없으나 청와대가 보이는 곳에서 잠시 여유찾는 것도 괜찮음,3,706,"It's near my house, so I used to go to eat sweet red bean porridge. Now it's changed to selling only car types. There's no special atmosphere, but it's okay to take a moment where you can see Cheong Wa Dae."
SeochonBnB,경복궁 돌담길을 걷다가 들러 쉬어갈만한 곳입니다. 어른들보다 아이들이 더 좋아합니다. 입장료 무료이고 매주 월요일에 닫습니다.,4,706,It is a good place to stop by while walking along the stone wall of Gyeongbokgung Palace. Children like it more than adults. Admission is free and closes every Monday.
john y,외국 관광객은 많은 편이나 볼거리가 그렇게 많은 편은 아니다． 옆에 연무관과 청와대 정도가 볼만하고 석상은 너무 오래 됨．,3,706,"Foreign tourists tend to have a lot of things to see, but not so much to see. The Yeonmugwan and Cheong Wa Dae next to them are worth seeing and the statue is too old."
ksn0w,"많은 분들이 글을 올린 것을 보고 관심이 생겨 처음으로 방문해봤습니다. 글에 쓰여있는대로 건물은 청결하고 넓직했으며, 전시물 등도 기대 이상으로 재미있었고 또 중국인 단체 관광객 분들만 가득했던 것도 말 그대로였습니다. 걸어서 가면 경복궁 근처에서 몇 번이고 검문에 걸려 멈춰서야겠지 싶어, 시청 쪽에서 시내 버스(녹색 버스 8000번)에 승차해 갔습니다. 이 버스는 청와대 사랑채 바로 앞에 정차합니다. 경복궁 옆의 길로 들어서면 1대씩 검문을 하고, 엄중한 경비가 배치되어 있는 구역이라는 걸",4,706,"I visited for the first time because I was interested in seeing many people posting. As written in the article, the building was clean and spacious, and the exhibits were more interesting than expected, and the exhibition was literally filled with Chinese tourists. I thought I would have to stop near Gyeongbokgung Palace several times on foot, so I took a bus (Green Bus No. 8000) from City Hall. This bus stops right in front of Cheong Wa Dae Sarangchae. If you walk down the road next to Gyeongbokgung Palace, you'll see that it's a heavily guarded area."
えんてつ,"현지 투어로 청와대에 갔을 때, 시간에 여유가 있다는 이유로 들러봤습니다. 전체적으로 새롭고, 청결했습니다. 역대 대통령과 현직 대통령이 미국 오바마 대통령과 함께 찍은 사진 등이 걸려 있었습니다. 현 체제의 홍보 시설이려나요. 카페(레스토랑)와 매점이 있습니다.",4,706,"When I went to Cheong Wa Dae on a local tour, I stopped by because I had time. Overall, it was new and clean. Photos taken by former and incumbent presidents with U.S. President Obama were hanging. I think it's a publicity facility for the current system. There is a cafe (restaurant) and a canteen."
