u_id,review,u_rate,p_id,review_en
Jiyoun,공연보고 밥먹고 산책하고 마을버스안타고 걸어갔는데 생각보다 가깝고 조금 올라갔다고 풍경이 확 바뀌더라구요 일몰은 시간때문에 못봤지만 충분히 좋았고 이화마을과도 연결되어 좋았습니다,4,596,"I went to the concert, ate, took a walk, took a bus to the village, but it was closer than I thought and went up a little bit, and the scenery changed dramatically. I didn't see the sunset because of the time, but it was good enough and connected to Ewha Village."
teamwhite,마을버스 종로03번을 타고 낙산공원까지 간다. 한양 도성 성과을 따라 걷는 길 자체가 좋다. 약간 높은 곳에서 보는 서울의 모습도 아름답다. 공원길을 걷다가 이화동 뱍화마을 까페에서의 여유또한 즐거움이다.,4,596,"Take the village bus Jongro 03 to Naksan Park. Walking along the achievements of Hanyang City Wall itself is good. The view of Seoul from a slightly higher place is also beautiful. While walking along the park road, it is also a pleasure to relax in the cafe of Bboonghwa Village in Ewha-dong."
Alpertbyun,낙산공원 서울 성곽을 따라 산책도 할수있고 서울 시내뷰도 볼수있어요 특히 일몰시간 야경시간에 맞쳐서 가면 좋은 뷰를 볼수 있는곳.,4,596,"You can take a walk along Naksan Park Seoul Fortress and see the view of downtown Seoul. Especially, if you go to the sunset time and the night view time, you can see a good view."
Hyejin S,"성벽을 따라 올라가는 길도 분위기 있고, 올라가서 보는 서울 야경도 귀한 풍경입니다. 언덕길을 올라가야 하지만 부담스러운 정도는 아니에요. 버스도 있음!",5,596,"The road along the wall has a good atmosphere, and the night view of Seoul is also a rare sight. You have to climb the hill, but it's not too much. There's a bus, too!"
Yooni,"주차하고 가볍게 산책하면서 담도 보고 할수 있다 . 남산근처에ㅡ있고 걸어서 시내쪽으로도 내려갈수 있고 독립운동가 박물관도 옆에 있어서 볼 수있다. 넓진 않지만 운치가 있어서 가족이나 연인끼리 가면 좋은곳이고 , 많이 알려지지 않아서 그런지 사람들이 많지 않아서 좋았다. 언덕같이 위아래로 걸어다닐수 있고 강아지도 델고 오는 사람도 많다. 밤에는 서울의 전망도 보기에 그만이다 . 고즈넉히 산책하기 좋은 잔디 그리고 돌담길이 있는 곳이다",3,596,"You can park, take a walk, and look at the wall. Near Namsan Mountain, you can walk down to downtown and see the Museum of Independence Movement next to you. Although it is not wide, it is a nice place to go with family or lovers because of its beautiful scenery, and it was good because there were not many people because it was not well known. You can walk up and down like a hill, and there are many people who bring their dogs. At night, the view of Seoul is perfect. It has a quiet lawn and stonewall road."
ahirity,야경이 멋진 공원입니다. 혜화역에서 시작하는 코스로 방문하는 사람들이 많습니다. 낮에 방문할 경우 공원 쪽에서 보는 뷰가 멋집니다. 공원으로 가는 길의 놎낮이가 있어 무릎이 안 좋은 분은 택시 및 다른 교통수단을 통해 이동하시길 권장합니다.,3,596,"It's a park with a nice night view. Many people visit the course starting from Hyehwa Station. If you visit during the day, the view from the park is great. It is recommended that people with bad knees move by taxi or other means of transportation because of the daytime on the way to the park."
194ren,여유있는 휴가날 서울 근교 조용한 산책로를 찾는다면 가볼 만한 곳이다. 젊은이들에게 많이 알려진 곳은 아니라서 조용하게 찾아가볼 만 한 곳이다.,3,596,"It is a good place to visit if you visit a quiet trail near Seoul on a leisurely holiday. It's not much known to young people, so it's a quiet place to visit."
Junghak L,낙산공원 처음 갔는데 너무 좋아요. 노을 야경 산책 모든 부분에서 좋습니다. 데이트로도 좋고 혼자 산책하기도 좋고 성벽이 또 은은한 멋을 보여줍니다.,5,596,"It's my first time to go to Naksan Park and it's so nice A sunset walk is good for all parts. It's good for dating, walking alone, and the walls of the castle show a subtle look."
KIM Gyunghee,"남산타워만큼 유명하진 않지만, 고즈넉하고 클래식하게 서울 야경을 볼 수 있어요. 동대문 쪽에서 올라가는 마을버스를 이용하면 쉽게 올라갈 수 있어요. 혜화동 쪽에서도 갈 수 있고요.",5,596,"Although it is not as famous as Namsan Tower, you can enjoy the night view of Seoul in a quiet and classic way. It's easy to get up if you take the village bus that goes up from Dongdaemun. You can go to Hyehwa-dong."
gingertea,이 곳 경치가 단연 서울에서 가장 아름답다고 생각합니다. 공원 인근의 아기자기한 가게들도 좋구요. 낮에 봐도 예쁘고 저녁쯤에 경치도 무척 아름답습니다.,5,596,I think the scenery here is by far the most beautiful in Seoul. The cute shops near the park are also nice. It is beautiful even in the daytime and the scenery is very beautiful in the evening.
정딸링,처음 방문한 곳인데 서울 시내가 한 눈에 내려다 보이고 이화벽화 골목과 대학로로 이어지는 코스로 나들이 하시면 좋은 코스가 될 것 같아요. 최고였어요!,5,596,"It's your first time to visit this place, and you can see downtown Seoul at a glance, and it'll be a good place to go out on a trip to Ewha Mural Alley and Daehak-ro. It was the best!"
starsoo,대학로거리에서 커피 한잔 테이크아웃해서 이곳 낙산공원까지 도보로 10분 올라가서 야경을 보며 커피한잔 하는 여유를 느끼기에는 좋다.,4,596,It's good to take a cup of coffee from Daehakro Street and walk 10 minutes to Naksan Park to enjoy a cup of coffee at night.
sunny,산책삼아 걷기에는 경사가 너무 심해서 조금은 힘들듯... 그래도 올라서면 시내 전경이 보이고 노을지는 모습이 아름답다. 올라가기전에 물한통을 들고가기를 추천한다. 아니면 아예 마을 버스로 올라가는것을 추천함,3,596,"The slope is too steep for a walk, so it's a little hard... Still, if you go up, you can see the whole city and the sunset is beautiful. I recommend you to bring a bottle of water before you go up. Or I recommend you to go up to the town bus."
lihhwa2018,대학로에서 공연을 보고 식사를 한후 도보로 낙산공원에 올라가서 서울 야경을 보면 정말 환상적인 뷰를 제공한다. 정말 좋다.,5,596,"After watching the performance in Daehak-ro and eating, you can go up to Naksan Park on foot and see the night view of Seoul. It's really nice."
evita002,낙산공원에 올라가면 서울 전경을 한번에 둘러볼수 있어요. 특히 야경이 아름다워서 밤에 가볼것을 추천하고 각종 티비나 영화의 촬영지로도 유명합니다.,4,596,"If you go up to Naksan Park, you can look around Seoul at once. Especially, the night view is beautiful, so I recommend you to go at night, and it is famous for filming various TV or movies."
아이언맨66,산책하기 좋아요. 대학로 낙산공원으로 올라가 성벽 타고 걸어서 동대문까지 가면 딱 조은 것 같아요. 가다가 목 마르면 카페 중간중간 많아요.,5,596,"It's good for a walk. If you go up to Naksan Park in Daehak-ro and walk to Dongdaemun by the wall, you will feel tight. When I get thirsty on the way, there are a lot of cafes in between."
lordauch,마을버스로 올라가기 쉽습니다. 그외에 여러곳에서 올라오는 길이 있구요. 한적한 오후에 노을과 야경보기에 좋습니다. 그리고 작고 아담한 가게들도 많아서 차한잔 마시며 시간을 보내기에도 괜찮습니다.,4,596,"It's easy to get on the town bus. There are other roads that come up from different places. Good for sunset and night watch on a quiet afternoon. And there are many small and small shops, so it's okay to spend time drinking a cup of tea."
nanal78878,마을버스를 이용하면 쉽게 도착할 수 있습니다. 서울시내 야경 보기에도 좋은곳이예요. 다만 볼거리는 크게 없습니다.,5,596,You can easily get there by using the town bus. It's a good place to see the night view of Seoul. But there's not much to see.
