u_id,u_rate,p_id,review,review_en
선근짱,5,1179,매우 좋은 카지노 부산에는 여러 카지노가 있지만 그 중에서도 세븐럭 카지노가 좋은 것 같습니다 제 외국인 친구가 방문하여 즐거운 시간을 보냈다고 합니다,"There are many casinos in Busan, but I think Seven Luck Casino is the best. My foreign friend visited and had a great time."
Hyun Chul K,3,1179,"부산 7Luck 서울에 있는 7Luck과는 비교하면 unfair하지만 적은 규모의 외국인 전용 Casino로 일반일을 위한 slot machine과 VIP slot machine room이 따로 있고 Table 역시 나뉘어져 있음, 음료수는 주로 self bar로 운영되는데 음식을 못 먹어보아서 음식에 대한 comment는 못하겠네요 직원들 일반 적으로 친절하나 제 ID의 사진이 약간 뿌였게 되어 운전면허증과 같이 보여 주었는데도 다음에 이러면 못 온다는 말에 살짝 기분이 안 좋네요~ 충분히 다른 말로도 할 수","Busan 7Luck 7Luck Compared to Seoul 7Luck, it is unfairable, but it is a small-scale foreigner-only Casino with a separate slot machine and VIP slot machine room, and tables are also divided. Beverages are mostly self bar, but I can't make a calculation of food because I haven't tried food before. The employees are generally kind, but I'm a little bit upset that I showed them my driver's license because my ID photo is a bit messy, but I can't come next time if I'm a little upset. I can't say anything else."
엔트라타,4,1179,롯데호텔 카지노 부산 롯데호텔에 위치하고 있는 카지노 입니다. 내국인은 입장할 수 없는 외국인 전용 카지노 입니다.!!,Lotte Hotel Casino is located in Busan Lotte Hotel. It's a casino for foreigners that Koreans can't enter.
海老蟹,2,1179,"기대에 미치지 못한 카지노 롯데호텔에 묵었을 때, 도전 해 보았습니다. 서울과 비교해 규모는 작고, 첫날 밤은 고객층이 거의 중국인으로 최악이었습니다. 셀프코너에는, 단 커피와, 오렌지쥬스, 미네랄워터가 있었습니다. 최근의 일본인 안티인가 생각 될 정도로 직원, 딜러 모두 붙임성도 없어서 즐겁지 않았습니다. 호텔 스탭이 굉장히 좋았기 때문에, 더욱 카지노의 저레벨이 눈에 띄었습니다.","When I stayed at Lotte Hotel, a casino that didn't meet my expectations, I challenged myself. Compared to Seoul, the first night was the worst for Chinese customers. In the self-corner, there was sweet coffee, orange juice, and mineral water. I wasn't happy because neither the staff nor the dealers were friendly enough to think that it was a recent anti-Japanese. Because the hotel staff was very good, the casino's low level was more noticeable."
ゆきりん1966,3,1179,"시간 때우기에 딱 좋습니다. 부산 여행에서 서면 주변에 숙박했을 때, 저녁밥을 먹고 시간 때우기로 이용하고 있습니다. 이전에는, 숙박처 토요코인 호텔 프론트에, 프레젠트 쿠폰이 있었습니다만, 이번에는 없었습니다. 접수대에서 여권 체크 후, 여느 때와 같이 룰렛 쪽으로. 이 날은 세대가 플레이 중. 1만엔을 바꿔서, 맥주를 마시며 조금씩 플레이. 한시간 정도 논 후, 정산 했더니 7000엔 정도 늘어있었습니다. 술을 마시며 놀 수 있고, 돈도 벌고, 최고의 시간 때우기 입니다.","It's perfect for your time. When I stay around on a trip to Busan, I use it to eat dinner and make time. Previously, there was a presentation coupon at the front of the hotel's Toyoko Inn, but not this time. Check your passport at the reception desk, and then turn to the roulette as usual. On this day the generation is playing. Change 10,000 yen, play little by little over a beer. After playing for about an hour, the settlement increased by 7,000 yen. It's drinking and playing, making money, and spending the best time."
kabudate,1,1179,"사상 최저의 카지노 라스베가스, 마카오, 유럽의 카지노는 거의 다 갔습니다만, 여기는 너무합니다. 딜러, 점원 모두 붙임성도 없고, 또 고객층도 최저. 일본인 밖에 없지만, 소프트핸드의 수도 헤아리지 못하는 녀석이 블랙잭을 하고있다니 관둬 란 느낌이었습니다. 마지막에 앉아있는 습관으로, 아무렇지 않게 오야가 5라도 털어버리고. 하나하나 혀를 차는 말라빠진 원숭이 같은 아저씨도 있고. 아무튼 두번다시 가지 않겠다고 생각했습니다.","The lowest casinos in history, Las Vegas, Macau, and Europe, are almost gone, but this is too much. Dealers and clerks are not friendly and have the lowest customer base. I felt like I had to quit because there was only Japanese, but I couldn't count the capital of Softhand, and he was playing blackjack. With the habit of sitting at the end, Oya just shook off five things, and there was a skinny monkey-like man who kicked his tongue one by one. Anyway, I thought I wouldn't go again."
ラブチェリー,3,1179,"남성이 갈 곳 일까나? 제가 갔을 때는, 중국인의 남성 분들로 꽉 차서, 담배 연기로 공기가 안 좋고, 저에게는 무리였습니다. 포도 주스와 단 커피를 무료여서 먹었습니다만, 쥬스는 과즙 100%로 맛있었습니다. 도박을 그다지 한 적이 없어서, 저에게는 맞지 않았습니다.","Is it a man's place? When I went, it was full of Chinese men, so the air was bad due to cigarette smoke, and it was too much for me. I had grape juice and sweet coffee for free, but the juice was delicious with 100% of the juice. I've never gambled much, so it didn't suit me."
マリー88,3,1179,"분위기 만이라도 체험해 볼 수 있습니다. 외국인 전용의 카지노여서 반드시 여권이 필요합니다. 특별히 드레스 코드가 없어서 어느 정도의 캐쥬얼한 복장은 OK였습니다. 게임의 하는 법을 모르더라도 일본어로 설명서가 준비되어 있습니다. 완전히 초보자여도 일단은 견학, 카지노의 분위기 만이라도 체험 할 수 있는 장소였습니다.","You can even experience the atmosphere. It's a foreigner-only casino, so you must have a passport. There was no dress code in particular, so some casual clothes were OK. Even if you don't know how to play the game, there is a manual in Japanese. It was a place where even a beginner could go on a field trip and experience the atmosphere of a casino."
ViajandoConCarolinaS,2,1179,"Casino Lotte Hotel의 정보 부족 또는 우호적 인 관계 카지노 회원 카드에 관한 정보를 입구에서 물어보십시오. 그렇지 않으면 카지노에서 귀하의 존재를 고려하지 않으며 간단한 서비스를 메뉴 선택으로 사용할 수 없습니다. 또한 직원들은 모든 사용자가 외국인이라는 사실에도 불구하고 영어를 잘 말하지 않습니다. 다른 한편, 채식주의 자나 종교적인 이유로 돼지 고기를 먹지 않거나 건강상의 이유로 알레르기 성 글루텐이거나 불내증이 있다면, 그들은 당신을 도울 수 없으며 당신에게 해결책을 제안하는 것이 불가능하다는 것을 알게됩니다. 그것은 작은 장소이며","Ask at the entrance for information about Casino Lotte Hotel's lack of information or friendly relationship casino membership cards. Otherwise, the casino will not consider your presence and you will not be able to use simple services as a menu choice. Also, employees do not speak English well despite the fact that all users are foreigners. On the other hand, if you don't eat pork for vegetarian or religious reasons, or if you're allergic to gluten or insubstantial for health reasons, they find it impossible to help you and offer you a solution. It's a small place."
Nicoleng23,4,1179,롯데 호텔 카지노 호텔에있는 카지노에 갔다. 외국인 여권을 소지 한 외국인 만 열 수 있습니다. 그것은 마카오 또는 심지어 말레이시아 젠팅에 비해 꽤 작은 카지노입니다. 안내 원이 여권을 스캔 한 후 이민호 (스탠포드 포스터)와 사진을 찍을 수 있습니다. 옷장에는 한국 전통 의상 (한옥)이 있습니다. 그것이 무료 일 것 같네요.,I went to the casino in Lotte Hotel Casino Hotel. Only foreigners with foreign passports can open it. It is quite a small casino compared to Macau or even Malaysia's Genting. The guide can scan your passport and take a picture with Lee Min-ho (Stanford Foster). There is a traditional Korean costume (hanok) in the closet. I think it's free.
cgsmi2017,1,1179,"차별당하는 그들에게 돈을주지 마라. 다른 손님 (우리가 15 분 만 기다렸을 때)이 우리를 밀고 앉아 앉았을 때 자리가 올 때까지 2 시간을 기다렸습니다. 그는 일본인이었습니다. 나는 상인, 구덩이 보스와 관리자에게 말했지만, 모두 그들이 할 수있는 일이 없다고 나에게 말했다. 그들은 심지어 그를 대면하려는 시도조차하지 않았다. 내가 아시아 인이 아니기 때문에 나는 차별 받았다고 느꼈다. 내가 가본 모든 시설에 대한 최악의 고객 서비스. . . 나는 전 세계에있었습니다. 끔찍하고, 끔찍하고, 끔찍한,","Don't give money to those who are discriminated against. When the other guest (when we only waited 15 minutes) sat pushing us down, we waited two hours for the seat to come. He was Japanese. I told the merchant, pit boss and manager, but all told me there was nothing they could do. They didn't even attempt to confront him. I felt discriminated because I am not Asian. Worst customer service for all the facilities I've ever been to. . . I've been around the world. Terrible, terrible, terrible, terrible."
luv2trvl2012,1,1179,"시간을 낭비하지 마세요 저는 롯데 호텔에서 묵는 것이기 때문에 체크 아웃을 하게 되는 이 카지노에 위치한 호텔. 솔직히 말해서, 이 돈이 나 시간이 갈 가치는 없었어요. 매우 작은 -- 확실히 아무것도 하는 데. 슬롯 머신은 다소 오래된 당연히. 마지막인 보너스 같은 것을 하지 않는 아주 드뭅니다. 재생 중에 하지 않아서 그보다 좋은 슬롯 테이블 게임들. 이 곳이 유일한 좋은 점은 무료 물 한 병이 있어!","Don't waste your time. Because I'm staying at Lotte Hotel, I'm going to check out this casino. To be honest, this money wasn't worth my time. Very small -- certainly doing nothing. Slot machines are a bit old, of course. It's very rare not to do the last bonus thing. Better slot table games because they didn't play during playback. The only good thing about this place is a bottle of free water!"
Dan S,4,1179,"라스베이거스 마카오 아니지만 재미도 없는 크랩 테이블... 세븐럭 카지노에 있는 아주 좋은 부산 롯데 호텔이고 전체 2층. 외국인을 위한 곳이기 때문에 (아닌 한국 여권) 매우 바쁜 주지 않았다. 24시간 운영되는 - 7일 퀼팅머신용 작업을 전문적으로 주로 바카라 - 세 가지 수준의 플레이를 할 수도 있고 블랙 잭 윤전곡선. 많은 미국인들이 방문하는 것도 없이 크랩 롯데 호텔에서 묵었다. 할 수 있는 제한된 음식 서비스, 음료 서비스도 물론.","Las Vegas, Macau, but not funny crab tables... It's a very nice Busan Lotte Hotel at the Seven Luck Casino, and it's on the second floor. It's for foreigners, so (no, Korean passport) wasn't very busy. 24-hour - 7 day quilting machine credit professional mainly Baccarat - can play three levels or black jack rotation curve. Many Americans stayed at the Crab Lotte Hotel without visiting. Limited food service, beverage service, of course."
Damansara,1,1179,카지노 우리는 시간에 죽어 있었어요. 다행스럽게도 아래 지하 상가는 카지노.,"Casino. We were dead in time. Fortunately, the underground shopping mall below is a casino."
ayaaan131,2,1179,좋지 않은 기억이 카지노 (하지만 나는 잃지 않았어!) 엄청나게 많은 사람들이 카지노 들 이 나쁜 게 좋은 사람 였습니다. 카지노에 가서 지금은 깨끗했지만 아주 작다. 추천하지 않는 것이지만 확인을 하면 잠시 휴식을 취하거나 식히고,"Bad memories are casinos (but I didn't lose them!) A lot of people were casinos. This bad thing was good people. I went to the casino and now it was clean but very small. I don't recommend it, but if you check it, you can take a break or cool it down."
