u_id,review,u_rate,p_id,review_en
상규 김,인사동을 찾아가다 우연찮게 가게된 탑골공원. 텔레비전에서 보던 것처럼 어르신들이 많이 보였음. 하지만 노숙하는 분들도 많아 아이를 데려가기 꺼려짐.,3,95,"Tapgol Park was accidentally visited while visiting Insa-dong. I saw a lot of elderly people as I saw them on TV. However, there are many homeless people, so they are reluctant to take their children."
teamwhite,"탑공원, 탑동공원, 파고다공원이라고도 하며, 1991년 10월 25일 사적 제354호로 지정되었다. 고려시대에는 흥복사가, 조선시대 전기(1464)에는 원각사가 그 자리에 있었는데, 연산군이 원각사를 폐사하고 중종 때 건물이 모두 철거되면서 빈터만 남아 있다가, 1897년(광무 1) 영국인 고문 J.M.브라운이 설계하여 공원으로 꾸며졌다. 독립선언서가 낭독되었던 팔각정을 중심으로, 원각사지 10층석탑(국보 2), 원각사비(보물 3), 앙부일구(해시계) 받침돌 등의 문화재와,",4,95,"Also known as Tap Park, Tapdong Park, and Pagoda Park, it was designated as Historic Site No. 354 on October 25, 1991. Heungboksa Temple was located during the Goryeo Dynasty and Wongaksa Temple in the early Joseon Dynasty (1464), but only the vacant lot remained when Yeonsangun closed Wongaksa Temple and all the buildings were demolished during the reign of King Jungjong. It was designed and decorated as a park by British adviser J.M. Brown in 1897 (Gwangmu 1). In the center of Palgakjeong Pavilion, where the Declaration of Independence was read, cultural heritages such as the 10-story stone pagoda (National Treasure 2), Wongak Sabi (Treasure 3) and the supporting stone of Angbuil-gu (Sea Clock) were included."
Joon K,먼가 십원에 그려진 곳이라 생각해서 쉽게 볼수 있지 않을까 오래됐다고 무시하는 느낌이 들어 한번 가보았다. 마치 탑은 산소마스크를 씌운듯 힘들게 보존된거같다. 그래도 한번은 오고 봐서 다행인거같다.,5,95,I went there because I thought it would be easy to see it because I thought it was painted in 10 won. It's as if the tower was covered with oxygen masks. But I'm glad to see you once.
용마사,역사책에 나오는 역사적인 장소이죠!!! 공원안에 국보 원각사지 10층 석탑이 있어요~~ 한번 들려보길 바래요!!,5,95,"It's a historical place in the history books!!! Inside the park, there is a 10-story stone pagoda at Wongaksa Temple Site.~~~ I hope you can listen to it!!"
soul8486,"탑골공원의 이미지는 어르신들만 많이 있는 곳이라고 생각하고 여태까지 안 갔었는데 원각사지10층석탑을 보기 위해 지나가다가 들렀다. 탑이 유리 안에 있어서 좀 답답하기는 하였지만, 이 곳에서 독립선언서를 낭독하였다는 것과 민족대표33인이 모두 한 목소리를 내었던 곳이라고 생각하니 마음이 짠해지기도 하였다.",5,95,"I thought the image of Tapgol Park was only for the elderly, so I stopped by to see the 10th floor stone pagoda of Wongaksa Temple. It was a bit frustrating because the tower was in the glass, but it was also heartbreaking to think that the Declaration of Independence was read here and that it was a place where all 33 national representatives spoke in one voice."
everlsk,종로에 위치한 탑골공원. 그런데 평일 낮에는 어르신들이 많이 몰리는 곳이다보니 젊은 층이 여행으로 가기에는 그다지 추천하고픈 곳은 아니다.,3,95,"Tapgol Park, located in Jongno, is a place where many senior citizens are gathered during the daytime on weekdays, so it is not a place that young people would recommend for a trip."
PINKSHOW01,"흔히들 어르신들이 많이 오시는 장소로만 알고 있었는데, 우연히 들어가 본 후, 원각사집 10층 석탑도 보고 오래된 나무도 보고난 뒤 인식이 바뀌었음. 그냥 밖에서만 지나치지 말고 잠시라도 들러서 안쪽에 숨어있는 역사적 가치가 있는 것들을 즐기고 오길 추천함",4,95,"I used to think that it was a place where many senior citizens came, but after I happened to go in, I saw the stone pagoda on the 10th floor of Wongaksa Temple, and saw the old tree, and the perception changed. I recommend you stop by and enjoy the things of historical value hidden inside."
Moonkyu K,"주변을 뱅 돌아가본적은 많았지만 막상 들어가본적은 없었는데, 종로에 갈 때 한번쯤 가서 파고다를 가볼 필요가 있었다고 생각했다. 늦은 밤에 가는 것은 역시 위험.",3,95,"I've been around a lot, but I've never been there before, but I thought I needed to go and go to Pagoda when I went to Jongno. Going late at night is also dangerous."
utsumic,"종각역에서 종묘로 향하는 도중에 있습니다. 할아버지와 할머니들이 많이 모여있어요. 솔직히 일본인의 입장에서 보면 살기 힘든 장소지만, 서울에 사는 노인분들의 생활을 엿볼 수가 있으니 어차피 지나가는 곳이라면 발길을 멈추고 한번 보고 가는 것은 어떨까요?",4,95,"It's on the way to Jongmyo from Jonggak Station. Grandfathers and grandmothers are gathered. To be honest, it's a difficult place for Japanese to live in, but since you can get a glimpse of the lives of elderly people living in Seoul, why don't you stop by and take a look?"
amiken,"아마 관광 명소가 아닐까 싶어요. 그 지역 사람 밖에 없었고, 왠지 노인이 아주 많았습니다・・・왜일까요? 공연장 중앙에 유리로 보호한 채 짓고 있는 높은 불탑이??? 좀 신기한 명소였어요.",3,95,"I think it's a tourist attraction. There were only local people, and somehow there were a lot of old people. ··왜 Why? The tall fire tower that is being built with glass in the center of the concert hall? It was an interesting attraction."
사막의달,"어르신들의 집합장소인듯... 젊은이들이 가봤자 눈총 받기 쉽상. 사진 과제 하러 갔던 적이 있었는데, 별로 다시 오고 싶은 느낌은 없었다.",2,95,"It's like a gathering place for the elderly. It's easy for young people to get caught in the snow. I once went to do a photo assignment, but I didn't feel like coming back."
にゃーにゃ,"탑골 공원, 넓습니다. 「항일・독립운동의 정신을 계승하는 공원」이지만, 공원이라기보다 대문 등의 건축물이 훌륭해서 사찰 같은 느낌이었습니다. 넓고 여러 건축물이 인상적이었습니다. 담의 바깥쪽 도로에는 포장마차도 있어서 북적였습니다.",3,95,"Tapgol Park, it's spacious. Although it is a park that inherits the spirit of the anti-Japanese and independence movements, it was more like a temple because of its magnificent buildings such as the gate. The wide and many buildings were impressive. There was also a cart bar on the outside of the wall, so it was crowded."
まなかな,"1919년 3월 1일에 일어난 항일 독립운동의 발상지인 이 공원. 일본인 관광객에게 인기 있는 인사동에서도 가까워서 가기 쉬운 곳이지만, 저는 왠지 일본인으로서 그곳에 있는 것이 괴로운 느낌이었습니다. 하지만 증오하는 마음이 아니라 할아버지, 할머니의 휴식처처럼 상당히 따뜻한 느낌이에요.",3,95,"This park is the birthplace of the anti-Japanese independence movement that took place on March 1, 1919. It's easy to go to Insa-dong, which is popular with Japanese tourists, but as a Japanese, it was painful for me to be there. But it's not a hateful heart, it's a very warm feeling like a resting place for my grandparents."
jolav12,별로 특별하지 않습니다. 멋진 파고다가 있지만 유리 건물에 숨겨져 있기 때문에 유리 안에있는 모든 반사 때문에 잘 보지 못합니다.,3,95,"It's not that special. It's a nice pagoda, but it's hidden in a glass building, so it's hard to see because of all the reflections in the glass."
Onn11,나는 그것이 나의 호텔 근처에있는 것에 따라이 공원을 찾아 가기로 결정했다. 풍부한 역사적 중요성을 지닌이 공원은 도시의 중심부에서 숨 쉬고 조용한 산책을 즐길 수있는 멋진 작은 공원이기도합니다. 가을에는 노랗고 붉은 색으로 줄 지어져있는 나무들로 아름다운 풍경이 보입니다. 개장 시간은 오전 9 시부 터 오후 6 시까 지입니다.,3,95,"I decided to go to this park according to what it was near my hotel. With its rich historical significance, it is also a wonderful little park where you can breathe and enjoy quiet walks in the heart of the city. In autumn, trees lined with yellow and red colors show beautiful scenery. Opening hours are 6 p.m. from 9 a.m. to 6 p.m."
Sarah53187,Tapgol Park는 인사동의 아름다운 작은 녹색 공간입니다. 이 지역에있을 때 빠른 휴식을 취하기에 좋으며 아름답고 흥미로운 10 층 석탑이 있습니다.,3,95,Tapgol Park is a beautiful little green space in Insadong. There is a beautiful and interesting 10-story stone pagoda that is good for quick rest in this area.
Jae S,마지막으로 내 할아버지가 3 월 1 일 거리 1919 독립 운동에 참여한 곳을 방문 할 기회를 얻었습니다. 이 위치는 한국 역사의 중요한 부분이며 일본 점령과의 투쟁입니다.,5,95,"Finally, my grandfather got a chance to visit the place where he participated in the 1919 Independence Movement on March 1st. This position is fighting an important part of Korean history and that the Japanese occupation."
LASeoulGuy,"역사: 이 공원 다른 이미 언급했듯이 역사적 의미가 있습니다. 이곳은 서울 수립된 첫 현대적인 공원. 15세기 10층짜리 Pagoda는 젼경이 펼쳐보이는 유리로 하지만 멋진 사진을 쉽지 않습니다. 또한 1919년 일본 한국의 독립을 알리기 위해 기념물이 많이있다. 평가: 아주 작은 공원. 나는 30분 이곳에서 충분했습니다. 사람이 여기 휴식을 취하세요. 인사동 가면, 가깝기 때문에 여기서 멈출 수 있습니다. 그렇지 않은 경우 귀찮게 하지 않아도 됩니다. 위치: 종로 3가 역 출구 1",3,95,"History: This park, as I have already mentioned, has historical significance. This is the first modern park established in Seoul. The 10th-story Pagoda in the 15th century is a glass with a panoramic view, but it is not easy to take nice pictures. Also, there are many monuments to promote the independence of Japan and Korea in 1919. Evaluation: A very small park. 30 minutes was enough for me here. People take a rest here. If you go to Insadong, you can stop here because it's close. Otherwise, you don't have to bother. Location: Jongro 3-ga Station Exit 1"
Okarahan,이 곳과 매우 특별한 것은 없지만 조용하고 작은 공원에 약간의 역사가 있습니다. 우연히 근처에있을 경우 방문 할 가치가 있습니다.,3,95,"There's nothing very special about this place, but there's a little history in the quiet little park. It's worth visiting if you happen to be nearby."
kenkeh,"우리가이 공원에 머물렀던 Makers 호텔에서 도보로 10 분 거리에 우리는 9 시경에 이곳에서 남이섬까지 버스를 타기 위해 도착합니다. 한국의 전망대, 수풀 및 나무가있는 작은 공원입니다.",3,95,"10 minutes walk from the Markers Hotel where we stayed in this park, we arrive here at 9 o'clock to catch a bus to Nami Island. It is a small park with an observatory, bushes, and trees in Korea."
DantesCaulfieldGatz,"나는이 공원에 들렀다. 그리고 그것은 땅을 걸어 다니고, 여러 가지 상판을 멈추고 읽는 데 약 30-45 분 걸렸다. 하이라이트는 잘 보존 된 15 세기 파고다가 보호 유리로 싸여 있으며, 한국 독립 선언문을 기념하는 기념탑이 있습니다. 학생들은이 공원에서 1919 년에 선언문을 발표했습니다. 맞은 길에서 벗어나 신속한 방문의 가치!",4,95,"I stopped at this park. And it took about 30-45 minutes to walk around the ground, to stop and read various tops. The highlight is well-preserved 15th century Pagoda covered with protective glass, and there is a monument commemorating the Korean Declaration of Independence. Students issued a declaration in 1919 at the park. The value of a quick visit away from the beaten path!"
Mazmannan,"서울의 내 호텔에서 그리 멀지 않은 공공 공원 - 탑골 공원 - 탑 공원으로도 알려져 있습니다. 평화로운 공원이었습니다. 그것은 손병희 동상을 가지고있다. 이 공원은 1919 년 3 월에 독립 선언문이 읽힌 Wongaksaji Sipcheungseoktap, Weongaksabi, Palgakjeong과 같은 역사적으로 중요한 보물을 가지고 있으며 독립 항의의 출발점이었습니다. 탑골 공원은 종악사 앞 종로 2가 모퉁이에 위치하고 있습니다. 사실 서울에 건설 된 최초의 현대 공원입니다.  ",4,95,"It is also known as a public park - Tapgol Park - not far from my hotel in Seoul. It was a peaceful park. It has a statue of Son Byung-hee. The park had historic treasures such as Wongaksaji Sipcheungseoktap, Weongaksabi, and Palgakjeong, where the Declaration of Independence was read in March 1919, and was the starting point of the independence protest. Tapgol Park is located at the corner of Jongno 2-ga in front of Jongaksa Temple. In fact, it is the first modern park built in Seoul."
shri5,이 공원은 1890년대 만든 것으로 생각했습니다. 1913년에 공개된. Thpark. 올해 3월 31Strating 점. 이 이벤트를 기념하는 다행입니다. 이 공원은 Wongaksa 성전.,4,95,I thought this park was made in the 1890s. released in 1913. Thpark. 31Strating point in March this year. I'm glad to celebrate this event. This park is the Palace of Wongaksa.
