u_id,review,u_rate,p_id,review_en
Jaehwang K,정동 갔다가 우연히 찾은 괜찮은 전망대. 여기에 이런 곳이! 덕수궁도 한 눈에 보이고 오늘따라 하늘도 맑아서 북악산 쪽 경치도 좋았음. 냉장고 자석 가격도 착함.,4,20,"I came across a nice observatory from Jeong-dong. This is the place! Deoksugung Palace was visible at a glance and the sky was clear today, so the view of Bukaksan Mountain was nice. The price of the refrigerator magnet is also good."
Discover709609,"도심 빌딩에 둘러싸인 고즈넉한 덕수궁 멀리 보이는 광화문 도심 속 휴식공간으로 제격. 게다가 무료. 공공기관 청사에 있다보니 로비에 출입증을 검사하는 게이트가 있지만 전망대에 간다고하면 바로 열어주니 부담없이 가보자. 창너머로 보이는 건물들에 대한 설명도 충실하다. 영어, 중국어, 일본어로도 번역해놓았다. 서울을 모티브로한 각종 기념품을 파는 기프트코너도 까페 한켠에 자리잡고 있다.",5,20,"It is perfect for a rest area in downtown Gwanghwamun, which is located far away from Deoksugung Palace, surrounded by buildings in the city. Besides, it's free. There is a gate in the lobby to check the pass as it is located in the public agency building, but if you go to the observatory, you will open it right away, so let's go without any burden. The explanation of the buildings that appear to be over the window is also faithful. It has been translated into English, Chinese, and Japanese. Gift corners, which sell souvenirs based on Seoul, are also located on the side of the cafe."
yun825,"꽃피는 봄, 단풍이 풍성한 가을, 눈 덮인 고궁이 보고 싶으면 꼭 봐야할 곳 입니다. 사람이 항상 많아서 고즈넉한 시간을 갖고 싶으시다면 점심때는 피하심이 좋다고 생각됩니다",4,20,"It is a must-see place if you want to see the blooming spring, autumn with plenty of maple leaves, and the snow-covered palace. If you want to have a quiet time because there are always a lot of people, I think it's good to avoid during lunch."
se0ngnamk,"덕수궁이 한눈에 내려다보이는 매우 좋은 전망의 카페. 커피 가격도 싼 편. 실내는 크지 않은 편. 휴일에 방문 했는데, 올라가는 길을 찾기가 쉽지 않았음.",4,20,"A cafe with a very good view overlooking Deoksugung Palace. Coffee prices are also low. The interior is rather small. I visited on holiday, but it wasn't easy to find a way up."
VEVEJIYU,고궁관람하고 가기 딱 좋은 위치입니다. 외국인 친구 데려갔더니 아주 좋아하네요. 사진 찍기도 좋아요.,5,20,"It's a perfect place to go to the palace. I took a foreign friend and he's very happy. It's good to take pictures, too."
kris,"서울시청별관 13층에 있는 정동전망대는 오전9시부터 오후 6시까지만 무료 입장이 가능합니다 카페'다락'은 차종류가 2000원대로 저렴하니까 이용하시면 좋을것 같습니다. 주말과 공휴일에는 13층까지 운행하는 전용엘리베이터도 운행하고 있다고 합니다. 무엇보다 좋은 점은, 시청앞 스케이트 광장과 덕수궁을 높은 곳에서 한눈에 조망할 수 있어서 마치 서울의 또 다른 모습을 보는 것입니다. 방문해볼 가치가 있는 곳입니다.",3,20,"Admission to the Jeongdong Observatory on the 13th floor of the Seoul City Hall is only free from 9 a.m. to 6 p.m. The cafe's Darak' is cheaper than 2,000 won, so it would be good to use it. On weekends and holidays, there is also a dedicated elevator that runs up to the 13th floor. The best part is that you can see the Skate Plaza and Deoksugung Palace in front of City Hall from a high place, so you can see a different view of Seoul. It's worth visiting."
Stori Asia,"서울시를 위에서 본다면, 대부분의 사람들은 남산 타워 나 서울 스카이에 갈 것이다. 그러나이 정동 전망대는 놀랍게도 13 층에있는 카페인 덕수궁을 아름답게 바라 볼 수있는 곳입니다. 달콤한 커피를 마시고 아래 숨막히는 경치를 보면서 마음을 방황하는 동안 앉을 수있는 편안한 장소입니다. 우리는 개인 그룹을 거기에 데려왔고 그들은 그것을 좋아했습니다. 방문 할 가치가 있으며 무료입니다.",5,20,"If you look at Seoul City from above, most people will go to Namsan Tower or Seoul Sky. However, this Jeong-dong Observatory offers a stunning view of Deoksugung Palace, which is located on the 13th floor. It's a comfortable place to sit while you drink sweet coffee and watch the breathtaking scenery below. We brought a private group there and they liked it. It's worth visiting and it's"
PC T,"찾아내는 데는 시간이 걸렸지 만, 기본적으로 대한문의 왼쪽에 있습니다. 길을 걸어 내려 가면 왼쪽에 시청 건물이 보입니다. 그쪽으로 걸어 가면 관측소로 향하는 신호가 있습니다. 여기의보기는 크다. 그리고 심지어 주말에 많은 민족이 없다. 현장에서 음료수를 구입할 필요는 없지만, 정중하게 식사를 할 것입니다.",5,20,"It took time to find out, but it's basically on the left side of Daehanmun Gate. If you walk down the street, you will see the City Hall building on your left. If you walk there, there's a signal to the observatory. It looks big here. And even on weekends there are not many ethnic groups. You don't have to buy drinks on the spot, but you'll have a polite meal."
CanisHan,C (19.05.08) 이 관측소는 시민을 위해 열린 서울 특별시 시청 13F였다. 덕수궁의 전경과 서울의 일부를 볼 수있었습니다. 그러나 관측소보다는 건물에 단지 높은 층이있었습니다. 내부는 많은 사람들로 붐비 며 커피 가격은 싸다.,3,20,"C (19.05.08) The observatory was 13F of Seoul Metropolitan City Hall held for citizens. You can see the view of Deoksugung Palace and some parts of Seoul. But there was only a higher floor in the building than in the observatory. Inside, coffee is cheap because it is crowded with many people."
JHL,덕수궁 옆 관측소입니다. 많은 사람들이 이곳을 안다. 궁전과 종로 지구를 내려다 보는 것이 좋습니다. 얻는 방법: City Hall Annex의 13 층에 있습니다. 대숙 문 왼쪽 3 ~ 5 분 남은 도로가 왼쪽에 있습니다. 주말에는 현관 문이 닫힙니다. 그러나 건물 오른쪽에 여분의 문이 있습니다.  - 창문쪽으로 약 20 개의 의자가 있습니다. 그리고 우리는 좌석을 차지하기 위해 기다릴 필요가 없었습니다.  - 카페가 하나 있는데. 커피는 컵에 담아서 값 싸고 맛있습니다. 커피 숍에서,4,20,This is the observatory next to Deoksugung Palace. Many people know this place. It's good to look down at the palace and Jongno district. How to Get: It's on the 13th floor of City Hall Annex. Three to five minutes to the left of the Daisook door is on the left. The front door closes on weekends. But there is an extra door on the right side of the building.  - There are about 20 chairs by the window. And we didn't have to wait to get a seat.  - There's a cafe. Coffee is cheap and delicious in a cup. at a coffee shop
Onn11,서울 도심에 위치한 서소문 빌딩 13 층의 13 층에있는 작은 명소입니다. 우리가 평일 오후 1시에 오후 1시에 갔을 때 점심 시간을 마시 며 덕성을 보러 온 사람들이 몰려 들었습니다. 기본적으로 카페는 매일 열려 있으며 주중에는 오후 9시에 주말에는 오후 6시에 닫힙니다. 카페 직원은 어떤 음료도 사지 않고도 전망을 즐기기 위해 방문객들을 신경 쓰이는 것 같지 않았습니다. 비록 그것이 혼잡 할 때 많은 서있는 공간이 없기 때문에 오랫동안 머무르기에 좋지 않습니다. 20 세기 초 서울과,5,20,"It is a small attraction on the 13th floor of the Seosomun Building located in downtown Seoul. When we went from 1 p.m. to 1 p.m. on weekdays, people who came to see Deok-seong gathered for lunch. By default, the cafe is open daily and closes at 9 p.m. on weekdays and 6 p.m. on weekends. The cafe staff didn't seem to mind visitors to enjoy the view without buying any drinks. It is not good to stay for a long time because there is not much standing space when it is crowded. Seoul in the early 20th century"
LASeoulGuy,"한국에서 14 년을 살면서도 내가 알지 못했던 덕수궁을 내려다 보는 작은 카페. 긍정적 인 점 : 1) 덕수궁의 멋진 경치 2) 고급 커피 3) 역에서 가까운 거리 부정적인 점 : 1) 좌석은 매우 편안하지 않다 2) 카페는 조금 작다 3) 많은 관광객이보기 때문에 온다. 그래서 가장 조용한 카페가 아니다. 정동 천문대는 서울 서 소문 빌딩 13 층에 위치하고있다. 시청역 (1 호선과 2 호선)에서 나올 때 곧바로 골목길로 가거나 지나칠 것입니다. 당신은 계속 걷고, 당신의 오른쪽에있는",4,20,"A small cafe overlooking Deoksugung Palace that I didn't know for 14 years in Korea. Positive: 1) Great Scenery of Deoksugung Palace 2) The negative aspect of the close distance from the station: 1) The seat is not very comfortable 2) The cafe is a little small 3) Because many tourists see it. So it is not the quietest cafe. Jeongdong Observatory is located on the 13th floor of the Somun Building in western Seoul. When you leave City Hall Station (Line 1 and Line 2), you will go straight to the alley or pass by. You keep walking, on your right."
