review,u_id,u_rate,p_id,review_en
러브 뮤지엄 텔레비젼에 나와서 갔는데 너무 재미있었습니다. 연인들과 같이 가도 좋고 아이들하고 같이 가도 좋습니다. 강력히 추천합니다.,JIHWAN RYU,4,922,I went to the Love Museum TV and it was so much fun. You can go with your lovers or with your children. I strongly recommend it.
짱 좋음 여기 티비에 나와서 꼭 가보고싶었는데 ... 오늘 드디어 가보게되었다 여자둘이서 갓는데 남자친구랑도 오면 좋을것같은 장소(?)인것같다 나중에 남자친구랑도 와야지 !!!,안쥴리,5,922,"It's great. I really wanted to go here on TV... I finally got to go today. I went there with two girls, and I think it would be a good place to come with my boyfriend. I'll come back with my boyfriend later!"
러브뮤지엄! 그저 사진 찍는 곳을 돈주고 간다는 게 처음에는 별로 내키지 않았는데 한 번 경험사마 간 것이 매우만족은 아니지만 나름 한 시간 동안은 재미있었습니다!! 하지만 처음엔 신기해서 재미있었는데 너무 같은 패턴에 종류라서 후반엔 사진도 별로 안 찍고 지루해 져서 조금 아쉽지만 재미있었습니다 저는 소셜커머스로 조금 싸게 갔는데 제값주고 보았다면 조금 더 아쉬웠을 것 같습니다~,손 부,2,922,"Love Museum! I didn't want to pay for the photo shoot at first, but I'm not satisfied with the experience, but I had fun for an hour!! But at first, it was fun because it was interesting, but it was kind of the same pattern, so I didn't take a lot of pictures in the second half, so it was a bit boring, but it was fun. I went to the social commerce site for a bit cheaper, but I think it would have been a bit disappointing if I paid for it."
건방진 약간의 재미와 화려한 사진으로 걸어가십시오! 너무 재미 있고 큰 웃음이었습니다! 트릭 아이 미술관과 함께해야합니다. 꽤 보수적 인 도시에서 그런 미친 곳을 보는 것은 재미있었습니다. 부끄러워하지 말고 웃으십시오. 재미있는 사진을 찍을 가치가 있습니다!,Holyrood,5,922,Walk with some cocky fun and fancy pictures! It was so much fun and a big laugh! You should be with Trick Eye Museum. It was fun to see such a crazy place in a fairly conservative city. Don't be shy and smile. It's worth taking fun pictures!
"이 장소에 대한 많은 사랑 ""사랑 박물관""을 생각하면 발렌타인 데이를 생각합니다. . . 이것은 아닙니다! ! LOL. 인간의 성욕과 예술 작품으로 쉽게 기분을 상하게하지 않으면이 부분을 여행의 일부로 만드십시오! ! 너무 재미 있어요! !",Ashley M.,5,922,"0When I think of the many love and love museums for this place, I think of Valentine's Day...Not this one, LOL.Make this part part of your journey if you don't easily offend by human sexuality and art.  It's so much fun."
보수적 인 한국은 꼬임 측면을 보여줍니다 이 박물관은 재미 있었다. 나는 한국이 나타내는 것처럼 보수적 인 성 박물관이 한국에있을 것이라고 믿을 수 없었다.,Mobius1053,5,922,Conservative Korea shows its twisted side. The museum was fun. I couldn't believe that the conservative Inseong Museum would be in Korea as Korea indicated.
조금 비싸지 만 가치가있다. Ok. 그래서 8000 원은 그렇게 많지 않다. 그러나 우리는 1 시간 미만 동안 여기에 있었다. 그리고 큰 인상적인 박물관은 자유 롭다! 우리는 여전히 즐거운 시간을 보냈습니다! 벽에있는 그림들은 매우 재미 있습니다. 많은 사진 기회가 있습니다! 모델은 우리를 웃게 만들었습니다. 선물 가게를 사랑했을 것입니다! !,Lottelli,4,922,"It's a little expensive and worth it. Ok. So 8,000 won is not that much. But we were here for less than an hour. And the big impressive museum is free! We still had a great time! The pictures on the wall are very interesting. There are many photo opportunities! The model made us laugh. I would have loved the gift shop! !"
"재미, 재미, 재미 이 박물관은 독특합니다. 재미있었습니다. 마음을 열고 즐겁게 지내고 친구, 파트너와 함께 사진을 많이 찍고 좋은 웃음을 보내십시오. 내부에는 꽤 작지만 흥미롭고 재미있는 작품이 많이 있습니다. 좋은 사진을 찍을 수있는 기회가 많습니다. 내 파트너와 나는 많은 즐거움을 경험했습니다.",Everton,5,922,"Fun, Fun, Fun. The museum is unique. It was fun. Open up, have fun, take lots of pictures with your friends and partners, and have a good laugh. Inside, there are a lot of interesting and interesting works that are quite small but interesting. There are many opportunities to take good pictures. My partner and I have experienced a lot of fun."
"큰! 이 박물관은 훌륭한 엔터테인먼트와 그림의 기회를 제공합니다. 비록 내가 혼자 여행했지만, 다른 방문객들은 매우 기분이 좋았습니다. 그래서 그들은 물었을 때 많은 사진을 찍었습니다. 입장료는 8,000 원이며, 그만한 가치가 있습니다. 나는 특히 제주 러브 랜드에 가지 않을 사람들에게이 곳을 추천 할 것입니다.",Aleksssa,5,922,"Big! This museum offers great entertainment and painting opportunities. Although I traveled alone, the other visitors felt very good. So they took many pictures when asked. The admission fee is 8,000 won, and it's worth it. I will especially recommend this place to people who will not go to Jeju Love Land."
"좋은 웃음 모든 격찬과 내가이 장소를 방문하는 것으로부터 얻은 즐거움에도 불구하고 나는 여전히 값 비싼 편에서 입학을 조금 찾는다. 이 장소에는 실제로 많은 창의력이 있으며, 특히 커플들은 좋은 시간을 보내는 경향이 있습니다.",Freddy W,4,922,"Good laugh For all the rave reviews and the pleasure I get from visiting this place I still find some admission on the expensive side. There's actually a lot of creativity in this place, especially couples who tend to have a good time."
