review,u_id,u_rate,p_id,review_en
드라이브 코스 유적지는 아니고 전통모양으로 만든 휴게소 같은 곳이에요. 북악스카이웨이 드라이브나 트래킹 하다가 들러서 경치구경 하기 좋아요,juou,3,551,"It's not a drive course site, but a place like a traditional rest area. It's good to stop by and see the scenery while driving or trekking in Bukak Skyway."
음 글쎄ㅠ 너무 춥고 귀뚜라미 많고 쾌적하지도 않고 둘러싸인 숲속에서 내려더보이는 서울의 빛은 딱히 특별하거나 화려할 것이 없었다 ㅠㅠ,팜므파탈캣,1,551,"Well, it was so cold and crickets and not pleasant, but the lights of Seoul that could be seen from the surrounding forest were nothing special or fancy. ᅲᅲ"
가족끼리 그다지 추천 하고 싶지않음 차라리 남산타워를 가는것을 추천합니다. 아니면 테크노마트 9층 하늘공원도 그럭저럭 볼만합니다,Kang!!!,1,551,"If you don't want to recommend it with your family, I recommend you to go to Namsan Tower. Or Skye Park on the 9th floor of Techno Mart."
"심야 드라이브 코스로 친구가 심야에 갑자가 드라이브 한번 가자고 하더니 이곳을 데려가더라고요.ㅋㅋㅋ 북악스카이웨이, 뭔가 했더니, ㅋㅋㅋ 이 높은 지대에 웬 팔각정이 하나 있네요 정말 사람들 많더라고요. 정말 차타고 올라가는데 무지 한참 차 데는데 무지 한참,, 나가는데 무지한참.. 팔각정에 왜 이리 사람들이 많은지 이 지역에서 유명하긴 한 건가 봅니다. 지대가 높아서 밖에 야경을 보기엔 좋더라고요. 그래서 유명한가 봅니다. 심야 드라이브 코스로 바람쐬러 갈만한 곳이네용",JUSEONG Y,3,551,"My friend asked me to go for a drive late at night and he took me here.Bugak Skyway, I did something, and there's an octagonal pavilion on this high ground. There were so many people. I'm going up in the car, and I'm going up in the car, and I'm going out, and I'm... It seems that there are so many people in Octagonal Pavilion that it is famous in this area. The ground is high, so it's good to see the night view outside. I guess that's why it's famous. It's a good place to go for a late-night drive."
"나만 좋은 곳인가? 애들 데리고 갔는데, 춥다고, 멀미 난다고, 피곤하다고 하는데, 나만 좋았다. 야경도 보고 오랜만에 서울 하늘에 별도 봤다. 영하 13도에서의 북악스카이웨이는 평생 기억에 남을 것이다. 남산 서울타워에서 보는 야경과는 사뭇 다른 뷰였다.",동근 Gim,5,551,"Am I the only good place? I took the kids, they said they were cold, sick, tired, but I was the only one who liked it. I saw the night view and saw the stars in the sky of Seoul after a long time. At minus 13 degrees, the Bukak Skyway will remain in memory for the rest of your life. It was a very different view from the night view from Namsan Seoul Tower."
오랜만에 야간드라이브 거의 10년만에 드라이브 하러 갔습니다. 예전기억이랑 느낌은 조금 다르지만 서울시내 야경을 보는 기분만은 너무 좋았습니다.,JAEMIN S,4,551,"It's been a long time since I went for a drive at night in almost 10 years. It felt a little different from the old memories, but it felt so good to see the night view in Seoul."
"강북권 주민들이 평일에 부담없이 드라이브 할 수 있는 곳! 평일에 멀리 나들이 가기는 멀고 할때, 가면 너무 좋습니다. 팔각정이 좁아서 돌아보기도 편했어요. 서울시내 야경도 로맨틱하고 망원경으로 멀리 볼 수 있어 좋았습니다. 성북 성곽길을 바라보면 고즈넉히 마음도 편안해 집니다. 주차도 편해서 강추합니다. 주말엔 안가봤지만, 사람이 많다고 해서 평일을 추천합니당!",박박박이,5,551,"A place where residents in the Gangbuk area can drive freely on weekdays! It's a long way to go out on weekdays, and it's great to go. The octagonal pavilion was narrow, so it was easy to turn around. The night view in Seoul was romantic and it was nice to see far away through the telescope. Looking at the fortress road in Seongbuk-gu makes me feel at ease. Parking is also convenient, so I strongly recommend it. I haven't been there on weekends, but I recommend weekdays because there are so many people!"
야경이 무척 아름답습니다. 주말 저녁에 야경을 보러 방문했습니다. 성곽의 야경도 보이고 도심과 남산까지 야경이 너무 아름다웠습니다. 다만 주말이라서 그런지 차가 너무 많아서 주차하는데 상당한 시간을 도로에서 대기해야 했습니다. 왠만하면 평일에 가는걸 추천 드립니다.,nkpd00,4,551,"The night view is very beautiful. I visited to see the night view on the weekend evening. I could see the night view of the castle and the night view from downtown to Namsan was so beautiful. But maybe because it was the weekend, there were so many cars that I had to wait on the road for a long time to park. I recommend you to go on weekdays if possible."
"호주에서 온 두 커플 우리는이 장소를 조사하기 위해 산책하러 나갔다. 그것은 굉장한 날로 밝혀졌다. 우리는 점을 조사하기 위해 도착하고있는 지역 주위에 누구나를 하이킹을 끝내었고, 놀랄만한 사진을 받았다. 하이킹 길은 아마 전체 여행의 나의 마음에 드는 사람이었다.",Luke H,5,551,"Two couples from Australia. We went out for a walk to investigate this place. It turned out to be a great day. We finished hiking everyone around the area that was arriving to examine the dots, and received a remarkable photograph. The hiking trail was probably my favorite of the whole trip."
"스카이웨이 부각, 파빌리온 PALGAKJUNG 파빌리온은 산이 부각. 서울의 북쪽을 아주 좋은 곳. 야경도 좋습니다. 이 곳은 매우 유명한 곳이 서울 타워 전망대와 같은, 하지만 쉽게 차가 없이. 하이킹과 같은 경우, 걸어갈 수 있는 길을 따라, 멀리서 즐기고 오래 된 요새 입니다. 또는 택시를 타고 경복궁 근처, 청와대 방향으로. 택시를 타고 20분 max, 그리고 US $10 $정도. 그런 다음, 걸어 (도밍에 더 다운). 데 apprx. 30 - 40분 pavillion 블루 하우스. 파빌리온 가 유명한 달 새 년 꿇고 소원 하고…",OISEAU_K,4,551,"Skyway Bogeo, Pavilion PALGAKJUNG Fabillion, Mountain Bogeo. A very nice place to go north of Seoul. The night view is nice, too. This place is very famous, like the Seoul Tower Observatory, but easily without cars. For example, hiking, along a walkable path, is an old fortress that you can enjoy in the distance. Or take a taxi, near Gyeongbokgung Palace, toward Cheong Wa Dae. Take a taxi, 20 minutes max, and US$10 dollars. Then, walk (down to Doming). De apprx. 30-40 minutes. Pavilion Blue House. Pavillions kneel and wish upon the famous moon."
