u_id,review,u_rate,p_id,review_en
시리우드,면세점 쇼핑하기에 가장 브랜드도 많고 구경하는 재미가 있는데 항상 사람이 많아 불편하고 힘들었어요. 저녁 늦게가야 조금 쾌적하게 쇼핑할 수 있습니다.,3,1380,"It's the most brandy and fun to shop at duty-free shops, but it's always been uncomfortable and hard because there are so many people. I have to go late in the evening to enjoy shopping."
한국인,"잠실점이나 다른 면세점에는 재고가 없는데, 본점에는 있는 경우가 많아요. 3~4개층을 사용하는 만큼 규모도 크고 물건고 많습니다.",4,1380,"Jamsil or other duty-free shops don't have any in stock, but they are often in the main store. As we use 3~4 floors, the size is big and there are a lot of things."
SungHee,제작년에 갔지만 리뷰를 이제야 올리네요^^ 롯데백화점 본점과 같은 건물에 있구요 9F/10F부터가 면세점이 시작됩니다. 롯데면세점 본점답데 명품부티크부터 화장품 주류 등등 엄청나게 진열되어있구요 물반 고기반이듯이 여기도 외국인 반 한국사람 반이네요 ㅋㅋ 참고로 : skt vip이시면 롯데면세점 gold 멤버십카드가 발급된답니다.^^,5,1380,"I went to the production year, but now I'm posting a review.It's in the same building as the main store of Lotte Department Store and duty-free starts at 9F/10F. It's like the main store of Lotte Duty Free, and it has a lot of luxury boutiques, cosmetics, liquor, and so on display. Just like water and meat, this place is half foreign and half Korean. For your information, if you're a skt VIP, Lotte Duty Free's gold membership card will be issued.^^"
AHN按 A,"한동안 롯데면세점에 사람많이 없다가 요즘 다시 사람 많네요. 일단 매장이 크기도 하지만 브랜드가 다양해서 좋구요. 개인적으로 오설록 매장에서 저렴히 녹차나 초콜릿 구매해도 무료 티 혜택도 있고, 쇼핑 끝나고 복잡한 면세점을 벗어나 한가히 럭셔리한 매장카페에서 휴식하기도 좋아서, 꼭 방문합니다. 구매 안해도 자리 있으면 잠깐 앉아 있어도 되요. ㅎ",4,1380,"There were not many people at Lotte Duty Free for a while, but there are many people again these days. First of all, the store is big, but I like it because it has various brands. Personally, you can buy green tea or chocolate at a reasonable price at Osulok store, and after shopping, it's easy to get out of the complex duty-free shop and relax at a luxurious store cafe, so I make sure to visit there. If you don't have a seat, you can sit down for a while. Hah!"
wony0426,사람 너무 많고.. 여긴 분명 한국인데 당연하게 중국어로 판매하고.. 중국인 보따리상들 되팔기 하는거같은데 문제가 많은듯해요 ㅠㅠ,4,1380,"It's too crowded. This place is definitely Korean, so of course it is sold in Chinese. Chinese peddlers seem to be selling back, but there seems to be a lot of problems."
DragonT,중국인지 한국인지 모를정도로 사람이 너무 많고 어느 매장가도 직원분들은 중국 손님 응대하기에 바쁨. 정작 같이간 외국인이 어이없어 할 정도였음. 매장은 다양하고 제품 또한 많이 구비한 편이나 주말엔 사람이 너무 많아 사기도 힘듬,3,1380,"There are so many people that I don't know if it's China or Korea, and employees at any store are busy serving Chinese customers. The foreigner who went with me was dumbfounded. The store is diverse and has a lot of products, but there are too many people on weekends, so it's hard to buy them."
Mr. Lee,사람수를 좀 제한하던지 너무 사람이 많아서 뭐 보기도 불편하고 계산할려면 줄도 길고 재래시장도 이거보다 나을듯.,2,1380,"Whether it's limited in the number of people or too many people, it's inconvenient to see, and the line is long to pay for, and traditional markets will be better than this."
MIJIN J,외국인분들이 너무 많아서 진짜 외국단체분들이나 무슨 특별한 날에는 구경하기도 힘들어요 특히 화장품(저가)쪽은 거의 국내분들보다는 외국인전용인것처럼 멀리서만 보거나 가까이 갈수도 없을때도있어요,2,1380,"There are so many foreigners that it's hard to see foreign organizations or on any special day. Especially, cosmetics (low price) are mostly for foreigners rather than Koreans, so sometimes we can't see them from afar or get close to them."
용마사,롯데백화점 본점에 위치해서 쇼핑하기 좋아요!! 늦게 가면 사람이 많아서 오전에 일찍가는 걸 추천해요!!! 브랜드가 다양하게 있어서 좋아요,4,1380,"It's good to shop at the main branch of Lotte Department Store! If you go late, there are many people, so I recommend you to go early in the morning!!! It's good to have a variety of brands."
Charlie5150,롯데백화점 본점에 있어서 접근성이 좋고 제품이 다양해서 쇼핑하기 좋습니다. 출국전 세일하는 제품을 보기 위해 꼭 방문합니다.,5,1380,"Lotte Department Store's main store has good access and a variety of products, so it's good to shop. I make sure to visit to see the products on sale before departure."
시리우드,백화점에서 면세점으로 올라가는 통로가 심하게 혼잡하여 방문때마다 망설여지거나 불편을 느끼곤 합니다. 입지가 좋아서 그런 거긴 한데 아쉽습니다. 사람이 많은 국내브랜드의 화장품 매장으로 더 위층으로 올려놓거나 하면 입구가 혼잡해지는 것은 해결할 수 있을텐데 안타깝습니다.,3,1380,"The passageway from the department store to the duty-free shop is so congested that I often hesitate or feel uncomfortable whenever I visit. It's because the location is good, but it's a shame. It's a pity that if you put it upstairs to a cosmetics store in a crowded domestic brand, you could solve the congestion of the entrance."
seulgi l,롯데면세점 본점에 가면 정말로 외국인들이 많아요~ 뭐 사고 싶어도 사람이 한도 많아서 ㅠㅠ 주말은 피해서 가세요,3,1380,"If you go to Lotte Duty Free, there are so many foreigners. Even if you want to buy something, there are so many people. Please avoid the weekend."
Paradise655247,어느면세점보다 브랜드도많고 정리가잘되어있다 찾기쉽고 직원들이 친절했다 하지만 외국인들이많아 줄이 길기도하다,5,1380,"There are more brands and organized than any other duty free shop. It is easy to find and the staff were kind, but the line is long because there are many foreigners."
Hot6,"정말 물건이 다있다. 원하는 가방이 없어 요청했더니 넉넉히 1주일만 시간을 주면 구할 수 있다 했는데, 정말 구해주셨다. 이번에 리뉴얼했지만, 그래도 너무 많다.",5,1380,"There's really everything. I asked because I didn't have the bag I wanted, and they said I could get it if I gave them a week, but they really did. It was renewed this time, but there are still too many."
choonghwan s,좋아요 하지만 차량이용시 교통은 불편하니 대중교통 추천합니다. 외국인들이 너무 많아서 혼잡한편이구요,4,1380,"Sounds good, but I recommend public transportation because transportation is inconvenient when using a car. It's crowded because there are so many foreigners."
전현아,정말 많은 상품이 구비되어있다. 사람이 너무 많긴 하지만 다닐만 했다. 직원들도 친절하다.,5,1380,"There are so many products in stock. It was too crowded, but it was worth the trip. The staff is also kind."
HYUNGOOLEE,여성 화장품쪽 사람이 바글바글합니다. 중국인들 엄청 많구요. 경기 불황이 전혀 안느껴지구요. 힘든데 미소를 보이는 직원들 대단합니다. 주말은 피하시길 ㅎㅎ,4,1380,There are a lot of people in the women's cosmetics department. There are a lot of Chinese people. I can't feel the recession at all. The employees who smile even though they are tired are amazing. Avoid weekends.
