u_id,review,u_rate,p_id,review_en
Urizia J,티켓 싸게 나와서 남친이랑 갔는데 여기가 서울에서 넓은 규모인건 인정하는데 그래도 벨루가 등이 수조에 닿을 정도에요 애들한테야 재밌어하겠지만 전 너무 가슴아프네요,4,981,"I went there with my boyfriend because the tickets were cheap, and I admit that this is a big place in Seoul, but Beluga's back is reaching the tank. It's going to be fun for the kids, but it's heartbreaking for me."
ahirity,잠실역과 연결된 롯데월드몰에 위치한 아쿠아리움입니다. 삼성동의 아쿠아리움보다 규모가 큽니다. 벨루가가 있는 아쿠아리움입니다. 같은 층에 마트가 있어서 쇼핑후기에도 좋습니다.,4,981,"This is an aquarium located in Lotte World Mall connected to Jamsil Station. It is larger than the aquarium in Samseong-dong. This is an aquarium with Beluga. There is a mart on the same floor, so it is good for shopping reviews."
MIJIN J,대부분 맛집이나 영화같은 기본적인 데이트만하다가 간만에 날도 너무덥고해서잠실에 간김에 가봤는데 너무좋았어요 쇼도보고 귀여운 물고기들도 많고 데이트코스로 좋을꺼같아요,5,981,"Most of the time, I only had basic dates like restaurants and movies, but the weather was so hot in a while, so I went to Jamsil and it was so nice. There are many cute fish and I think it would be good for a date course."
apjijoa,물고기들도 뭔가 더 활동적이고 벨루가도 많이 볼수 있어서 좋았습니다! 카드사 할인으로 저렴하게 이용했고 한가지 아쉬운점은.. 물고기밥이 너무 적어요.. 조금만 양을 늘려주세요..ㅋ,5,981,"It was nice to see the fish more active and Beluga lot more! I used it cheaply at the discount of the credit card company, and one thing I regret is... There's too little fish rice. I'd like to have a little more.LOL"
sanrio2018,공간도 넓고 동선도 좋아서 가장 선호하는 곳이예요. 식음료장 스페이스가 좁아서 군것질하기가 조금 불편한 것 빼고는 아이들 물고기 먹이주기도 할 수있고 볼 것도 많아서 좋습니다.,5,981,"It is my favorite place because of its spacious space and good flow of movement. Aside from the small space in the food and beverage market, it's a little uncomfortable to snack, I can feed my children's fish and there's a lot to see."
Kylie Park,"오픈한지 얼마 안되서 시설이 깨끗하고 나름 넓다. 다만, 기억에 남는건 벨루가 뿐이고 좁은 공간에 있는 벨루가 생각에 보고 온게 미안해진다.",3,981,"The facility is clean and spacious as it has not been long since it was opened. However, the only thing I remember is Beluga, and I feel sorry for seeing him in a small space."
쭈닌민이승이,"물고기 좋아하는 아이랑 다녀왔어요. 깨끗하고 큰 규모에 아쿠아리움이라 아이들이 좋아했습니다. 교통편도 좋고, 바로 앞에 푸드코트도 있어 좋았어요",5,981,"I went there with a kid who likes fish. Children liked it because it was a clean and large aquarium. The transportation was good, and there was a food court right in front of me."
백두산천지,아들이랑 아쿠아리움 3번째... 너무좋아서 리뷰를 안남길수가 없네요 최고 중 최고.... 다음에 부모님도 모시고 같이와서 롯데월드몰 쇼핑도 해야지,5,981,"My son and the third aquarium... It's so good that I can't help but leave a review. Best of the best.... Next time, I will bring my parents and go shopping at Lotte World Mall."
Hae Yun J,"관람하기 좋은 구조로 되어있어서 편하고 볼거리도 많고ㅎㅎ 아이들은 좋아서 난리네요ㅋ 개인적으로 벨루가(?) 그게 멋있고 악어는..아직도 의문임..모형같은데..흠,.정말 안움직여서 한참 기다리다 포기했넹ᆢㅠㅠ",5,981,"It's a nice structure to watch, so it's comfortable and there's a lot of things to see, and the kids love it. Personally, Beluga is cool and the crocodile is...Still a question.It looks like a model, but it was really not moving, so I gave up after waiting for a long time."
"ME, wow","재미있는 짤막 공연도 볼 수 있고, 수중 생명체들 사는 모습을 봐서 좋았어요. 수중터널 같은 사진을 많이 보고 가서 그런 곳을 몇 백미터는 지나갈 줄 알았는데 아주 짧아서 조금 실망했어요. 어린 아이들에게 교육적으로 좋을 것 같아요. 물고기들 밥 주는 것(유료)도 있고 캐리커쳐(유료)도 있어요. 가족 여행으로 간 거라 다 해봤습니다. 뚜껑 있는 음료는 들고 가도 된다고 해서 들어가서 조심히 마시며 구경했어요.",4,981,"It was nice to see fun short-lived performances and live underwater creatures. I saw a lot of pictures like underwater tunnels, so I thought I would pass by a few hundred meters, but I was a little disappointed because it was so short. I think it's educational for young children. There's food for fish and caricatures. I tried everything because it was a family trip. I was told that I could bring a drink with a lid, so I went in carefully and looked around."
나래 최,"시골어르신들과 다녀왔어요~ 롯데월드 아쿠아리움은 이번이 2번째방문인데, 일산 한화 아쿠아리움보다 더 좋아서 재방문했어요~ 이곳은 깨끗하고, 크고, 잘 꾸며놔서 만족하며 구경했어요~",4,981,"I've been to the countryside with elders. This is my second visit to Lotte World Aquarium, and I visited again because I liked it more than Ilsan Hanwha Aquarium. This place was clean, big, and well-decorated, so I was satisfied and looked around."
수진 박,평일에 방문했지만 유아를 동반한 여행객이 몹시 많았다. 아이를 좋아하지만 가끔 방해 되었다. 깨끗하고 물고기들이 잘 관리되어있었다,4,981,"He visited on weekdays, but there were many tourists with infants. I like children, but sometimes I get in the way of them. The fish were clean and well managed."
Lucy L,처음에 벨루가 수조에 벨루가가 없어서 한참 기다리다가 볼 수 있었는데요😢 기다림 끝에 본 벨루가는 길다랗고 동글동글 하니 매우 귀여웠습니다!😍 벨루가 인형이 17800원쯤 하는데 세개씩 사들고 가시는분도 계시더라고요ㅎㅎ👍 벨루가 이외에도 귀여운 아이도있고 신기한 것도 많아요! 물고기 좋아하신다면 한번쯤은 가볼 핫플💙💚💛💜❤,5,981,"At first, Beluga was not in the tank, so I was able to see it after waiting a long time. After waiting, Beluga was very cute because it was long and round!The Beluga doll costs about 17,800 won, and some people buy three.Besides Beluga, there are cute kids and many interesting things! If you like fish, you should go there at least once."
agreewithyou,"서울의 여러 아쿠아리움 중에서 벨루가를 볼 수 있어서 특별한 곳인데, 세 마리 중 한 마리는 안타깝게도 저 세상 가고 이제 두 마리만 남아서 마음이 애틋해요. 사람이 늘 북적이기 때문에 아주 이른 시간 혹은 늦은 시간에 가는 것을 추천합니다.",5,981,"It's a special place to see Beluga among the various aquariums in Seoul, but one of the three has unfortunately gone to the other world and only two are left. I recommend you to go very early or late because it's always crowded."
jiyeonk158,아쿠아리움에는 애기들 없을 시간에 가세요. 너무 민폐인 아이들이 너무 많습니다. 그리고 다양한물고기들이 있어요.,5,981,Go to the aquarium when there are no babies. There are too many children who are too much of a nuisance. And there are various kinds of fish.
J2da,아이들을 위한 공간이지만 부모들이 책임을 안지고 놀이터처럼 뛰어다니고 관람을 방해해서 좀 힘들었음 벨루아는 커서 신기했지만 감옥에 있는 느낌이 들었어요,2,981,"It was a place for children, but it was a bit hard for parents to run around like a playground and disturb the audience. It was amazing to see Belois grow up, but it felt like he was in prison."
