u_id,u_rate,p_id,review,review_en
bszhang,4,1007,"있는 대학의 품위 우연히 만난(어디로 가는길을 묻기도 전에 궁금하신게 있으세요 ? 하며 다가서는) 어느 학생에게서도 풍기는 있는 분위기. 학교교정과 모든것에 있어보이는 품위 ! 정말 이대 이대 왜그런지.. 그리고 ""나 이대나온 여자야"" 어느 영화대사처럼 좋은 느낌같고 갑니다. 교정 여기저기에 토론하는 학생들의 열정도 !","0The dignity of a university, the atmosphere that any student approaches, asking if he has any questions before asking about his way to any place by chance.School correction and decency in everything are really two major reasons why...And I'm a woman from Ewha Womans University. I feel like I'm in a good mood like a movie line.The enthusiasm of students discussing campus issues."
H L,3,1007,새로 바뀐 푸드코트 간만에 가니까 이대 ecc안 푸드코트가 새로운 식당이름으로 바뀌었더라고요....근데 가격이 엄청 비싸졌어요..ㅜㅜ 이국식당에서 제일 싼 경향식 돈가스가 8900원인가 했어요. 셀프인데도 말이죠. 그렇다고 맛이나 구성이 변한 거 아니예요 오히려 반찬코너에 김치 있었는데 사라졌어요...ㅠㅠ 학교 안인데 너무한 거 같아요. ㅜㅜ,"It's been a while since I went to the new food court, and it changed the name of the new restaurant.But the price became very expensive.ᅮᅮᅮ The cheapest pork cutlet in an exotic restaurant was 8,900 won. Even though it's self-service. It doesn't change the taste or composition. There was kimchi in the side dish, but it disappeared...ᅲ인데 I'm in school and I think it's too much. ㅜㅜ"
"NASIN, 김나신",4,1007,"조용히 산책하며 구경하기 좋은 곳 한국에서 아름답기로는 손꼽히는 대학교입니다. 다만, 관광객들이 몰려 학생들이 피해를 보고 있다고 하니 되도록이면 조용히 산책하고 오는 게 좋습니다. 옆의 연세대학교 역시 이화여대만큼이나 아름답습니다. 같이 가보는 걸 추천.","It is one of the most beautiful universities in Korea. However, it is recommended that you take a quiet walk as much as possible since the students are suffering from the crowd. Yonsei University next door is as beautiful as Ewha Womans University. I recommend you to go with me."
194ren,3,1007,이화여자대학교 서울시 대학교들이 조경이 다 잘되어 있긴 하지만 이화여자대학교도 산책하기에 참 좋은 곳이라는 생각이 든다. 접근성도 좋아서 찾아가기 쉽다.,"I think Ewha Womans University is a good place to take a walk, although Ewha Womans University and Seoul National University have a good landscape. It is easy to find because of its good accessibility."
winnie_,3,1007,중국인 관광객 구경하기 좋은 곳 이곳이 학교인지 중국인 관광객이 다니는 명소인지 구분이 어려운 곳입니다. 그들이 없다면 한번쯤 이화여대 재학생들에게 피해를 주지 않는 선에서 방문해 볼 만한 곳입니다.,"It is hard to tell whether this is a school or a popular attraction for Chinese tourists. Without them, it's a good place to visit without harming students at Ewha Womans University students."
gingertea,4,1007,궁금해서 가봤어요 정말 궁금해서 구경하러 가봤는데 예상보다 예쁜 캠퍼스에 놀랐고 산책하고 쉬기에 너무 좋겠다는 생각이 들었습니다. 실제로 그런 사람들도 많아 보였어요.,"I was just wondering. I was really curious, so I went to look around, and I was surprised by the prettier campus than expected and thought it would be great to take a walk and rest. There seemed to be a lot of people like that."
Soojung L,5,1007,대한민국 명문대 클라스 건물 중에 ECC 진짜 멋집니다 역시 명문대라 그런지 학생들 다 포스가 납니다 또한 열람실이 있는 출입구는 학생들의 학업 분위기를 위해 외부인 출입금지더군요 ㄷ ㄷ 역시 클라쓰.. 근처에 맛집도 많아요! 일 차원 자주 가는데 엘수에뇨 맛있습니자 ㅋㅋ,"ECC is one of the most prestigious university class buildings in Korea. As expected, it is a prestigious university, so all students are very charismatic. Also, the entrance to the reading room is closed to outsiders for the sake of the students' academic atmosphere.  역시 ᄃ  역시 As expected of Klass.. There are also many good restaurants nearby! I often go to work, but Elsu noyo is delicious."
조이조이,5,1007,세계 최고의 여성대학 한국 뿐만 아니라 전세계 중 가장 큰 여성 종합대학 입니다. 캠퍼스도 아름다워서 한번쯤은 가볼 만 한 곳입니다. 중국인 관광객이 많은게 다소 흠입니다.,"The world's best women's university is the largest women's university not only in Korea but also in the world. The campus is beautiful, so it's worth visiting. The fact that there are many Chinese tourists is a bit of a flaw."
seongeun y,5,1007,조경이 아름다운 학교 ECC 건물은 건축적으로 매우 아름답고 홍해가 갈라지는 기적을 건축적으로 표현해 놓았다. 조경이 아름다워 산책하기도 사진을 찍기에도 좋다.,"The ECC building, which has beautiful landscape, is very architecturally beautiful and expresses the miracle of the division of the Red Sea. The landscape is beautiful, so it is good for taking a walk or taking pictures."
Joon K,4,1007,"관광객이 많이 구경가는 대학교 대학교에서 외국인 방문객을 볼 수 있었네요. 여대여서 갈일이 없었지만, 새 건물과 오래건물이 마치 서울처럼 이리저리 섞여 있네요.","I could see foreign visitors at the university where many tourists visit. I had nothing to go because I was a female college student, but the new building and the old building are mixed up like in Seoul."
