u_id,review,u_rate,p_id,review_en
JONGHYUK MUN,요새 더더욱 코로나로 인해 사람 방문이 적음. 두자녀 동반시 성인 입장무료. 지금 시기에 나들이 하기 딱 좋은곳. 지하철 광화문역이나 종각역이용 편리.,5,26,Fewer people visit these days due to Corona. Adult admission is free when accompanied by two children. The perfect place for a picnic at this time of year Convenient to use Gwanghwamun Station or Jonggak Station on the subway.
teamwhite,"조선 개국 4년째인 1395년에 처음으로 세운 으뜸 궁궐이다. '하늘이 내린 큰 복' 이라는 뜻으로 경복궁이라 이름지었다. 가장 아름답고 웅장한 이 경복궁은 임진왜란, 일제강점기 2번에 걸쳐 일본의 악랄하고 잔인한 파괴를 당한 악연을 갖고있다. 향원정은 보수 공사로 인해 볼 수 없지만 아름다운 경회루만으로도 충분한 경복궁이다.",5,26,"It was first built in 1395 in the fourth year of the Joseon Dynasty. It was named Gyeongbokgung Palace, meaning ""great blessing from heaven."" The most beautiful and magnificent Gyeongbokgung Palace has a bad relationship with Japan's vicious and brutal destruction of the Japanese Invasion of Korea in 1592 and Japanese colonial era twice. Although Hyangwonjeong Pavilion cannot be seen due to renovation work, the beautiful Gyeonghoeru Pavilion is enough for Gyeongbokgung Palace."
gyoung L,"한국 건축물의 아름다움을 느낄 수 있는 곳이고, 한복을 입었을 때 입장료는 무료. 주변에 한복 대여점이 많으니 한번쯤 대여해서 입어보는것도 나쁘지 않을듯",5,26,"It is a place where you can feel the beauty of Korean architecture, and the admission fee is free when you wear Hanbok. There are many hanbok rental shops around, so it would be nice to rent them and try them on."
Relax825963,"조선의 성곽 안에는 박물관도 있고 경회루 등 볼것이 많다. 외국인들 및 연인들도 주변에서 한복 및 특수복장 빌려서 성을 둘러보며 데이트를 즐기기에 딱 좋다. 야간개장도 하니 잘 알아보고 올것 한국사람이라면 한번이상은 꼭와봤고 , 외국인들에게도 좋은 관광지라고 생각한다. 앞에 광화문 광장 청계천 뒤로 삼청동 이주변에 연계된 명소들도 많기 때문에 꼭 추천한다.",5,26,"Inside the fortress of Joseon, there are many things to see such as a museum and Gyeonghoeru. It is perfect for foreigners and lovers to rent hanbok and special clothes and enjoy a date around the castle. As it is open at night, I will know well if I am a Korean, and I think it is a good tourist destination for foreigners. There are many attractions connected to the Samcheong-dong neighborhood behind Cheonggye Stream in Gwanghwamun Square, so I recommend them."
Paul.S.H.Ch,대부분의 사람들이 여행을 간다면 그 나라의 유서 깊은 궁전을 찾게 된다. 한국에서는 그 곳이 바로 경복궁이다. 지금의 경복궁은 원래의 것보다 많이 축소되었지만 그래도 깨끗이 잘 정돈되어 있으며 위엄이 있다.,4,26,"When most people travel, they find the country's historic palace. In Korea, it is Gyeongbokgung Palace. The current Gyeongbokgung Palace is much smaller than the original one, but it is still well-organized and dignified."
지연 최,몇번을 가도 감탄하게 되며 산책하기 최고인 경복궁 매번 갈때마다 정교함과 운치에 또한번 반하게 되는곳 주변에 볼거리도 많음,5,26,"You will be amazed by the number of times you go to Gyeongbokgung Palace, which is the best place to take a walk, and there are many things to see around the place where you fall in love with the elegance and the scenery."
star4502,구정전날 방문했는데 관광객이 참 많았습니다 무료입장이었고 한복입은 관광객이 많더군요 때맞춰 가면 광화문에서 수문장 교대식을 볼 수 있습니다,5,26,"I visited on the day before the Lunar New Year, and there were many tourists. It was free admission and there were many tourists in Hanbok. If you go in time, you can see the changing ceremony of the gatekeepers at Gwanghwamun Gate."
삐뚤어질테다,넓고 아름다운 우리나라 궁궐 건축물도 보면서 역사공부도 할 수 있는곳이에요. 외국인들이 한국인보다 많았고 너무추워서 모두 보지못한것은 아쉬웠어요. 가족여행이면 가족관계증명서를 꼭 챙기세요. 한복 입지않고도 무료관람 가능해요.,5,26,"It is a place where you can study history while looking at the beautiful Korean palace buildings. It was a shame that there were more foreigners than Koreans and it was too cold to see all of them. If it's a family trip, make sure to bring your family relation certificate. You can watch it for free without wearing Hanbok."
뚜뚜연,친구랑 다녀왔는데 엄청 넓어요. 공사중인 곳 있어서 조금 아쉬워서 날씨 따뜻해지면 또 가려구요~ 박물관(?)에도 우리 옛것 전시되어 있어서 볼거리 풍부하고 역사공부 하는 것 같아 좋았어요!,5,26,"I went there with my friend and it's really big. I'm a little sad that there's a place under construction, so I'm going to go again when the weather gets warmer It was nice to see our old stuff in the museum and study history!"
seongeun y,도심 한 가운데서 만날 수 있는 조선왕조의 궁궐로 소란스러운 가운데 조용함을 느낄 수 있는 공간으로 한복을 입고 방문하여 기념사진을 찍기 좋음.,5,26,It is a palace of the Joseon Dynasty that you can meet in the middle of the city. It is a place where you can feel quiet while it is noisy. It is good to visit Hanbok and take a commemorative photo.
JIHWAN RYU,조선 최고의 궁궐입니다. 너무 좋구요 야경은 두 말 할 것도 없이 완전히 좋습니다. 죽기 전에 한 번쯤은 가 볼만한 곳 입니다. 강추드립니다!!!!!!!,5,26,"It is the best palace in Joseon. It's great, and the night view is perfectly fine, not to mention it. It's a place worth visiting before you die. I strongly recommend!!!!!!!"
최최 최,"몇 번의 도전 끝에 야간 개장 신청에 성공해서 다녀왔어요! 내부에서 공연도 해서 즐길 수 있고, 무엇보다 경회루가 너무 예뻐서 계속 보고 있었어요!",5,26,"After a few attempts, I successfully applied for the night opening! You can enjoy it inside, and most of all, Gyeonghoeru was so pretty that I kept watching it!"
kwon,제가 참 좋아하는 곳인데... 친구 오면 꼭 같이 가는데 향원정이 아직도 공사중이더군요. 제가 젤 좋아하는데라... 아쉬웠어요... 입장료가 4000원인데 한복 대여료가 3900원이라 많은 외국인들이 한복을 대여하더라구요. 한복입으면 공짜 입장이거든요. 그런데... 대여 한복들이... 한복 같지 않아서 같이 간 외국 친구가 비웃을 정도 였어요... 건 좀 별로 였어요.,4,26,"It's my favorite place... I always go with my friend when he comes, but the Hyangwonjeong is still under construction. It's my favorite. It was a shame... The admission fee is 4000 won, but the hanbok rental fee is 3,900 won, so many foreigners rent Hanbok. It's free if you wear it. But... rental hanboks... It wasn't like Hanbok, so my foreign friend laughed at me... I didn't like it."
Soyeon Kim,가을의 정취가 담뿍담긴 비원에서 한국의 아름다움을 소개할 수 있었습니다. 영어로 안내가 되어있어서 많은 외국인들과 함께 비원을 산책했어요. 경복궁안에 커피셥도 분위기가 좋아요.,5,26,"I was able to introduce the beauty of Korea in Biwon, which is filled with the mood of autumn. It was guided in English, so I took a walk with many foreigners. The coffee shop in Gyeongbokgung Palace also has a good atmosphere."
Aisuluu K,날씨도 좋았고 사람도 많지 않았습니다 ... 너무 너무 좋은 관광 휴가이었습니다 . 또 다시 가고 싶은 곳으로 리스트에 올려야겠습니다,4,26,The weather was nice and there were not many people... It was such a great tourist vacation. I'll put it on the list again where I want to go.
Jaesung L,뀨ㅣ딧ㅇ그의딛ㄱ짖ㅇ늬ㄴㅌ싱브ㅢ싲ㄴ조싱그ㅡ싲ㄴ졳ㅡ응ㄷ지ㆍㅇㆍ읻은ㅇㄴ딪동ㄴㄱ지ㅡㅇ릦ㄱ시ㅡㅅㄷㅇㄷㄱㅈㄴ,5,26,뀨ᅵ딧ᄋ그의딛ᄀ짖ᄋ늬ᄂᄐ싱브ᅴ싲ᄂ조싱그-싲ᄂ졳-응ᄃ지·ᄋ·읻은ᄋᄂ딪동ᄂᄀ지-ᄋ릦ᄀ시-ᄉᄃᄋᄃᄀᄌᄂ
규목 정,"도심 한가운데 위치하고 있지만, 내부로 들어서면 전혀 다른세상에 온것같음. 관광객이 많은 편이지만 그래도 한국 고유의 아름다움을 느끼기에 충분한 궁궐. 담벼락 너머로는 현대식 빌딩이 넘쳐나지만 소음은 완벽히 차단됨.",5,26,"It's located in the middle of the city, but when you walk inside, you seem to be in a completely different world. Although there are many tourists, the palace is enough to feel the beauty of Korea. Beyond the wall is a flood of modern buildings, but the noise is completely blocked."
martin.k,수천년의 역사를 가진 대한민국의 최고 명소입니다. 외국인이 아닌 한국인이라 하더라도 한번쯤은 무조건 가보기를 권장합니다.,5,26,"It is Korea's best attraction with thousands of years of history. Even if you are not a foreigner but a Korean, it is recommended to visit at least once."
Megan,저는 이 경험을 강력히 추천합니다. 한복을 무료로 입으실 수도 있습니다. 궁전과 경치가 아름답습니다. 이곳은 사진을 찍기에 좋은 장소입니다.,5,26,I strongly recommend this experience. You can also wear Hanbok for free. The palace and the scenery are beautiful. This is a good place to take pictures.
