review,u_id,u_rate,p_id,review_en
전반적으로 괜찮음 전반적으로 괜찮습니다. 다만 보존서고제도 때문에 도서관 홈페이지에 올라와 있는 모든 책을 읽을 순 없습니다. 그리고 외국어로 되어있는 책들도 있어서 외국인들도 가볼 만 합니다.,김 환희,4,763,"It's okay overall, it's okay overall. However, due to the preservation library system, I cannot read all the books posted on the library's homepage. And there are books in foreign languages, so foreigners are worth visiting."
시청을 시민에게로~ 옛날 일제시대를 거쳐 시청으로 쓰아던 옛건물을 개조해서 도서관으로 시민이게 돌려준 공간입니다 지하부터 꼭대기까지 공간 하나하나 도서관도 도서관이자만 옥상전망대 카페 기념장소 전시관 너무 잘 만들어두었네요 서울시민이라면 도서관이용도 회원가입만하면 쉽게 이용할수 있어서 정말 좋습니더,민석 권,5,763,"City Hall to citizens~ This is a place where the old building used to be used as a city hall through the Japanese colonial era was renovated and returned to the library as a citizen. From the basement to the top, the library is also a library, but the rooftop observatory cafe memorial hall is so well-made. If you are a citizen of Seoul, it is really good that you can use the library easily if you sign up as a member."
"책도 많고 편의시설도 좋고 무료로 많은 책을 마음 것 읽을 수 있고, 화장실 관리도 잘 되어서 깨끗합니다. 맨 윗층에는 카페가 있는데 봄날에 야외 단상에서 마셔도 좋겠네요.",se0ngnamk,5,763,"There are a lot of books, convenient facilities are good, and you can read many books for free, and the bathroom is clean. There's a cafe on the top floor, so you can drink it on an outdoor platform on a spring day."
멋진 장소 번잡한 사람들 옛날 시청 건물을 도서관으로 만들어 책 이외에 건물을 돌아보는 재미도 있습니다. 책도 많고 내부 구조도 잘 만들어져 있는데 낮시간에 가도 아이들을 데리고 나온 어머니나 할아버지들이 많이 계셔서 조용히 책을 읽기에는 자리도 없고 번잡합니다,joywoong,4,763,"Nice places crowded people turn the old City Hall building into a library and look around the building in addition to the books. There are a lot of books and the interior structure is well-made, but even during the day, there are many mothers and grandfathers who brought their children out, so there is no room to read books quietly and it is crowded."
공공 도서관 서울 광장 앞의 서울 시청입니다. 그것은 무료이며 공개됩니다. 나는 덕수궁으로가는 도중에이 도서관을 지나갔지 만 건물 안으로 들어 가지 않았다. 나는 가까운 장래에 그렇게하고 싶다.,LG_Kay,4,763,"This is Seoul City Hall in front of Seoul Plaza, a public library. It's free and open to the public. I passed the library on my way to Deoksugung Palace, but I didn't go into the building. I want to do so in the near future."
좋은 간단한 라이브러리. 제가 방문하는 각국을 방문하는 것이 가장 중요한 곳 중 하나는 도서관입니다. 나는 도서관이 문화와 위치에 관해 많은 것을 말한다고 생각한다. 서울 지하철 도서관은 매우 간단하고 깨끗합니다. 아마 시위에 앞장서는 거대한 마당이 있습니다. 내부는 독특하고 몇 가지 수준이 있습니다. 주요 지역에는 높이가 2 층인 책장이 있으며 그 여분의 긴 사다리 중 하나가 필요합니다. 그것은 깨끗하고 조용했습니다. 나는 방문을 추천 할 것이다. 지하철로 쉽게 오실 수 있으며 시청역과 미 대사관 근처에서 도보로,chillin247365,5,763,Good simple library. One of the most important places to visit is the library. I think libraries say a lot about culture and location. The Seoul Metropolitan Subway Library is very simple and clean. Perhaps there is a huge yard leading the demonstration. The interior is unique and has several levels. The main area has a two-story high bookcase and requires one of its extra long ladders. It was clean and quiet. I will recommend a visit. You can easily get here by subway and walk near City Hall station and the U.S. Embassy.
좋은 곳 이 관광지가 아주 좋습니다. 매우 유익하고 라이브러리. 서울에 있는 최고의 중 하나입니다. 방문 합니다.,Arun22467,5,763,Nice place. This tourist spot is very nice. Very informative and library. It is one of the best in Seoul. I'm visiting.
근사하고 흥미로운 그리고 체크아웃 장소 중지. 시장의 방에서 이 건물에 우리의 Stopover 중 하나였습니다. 매우 빠른 실내 투어를 위해 좋은 곳이 읽기 않으려는 경우.,Marty M,5,763,"Cool, interesting and check-out stop. It was one of our stopovers in this building in the mayor's room. You don't want to read a good place for a very fast indoor tour."
"분주 한 도시의 조용한 장소 이곳 계획된 방향대로 어긋남 없이 추진하는 세련미 - 희귀 한 서울. 나는 거의 유일한 도시로 유럽. 그들은 4층에서 nethrcutt 대규모 국제 도서 와 체리 케익: 매우 쾌적한 작은 카페 옥상에 있는 정원이 있어. 직원들은 제가 만난 중 최고의 서울. 가격 또한 아름다운 정부 기관 이 기 때문에, 라이브러리 및 무료 사용, 또는 작업의 경우 연구는 서울. 다른 무엇? 영구 및 특별한 전시회 중 가장 도시의 풍경.",Esther C,5,763,"The quiet place of a busy city. This is the chicness of pushing in the planned direction. Rare one Seoul. I am almost the only city in Europe. They have a garden on the roof of a very pleasant little cafe on the fourth floor, with a large-scale neethrcutt international book and cherry cake. Employees are the best Seoul I've ever met. Because of the beautiful government agency, the library and free use, or the work, the research is Seoul. What else? The most urban landscape of both permanent and special exhibitions."
라이브러리 도시의 좋은 위치에 있다. 꽤 넓고 많은 책. 모든 것이 무료 다. 좋은 장소,Sam,5,763,It's in a good position in the Library City. Quite a wide and many books. Everything is free. a good place
